"date","geography","geography code","Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census","Distance travelled to work: Less than 2km","Distance travelled to work: 2km to less than 5km","Distance travelled to work: 5km to less than 10km","Distance travelled to work: 10km to less than 20km","Distance travelled to work: 20km to less than 30km","Distance travelled to work: 30km to less than 40km","Distance travelled to work: 40km to less than 60km","Distance travelled to work: 60km and over","Distance travelled to work: Works mainly from home","Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK"
2021,"Hackney 009","E02000353",4511,265,422,467,123,16,10,5,25,2760,418
2021,"Hackney 010","E02000354",4941,468,605,692,217,37,4,19,37,2296,566
2021,"Hackney 011","E02000355",4498,354,537,583,158,31,11,12,21,2286,505
2021,"Hackney 012","E02000356",4277,201,495,375,105,16,2,6,11,2721,345
2021,"Hackney 013","E02000357",2882,308,413,542,210,30,18,9,26,909,417
2021,"Hackney 014","E02000358",6331,449,817,673,226,40,15,11,36,3446,618
2021,"Hackney 015","E02000359",3375,264,383,442,154,25,11,14,12,1685,385
2021,"Hackney 016","E02000360",5485,519,836,773,248,52,20,12,36,2309,680
2021,"Hackney 017","E02000361",4826,361,606,592,205,26,10,12,20,2456,538
2021,"Hackney 018","E02000362",3538,239,438,529,147,32,15,15,24,1652,447
2021,"Hackney 019","E02000363",5108,622,807,842,273,52,17,13,40,1774,668
2021,"Hackney 020","E02000364",5163,432,641,472,149,28,7,17,39,2914,464
2021,"Hackney 022","E02000366",4065,360,508,474,172,39,8,11,27,1957,509
2021,"Hackney 023","E02000367",6385,508,791,656,181,34,15,14,19,3593,574
2021,"Hackney 024","E02000368",4816,510,736,517,174,32,24,10,35,2229,549
2021,"Hackney 025","E02000369",7583,548,1137,581,239,38,9,17,49,4208,757
2021,"Hackney 026","E02000370",4811,535,633,416,204,23,13,10,25,2508,444
2021,"Hammersmith and Fulham 001","E02000372",4615,594,764,784,211,23,14,9,50,1470,696
2021,"Hammersmith and Fulham 002","E02000373",2941,455,464,469,163,17,9,7,26,809,522
2021,"Hammersmith and Fulham 003","E02000374",3340,353,420,500,153,17,8,8,22,1440,419
2021,"Hammersmith and Fulham 004","E02000375",3925,420,426,486,152,33,6,10,25,1849,518
2021,"Hammersmith and Fulham 005","E02000376",3897,420,469,519,167,17,12,15,11,1844,423
2021,"Hammersmith and Fulham 006","E02000377",4170,429,445,561,181,32,5,9,16,1986,506
2021,"Hammersmith and Fulham 007","E02000378",3731,343,404,469,133,17,7,8,16,1999,335
2021,"Hammersmith and Fulham 008","E02000379",3764,286,388,465,196,22,5,4,19,2017,362
2021,"Hammersmith and Fulham 009","E02000380",3029,245,257,302,141,19,8,6,12,1788,251
2021,"Hammersmith and Fulham 010","E02000381",4128,327,450,404,102,18,6,10,11,2502,298
2021,"Hammersmith and Fulham 011","E02000382",3324,239,306,413,133,14,7,9,20,1911,272
2021,"Hammersmith and Fulham 012","E02000383",4551,408,638,469,145,20,11,12,31,2429,388
2021,"Hammersmith and Fulham 013","E02000384",4326,433,553,584,200,23,20,10,27,2086,390
2021,"Hammersmith and Fulham 014","E02000385",3579,232,389,402,124,22,3,11,8,2110,278
2021,"Hammersmith and Fulham 015","E02000386",3829,527,538,438,140,32,13,8,25,1610,498
2021,"Hammersmith and Fulham 016","E02000387",3219,475,494,383,106,25,7,6,18,1355,350
2021,"Hammersmith and Fulham 017","E02000388",5027,449,541,557,154,26,16,9,25,2844,406
2021,"Hammersmith and Fulham 018","E02000389",4692,376,425,474,155,25,9,6,22,2821,379
2021,"Hammersmith and Fulham 019","E02000390",3529,309,371,407,85,19,5,6,14,1992,321
2021,"Hammersmith and Fulham 020","E02000391",4066,288,373,468,108,20,18,7,15,2485,284
2021,"Hammersmith and Fulham 021","E02000392",5156,397,454,632,147,33,12,4,27,3056,394
2021,"Hammersmith and Fulham 022","E02000393",3504,195,318,406,89,18,3,11,17,2245,202
2021,"Hammersmith and Fulham 023","E02000394",5066,377,560,643,158,30,12,11,25,2779,471
2021,"Hammersmith and Fulham 024","E02000395",3183,182,275,404,103,18,4,15,14,1960,208
2021,"Hammersmith and Fulham 025","E02000396",3500,295,385,429,122,13,9,6,17,1931,293
2021,"Haringey 001","E02000397",4182,229,418,585,527,49,8,16,18,1516,816
2021,"Haringey 002","E02000398",2985,268,321,457,551,62,18,17,43,529,719
2021,"Haringey 004","E02000400",3898,195,382,512,429,44,12,14,25,1656,629
2021,"Haringey 005","E02000401",2925,258,345,476,404,53,16,13,22,725,613
2021,"Haringey 006","E02000402",2758,254,328,491,387,52,14,16,26,622,568
2021,"Haringey 007","E02000403",3983,191,285,628,569,54,11,7,23,1377,838
2021,"Haringey 008","E02000404",3367,247,343,518,438,40,15,17,29,935,785
2021,"Haringey 009","E02000405",3294,159,167,363,174,29,7,10,15,2112,258
2021,"Haringey 010","E02000406",3429,240,353,583,369,62,21,9,22,1058,712
2021,"Haringey 011","E02000407",3654,342,345,669,436,69,23,17,38,886,829
2021,"Haringey 012","E02000408",3635,312,387,614,468,71,31,21,53,849,829
2021,"Haringey 013","E02000409",2812,258,279,493,292,44,16,11,19,916,484
2021,"Haringey 014","E02000410",3419,158,239,419,189,18,11,9,12,2031,333
2021,"Haringey 015","E02000411",5587,339,488,962,728,92,34,17,54,1792,1081
2021,"Haringey 016","E02000412",3775,281,370,808,375,69,13,11,22,1124,702
2021,"Haringey 017","E02000413",3833,155,234,529,259,32,5,4,30,2234,351
2021,"Haringey 018","E02000414",3737,251,327,655,401,58,12,16,39,1171,807
2021,"Haringey 019","E02000415",3780,228,307,722,344,35,21,7,17,1398,701
2021,"Haringey 020","E02000416",4690,275,361,643,229,38,11,18,16,2614,485
2021,"Haringey 021","E02000417",3533,166,222,495,149,22,10,8,16,2151,294
2021,"Haringey 022","E02000418",2834,130,156,347,92,17,8,4,17,1825,238
2021,"Haringey 023","E02000419",4996,305,407,938,363,67,12,7,27,2172,698
2021,"Haringey 024","E02000420",4270,274,407,831,387,65,14,14,32,1474,772
2021,"Haringey 025","E02000421",4077,224,434,871,469,96,12,15,56,1092,808
2021,"Haringey 026","E02000422",3565,229,362,677,296,54,12,14,22,1172,727
2021,"Haringey 027","E02000423",3926,244,387,807,224,43,9,10,25,1605,572
2021,"Haringey 028","E02000424",3846,209,327,501,143,36,5,11,11,2252,351
2021,"Haringey 029","E02000425",3115,944,210,451,203,24,6,18,16,652,591
2021,"Haringey 030","E02000426",3299,141,255,470,117,26,11,3,17,2029,230
2021,"Haringey 031","E02000427",4018,150,369,744,187,36,10,8,19,1975,520
2021,"Haringey 032","E02000428",4271,337,523,857,322,43,22,16,24,1429,698
2021,"Haringey 033","E02000429",3818,149,227,464,102,24,12,8,18,2543,271
2021,"Haringey 034","E02000430",4281,241,318,601,123,32,11,8,17,2582,348
2021,"Haringey 035","E02000431",3653,137,180,475,98,18,8,4,21,2424,288
2021,"Haringey 036","E02000432",3748,152,336,574,131,28,9,13,21,2138,346
2021,"Harrow 001","E02000433",3892,164,311,384,502,125,35,33,16,1824,498
2021,"Harrow 002","E02000434",4902,274,420,478,638,113,55,21,37,2113,753
2021,"Harrow 003","E02000435",3588,153,388,445,489,114,45,29,24,1267,634
2021,"Harrow 004","E02000436",2787,67,268,281,264,115,18,21,12,1464,277
2021,"Harrow 005","E02000437",3983,243,481,449,531,112,28,11,41,1320,767
2021,"Harrow 006","E02000438",3754,180,475,391,429,162,23,19,44,1451,580
2021,"Harrow 007","E02000439",4472,345,412,485,619,122,32,34,42,1198,1183
2021,"Harrow 008","E02000440",4794,278,501,515,591,130,36,28,48,1867,800
2021,"Harrow 009","E02000441",3408,162,299,375,337,183,31,18,23,1565,415
2021,"Harrow 010","E02000442",4809,368,506,597,646,126,37,37,62,1015,1415
2021,"Harrow 011","E02000443",4822,471,514,548,675,128,26,23,29,1379,1029
2021,"Harrow 012","E02000444",4165,267,489,491,506,108,31,29,50,1273,921
2021,"Harrow 013","E02000445",5367,475,570,606,848,124,22,27,64,1397,1234
2021,"Harrow 015","E02000447",4055,291,439,406,467,107,21,18,43,1728,535
2021,"Harrow 016","E02000448",3237,152,278,252,276,143,27,21,16,1807,265
2021,"Harrow 017","E02000449",4087,279,545,500,572,93,26,25,48,954,1045
2021,"Harrow 019","E02000451",3290,155,303,283,318,149,41,14,34,1573,420
2021,"Harrow 020","E02000452",4734,483,351,499,696,139,34,20,37,1634,841
2021,"Harrow 021","E02000453",4269,343,379,457,519,107,18,17,38,1732,659
2021,"Harrow 022","E02000454",3561,169,303,365,340,137,28,9,28,1850,332
2021,"Harrow 023","E02000455",6084,711,398,522,867,127,20,15,52,2540,832
2021,"Harrow 024","E02000456",3968,329,341,416,513,117,20,22,39,1476,695
2021,"Harrow 025","E02000457",3424,187,345,400,392,121,16,19,28,1479,437
2021,"Harrow 027","E02000459",4413,342,529,587,647,89,33,19,49,1367,751
2021,"Harrow 028","E02000460",3357,221,480,455,426,113,22,8,36,1055,541
2021,"Harrow 029","E02000461",3431,361,294,366,501,62,11,15,16,1344,461
2021,"Harrow 030","E02000462",3308,227,409,536,519,81,18,21,37,871,589
2021,"Harrow 031","E02000463",3922,296,527,571,563,120,30,30,41,1048,696
2021,"Havering 001","E02000464",3529,262,281,436,438,352,63,29,27,845,796
2021,"Havering 002","E02000465",4412,323,374,461,525,416,113,41,40,1182,937
2021,"Havering 003","E02000466",4039,188,611,438,474,270,56,27,21,1037,917
2021,"Havering 004","E02000467",4775,477,606,475,546,390,87,35,32,1043,1084
2021,"Havering 005","E02000468",3955,188,537,466,509,252,43,17,20,1024,899
2021,"Havering 006","E02000469",3237,257,388,293,405,289,56,33,29,770,717
2021,"Havering 007","E02000470",5007,262,418,326,469,513,82,37,29,2099,772
2021,"Havering 008","E02000471",3690,252,405,350,366,253,45,19,19,1261,720
2021,"Havering 009","E02000472",4540,327,585,421,580,307,53,23,34,1344,866
2021,"Havering 010","E02000473",5254,318,613,362,538,446,73,33,23,2024,824
2021,"Havering 011","E02000474",4342,393,488,408,556,237,53,18,35,1273,881
2021,"Havering 012","E02000475",4692,270,436,295,434,423,60,26,33,1983,732
2021,"Havering 013","E02000476",4745,568,366,343,557,396,48,21,32,1605,809
2021,"Havering 014","E02000477",4806,409,425,313,413,359,54,25,32,2015,761
2021,"Havering 015","E02000478",2738,117,280,250,282,204,45,18,15,1150,377
2021,"Havering 016","E02000479",4804,555,386,339,527,397,54,19,35,1571,921
2021,"Havering 017","E02000480",6643,1042,612,559,788,439,67,35,51,1806,1244
2021,"Havering 018","E02000481",3833,182,243,496,336,355,75,15,22,1475,634
2021,"Havering 019","E02000482",3021,183,155,260,194,277,40,15,14,1541,342
2021,"Havering 020","E02000483",3863,248,461,308,361,340,48,21,21,1380,675
2021,"Havering 021","E02000484",4291,444,461,340,410,285,50,26,30,1512,733
2021,"Havering 022","E02000485",4265,247,366,352,329,360,61,18,27,1822,683
2021,"Havering 023","E02000486",3587,223,388,292,381,313,49,19,11,1244,667
2021,"Havering 024","E02000487",3631,175,207,376,241,285,28,16,19,1805,479
2021,"Havering 025","E02000488",3759,191,442,344,343,312,36,9,18,1423,641
2021,"Havering 026","E02000489",4124,191,593,350,510,309,37,19,35,1309,771
2021,"Havering 027","E02000490",3999,158,520,484,508,249,49,15,32,1145,839
2021,"Havering 028","E02000491",4888,251,486,831,654,294,69,19,36,1230,1018
2021,"Havering 029","E02000492",3205,138,260,511,358,243,44,13,26,932,680
2021,"Havering 030","E02000493",3109,187,208,551,410,249,36,12,23,804,629
2021,"Hillingdon 001","E02000494",3696,156,231,323,376,268,50,27,27,1937,301
2021,"Hillingdon 002","E02000495",5076,366,344,583,543,340,38,15,36,2022,789
2021,"Hillingdon 003","E02000496",3859,329,314,576,536,146,48,31,29,1198,652
2021,"Hillingdon 004","E02000497",4596,246,367,535,465,251,44,17,35,2030,606
2021,"Hillingdon 005","E02000498",2984,179,298,346,325,150,20,11,16,1184,455
2021,"Hillingdon 006","E02000499",3715,205,302,430,396,132,27,12,26,1706,479
2021,"Hillingdon 007","E02000500",4069,249,275,475,421,206,20,14,23,1906,480
2021,"Hillingdon 008","E02000501",4315,295,341,573,494,170,19,9,18,1795,601
2021,"Hillingdon 009","E02000502",4600,269,423,507,560,268,37,25,34,1821,656
2021,"Hillingdon 010","E02000503",4616,380,330,634,583,216,25,13,20,1770,645
2021,"Hillingdon 011","E02000504",3771,185,348,419,351,200,43,11,27,1705,482
2021,"Hillingdon 013","E02000506",3892,200,317,456,359,223,44,26,24,1732,511
2021,"Hillingdon 014","E02000507",4013,214,625,591,383,209,30,19,23,1260,659
2021,"Hillingdon 015","E02000508",5550,531,408,657,625,346,67,32,44,2130,710
2021,"Hillingdon 016","E02000509",4300,519,310,524,526,269,47,28,42,1368,667
2021,"Hillingdon 017","E02000510",4383,547,503,628,448,183,47,23,29,1323,652
2021,"Hillingdon 018","E02000511",4696,288,856,775,484,179,35,23,42,1129,885
2021,"Hillingdon 019","E02000512",3910,340,608,588,387,174,33,11,40,988,741
2021,"Hillingdon 020","E02000513",3982,259,650,810,461,137,25,28,35,715,862
2021,"Hillingdon 021","E02000514",4566,367,744,904,498,153,51,24,56,896,873
2021,"Hillingdon 022","E02000515",6366,642,794,720,755,355,48,35,60,1864,1093
2021,"Hillingdon 023","E02000516",3829,281,518,796,397,97,30,13,41,864,792
2021,"Hillingdon 024","E02000517",4498,375,724,800,544,167,24,20,30,968,846
2021,"Hillingdon 025","E02000518",4224,488,646,583,462,200,36,16,31,984,778
2021,"Hillingdon 026","E02000519",3898,417,557,755,435,115,41,27,53,771,727
2021,"Hillingdon 027","E02000520",6142,610,847,1140,697,209,71,19,63,1371,1115
2021,"Hillingdon 028","E02000521",6106,477,1011,671,697,267,64,31,64,1761,1063
2021,"Hillingdon 029","E02000522",4436,316,734,487,513,208,34,26,35,1290,793
2021,"Hillingdon 030","E02000523",5396,483,954,827,586,173,47,22,44,1340,920
2021,"Hillingdon 031","E02000524",3769,398,731,483,446,148,35,31,44,791,662
2021,"Hillingdon 032","E02000525",4567,435,1022,719,520,159,57,14,43,798,800
2021,"Hounslow 001","E02000526",4693,248,348,556,263,50,14,12,30,2799,373
2021,"Hounslow 004","E02000529",4204,387,682,731,450,88,33,26,55,1072,680
2021,"Hounslow 005","E02000530",3246,279,638,558,319,72,35,17,28,624,676
2021,"Hounslow 006","E02000531",6088,447,668,679,619,61,22,14,35,2654,889
2021,"Hounslow 007","E02000532",4437,288,320,455,298,33,18,9,21,2485,510
2021,"Hounslow 008","E02000533",4351,244,320,424,348,26,13,11,36,2494,435
2021,"Hounslow 009","E02000534",4412,366,495,532,460,46,31,12,26,1821,623
2021,"Hounslow 010","E02000535",4502,368,818,675,497,128,46,22,44,1140,764
2021,"Hounslow 011","E02000536",4917,396,766,776,568,96,42,29,50,1378,816
2021,"Hounslow 012","E02000537",5008,353,625,737,635,80,25,31,42,1588,892
2021,"Hounslow 013","E02000538",4716,497,962,928,523,123,49,18,69,823,724
2021,"Hounslow 014","E02000539",6264,627,662,795,591,63,25,10,37,2571,883
2021,"Hounslow 015","E02000540",5976,485,782,929,803,85,40,21,37,1907,887
2021,"Hounslow 016","E02000541",4783,469,884,917,588,123,35,31,66,861,809
2021,"Hounslow 017","E02000542",5556,539,880,996,727,134,39,21,59,1298,863
2021,"Hounslow 018","E02000543",6889,546,943,1022,945,109,30,36,66,2025,1167
2021,"Hounslow 019","E02000544",4306,405,550,568,466,76,25,12,31,1377,796
2021,"Hounslow 020","E02000545",4271,477,467,515,405,52,24,18,28,1650,635
2021,"Hounslow 021","E02000546",4818,426,719,764,518,98,47,12,55,1233,946
2021,"Hounslow 022","E02000547",5078,445,878,891,594,208,40,18,35,1087,882
2021,"Hounslow 023","E02000548",4921,409,954,877,493,204,45,18,66,904,951
2021,"Hounslow 024","E02000549",6138,531,1020,1022,655,210,44,30,59,1397,1170
2021,"Hounslow 025","E02000550",5205,487,744,901,510,225,49,16,40,1386,847
2021,"Hounslow 026","E02000551",4322,435,726,755,497,118,37,18,40,826,870
2021,"Hounslow 027","E02000552",4597,339,668,842,473,190,34,12,44,1168,827
2021,"Hounslow 028","E02000553",3293,260,524,546,322,107,26,9,24,812,663
2021,"Islington 001","E02000554",4530,404,494,724,181,46,6,11,24,2148,492
2021,"Islington 002","E02000555",4920,363,502,682,167,34,12,12,18,2651,479
2021,"Islington 003","E02000556",6473,398,638,911,230,89,25,19,33,3566,564
2021,"Islington 004","E02000557",4762,398,588,630,161,43,12,10,21,2439,460
2021,"Islington 005","E02000558",4046,346,635,655,204,39,17,9,18,1599,524
2021,"Islington 006","E02000559",5599,250,603,630,156,32,8,8,17,3507,388
2021,"Islington 007","E02000560",4342,259,561,543,124,30,6,5,22,2388,404
2021,"Islington 008","E02000561",4148,212,473,408,95,23,6,10,24,2555,342
2021,"Islington 009","E02000562",4326,224,594,407,117,15,7,7,13,2573,369
2021,"Islington 010","E02000563",4209,401,684,443,132,29,11,7,31,1980,491
2021,"Islington 011","E02000564",7370,484,1145,637,243,43,14,12,36,4197,559
2021,"Islington 012","E02000565",4425,254,679,414,163,24,13,10,20,2379,469
2021,"Islington 013","E02000566",4994,225,686,314,113,22,4,9,24,3287,310
2021,"Islington 014","E02000567",5949,314,853,472,151,28,6,4,21,3608,492
2021,"Islington 015","E02000568",5224,522,910,409,180,41,8,13,38,2492,611
2021,"Islington 016","E02000569",5049,323,737,335,129,33,6,7,27,3012,440
2021,"Islington 017","E02000570",4935,280,655,227,117,17,11,9,12,3293,314
2021,"Islington 018","E02000571",4666,359,706,352,116,13,12,4,17,2663,424
2021,"Islington 019","E02000572",3892,506,714,317,174,39,21,13,25,1607,476
2021,"Islington 020","E02000573",6066,447,755,280,126,22,19,9,31,3999,378
2021,"Islington 021","E02000574",4071,473,512,215,89,23,8,5,22,2366,358
2021,"Islington 022","E02000575",5759,735,622,281,110,23,11,15,41,3440,481
2021,"Islington 023","E02000576",5203,747,621,348,117,29,8,10,43,2780,500
2021,"Kensington and Chelsea 001","E02000577",3347,458,615,396,107,13,7,12,27,1198,514
2021,"Kensington and Chelsea 002","E02000578",2303,286,372,361,65,19,7,5,23,792,373
2021,"Kensington and Chelsea 003","E02000579",4355,375,561,506,120,22,4,18,34,2155,560
2021,"Kensington and Chelsea 004","E02000580",4043,394,572,366,96,23,13,9,21,1986,563
2021,"Kensington and Chelsea 005","E02000581",2935,389,450,445,113,27,5,9,19,1043,435
2021,"Kensington and Chelsea 006","E02000582",3521,186,465,273,76,8,8,5,18,2216,266
2021,"Kensington and Chelsea 007","E02000583",3445,206,357,334,77,11,1,8,14,2215,222
2021,"Kensington and Chelsea 008","E02000584",3617,142,441,231,89,8,0,17,20,2444,225
2021,"Kensington and Chelsea 009","E02000585",3847,268,407,350,78,19,3,6,17,2373,326
2021,"Kensington and Chelsea 010","E02000586",3052,182,351,199,61,9,7,8,28,2001,206
2021,"Kensington and Chelsea 011","E02000587",3256,208,336,234,50,5,4,9,16,2190,204
2021,"Kensington and Chelsea 012","E02000588",2975,264,341,184,44,5,6,8,13,1875,235
2021,"Kensington and Chelsea 013","E02000589",3645,254,383,298,93,14,1,11,18,2298,275
2021,"Kensington and Chelsea 014","E02000590",2773,277,392,171,85,13,6,1,19,1549,260
2021,"Kensington and Chelsea 015","E02000591",3022,269,358,245,87,22,9,3,17,1729,283
2021,"Kensington and Chelsea 016","E02000592",3059,181,328,202,60,8,6,8,21,2012,233
2021,"Kensington and Chelsea 017","E02000593",3729,257,377,298,93,14,4,4,19,2359,304
2021,"Kensington and Chelsea 018","E02000594",3260,227,340,235,87,6,9,16,27,2055,258
2021,"Kensington and Chelsea 019","E02000595",2962,204,327,210,68,19,8,4,21,1908,193
2021,"Kensington and Chelsea 020","E02000596",3567,311,387,291,61,6,2,3,18,2246,242
2021,"Kensington and Chelsea 021","E02000597",2738,295,394,250,64,13,2,2,13,1376,329
2021,"Kingston upon Thames 001","E02000598",3833,345,324,276,272,32,23,9,16,2234,302
2021,"Kingston upon Thames 002","E02000599",3017,100,334,275,288,25,22,13,31,1649,280
2021,"Kingston upon Thames 003","E02000600",4210,685,352,362,348,39,16,10,30,1966,402
2021,"Kingston upon Thames 004","E02000601",6031,616,333,404,528,70,26,9,48,3562,435
2021,"Kingston upon Thames 005","E02000602",4726,775,355,485,421,62,22,20,32,2048,506
2021,"Kingston upon Thames 006","E02000603",3995,659,477,428,374,62,22,16,38,1316,603
2021,"Kingston upon Thames 007","E02000604",4653,420,469,414,486,50,31,12,15,2225,531
2021,"Kingston upon Thames 008","E02000605",4055,299,429,388,386,52,14,5,19,2039,424
2021,"Kingston upon Thames 009","E02000606",5846,672,405,401,545,93,27,26,38,3173,466
2021,"Kingston upon Thames 010","E02000607",3364,291,262,248,267,48,20,10,13,1878,327
2021,"Kingston upon Thames 011","E02000608",4314,311,353,255,386,100,18,18,19,2453,401
2021,"Kingston upon Thames 012","E02000609",3449,244,470,363,380,53,15,20,24,1382,498
2021,"Kingston upon Thames 013","E02000610",4460,294,472,359,420,86,23,10,16,2321,459
2021,"Kingston upon Thames 014","E02000611",3505,247,398,298,308,71,12,11,18,1734,408
2021,"Kingston upon Thames 015","E02000612",4028,225,518,405,411,80,26,11,23,1817,512
2021,"Kingston upon Thames 016","E02000613",4124,318,423,301,346,97,27,13,14,2100,485
2021,"Kingston upon Thames 017","E02000614",4700,438,770,493,518,114,27,14,29,1503,794
2021,"Kingston upon Thames 018","E02000615",4045,352,557,471,394,123,33,20,20,1336,739
2021,"Kingston upon Thames 019","E02000616",3301,288,373,469,337,126,17,10,13,1111,557
2021,"Kingston upon Thames 020","E02000617",4490,374,586,656,453,159,17,14,22,1404,805
2021,"Lambeth 002","E02000619",4632,479,869,373,164,29,22,11,31,2082,572
2021,"Lambeth 003","E02000620",5592,480,997,441,176,25,15,14,41,2828,575
2021,"Lambeth 004","E02000621",7510,381,1244,649,256,41,16,15,51,4167,690
2021,"Lambeth 005","E02000622",5101,302,889,494,164,34,19,15,23,2687,474
2021,"Lambeth 006","E02000623",4253,337,896,558,180,36,19,10,48,1580,589
2021,"Lambeth 007","E02000624",5691,322,913,687,175,40,16,13,35,2893,597
2021,"Lambeth 008","E02000625",5203,401,910,776,252,38,17,26,28,2051,704
2021,"Lambeth 009","E02000626",4169,420,688,701,214,39,9,7,45,1387,659
2021,"Lambeth 010","E02000627",5774,292,739,879,213,32,13,11,31,2936,628
2021,"Lambeth 011","E02000628",5898,467,790,1121,270,49,15,24,59,2326,777
2021,"Lambeth 012","E02000629",6060,261,631,844,171,43,17,20,24,3570,479
2021,"Lambeth 013","E02000630",4830,172,502,652,136,23,8,8,17,2995,317
2021,"Lambeth 014","E02000631",5562,546,534,833,189,24,12,16,25,2836,547
2021,"Lambeth 015","E02000632",7125,231,625,1084,185,33,8,19,27,4487,426
2021,"Lambeth 016","E02000633",5256,285,576,911,209,45,13,22,27,2604,564
2021,"Lambeth 017","E02000634",4036,180,450,637,172,28,11,9,28,2156,365
2021,"Lambeth 018","E02000635",6070,332,464,1020,210,54,15,15,30,3375,555
2021,"Lambeth 019","E02000636",5026,154,341,667,141,22,13,7,14,3384,283
2021,"Lambeth 020","E02000637",5629,185,415,926,185,27,12,3,19,3417,440
2021,"Lambeth 021","E02000638",5749,313,529,1092,270,48,13,25,33,2689,737
2021,"Lambeth 022","E02000639",4710,275,515,1052,252,51,22,18,29,1814,682
2021,"Lambeth 023","E02000640",5719,200,401,780,216,41,16,10,13,3671,371
2021,"Lambeth 024","E02000641",4149,238,534,961,191,45,24,10,40,1490,616
2021,"Lambeth 025","E02000642",5346,245,534,869,205,27,11,8,27,2857,563
2021,"Lambeth 026","E02000643",5558,234,435,943,268,41,18,9,30,3003,577
2021,"Lambeth 027","E02000644",4873,206,423,847,251,40,10,13,25,2468,590
2021,"Lambeth 028","E02000645",5172,246,437,838,326,44,15,9,28,2641,588
2021,"Lambeth 029","E02000646",5598,267,482,994,323,35,15,18,29,2795,640
2021,"Lambeth 030","E02000647",4482,244,380,684,292,36,16,12,18,2235,565
2021,"Lambeth 031","E02000648",3663,221,409,677,317,36,6,23,22,1411,541
2021,"Lambeth 032","E02000649",7434,241,600,1241,680,60,40,10,37,3403,1122
2021,"Lambeth 033","E02000650",4002,171,306,582,415,21,14,14,21,1956,502
2021,"Lambeth 034","E02000651",4801,206,396,719,583,44,33,4,26,2037,753
2021,"Lambeth 035","E02000652",3883,170,412,635,424,43,10,13,23,1370,783
2021,"Lewisham 001","E02000653",7157,333,940,1157,453,72,34,9,52,3384,723
2021,"Lewisham 002","E02000654",4285,312,569,762,325,49,21,21,31,1618,577
2021,"Lewisham 003","E02000655",5360,304,734,1021,370,38,20,21,52,2060,740
2021,"Lewisham 005","E02000657",5140,289,499,853,335,34,17,17,38,2444,614
2021,"Lewisham 006","E02000658",4812,239,501,812,284,39,17,15,28,2313,564
2021,"Lewisham 007","E02000659",4387,236,336,531,341,25,19,15,17,2509,358
2021,"Lewisham 008","E02000660",4956,270,382,686,300,40,15,16,17,2768,462
2021,"Lewisham 009","E02000661",3568,197,249,455,344,23,23,11,19,1933,314
2021,"Lewisham 010","E02000662",4410,284,438,731,287,38,19,31,37,2041,504
2021,"Lewisham 011","E02000663",3778,238,294,537,276,19,13,3,15,2011,372
2021,"Lewisham 013","E02000665",4318,296,305,570,449,45,21,9,23,2180,420
2021,"Lewisham 014","E02000666",3821,289,301,539,259,24,22,6,28,1940,413
2021,"Lewisham 015","E02000667",3668,203,305,476,232,16,14,8,15,2046,353
2021,"Lewisham 016","E02000668",3411,164,279,348,379,8,26,6,16,1803,382
2021,"Lewisham 017","E02000669",4298,312,251,549,493,32,12,13,29,2132,475
2021,"Lewisham 018","E02000670",3409,272,286,514,463,37,30,13,20,1262,512
2021,"Lewisham 019","E02000671",4889,237,433,621,322,33,15,8,16,2667,537
2021,"Lewisham 020","E02000672",5342,419,424,789,575,54,23,12,25,2257,764
2021,"Lewisham 021","E02000673",4693,180,456,699,272,34,18,5,16,2562,451
2021,"Lewisham 022","E02000674",4214,329,374,541,505,40,22,11,20,1808,564
2021,"Lewisham 023","E02000675",4287,185,491,475,623,48,15,7,30,1771,642
2021,"Lewisham 024","E02000676",4360,239,402,558,324,25,10,6,21,2323,452
2021,"Lewisham 025","E02000677",3588,277,356,456,364,41,15,12,32,1543,492
2021,"Lewisham 026","E02000678",3136,180,462,428,468,41,17,8,30,907,595
2021,"Lewisham 027","E02000679",4119,216,389,485,377,43,14,12,25,1987,571
2021,"Lewisham 028","E02000680",3536,176,436,544,287,25,10,9,15,1606,428
2021,"Lewisham 029","E02000681",3933,361,487,606,437,40,22,7,32,1296,645
2021,"Lewisham 030","E02000682",3837,246,618,609,503,51,20,10,32,1033,715
2021,"Lewisham 031","E02000683",3218,118,438,456,513,31,41,17,19,997,588
2021,"Lewisham 033","E02000685",4052,217,361,613,398,27,13,12,24,1856,531
2021,"Lewisham 034","E02000686",3345,270,475,485,479,38,15,9,19,969,586
2021,"Lewisham 035","E02000687",4228,235,300,520,428,23,24,21,32,2062,583
2021,"Merton 001","E02000689",4917,295,325,564,382,36,12,5,20,2901,377
2021,"Merton 002","E02000690",2322,99,122,165,199,17,3,2,11,1524,180
2021,"Merton 003","E02000691",4230,274,231,398,364,27,16,6,17,2555,342
2021,"Merton 004","E02000692",4208,168,210,335,398,37,19,9,16,2760,256
2021,"Merton 005","E02000693",6223,582,422,690,714,63,22,9,33,2968,720
2021,"Merton 006","E02000694",5402,383,301,486,515,46,18,16,24,3153,460
2021,"Merton 007","E02000695",4563,400,496,599,489,40,25,14,44,1566,890
2021,"Merton 008","E02000696",4898,497,451,620,510,53,19,25,31,1712,980
2021,"Merton 009","E02000697",5423,337,286,420,529,38,17,6,25,3335,430
