"date","geography","geography code","Occupancy rating for bedrooms: Total: All households","Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more","Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1","Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0","Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1","Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less"
2021,"Harrow 024","E02000456",2717,815,701,839,232,130
2021,"Harrow 025","E02000457",2563,848,684,775,213,43
2021,"Harrow 027","E02000459",3418,549,784,1489,494,102
2021,"Harrow 028","E02000460",2413,417,693,922,290,91
2021,"Harrow 029","E02000461",2559,588,784,920,225,42
2021,"Harrow 030","E02000462",2286,554,611,757,283,81
2021,"Harrow 031","E02000463",2836,643,824,979,302,88
2021,"Havering 001","E02000464",2873,646,931,1054,206,36
2021,"Havering 002","E02000465",3492,763,1101,1296,281,51
2021,"Havering 003","E02000466",3293,1034,1060,947,224,28
2021,"Havering 004","E02000467",4289,648,994,2110,481,56
2021,"Havering 005","E02000468",3166,1127,1042,816,145,36
2021,"Havering 006","E02000469",2699,549,909,1009,189,43
2021,"Havering 007","E02000470",4132,1373,1435,1174,134,16
2021,"Havering 008","E02000471",2941,1443,991,408,80,19
2021,"Havering 009","E02000472",3526,1274,1246,826,147,33
2021,"Havering 010","E02000473",4021,1603,1316,922,159,21
2021,"Havering 011","E02000474",3532,940,1105,1217,233,37
2021,"Havering 012","E02000475",3958,1636,1198,961,150,13
2021,"Havering 013","E02000476",4198,672,1087,2017,375,47
2021,"Havering 014","E02000477",3715,1724,1305,585,86,15
2021,"Havering 015","E02000478",2150,1317,539,245,40,9
2021,"Havering 016","E02000479",3788,850,1183,1441,278,36
2021,"Havering 017","E02000480",5013,1041,1446,1937,499,90
2021,"Havering 018","E02000481",3246,1360,1180,591,102,13
2021,"Havering 019","E02000482",2577,1441,783,321,31,1
2021,"Havering 020","E02000483",3473,1025,1170,1111,152,15
2021,"Havering 021","E02000484",3253,1344,1078,707,102,22
2021,"Havering 022","E02000485",3455,1162,1424,747,104,18
2021,"Havering 023","E02000486",2990,1154,1051,670,95,20
2021,"Havering 024","E02000487",2945,1700,895,305,42,3
2021,"Havering 025","E02000488",3010,1359,1041,544,51,15
2021,"Havering 026","E02000489",3261,1243,991,851,146,30
2021,"Havering 027","E02000490",3226,1162,1065,823,142,34
2021,"Havering 028","E02000491",3934,999,1243,1337,318,37
2021,"Havering 029","E02000492",2622,1115,885,520,78,24
2021,"Havering 030","E02000493",2497,632,754,873,199,39
2021,"Hillingdon 001","E02000494",3219,1473,820,812,99,15
2021,"Hillingdon 002","E02000495",4306,1063,1331,1558,303,51
2021,"Hillingdon 003","E02000496",3176,903,1042,1018,188,25
2021,"Hillingdon 004","E02000497",3693,1146,1230,1070,201,46
2021,"Hillingdon 005","E02000498",2638,840,831,829,119,19
2021,"Hillingdon 006","E02000499",3014,1289,998,610,99,18
2021,"Hillingdon 007","E02000500",3307,1421,992,766,110,18
2021,"Hillingdon 008","E02000501",3273,1137,1202,798,116,20
2021,"Hillingdon 009","E02000502",3530,937,1364,1035,170,24
2021,"Hillingdon 010","E02000503",3254,997,1318,795,125,19
2021,"Hillingdon 011","E02000504",2921,1367,962,524,57,11
2021,"Hillingdon 013","E02000506",2898,1520,712,572,81,13
2021,"Hillingdon 014","E02000507",2784,908,942,711,186,37
2021,"Hillingdon 015","E02000508",4340,846,1191,1917,329,57
2021,"Hillingdon 016","E02000509",3402,590,833,1544,358,77
2021,"Hillingdon 017","E02000510",3261,1036,967,995,229,34
2021,"Hillingdon 018","E02000511",3262,860,949,1106,280,67
2021,"Hillingdon 019","E02000512",3106,509,898,1229,383,87
2021,"Hillingdon 020","E02000513",3322,362,818,1460,555,127
2021,"Hillingdon 021","E02000514",3180,616,922,1086,431,125
2021,"Hillingdon 022","E02000515",5345,724,1239,2618,654,110
2021,"Hillingdon 023","E02000516",2816,469,777,1095,362,113
2021,"Hillingdon 024","E02000517",3321,562,865,1306,475,113
2021,"Hillingdon 025","E02000518",3329,664,946,1343,299,77
2021,"Hillingdon 026","E02000519",3022,460,700,1261,447,154
2021,"Hillingdon 027","E02000520",4455,700,1028,1799,694,234
2021,"Hillingdon 028","E02000521",4351,673,1196,1833,517,132
2021,"Hillingdon 029","E02000522",3489,791,933,1305,379,81
2021,"Hillingdon 030","E02000523",3683,647,890,1482,512,152
2021,"Hillingdon 031","E02000524",2640,511,656,1054,313,106
2021,"Hillingdon 032","E02000525",3319,431,709,1344,636,199
2021,"Hounslow 001","E02000526",3619,1326,1002,1133,137,21
2021,"Hounslow 004","E02000529",3035,599,747,1124,438,127
2021,"Hounslow 005","E02000530",2517,279,512,1109,461,156
2021,"Hounslow 006","E02000531",4936,951,1388,2194,345,58
2021,"Hounslow 007","E02000532",3818,1349,1042,1202,187,38
2021,"Hounslow 008","E02000533",3688,1115,1076,1308,160,29
2021,"Hounslow 009","E02000534",3002,961,794,944,252,51
2021,"Hounslow 010","E02000535",3002,805,712,989,337,159
2021,"Hounslow 011","E02000536",3245,720,786,1181,389,169
2021,"Hounslow 012","E02000537",3158,995,756,924,314,169
2021,"Hounslow 013","E02000538",3005,681,684,975,451,214
2021,"Hounslow 014","E02000539",4734,756,1452,1970,469,87
2021,"Hounslow 015","E02000540",4486,665,1014,2061,581,165
2021,"Hounslow 016","E02000541",3281,577,767,1151,528,258
2021,"Hounslow 017","E02000542",3952,546,666,1759,717,264
2021,"Hounslow 018","E02000543",4892,659,919,2144,918,252
2021,"Hounslow 019","E02000544",2922,1057,870,745,202,48
2021,"Hounslow 020","E02000545",3548,702,990,1402,382,72
2021,"Hounslow 021","E02000546",3159,551,747,1217,478,166
2021,"Hounslow 022","E02000547",3852,650,1052,1578,420,152
2021,"Hounslow 023","E02000548",3727,561,885,1671,465,145
2021,"Hounslow 024","E02000549",4083,902,1197,1406,448,130
2021,"Hounslow 025","E02000550",3720,500,907,1680,513,120
2021,"Hounslow 026","E02000551",3415,448,785,1600,460,122
2021,"Hounslow 027","E02000552",3359,566,977,1371,377,68
2021,"Hounslow 028","E02000553",2602,623,775,920,223,61
2021,"Islington 001","E02000554",4200,463,931,2293,458,55
2021,"Islington 002","E02000555",4033,758,1009,1884,327,55
2021,"Islington 003","E02000556",4949,578,1132,2746,379,114
2021,"Islington 004","E02000557",4139,387,945,2398,345,64
2021,"Islington 005","E02000558",3957,328,702,2243,557,127
2021,"Islington 006","E02000559",3995,738,1072,1872,270,43
2021,"Islington 007","E02000560",3274,382,761,1807,279,45
2021,"Islington 008","E02000561",3158,734,805,1424,170,25
2021,"Islington 009","E02000562",3487,525,972,1723,229,38
2021,"Islington 010","E02000563",3858,338,902,2174,383,61
2021,"Islington 011","E02000564",5664,365,1409,3356,470,64
2021,"Islington 012","E02000565",3495,305,854,1897,335,104
2021,"Islington 013","E02000566",3837,783,1080,1751,189,34
2021,"Islington 014","E02000567",4895,514,1364,2625,330,62
2021,"Islington 015","E02000568",4669,362,1066,2728,440,73
2021,"Islington 016","E02000569",4602,610,1239,2321,395,37
2021,"Islington 017","E02000570",3991,729,1116,1922,190,34
2021,"Islington 018","E02000571",4124,398,1194,2189,308,35
2021,"Islington 019","E02000572",3523,312,813,1929,368,101
2021,"Islington 020","E02000573",4921,720,1376,2540,239,46
2021,"Islington 021","E02000574",3605,302,1085,1968,209,41
2021,"Islington 022","E02000575",5170,427,1486,2836,379,42
2021,"Islington 023","E02000576",4954,287,1270,2897,446,54
2021,"Kensington and Chelsea 001","E02000577",3175,212,640,1749,419,155
2021,"Kensington and Chelsea 002","E02000578",2309,221,537,1122,325,104
2021,"Kensington and Chelsea 003","E02000579",3820,571,946,1814,337,152
2021,"Kensington and Chelsea 004","E02000580",3988,317,927,2301,332,111
2021,"Kensington and Chelsea 005","E02000581",3010,313,619,1619,310,149
2021,"Kensington and Chelsea 006","E02000582",3270,478,970,1660,145,17
2021,"Kensington and Chelsea 007","E02000583",3116,713,897,1367,119,20
2021,"Kensington and Chelsea 008","E02000584",3333,768,1063,1317,152,33
2021,"Kensington and Chelsea 009","E02000585",3384,666,1043,1352,228,95
2021,"Kensington and Chelsea 010","E02000586",2880,695,1017,993,98,77
2021,"Kensington and Chelsea 011","E02000587",3027,823,990,1082,107,25
2021,"Kensington and Chelsea 012","E02000588",3077,706,1085,1179,90,17
2021,"Kensington and Chelsea 013","E02000589",3658,427,1135,1900,145,51
2021,"Kensington and Chelsea 014","E02000590",3049,451,802,1589,158,49
2021,"Kensington and Chelsea 015","E02000591",3241,222,895,1859,216,49
2021,"Kensington and Chelsea 016","E02000592",2839,511,1042,1184,87,15
2021,"Kensington and Chelsea 017","E02000593",3685,357,1151,1966,166,45
2021,"Kensington and Chelsea 018","E02000594",2925,692,915,1167,95,56
2021,"Kensington and Chelsea 019","E02000595",3029,780,831,1263,124,31
2021,"Kensington and Chelsea 020","E02000596",3073,610,970,1301,167,25
2021,"Kensington and Chelsea 021","E02000597",2997,363,822,1486,288,38
2021,"Kingston upon Thames 001","E02000598",2970,1381,900,572,102,15
2021,"Kingston upon Thames 002","E02000599",2353,1487,502,286,61,17
2021,"Kingston upon Thames 003","E02000600",3378,924,972,1224,235,23
2021,"Kingston upon Thames 004","E02000601",4858,1271,1518,1761,275,33
2021,"Kingston upon Thames 005","E02000602",4045,806,1034,1765,384,56
2021,"Kingston upon Thames 006","E02000603",2953,837,810,1037,236,33
2021,"Kingston upon Thames 007","E02000604",3559,1308,932,1071,214,34
2021,"Kingston upon Thames 008","E02000605",3115,1281,875,776,162,21
2021,"Kingston upon Thames 009","E02000606",4809,974,1578,2012,211,34
2021,"Kingston upon Thames 010","E02000607",2582,1046,731,703,88,14
2021,"Kingston upon Thames 011","E02000608",3408,409,1128,1684,170,17
2021,"Kingston upon Thames 012","E02000609",2736,1120,753,680,144,39
2021,"Kingston upon Thames 013","E02000610",3870,654,1192,1814,192,18
2021,"Kingston upon Thames 014","E02000611",2648,1451,744,390,52,11
2021,"Kingston upon Thames 015","E02000612",3078,1506,903,562,90,17
2021,"Kingston upon Thames 016","E02000613",3195,1030,981,1004,165,15
2021,"Kingston upon Thames 017","E02000614",3375,990,1044,1064,225,52
2021,"Kingston upon Thames 018","E02000615",2956,1051,1024,732,121,28
2021,"Kingston upon Thames 019","E02000616",2390,829,905,557,88,11
2021,"Kingston upon Thames 020","E02000617",3345,986,1147,979,201,32
2021,"Lambeth 002","E02000619",4054,443,1021,2067,415,108
2021,"Lambeth 003","E02000620",4588,465,1225,2367,433,98
2021,"Lambeth 004","E02000621",6009,569,1625,3331,424,60
2021,"Lambeth 005","E02000622",3635,502,918,1843,298,74
2021,"Lambeth 006","E02000623",3331,413,809,1609,393,107
2021,"Lambeth 007","E02000624",4272,338,1096,2360,386,92
2021,"Lambeth 008","E02000625",3797,338,886,1976,467,130
2021,"Lambeth 009","E02000626",3448,395,752,1682,488,131
2021,"Lambeth 010","E02000627",3917,492,941,1966,413,105
2021,"Lambeth 011","E02000628",4484,449,1041,2391,418,185
2021,"Lambeth 012","E02000629",4017,552,1046,2097,249,73
2021,"Lambeth 013","E02000630",3430,576,978,1644,188,44
2021,"Lambeth 014","E02000631",3740,884,932,1550,276,98
2021,"Lambeth 015","E02000632",4261,519,1174,2309,213,46
2021,"Lambeth 016","E02000633",3962,456,918,2143,343,102
2021,"Lambeth 017","E02000634",3104,376,754,1644,268,62
2021,"Lambeth 018","E02000635",4336,643,1057,2264,305,67
2021,"Lambeth 019","E02000636",3078,1010,777,1153,124,14
2021,"Lambeth 020","E02000637",3705,661,981,1779,228,56
2021,"Lambeth 021","E02000638",4107,538,1084,2011,366,108
2021,"Lambeth 022","E02000639",3725,381,1000,1860,390,94
2021,"Lambeth 023","E02000640",3804,945,1124,1518,179,38
2021,"Lambeth 024","E02000641",3392,434,885,1549,434,90
2021,"Lambeth 025","E02000642",4170,974,1108,1711,317,60
2021,"Lambeth 026","E02000643",3948,735,998,1807,313,95
2021,"Lambeth 027","E02000644",3497,847,929,1424,247,50
2021,"Lambeth 028","E02000645",4047,888,1098,1673,335,53
2021,"Lambeth 029","E02000646",3905,924,1006,1619,293,63
2021,"Lambeth 030","E02000647",3422,973,954,1182,263,50
2021,"Lambeth 031","E02000648",3188,497,872,1373,375,71
2021,"Lambeth 032","E02000649",5306,731,1364,2529,576,106
2021,"Lambeth 033","E02000650",3277,610,978,1384,258,47
2021,"Lambeth 034","E02000651",3481,868,900,1361,269,83
2021,"Lambeth 035","E02000652",2543,839,745,651,227,81
2021,"Lewisham 001","E02000653",5293,387,1326,2827,574,179
2021,"Lewisham 002","E02000654",3596,279,772,1864,535,146
2021,"Lewisham 003","E02000655",4007,319,836,2135,562,155
2021,"Lewisham 005","E02000657",3990,519,961,2027,355,128
2021,"Lewisham 006","E02000658",3459,613,854,1551,349,92
2021,"Lewisham 007","E02000659",3541,671,1086,1538,210,36
2021,"Lewisham 008","E02000660",3603,447,1024,1790,286,56
2021,"Lewisham 009","E02000661",3044,668,899,1253,192,32
2021,"Lewisham 010","E02000662",3305,479,907,1515,331,73
2021,"Lewisham 011","E02000663",2817,724,792,1045,201,55
2021,"Lewisham 013","E02000665",3415,808,973,1350,235,49
2021,"Lewisham 014","E02000666",2735,684,773,1007,222,49
2021,"Lewisham 015","E02000667",2523,893,745,742,113,30
2021,"Lewisham 016","E02000668",2727,884,868,794,145,36
2021,"Lewisham 017","E02000669",3308,562,977,1425,271,73
2021,"Lewisham 018","E02000670",2782,431,730,1225,299,97
2021,"Lewisham 019","E02000671",3682,885,1123,1394,240,40
2021,"Lewisham 020","E02000672",4203,608,1071,1970,459,95
2021,"Lewisham 021","E02000673",3495,889,1018,1343,204,41
2021,"Lewisham 022","E02000674",3057,1053,883,841,198,82
2021,"Lewisham 023","E02000675",3420,998,1066,1049,261,46
2021,"Lewisham 024","E02000676",3190,750,983,1184,228,45
2021,"Lewisham 025","E02000677",2642,887,673,807,210,65
2021,"Lewisham 026","E02000678",2614,513,677,1048,292,84
2021,"Lewisham 027","E02000679",3374,781,912,1344,278,59
2021,"Lewisham 028","E02000680",2913,540,858,1216,257,42
2021,"Lewisham 029","E02000681",3351,760,911,1277,329,74
2021,"Lewisham 030","E02000682",3218,706,851,1224,350,87
2021,"Lewisham 031","E02000683",2724,503,809,1123,235,54
2021,"Lewisham 033","E02000685",3423,667,988,1393,318,57
2021,"Lewisham 034","E02000686",3044,314,768,1513,345,104
2021,"Lewisham 035","E02000687",3456,757,950,1385,292,72
2021,"Merton 001","E02000689",3512,1423,846,1029,189,25
2021,"Merton 002","E02000690",2226,1290,507,392,29,8
2021,"Merton 003","E02000691",2954,960,835,1009,128,22
2021,"Merton 004","E02000692",3568,1013,1191,1241,114,9
2021,"Merton 005","E02000693",4282,640,1349,1947,290,56
2021,"Merton 006","E02000694",3832,948,1277,1366,209,32
2021,"Merton 007","E02000695",2941,1024,809,785,223,100
2021,"Merton 008","E02000696",3270,617,754,1417,378,104
2021,"Merton 009","E02000697",3665,952,1154,1381,149,29
2021,"Merton 010","E02000698",3185,1540,879,659,94,13
2021,"Merton 011","E02000699",3262,1067,1084,992,102,17
2021,"Merton 012","E02000700",3353,419,917,1499,428,90
2021,"Merton 013","E02000701",3115,716,829,1094,361,115
2021,"Merton 014","E02000702",3367,576,856,1349,482,104
2021,"Merton 015","E02000703",2937,1411,811,602,92,21
2021,"Merton 016","E02000704",3571,814,1075,1382,257,43
2021,"Merton 017","E02000705",3116,1055,893,838,254,76
2021,"Merton 018","E02000706",3537,487,863,1470,580,137
2021,"Merton 019","E02000707",2779,653,681,935,389,121
2021,"Merton 020","E02000708",3255,1401,934,748,129,43
2021,"Merton 021","E02000709",2869,1394,830,524,101,20
2021,"Merton 022","E02000710",3438,739,901,1319,395,84
2021,"Merton 023","E02000711",3458,583,1056,1347,384,88
2021,"Merton 024","E02000712",3406,730,1050,1195,338,93
2021,"Merton 025","E02000713",2831,1091,998,605,115,22
2021,"Newham 001","E02000714",2646,451,657,1026,378,134
2021,"Newham 002","E02000715",2091,269,397,870,428,127
2021,"Newham 003","E02000716",2302,398,464,938,389,113
2021,"Newham 004","E02000717",2395,302,472,953,493,175
2021,"Newham 005","E02000718",2250,206,416,944,536,148
2021,"Newham 006","E02000719",2875,389,622,1264,448,152
2021,"Newham 007","E02000720",2125,502,443,702,337,141
2021,"Newham 008","E02000721",2764,446,488,1079,544,207
2021,"Newham 009","E02000722",2935,380,647,1314,446,148
2021,"Newham 010","E02000723",2863,528,646,875,516,298
2021,"Newham 011","E02000724",2531,424,543,838,458,268
2021,"Newham 012","E02000725",4000,285,927,1931,684,173
2021,"Newham 014","E02000727",2293,326,428,830,484,225
2021,"Newham 015","E02000728",2340,452,508,817,384,179
2021,"Newham 016","E02000729",2200,404,475,839,290,192
2021,"Newham 017","E02000730",2566,407,494,924,488,253
2021,"Newham 018","E02000731",2770,416,586,1029,506,233
2021,"Newham 019","E02000732",2752,274,584,1185,494,215
2021,"Newham 020","E02000733",3460,429,732,1461,602,236
2021,"Newham 021","E02000734",2495,329,486,1087,441,152
2021,"Newham 022","E02000735",2659,332,552,1099,459,217
2021,"Newham 023","E02000736",2653,370,598,1004,522,159
2021,"Newham 024","E02000737",3066,444,739,1112,528,243
2021,"Newham 025","E02000738",2785,452,724,1007,434,168
2021,"Newham 026","E02000739",2479,341,543,1027,410,158
2021,"Newham 027","E02000740",2495,291,550,1140,375,139
2021,"Newham 028","E02000741",2685,342,700,1048,448,147
2021,"Newham 029","E02000742",2527,353,615,961,447,151
2021,"Newham 030","E02000743",3578,315,715,1699,622,227
2021,"Newham 031","E02000744",3324,405,790,1497,517,115
2021,"Newham 032","E02000745",2876,458,663,1154,451,150
2021,"Newham 033","E02000746",3394,308,835,1725,444,82
2021,"Newham 034","E02000747",5446,459,1230,2940,659,158
2021,"Newham 035","E02000748",2209,308,564,929,334,74
2021,"Newham 036","E02000749",3330,390,788,1405,561,186
2021,"Redbridge 001","E02000751",4438,2085,1318,850,162,23
2021,"Redbridge 002","E02000752",3266,664,1005,1212,311,74
2021,"Redbridge 003","E02000753",2476,590,782,795,248,61
2021,"Redbridge 004","E02000754",2590,898,839,678,140,35
2021,"Redbridge 005","E02000755",2186,697,749,586,130,24
2021,"Redbridge 006","E02000756",5262,1573,1533,1652,405,99
2021,"Redbridge 007","E02000757",5179,1545,1468,1845,283,38
2021,"Redbridge 008","E02000758",2316,772,720,646,145,33
2021,"Redbridge 009","E02000759",4818,1467,1392,1474,395,90
2021,"Redbridge 010","E02000760",2628,655,827,833,255,58
2021,"Redbridge 012","E02000762",2105,817,569,540,141,38
2021,"Redbridge 013","E02000763",2577,702,730,824,247,74
2021,"Redbridge 014","E02000764",5369,1646,1722,1749,216,36
2021,"Redbridge 015","E02000765",2426,679,649,735,297,66
2021,"Redbridge 017","E02000767",2768,748,763,928,267,62
2021,"Redbridge 018","E02000768",2198,1112,580,428,59,19
2021,"Redbridge 020","E02000770",2490,630,595,845,341,79
2021,"Redbridge 022","E02000772",2538,637,569,875,377,80
2021,"Redbridge 023","E02000773",3112,699,710,1093,468,142
2021,"Redbridge 024","E02000774",2459,605,583,835,334,102
2021,"Redbridge 026","E02000776",2082,537,455,643,358,89
2021,"Redbridge 027","E02000777",2327,961,606,595,136,29
2021,"Redbridge 029","E02000779",2774,461,420,1137,615,141
2021,"Redbridge 031","E02000781",4428,1253,1178,1345,495,157
2021,"Redbridge 032","E02000782",3577,401,714,1628,665,169
2021,"Redbridge 033","E02000783",2114,318,456,814,399,127
2021,"Richmond upon Thames 001","E02000784",4174,1797,1135,1087,129,26
2021,"Richmond upon Thames 002","E02000785",4162,1707,1341,1007,95,12
2021,"Richmond upon Thames 003","E02000786",4942,1515,1711,1510,181,25
2021,"Richmond upon Thames 004","E02000787",5173,1355,1563,1995,228,32
2021,"Richmond upon Thames 005","E02000788",3623,1566,1029,934,85,9
2021,"Richmond upon Thames 006","E02000789",2842,814,963,963,94,8
2021,"Richmond upon Thames 007","E02000790",2704,1025,864,722,86,7
2021,"Richmond upon Thames 008","E02000791",2969,798,987,1089,87,8
2021,"Richmond upon Thames 009","E02000792",3098,1008,931,1056,89,14
2021,"Richmond upon Thames 010","E02000793",3133,1252,969,757,131,24
2021,"Richmond upon Thames 011","E02000794",2760,1121,955,609,66,9
2021,"Richmond upon Thames 012","E02000795",2588,1394,701,419,62,12
2021,"Richmond upon Thames 013","E02000796",3981,1341,1163,1115,301,61
2021,"Richmond upon Thames 014","E02000797",3481,851,1250,1255,113,12
2021,"Richmond upon Thames 015","E02000798",4324,1450,1564,1111,172,27
2021,"Richmond upon Thames 016","E02000799",2440,1053,668,654,60,5
2021,"Richmond upon Thames 017","E02000800",2157,692,706,647,97,15
2021,"Richmond upon Thames 018","E02000801",3020,1087,1018,842,63,10
2021,"Richmond upon Thames 019","E02000802",2976,1077,946,862,76,15
2021,"Richmond upon Thames 020","E02000803",4096,1270,1182,1400,212,32
2021,"Richmond upon Thames 021","E02000804",3170,1129,940,1009,79,13
2021,"Richmond upon Thames 022","E02000805",4633,1491,1390,1570,173,9
2021,"Richmond upon Thames 023","E02000806",4254,1707,1319,1072,141,15
2021,"Southwark 001","E02000807",3734,541,1303,1652,213,25
2021,"Southwark 002","E02000808",4696,331,1362,2689,272,42
2021,"Southwark 004","E02000810",5395,363,1387,3026,522,97
2021,"Southwark 006","E02000812",4533,306,1111,2485,495,136
2021,"Southwark 007","E02000813",4483,368,1115,2400,488,112
2021,"Southwark 008","E02000814",4589,523,1353,2351,313,49
2021,"Southwark 009","E02000815",3233,190,878,1772,330,63
2021,"Southwark 010","E02000816",4146,445,1026,2073,493,109
2021,"Southwark 011","E02000817",2924,273,606,1572,373,100
2021,"Southwark 012","E02000818",4488,351,1132,2460,446,99
2021,"Southwark 013","E02000819",3555,298,660,1962,514,121
2021,"Southwark 014","E02000820",4228,368,983,2367,414,96
2021,"Southwark 015","E02000821",3133,323,626,1415,522,247
2021,"Southwark 016","E02000822",2773,195,620,1407,433,118
2021,"Southwark 017","E02000823",3635,444,976,1642,425,148
2021,"Southwark 018","E02000824",3793,412,921,1714,580,166
2021,"Southwark 019","E02000825",3889,325,854,1878,616,216
2021,"Southwark 020","E02000826",4023,393,984,2042,453,151
2021,"Southwark 021","E02000827",5018,451,1119,2673,595,180
2021,"Southwark 022","E02000828",3594,446,802,1744,472,130
2021,"Southwark 023","E02000829",4737,564,1068,2412,534,159
2021,"Southwark 024","E02000830",3761,786,941,1666,296,72
2021,"Southwark 025","E02000831",4052,776,1076,1823,328,49
2021,"Southwark 026","E02000832",4100,560,1098,1926,414,102
2021,"Southwark 027","E02000833",3047,450,859,1308,333,97
2021,"Southwark 028","E02000834",4103,959,1206,1729,183,26
2021,"Southwark 029","E02000835",3030,692,954,1090,252,42
2021,"Southwark 030","E02000836",3337,1163,965,1029,138,42
2021,"Southwark 031","E02000837",3150,1650,740,645,99,16
2021,"Southwark 032","E02000838",3922,1014,1201,1423,231,53
2021,"Southwark 033","E02000839",3428,1063,932,1109,282,42
2021,"Sutton 001","E02000840",3475,493,1031,1520,384,47
2021,"Sutton 002","E02000841",3301,460,1031,1364,380,66
2021,"Sutton 003","E02000842",2958,1087,1004,695,139,33
2021,"Sutton 004","E02000843",3982,709,1266,1714,264,29
2021,"Sutton 005","E02000844",3215,708,1035,1191,249,32
2021,"Sutton 006","E02000845",3609,1226,1293,907,165,18
2021,"Sutton 007","E02000846",2787,917,976,733,143,18
2021,"Sutton 008","E02000847",3683,1309,1289,941,123,21
2021,"Sutton 009","E02000848",2916,1142,1023,617,119,15
2021,"Sutton 010","E02000849",3251,846,1100,1073,201,31
2021,"Sutton 011","E02000850",4089,1341,1421,1115,192,20
2021,"Sutton 012","E02000851",5036,539,1271,2574,590,62
2021,"Sutton 013","E02000852",3250,930,1037,1044,207,32
2021,"Sutton 014","E02000853",3200,751,1152,1104,174,19
2021,"Sutton 015","E02000854",3085,1090,1030,826,132,7
2021,"Sutton 016","E02000855",3212,1432,964,712,89,15
2021,"Sutton 017","E02000856",3800,1184,987,1396,209,24
2021,"Sutton 018","E02000857",4081,497,1217,1978,357,32
2021,"Sutton 019","E02000858",3310,464,833,1618,350,45
2021,"Sutton 020","E02000859",3491,1166,1018,1121,174,12
2021,"Sutton 021","E02000860",4120,380,999,2296,407,38
2021,"Sutton 022","E02000861",2865,1727,669,397,66,6
2021,"Sutton 024","E02000863",2423,1226,670,442,71,14
2021,"Tower Hamlets 001","E02000864",4664,334,1304,2429,482,115
2021,"Tower Hamlets 002","E02000865",2894,235,649,1539,345,126
2021,"Tower Hamlets 003","E02000866",4152,691,1115,1835,359,152
2021,"Tower Hamlets 004","E02000867",4871,317,1327,2629,498,100
2021,"Tower Hamlets 005","E02000868",2784,207,720,1447,309,101
2021,"Tower Hamlets 006","E02000869",2523,193,636,1339,283,72
2021,"Tower Hamlets 007","E02000870",2420,231,603,1168,325,93
2021,"Tower Hamlets 008","E02000871",4228,283,841,2231,677,196
2021,"Tower Hamlets 009","E02000872",3193,217,771,1731,370,104
2021,"Tower Hamlets 010","E02000873",2920,216,721,1359,467,157
2021,"Tower Hamlets 011","E02000874",2524,194,456,1285,449,140
2021,"Tower Hamlets 012","E02000875",5080,278,1000,2791,778,233
2021,"Tower Hamlets 013","E02000876",2777,197,523,1575,355,127
2021,"Tower Hamlets 014","E02000877",4913,374,1136,2469,721,213
2021,"Tower Hamlets 015","E02000878",4012,315,907,2177,451,162
2021,"Tower Hamlets 016","E02000879",3047,306,656,1488,459,138
2021,"Tower Hamlets 017","E02000880",2281,157,458,1142,399,125
2021,"Tower Hamlets 018","E02000881",3853,231,803,2032,615,172
2021,"Tower Hamlets 019","E02000882",3808,242,840,1837,664,225
2021,"Tower Hamlets 020","E02000883",3030,284,637,1362,556,191
2021,"Tower Hamlets 021","E02000884",5114,260,1081,2989,630,154
2021,"Tower Hamlets 022","E02000885",2391,186,474,1198,394,139
2021,"Tower Hamlets 023","E02000886",3823,291,1088,1886,442,116
2021,"Tower Hamlets 024","E02000887",3944,325,830,1949,682,158
2021,"Tower Hamlets 025","E02000888",3354,245,888,1635,422,164
2021,"Tower Hamlets 026","E02000889",3807,341,1057,2020,317,72
2021,"Tower Hamlets 027","E02000890",2890,232,1024,1439,152,43
2021,"Tower Hamlets 030","E02000893",2988,335,859,1409,314,71
2021,"Tower Hamlets 031","E02000894",4460,431,1374,2155,422,78
2021,"Waltham Forest 001","E02000895",3277,1049,1004,1009,163,52
2021,"Waltham Forest 002","E02000896",3836,1453,1200,999,166,18
2021,"Waltham Forest 003","E02000897",3369,899,1031,1099,274,66
2021,"Waltham Forest 004","E02000898",3202,945,1007,1018,189,43
2021,"Waltham Forest 005","E02000899",3223,1093,917,926,225,62
2021,"Waltham Forest 006","E02000900",3119,809,943,996,298,73
2021,"Waltham Forest 007","E02000901",3851,1415,1114,1024,225,73
2021,"Waltham Forest 008","E02000902",3518,815,1001,1251,369,82
2021,"Waltham Forest 009","E02000903",3465,648,983,1268,444,122
2021,"Waltham Forest 010","E02000904",3107,852,955,976,260,64
2021,"Waltham Forest 011","E02000905",3630,817,1076,1266,366,105
2021,"Waltham Forest 012","E02000906",3627,569,1139,1401,403,115
2021,"Waltham Forest 013","E02000907",4067,505,878,1888,652,144
2021,"Waltham Forest 014","E02000908",5239,557,1426,2586,562,108
2021,"Waltham Forest 015","E02000909",3568,855,1105,1222,304,82
2021,"Waltham Forest 016","E02000910",4404,883,1176,1717,493,135
2021,"Waltham Forest 017","E02000911",4848,604,1371,2079,606,188
2021,"Waltham Forest 018","E02000912",3270,702,937,1092,421,118
2021,"Waltham Forest 019","E02000913",3115,873,804,1032,314,92
