"date","geography","geography code","Occupancy rating for bedrooms: Total: All households","Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more","Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1","Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0","Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1","Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less"
2021,"Waltham Forest 020","E02000914",3972,548,806,1751,651,216
2021,"Waltham Forest 021","E02000915",3283,733,854,1365,266,65
2021,"Waltham Forest 022","E02000916",3982,420,1227,1723,469,143
2021,"Waltham Forest 023","E02000917",3649,504,1133,1512,417,83
2021,"Waltham Forest 024","E02000918",3408,633,802,1413,390,170
2021,"Waltham Forest 025","E02000919",3357,709,944,1268,331,105
2021,"Waltham Forest 026","E02000920",3815,608,907,1665,515,120
2021,"Waltham Forest 027","E02000921",4056,553,977,1757,562,207
2021,"Waltham Forest 028","E02000922",3635,691,991,1308,459,186
2021,"Wandsworth 001","E02000923",3469,649,1105,1452,239,24
2021,"Wandsworth 003","E02000925",3363,410,802,1699,380,72
2021,"Wandsworth 004","E02000926",5552,626,1800,2757,323,46
2021,"Wandsworth 005","E02000927",3233,487,1000,1482,227,37
2021,"Wandsworth 006","E02000928",3614,1297,1040,1165,104,8
2021,"Wandsworth 007","E02000929",3498,240,764,1896,493,105
2021,"Wandsworth 008","E02000930",4261,795,1190,2008,233,35
2021,"Wandsworth 009","E02000931",3483,1202,950,1213,108,10
2021,"Wandsworth 010","E02000932",5926,999,2072,2622,214,19
2021,"Wandsworth 011","E02000933",3931,1155,1202,1403,153,18
2021,"Wandsworth 012","E02000934",4197,742,1144,2114,173,24
2021,"Wandsworth 013","E02000935",2436,321,456,1223,372,64
2021,"Wandsworth 014","E02000936",4385,630,1502,2029,198,26
2021,"Wandsworth 015","E02000937",3127,1164,779,1077,94,13
2021,"Wandsworth 016","E02000938",4345,913,1324,1680,363,65
2021,"Wandsworth 017","E02000939",2836,1477,576,660,111,12
2021,"Wandsworth 018","E02000940",4213,399,1200,2176,377,61
2021,"Wandsworth 019","E02000941",4140,1386,1082,1460,186,26
2021,"Wandsworth 020","E02000942",3816,1584,962,1098,151,21
2021,"Wandsworth 021","E02000943",3813,957,1006,1664,159,27
2021,"Wandsworth 022","E02000944",2889,392,807,1333,296,61
2021,"Wandsworth 023","E02000945",2765,481,588,1273,345,78
2021,"Wandsworth 024","E02000946",3108,711,1008,1164,188,37
2021,"Wandsworth 025","E02000947",3919,1166,1284,1293,144,32
2021,"Wandsworth 026","E02000948",4380,836,1327,2023,165,29
2021,"Wandsworth 027","E02000949",4255,1438,1035,1656,112,14
2021,"Wandsworth 028","E02000950",3110,700,936,1194,230,50
2021,"Wandsworth 029","E02000951",2822,651,682,1308,150,31
2021,"Wandsworth 030","E02000952",2657,629,634,1242,127,25
2021,"Wandsworth 031","E02000953",3211,776,939,1322,153,21
2021,"Wandsworth 032","E02000954",2247,705,628,762,121,31
2021,"Wandsworth 033","E02000955",2676,566,767,1048,227,68
2021,"Wandsworth 034","E02000956",3032,381,850,1477,259,65
2021,"Wandsworth 035","E02000957",4420,695,1252,2001,381,91
2021,"Wandsworth 036","E02000958",2917,1054,733,898,172,60
2021,"Wandsworth 037","E02000959",3104,565,831,1341,298,69
2021,"Westminster 001","E02000960",2780,606,830,1189,140,15
2021,"Westminster 002","E02000961",4070,772,1077,1765,347,109
2021,"Westminster 003","E02000962",3859,494,1028,2026,259,52
2021,"Westminster 004","E02000963",4136,339,1003,1950,624,220
2021,"Westminster 005","E02000964",5358,322,1182,2978,693,183
2021,"Westminster 006","E02000965",3623,397,1221,1709,247,49
2021,"Westminster 007","E02000966",4110,671,1330,1819,248,42
2021,"Westminster 008","E02000967",3016,479,992,1387,140,18
2021,"Westminster 009","E02000968",5617,412,1002,2962,889,352
2021,"Westminster 010","E02000969",3718,244,678,1995,621,180
2021,"Westminster 011","E02000970",3555,646,1179,1568,141,21
2021,"Westminster 012","E02000971",3722,539,1122,1826,184,51
2021,"Westminster 013","E02000972",4255,295,1037,2589,276,58
2021,"Westminster 014","E02000973",4797,550,1149,2671,301,126
2021,"Westminster 015","E02000974",3978,594,999,2024,255,106
2021,"Westminster 016","E02000975",3802,342,1058,2096,238,68
2021,"Westminster 017","E02000976",4212,482,1067,2336,271,56
2021,"Westminster 018","E02000977",3435,400,964,1883,167,21
2021,"Westminster 019","E02000978",2764,981,954,737,74,18
2021,"Westminster 020","E02000979",3927,501,1169,2012,211,34
2021,"Westminster 021","E02000980",4323,328,1094,2430,383,88
2021,"Westminster 022","E02000981",4157,447,1167,2280,227,36
2021,"Westminster 023","E02000982",3844,361,899,2173,346,65
2021,"Westminster 024","E02000983",3757,340,887,2068,377,85
2021,"Bromley 040","E02006782",3196,1242,928,837,161,28
2021,"Lewisham 037","E02006783",2895,361,933,1149,369,83
2021,"Lewisham 038","E02006784",3123,604,888,1249,296,86
2021,"Bexley 029","E02006785",2574,893,851,669,134,27
2021,"Greenwich 033","E02006786",2874,561,819,1124,313,57
2021,"Bromley 041","E02006787",3089,1281,957,727,109,15
2021,"Croydon 045","E02006788",2895,617,964,1014,259,41
2021,"Bromley 042","E02006789",2788,1333,883,495,65,12
2021,"Ealing 040","E02006791",3448,733,1060,1493,140,22
2021,"Hounslow 029","E02006792",4147,871,1129,1919,204,24
2021,"Enfield 037","E02006793",3390,386,660,1497,650,197
2021,"Haringey 037","E02006794",3124,258,566,1546,606,148
2021,"Harrow 032","E02006795",2644,875,789,695,218,67
2021,"Hillingdon 033","E02006796",3579,834,1218,1206,277,44
2021,"Lewisham 039","E02006798",3773,335,884,1990,435,129
2021,"Barking and Dagenham 023","E02006799",3890,492,1081,1581,586,150
2021,"Redbridge 034","E02006800",4514,1052,989,1619,686,168
2021,"Lambeth 036","E02006801",3711,337,1019,2042,270,43
2021,"Southwark 034","E02006802",3938,366,1004,2156,339,73
2021,"Sutton 025","E02006836",3212,1650,791,663,101,7
2021,"Tower Hamlets 032","E02006853",5040,235,1027,3197,498,83
2021,"Tower Hamlets 033","E02006854",3528,151,1049,2068,225,35
2021,"Harrow 033","E02006882",4396,1741,1216,958,347,134
2021,"Hackney 028","E02006918",3171,296,632,1691,440,112
2021,"Hackney 029","E02006921",2782,313,545,1359,432,133
2021,"Redbridge 035","E02006924",4099,1365,954,1207,461,112
2021,"Redbridge 036","E02006925",4189,1598,1121,1023,333,114
2021,"Greenwich 034","E02006927",5088,1142,1751,1807,313,75
2021,"Greenwich 035","E02006928",5265,354,1659,2799,391,62
2021,"Greenwich 037","E02006930",4226,839,1319,1789,240,39
2021,"Greenwich 038","E02006931",4138,843,1314,1689,242,50
2021,"Southwark 035","E02006941",2984,185,1085,1625,82,7
2021,"Southwark 036","E02006942",3364,205,1026,1830,255,48
2021,"Barnet 042","E02006953",3854,203,922,2221,454,54
2021,"Barnet 043","E02006954",3720,524,835,1726,537,98
2021,"Brent 035","E02006955",2708,161,553,1606,318,70
2021,"Brent 036","E02006956",2503,538,603,901,321,140
2021,"Ealing 041","E02006968",3560,1027,944,1362,201,26
2021,"Ealing 042","E02006969",2976,348,825,1568,209,26
2021,"Ealing 043","E02006970",2028,204,334,812,478,200
2021,"Ealing 044","E02006971",2222,361,500,760,405,196
2021,"Hounslow 030","E02006972",2334,236,655,1125,263,55
2021,"Hounslow 031","E02006973",3724,349,1002,1880,426,67
2021,"Croydon 046","E02006987",3880,119,798,2522,402,39
2021,"Croydon 047","E02006988",3307,318,810,1769,369,41
2021,"Greenwich 039","E02006991",3234,197,1114,1728,176,19
2021,"Greenwich 040","E02006992",3770,418,1256,1838,235,23
2021,"Greenwich 041","E02006993",3625,280,1025,2017,252,51
2021,"Greenwich 042","E02006994",3284,217,711,1798,481,77
2021,"Newham 038","E02006995",3236,235,948,1786,221,46
2021,"Newham 039","E02006996",3158,334,779,1644,307,94
2021,"Newham 040","E02006997",3229,151,680,2011,323,64
2021,"Newham 041","E02006998",2668,207,536,1278,520,127
2021,"Newham 042","E02006999",5051,351,1479,2763,388,70
2021,"Lewisham 040","E02007008",2661,108,626,1650,249,28
2021,"Lewisham 041","E02007009",3987,455,914,2038,487,93
2021,"Redbridge 037","E02007017",2760,753,888,813,238,68
2021,"Redbridge 038","E02007018",2529,437,649,1043,340,60
2021,"Redbridge 039","E02007019",2410,206,435,1156,516,97
2021,"Redbridge 040","E02007020",2724,633,601,878,441,171
2021,"Wandsworth 038","E02007083",4106,169,1370,2334,217,16
2021,"Wandsworth 039","E02007084",4137,343,990,2199,498,107
2021,"Hackney 030","E02007108",2803,277,717,1628,161,20
2021,"Hackney 031","E02007109",3300,516,889,1597,246,52
2021,"Hackney 032","E02007110",3361,257,839,1905,305,55
2021,"Hackney 033","E02007111",2814,170,806,1604,198,36
2021,"Tower Hamlets 034","E02007112",2919,137,609,1936,179,58
2021,"Tower Hamlets 035","E02007113",3267,161,913,1801,340,52
2021,"Tower Hamlets 036","E02007114",3035,213,781,1660,301,80
2021,"Camden 029","E02007115",4470,282,968,2633,448,139
