"date","geography","geography code","Living arrangements: Total; measures: Value","Living arrangements: Living in a couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Same-sex couple; measures: Value","Living arrangements: Living in a couple: Separated, but still married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Cohabiting; measures: Value","Living arrangements: Living in a couple: Cohabiting: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Cohabiting: Same-sex couple; measures: Value","Living arrangements: Not living in a couple; measures: Value","Living arrangements: Not living in a couple: Single (never married and never registered a same-sex civil partnership); measures: Value","Living arrangements: Not living in a couple: Married or in a registered civil partnership; measures: Value","Living arrangements: Not living in a couple: Separated (including those who are married and those who are in civil partnerships); measures: Value","Living arrangements: Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved; measures: Value","Living arrangements: Not living in a couple: Widowed or surviving partner from a civil partnership; measures: Value"
2021,"Croydon 006","E02000199",6735,3075,2241,2211,30,12,822,770,52,3660,2513,204,174,540,229
2021,"Croydon 007","E02000200",7223,3432,2285,2251,34,13,1134,1072,62,3791,2642,169,187,558,235
2021,"Croydon 008","E02000201",6769,2798,1879,1857,22,13,906,810,96,3971,2799,163,184,579,246
2021,"Croydon 009","E02000202",7059,3234,2756,2704,52,10,468,428,40,3825,2606,269,161,456,333
2021,"Croydon 010","E02000203",6179,2576,1948,1934,14,34,594,552,42,3603,2458,196,234,463,252
2021,"Croydon 011","E02000204",7558,3326,2838,2822,16,10,478,438,40,4232,2812,336,225,487,372
2021,"Croydon 013","E02000206",8207,3401,2240,2212,28,11,1150,1088,62,4806,3347,260,243,682,274
2021,"Croydon 014","E02000207",7198,2954,2050,2034,16,10,894,856,38,4244,3069,159,202,576,238
2021,"Croydon 015","E02000208",8011,3280,2574,2560,14,14,692,646,46,4731,3277,295,291,604,264
2021,"Croydon 016","E02000209",6998,3292,2836,2831,5,6,450,430,20,3706,2602,266,161,411,266
2021,"Croydon 017","E02000210",6932,3484,2533,2501,32,15,936,874,62,3448,2439,152,152,458,247
2021,"Croydon 018","E02000211",6822,3934,3175,3163,12,7,752,738,14,2888,1781,89,126,472,420
2021,"Croydon 019","E02000212",7132,3221,2606,2594,12,12,603,578,25,3911,2701,305,176,433,296
2021,"Croydon 020","E02000213",9789,4258,2922,2896,26,14,1322,1232,90,5531,3964,327,272,681,287
2021,"Croydon 021","E02000214",5085,2992,2478,2469,9,10,504,476,28,2093,1445,84,68,243,253
2021,"Croydon 022","E02000215",9507,4668,3078,3020,58,10,1580,1456,124,4839,3323,236,236,719,325
2021,"Croydon 023","E02000216",5666,3314,2697,2683,14,5,612,576,36,2352,1480,130,87,353,302
2021,"Croydon 024","E02000217",9313,4408,2978,2924,54,8,1422,1332,90,4905,3480,236,262,620,307
2021,"Croydon 025","E02000218",5125,2532,2132,2108,24,10,390,378,12,2593,1799,97,122,302,273
2021,"Croydon 026","E02000219",6424,3924,3383,3357,26,7,534,506,28,2500,1578,90,82,291,459
2021,"Croydon 028","E02000221",8164,3772,2963,2951,12,19,790,756,34,4392,3043,207,190,611,341
2021,"Croydon 029","E02000222",6658,3818,2610,2576,34,8,1200,1116,84,2840,1973,116,136,391,224
2021,"Croydon 030","E02000223",6017,2350,1739,1735,4,19,592,562,30,3667,2625,110,204,427,301
2021,"Croydon 031","E02000224",6346,3510,2578,2552,26,10,922,882,40,2836,2002,95,148,385,206
2021,"Croydon 032","E02000225",5825,2884,2231,2215,16,13,640,618,22,2941,1998,103,130,395,315
2021,"Croydon 033","E02000226",6147,3893,3435,3413,22,11,447,426,21,2254,1421,83,77,304,369
2021,"Croydon 034","E02000227",9378,5002,3814,3796,18,14,1174,1140,34,4376,2765,116,216,751,528
2021,"Croydon 035","E02000228",6304,4244,3789,3773,16,9,446,426,20,2060,1258,80,81,250,391
2021,"Croydon 036","E02000229",4656,2054,1550,1546,4,6,498,488,10,2602,1839,68,100,348,247
2021,"Croydon 037","E02000230",8305,4795,3895,3859,36,13,887,834,53,3510,2328,149,141,457,435
2021,"Croydon 038","E02000231",6322,4010,3535,3511,24,9,466,444,22,2312,1567,125,68,223,329
2021,"Croydon 039","E02000232",5051,3047,2600,2594,6,5,442,430,12,2004,1234,66,70,252,382
2021,"Croydon 040","E02000233",4873,2946,2252,2234,18,10,684,652,32,1927,1314,65,87,266,195
2021,"Croydon 041","E02000234",7314,4273,3390,3358,32,15,868,832,36,3041,2002,97,129,458,355
2021,"Croydon 042","E02000235",5518,3528,2897,2875,22,11,620,596,24,1990,1292,48,93,318,239
2021,"Croydon 043","E02000236",7042,4666,3821,3795,26,5,840,808,32,2376,1572,66,70,363,305
2021,"Croydon 044","E02000237",6110,3894,3208,3184,24,10,676,646,30,2216,1315,62,68,346,425
2021,"Croydon 045","E02006788",5924,2680,1916,1896,20,8,756,726,30,3244,2349,94,149,425,227
2021,"Croydon 046","E02006987",6218,3065,1651,1605,46,4,1410,1272,138,3153,2340,163,176,383,91
2021,"Croydon 047","E02006988",5535,2650,1709,1685,24,11,930,856,74,2885,2003,135,156,417,174
2021,"Ealing 001","E02000238",8610,4342,3551,3547,4,11,780,734,46,4268,2781,507,162,483,335
2021,"Ealing 002","E02000239",7455,4029,3454,3446,8,11,564,542,22,3426,2189,373,110,382,372
2021,"Ealing 003","E02000240",8713,4187,3490,3484,6,18,679,648,31,4526,3022,344,186,608,366
2021,"Ealing 004","E02000241",5910,3056,2538,2520,18,14,504,464,40,2854,1933,232,97,343,249
2021,"Ealing 005","E02000242",5641,2978,2550,2547,3,8,420,384,36,2663,1764,259,113,288,239
2021,"Ealing 006","E02000243",7050,3393,2825,2813,12,12,556,538,18,3657,2407,231,158,498,363
2021,"Ealing 007","E02000244",6380,3274,2672,2666,6,12,590,546,44,3106,2071,303,118,375,239
2021,"Ealing 008","E02000245",6930,3169,2653,2649,4,12,504,478,26,3761,2583,244,202,482,250
2021,"Ealing 009","E02000246",7184,3389,2879,2875,4,21,489,464,25,3795,2626,224,153,479,313
2021,"Ealing 010","E02000247",8463,4142,3462,3442,20,8,672,644,28,4321,2943,260,207,564,347
2021,"Ealing 011","E02000248",6142,3090,2470,2454,16,10,610,570,40,3052,1958,303,143,407,241
2021,"Ealing 012","E02000249",6629,3181,2652,2648,4,11,518,490,28,3448,2196,323,137,436,356
2021,"Ealing 013","E02000250",5143,3063,2558,2538,20,9,496,476,20,2080,1356,86,55,329,254
2021,"Ealing 014","E02000251",6635,3440,3109,3105,4,11,320,308,12,3195,2005,335,100,403,352
2021,"Ealing 015","E02000252",8507,3476,2457,2441,16,21,998,910,88,5031,3684,310,203,557,277
2021,"Ealing 016","E02000253",7975,3546,2893,2877,16,13,640,608,32,4429,2993,200,177,669,390
2021,"Ealing 017","E02000254",7403,3842,3618,3612,6,9,215,201,14,3561,2217,472,111,334,427
2021,"Ealing 018","E02000255",7745,4037,3185,3155,30,2,850,784,66,3708,2606,188,152,470,292
2021,"Ealing 019","E02000256",7721,4243,3024,2998,26,20,1199,1110,89,3478,2365,200,149,464,300
2021,"Ealing 021","E02000258",5430,2708,2121,2103,18,3,584,546,38,2722,1933,157,107,334,191
2021,"Ealing 022","E02000259",5158,2840,2259,2245,14,19,562,532,30,2318,1580,115,123,291,209
2021,"Ealing 023","E02000260",7654,3792,3569,3557,12,5,218,194,24,3862,2182,713,123,368,476
2021,"Ealing 024","E02000261",10356,4498,3149,3089,60,9,1340,1236,104,5858,4311,360,193,637,357
2021,"Ealing 025","E02000262",7503,3595,2434,2396,38,31,1130,1054,76,3908,2747,210,135,589,227
2021,"Ealing 026","E02000263",10834,5167,4826,4821,5,11,330,306,24,5667,3263,1202,156,419,627
2021,"Ealing 027","E02000264",7163,3492,2557,2511,46,9,926,860,66,3671,2741,180,117,387,246
2021,"Ealing 028","E02000265",8959,4332,3090,3048,42,12,1230,1108,122,4627,3259,171,212,657,328
2021,"Ealing 029","E02000266",10077,4569,3904,3888,16,16,649,614,35,5508,3679,514,228,602,485
2021,"Ealing 030","E02000267",6406,3407,2429,2395,34,13,965,900,65,2999,2131,170,109,362,227
2021,"Ealing 031","E02000268",7695,3959,2924,2880,44,18,1017,936,81,3736,2664,161,144,466,301
2021,"Ealing 032","E02000269",6546,3886,3004,2944,60,10,872,788,84,2660,1931,107,79,311,232
2021,"Ealing 033","E02000270",7766,3740,2422,2364,58,6,1312,1166,146,4026,2950,196,159,490,231
2021,"Ealing 034","E02000271",5629,3460,2671,2607,64,15,774,716,58,2169,1514,94,62,313,186
2021,"Ealing 035","E02000272",5304,3086,2541,2503,38,11,534,496,38,2218,1511,96,63,272,276
2021,"Ealing 038","E02000275",6470,3293,3080,3079,1,7,206,192,14,3177,1903,559,101,277,337
2021,"Ealing 039","E02000276",5418,3009,2207,2155,52,7,795,736,59,2409,1734,84,73,320,198
2021,"Ealing 040","E02006791",6322,3448,2316,2254,62,10,1122,1036,86,2874,2122,127,98,355,172
2021,"Ealing 041","E02006968",6818,3661,2900,2864,36,10,751,688,63,3157,2187,220,123,346,281
2021,"Ealing 042","E02006969",5313,2849,1862,1834,28,8,979,900,79,2464,1716,169,75,335,169
2021,"Ealing 043","E02006970",5640,2935,2713,2705,8,7,215,193,22,2705,1651,517,99,218,220
2021,"Ealing 044","E02006971",6496,3247,3028,3026,2,2,217,200,17,3249,1977,560,91,262,359
2021,"Enfield 001","E02000277",5676,2580,2094,2086,8,10,476,460,16,3096,2119,153,156,385,283
2021,"Enfield 002","E02000278",7073,2962,2443,2434,9,12,507,481,26,4111,2810,175,211,574,341
2021,"Enfield 003","E02000279",9062,3917,2855,2843,12,14,1048,996,52,5145,3587,209,320,728,301
2021,"Enfield 004","E02000280",6689,3658,2876,2860,16,6,776,742,34,3031,1972,62,137,476,384
2021,"Enfield 005","E02000281",7295,3444,2686,2666,20,16,742,712,30,3851,2658,182,166,571,274
2021,"Enfield 006","E02000282",7096,2843,2357,2357,0,16,470,444,26,4253,2930,172,241,634,276
2021,"Enfield 007","E02000283",6467,2906,2473,2473,0,15,418,396,22,3561,2486,141,180,478,276
2021,"Enfield 008","E02000284",6891,3760,2883,2857,26,13,864,804,60,3131,2025,115,137,533,321
2021,"Enfield 009","E02000285",5374,3266,2800,2786,14,12,454,434,20,2108,1374,72,67,293,302
2021,"Enfield 010","E02000286",7023,3942,3101,3085,16,11,830,778,52,3081,1856,96,119,548,462
2021,"Enfield 011","E02000287",5938,3540,3107,3101,6,9,424,400,24,2398,1456,131,90,333,388
2021,"Enfield 012","E02000288",9477,4148,3545,3539,6,17,586,564,22,5329,3680,321,317,599,412
2021,"Enfield 013","E02000289",5470,3344,2951,2939,12,13,380,368,12,2126,1365,107,79,265,310
2021,"Enfield 014","E02000290",4843,1973,1561,1555,6,13,399,379,20,2870,1995,116,173,401,185
2021,"Enfield 015","E02000291",7862,3886,2877,2845,32,17,992,944,48,3976,2633,168,221,594,360
2021,"Enfield 016","E02000292",7597,3774,3102,3082,20,18,654,636,18,3823,2547,155,184,539,398
2021,"Enfield 017","E02000293",5204,3274,2845,2835,10,11,418,404,14,1930,1227,77,71,242,313
2021,"Enfield 018","E02000294",7131,3161,2709,2709,0,15,437,418,19,3970,2631,235,221,525,358
2021,"Enfield 019","E02000295",6812,3754,3177,3163,14,11,566,536,30,3058,1955,145,128,448,382
2021,"Enfield 020","E02000296",8094,4236,3404,3374,30,22,810,770,40,3858,2487,216,171,538,446
2021,"Enfield 021","E02000297",7666,4502,3906,3884,22,6,590,566,24,3164,1978,135,115,455,481
2021,"Enfield 022","E02000298",6583,3970,3400,3378,22,8,562,522,40,2613,1662,193,81,346,331
2021,"Enfield 023","E02000299",7088,3018,2421,2419,2,17,580,552,28,4070,2707,242,223,565,333
2021,"Enfield 024","E02000300",6676,2902,2405,2393,12,11,486,470,16,3774,2513,282,181,512,286
2021,"Enfield 025","E02000301",7732,3028,2446,2434,12,16,566,544,22,4704,3150,247,281,706,320
2021,"Enfield 026","E02000302",6981,3547,2928,2920,8,19,600,582,18,3434,2182,246,184,425,397
2021,"Enfield 027","E02000303",6457,2615,2123,2115,8,17,475,444,31,3842,2576,246,220,512,288
2021,"Enfield 028","E02000304",6452,3975,3441,3422,19,56,478,450,28,2477,1599,131,83,322,342
2021,"Enfield 029","E02000305",7152,4039,3077,3055,22,17,945,883,62,3113,2039,173,135,517,249
2021,"Enfield 030","E02000306",6821,2608,2046,2042,4,28,534,500,34,4213,2829,212,263,643,266
2021,"Enfield 031","E02000307",7812,3828,3289,3284,5,27,512,480,32,3984,2706,212,227,478,361
2021,"Enfield 032","E02000308",7032,3356,2550,2524,26,14,792,752,40,3676,2551,213,145,474,293
2021,"Enfield 033","E02000309",8748,3646,2978,2976,2,20,648,618,30,5102,3367,385,275,669,406
2021,"Enfield 035","E02000311",8501,4084,3307,3293,14,11,766,672,94,4417,2925,309,234,539,410
2021,"Enfield 036","E02000312",9277,4717,3475,3439,36,12,1230,1144,86,4560,3143,242,199,582,394
2021,"Enfield 037","E02006793",7251,2898,2377,2375,2,15,506,484,22,4353,2947,304,204,606,292
2021,"Greenwich 001","E02000313",4857,1847,1375,1373,2,6,466,452,14,3010,1913,174,246,502,175
2021,"Greenwich 002","E02000314",9257,4225,3205,3187,18,14,1006,962,44,5032,3344,359,409,671,249
2021,"Greenwich 003","E02000315",7243,3038,2284,2268,16,10,744,702,42,4205,2807,309,250,557,282
2021,"Greenwich 005","E02000317",5717,2428,1735,1715,20,5,688,622,66,3289,2285,207,178,422,197
2021,"Greenwich 006","E02000318",8706,3920,3238,3210,28,14,668,608,60,4786,2888,788,257,519,334
2021,"Greenwich 007","E02000319",8268,3854,2725,2681,44,17,1112,1042,70,4414,2921,345,236,600,312
2021,"Greenwich 008","E02000320",5389,2670,1960,1944,16,6,704,654,50,2719,1855,186,122,348,208
2021,"Greenwich 009","E02000321",5930,2422,1692,1675,17,13,717,677,40,3508,2321,263,192,462,270
2021,"Greenwich 011","E02000323",9876,4326,3026,2988,38,20,1280,1190,90,5550,3779,416,295,762,298
2021,"Greenwich 012","E02000324",6052,2780,1961,1931,30,17,802,728,74,3272,2280,184,145,424,239
2021,"Greenwich 014","E02000326",6268,3048,2163,2111,52,3,882,802,80,3220,2311,112,142,435,220
2021,"Greenwich 015","E02000327",5028,2173,1537,1521,16,9,627,570,57,2855,1988,157,181,391,138
2021,"Greenwich 016","E02000328",5313,2968,2057,2021,36,17,894,832,62,2345,1597,90,113,327,218
2021,"Greenwich 017","E02000329",5023,2519,1963,1937,26,11,545,509,36,2504,1615,133,119,356,281
2021,"Greenwich 019","E02000331",6420,3138,2245,2219,26,7,886,816,70,3282,2289,170,142,423,258
2021,"Greenwich 020","E02000332",5885,3264,2439,2391,48,11,814,746,68,2621,1712,140,125,376,268
2021,"Greenwich 021","E02000333",5055,2965,2118,2038,80,7,840,786,54,2090,1361,92,101,339,197
2021,"Greenwich 022","E02000334",5312,2748,2158,2130,28,4,586,560,26,2564,1713,124,111,377,239
2021,"Greenwich 023","E02000335",5284,3244,2547,2501,46,11,686,650,36,2040,1270,69,96,313,292
2021,"Greenwich 025","E02000337",6646,3362,2480,2458,22,14,868,834,34,3284,2155,121,179,482,347
2021,"Greenwich 027","E02000339",5078,2908,2283,2257,26,7,618,588,30,2170,1390,51,91,329,309
2021,"Greenwich 028","E02000340",5608,3136,2348,2332,16,6,782,724,58,2472,1528,93,104,392,355
2021,"Greenwich 029","E02000341",6005,2842,2165,2153,12,5,672,642,30,3163,2170,136,143,451,263
2021,"Greenwich 030","E02000342",4512,2389,1740,1728,12,3,646,622,24,2123,1494,60,74,292,203
2021,"Greenwich 031","E02000343",5609,2880,2268,2258,10,12,600,566,34,2729,1810,108,97,365,349
2021,"Greenwich 032","E02000344",5098,3060,2423,2405,18,9,628,610,18,2038,1362,61,90,267,258
2021,"Greenwich 033","E02006786",5845,2777,2076,2058,18,18,683,630,53,3068,2057,156,171,440,244
2021,"Greenwich 034","E02006927",9822,5422,3951,3903,48,15,1456,1292,164,4400,3045,148,180,603,424
2021,"Greenwich 035","E02006928",9315,4483,2449,2391,58,11,2023,1859,164,4832,3792,178,248,482,132
2021,"Greenwich 037","E02006930",8107,4358,2696,2616,80,4,1658,1466,192,3749,2891,118,130,405,205
2021,"Greenwich 038","E02006931",7700,4107,2662,2583,79,7,1438,1324,114,3593,2616,142,141,468,226
2021,"Greenwich 039","E02006991",5632,3212,1666,1572,94,4,1542,1366,176,2420,1914,87,108,248,63
2021,"Greenwich 040","E02006992",6768,3674,2169,2111,58,1,1504,1366,138,3094,2350,99,112,379,154
2021,"Greenwich 041","E02006993",6658,3446,1906,1850,56,10,1530,1384,146,3212,2570,131,126,300,85
2021,"Greenwich 042","E02006994",6052,2683,1734,1713,21,13,936,854,82,3369,2379,183,213,445,149
2021,"Hackney 001","E02000345",5361,2838,2459,2443,16,7,372,338,34,2523,1748,187,146,289,153
2021,"Hackney 002","E02000346",7398,3020,1787,1751,36,15,1218,1130,88,4378,3236,160,268,508,206
2021,"Hackney 003","E02000347",5406,2690,2184,2166,18,6,500,462,38,2716,2013,142,101,300,160
2021,"Hackney 004","E02000348",5398,2456,2078,2064,14,6,372,342,30,2942,2072,165,156,363,186
2021,"Hackney 006","E02000350",8128,3636,2447,2403,44,7,1182,1098,84,4492,3615,250,124,349,154
2021,"Hackney 007","E02000351",7901,3328,1805,1761,44,23,1500,1364,136,4573,3677,156,178,410,152
2021,"Hackney 008","E02000352",5213,2310,1506,1476,30,0,804,742,62,2903,2146,84,104,402,167
2021,"Hackney 009","E02000353",6485,3034,1866,1796,70,2,1166,1062,104,3451,2723,157,100,303,168
2021,"Hackney 010","E02000354",7983,2924,1732,1668,64,14,1178,1096,82,5059,3961,204,183,491,220
2021,"Hackney 011","E02000355",6700,2834,1802,1731,71,9,1023,922,101,3866,3014,180,132,337,203
2021,"Hackney 012","E02000356",5903,2910,1641,1587,54,13,1256,1128,128,2993,2354,88,106,295,150
2021,"Hackney 013","E02000357",5383,1675,1143,1131,12,7,525,489,36,3708,2664,148,203,478,215
2021,"Hackney 014","E02000358",9383,3638,2136,2064,72,10,1492,1324,168,5745,4478,164,230,598,275
2021,"Hackney 015","E02000359",5372,2192,1443,1409,34,19,730,654,76,3180,2511,97,117,279,176
2021,"Hackney 016","E02000360",9214,3402,2023,1971,52,41,1338,1206,132,5812,4426,211,258,647,270
2021,"Hackney 017","E02000361",6867,2511,1233,1188,45,5,1273,1158,115,4356,3443,180,208,377,148
2021,"Hackney 018","E02000362",5610,2134,1176,1150,26,8,950,866,84,3476,2706,95,151,352,172
2021,"Hackney 019","E02000363",8632,2937,1906,1876,30,8,1023,925,98,5695,4373,210,277,572,263
2021,"Hackney 020","E02000364",7775,3138,1725,1641,84,9,1404,1250,154,4637,3538,102,183,552,262
2021,"Hackney 022","E02000366",6757,2508,1584,1538,46,12,912,844,68,4249,3197,139,203,457,253
2021,"Hackney 023","E02000367",8751,3498,1731,1665,66,15,1752,1582,170,5253,4281,138,186,456,192
2021,"Hackney 024","E02000368",8163,2906,1790,1754,36,20,1096,988,108,5257,4002,182,242,561,270
2021,"Hackney 025","E02000369",11214,4572,2369,2275,94,27,2176,1940,236,6642,5188,218,291,652,293
2021,"Hackney 026","E02000370",7422,2777,1527,1479,48,19,1231,1136,95,4645,3710,139,164,453,179
2021,"Hackney 028","E02006918",6336,2529,1617,1591,26,7,905,825,80,3807,2884,139,209,381,194
2021,"Hackney 029","E02006921",5551,2412,1897,1873,24,7,508,464,44,3139,2285,181,178,347,148
2021,"Hackney 030","E02007108",5236,2238,977,929,48,1,1260,1104,156,2998,2532,71,74,225,96
2021,"Hackney 031","E02007109",6475,2762,1548,1482,66,2,1212,1120,92,3713,2877,117,156,356,207
2021,"Hackney 032","E02007110",6020,2170,1209,1159,50,7,954,852,102,3850,3131,118,157,339,105
2021,"Hackney 033","E02007111",5112,1947,792,722,70,4,1151,1019,132,3165,2719,92,85,221,48
2021,"Hammersmith and Fulham 001","E02000372",7574,2688,1929,1909,20,9,750,688,62,4886,3650,233,184,543,276
2021,"Hammersmith and Fulham 002","E02000373",5461,1852,1412,1406,6,16,424,384,40,3609,2672,188,156,405,188
2021,"Hammersmith and Fulham 003","E02000374",5412,2170,1567,1531,36,9,594,568,26,3242,2468,120,113,326,215
2021,"Hammersmith and Fulham 004","E02000375",6266,2338,1479,1447,32,7,852,778,74,3928,3019,149,143,456,161
2021,"Hammersmith and Fulham 005","E02000376",5828,2299,1306,1262,44,1,992,910,82,3529,2753,134,147,348,147
2021,"Hammersmith and Fulham 006","E02000377",6363,2567,1643,1598,45,6,918,850,68,3796,2885,135,142,446,188
2021,"Hammersmith and Fulham 007","E02000378",5567,2403,1394,1339,55,5,1004,930,74,3164,2426,121,115,386,116
2021,"Hammersmith and Fulham 008","E02000379",5848,2938,2218,2184,34,6,714,656,58,2910,2111,115,107,377,200
2021,"Hammersmith and Fulham 009","E02000380",4564,2279,1608,1564,44,2,669,617,52,2285,1692,88,77,295,133
2021,"Hammersmith and Fulham 010","E02000381",6268,3068,2101,2067,34,7,960,908,52,3200,2422,131,117,374,156
2021,"Hammersmith and Fulham 011","E02000382",4993,2382,1680,1622,58,4,698,634,64,2611,1872,140,103,335,161
2021,"Hammersmith and Fulham 012","E02000383",7399,2934,1900,1838,62,2,1032,944,88,4465,3408,210,125,479,243
2021,"Hammersmith and Fulham 013","E02000384",6929,2658,1655,1616,39,1,1002,914,88,4271,3278,169,164,452,208
2021,"Hammersmith and Fulham 014","E02000385",5079,1952,1027,971,56,3,922,842,80,3127,2599,85,79,271,93
2021,"Hammersmith and Fulham 015","E02000386",6423,2216,1363,1332,31,13,840,764,76,4207,3204,156,163,464,220
2021,"Hammersmith and Fulham 016","E02000387",5093,1776,1206,1179,27,4,566,524,42,3317,2612,119,92,340,154
2021,"Hammersmith and Fulham 017","E02000388",7554,3144,1914,1856,58,6,1224,1154,70,4410,3465,166,134,431,214
2021,"Hammersmith and Fulham 018","E02000389",7301,3542,2590,2532,58,10,942,850,92,3759,2880,152,70,395,262
2021,"Hammersmith and Fulham 019","E02000390",5291,2281,1481,1454,27,4,796,752,44,3010,2397,89,88,290,146
2021,"Hammersmith and Fulham 020","E02000391",6219,2967,2202,2178,24,8,757,704,53,3252,2406,113,106,409,218
2021,"Hammersmith and Fulham 021","E02000392",7674,3410,2297,2261,36,13,1100,1040,60,4264,3377,140,144,416,187
2021,"Hammersmith and Fulham 022","E02000393",4988,2563,1708,1683,25,19,836,800,36,2425,1946,70,57,226,126
2021,"Hammersmith and Fulham 023","E02000394",7662,3342,2161,2129,32,3,1178,1112,66,4320,3244,185,165,537,189
2021,"Hammersmith and Fulham 024","E02000395",4877,2455,1774,1740,34,7,674,634,40,2422,1799,103,51,268,201
2021,"Hammersmith and Fulham 025","E02000396",5467,2623,1965,1923,42,9,649,604,45,2844,2156,105,89,341,153
2021,"Haringey 001","E02000397",6539,2920,1927,1909,18,10,983,899,84,3619,2542,196,157,486,238
2021,"Haringey 002","E02000398",5900,2010,1520,1514,6,10,480,448,32,3890,2646,200,207,603,234
2021,"Haringey 004","E02000400",6345,2872,2148,2104,44,12,712,680,32,3473,2477,146,136,463,251
2021,"Haringey 005","E02000401",5606,2140,1641,1625,16,17,482,452,30,3466,2497,169,147,440,213
2021,"Haringey 006","E02000402",5190,1944,1482,1478,4,14,448,418,30,3246,2256,161,198,417,214
2021,"Haringey 007","E02000403",6203,2902,1902,1876,26,20,980,898,82,3301,2353,202,109,416,221
2021,"Haringey 008","E02000404",5894,2416,1756,1742,14,10,650,582,68,3478,2441,224,138,440,235
2021,"Haringey 009","E02000405",4984,3028,2439,2419,20,5,584,534,50,1956,1396,59,64,247,190
2021,"Haringey 010","E02000406",5741,2166,1454,1430,24,12,700,624,76,3575,2577,182,143,456,217
2021,"Haringey 011","E02000407",6127,2344,1550,1536,14,14,780,720,60,3783,2601,271,185,507,219
2021,"Haringey 012","E02000408",6392,2456,1732,1722,10,20,704,654,50,3936,2627,278,205,558,268
2021,"Haringey 013","E02000409",4991,1950,1379,1373,6,9,562,526,36,3041,2114,172,176,395,184
2021,"Haringey 014","E02000410",5018,2925,2168,2136,32,10,747,682,65,2093,1505,69,87,287,145
2021,"Haringey 015","E02000411",8493,3474,2309,2277,32,21,1144,1016,128,5019,3560,354,249,616,240
2021,"Haringey 016","E02000412",6228,2212,1439,1409,30,9,764,700,64,4016,2864,166,234,535,217
2021,"Haringey 017","E02000413",5961,3384,2630,2586,44,14,740,692,48,2577,1847,98,99,318,215
2021,"Haringey 018","E02000414",5840,2440,1669,1623,46,11,760,696,64,3400,2369,255,164,402,210
2021,"Haringey 019","E02000415",6062,2652,1802,1758,44,8,842,776,66,3410,2472,238,131,356,213
2021,"Haringey 020","E02000416",7085,3346,1897,1855,42,11,1438,1348,90,3739,2774,113,146,498,208
2021,"Haringey 021","E02000417",5361,3072,2222,2174,48,10,840,798,42,2289,1602,67,85,333,202
2021,"Haringey 022","E02000418",4443,2719,2079,2031,48,3,637,600,37,1724,1179,55,50,266,174
2021,"Haringey 023","E02000419",7402,3336,2065,2011,54,15,1256,1142,114,4066,3068,177,145,427,249
2021,"Haringey 024","E02000420",6743,2681,1666,1628,38,16,999,880,119,4062,2820,270,185,538,249
2021,"Haringey 025","E02000421",6817,2190,1451,1436,15,9,730,666,64,4627,3308,407,184,504,224
2021,"Haringey 026","E02000422",5961,2391,1648,1630,18,15,728,666,62,3570,2559,173,173,483,182
2021,"Haringey 027","E02000423",5914,2300,1445,1396,49,7,848,750,98,3614,2771,187,121,343,192
2021,"Haringey 028","E02000424",5590,2897,1834,1775,59,7,1056,976,80,2693,1950,72,165,348,158
2021,"Haringey 029","E02000425",5116,2502,2106,2084,22,18,378,352,26,2614,1842,218,122,273,159
2021,"Haringey 030","E02000426",5286,2966,2230,2204,26,2,734,672,62,2320,1607,89,78,327,219
2021,"Haringey 031","E02000427",5769,2516,1530,1482,48,16,970,856,114,3253,2526,143,105,300,179
2021,"Haringey 032","E02000428",6800,2302,1601,1583,18,15,686,618,68,4498,3469,213,184,444,188
2021,"Haringey 033","E02000429",5624,3236,2231,2181,50,3,1002,926,76,2388,1655,82,99,331,221
2021,"Haringey 034","E02000430",5816,3053,1759,1729,30,4,1290,1186,104,2763,2086,71,84,392,130
2021,"Haringey 035","E02000431",5083,2810,1695,1651,44,5,1110,1018,92,2273,1728,72,74,258,141
2021,"Haringey 036","E02000432",5304,2436,1351,1297,54,11,1074,950,124,2868,2225,75,81,347,140
2021,"Haringey 037","E02006794",6199,2226,1649,1627,22,7,570,524,46,3973,2791,237,180,551,214
2021,"Harrow 001","E02000433",7066,4055,3639,3627,12,9,407,387,20,3011,1752,217,97,400,545
2021,"Harrow 002","E02000434",8034,4584,4075,4071,4,11,498,480,18,3450,2232,291,107,389,431
2021,"Harrow 003","E02000435",6503,3616,3289,3285,4,7,320,298,22,2887,1845,223,113,307,399
2021,"Harrow 004","E02000436",4812,3134,2932,2920,12,4,198,184,14,1678,1026,109,44,171,328
2021,"Harrow 005","E02000437",6929,3732,3323,3319,4,11,398,388,10,3197,1914,260,154,430,439
2021,"Harrow 006","E02000438",6601,3712,3259,3251,8,7,446,420,26,2889,1823,157,100,388,421
2021,"Harrow 007","E02000439",7350,3820,3326,3322,4,10,484,452,32,3530,2267,434,116,389,324
2021,"Harrow 008","E02000440",7694,4668,4339,4335,4,17,312,304,8,3026,1965,274,87,293,407
2021,"Harrow 009","E02000441",5936,3367,2977,2969,8,10,380,366,14,2569,1581,182,106,321,379
2021,"Harrow 010","E02000442",7692,4133,3690,3688,2,10,433,402,31,3559,2225,556,102,355,321
