"date","geography","geography code","Living arrangements: Total; measures: Value","Living arrangements: Living in a couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Married or in a civil partnership: Same-sex couple; measures: Value","Living arrangements: Living in a couple: Separated, but still married or in a civil partnership; measures: Value","Living arrangements: Living in a couple: Cohabiting; measures: Value","Living arrangements: Living in a couple: Cohabiting: Opposite-sex couple; measures: Value","Living arrangements: Living in a couple: Cohabiting: Same-sex couple; measures: Value","Living arrangements: Not living in a couple; measures: Value","Living arrangements: Not living in a couple: Single (never married and never registered a same-sex civil partnership); measures: Value","Living arrangements: Not living in a couple: Married or in a registered civil partnership; measures: Value","Living arrangements: Not living in a couple: Separated (including those who are married and those who are in civil partnerships); measures: Value","Living arrangements: Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved; measures: Value","Living arrangements: Not living in a couple: Widowed or surviving partner from a civil partnership; measures: Value"
2021,"Merton 003","E02000691",5914,3490,2529,2495,34,1,960,918,42,2424,1783,99,75,288,179
2021,"Merton 004","E02000692",6406,3763,2772,2727,45,11,980,928,52,2643,1698,132,83,419,311
2021,"Merton 005","E02000693",8281,4523,2629,2570,59,8,1886,1752,134,3758,2902,183,110,363,200
2021,"Merton 006","E02000694",7327,4330,2951,2907,44,9,1370,1284,86,2997,2247,108,101,348,193
2021,"Merton 007","E02000695",7115,3470,2760,2730,30,16,694,644,50,3645,2530,309,112,383,311
2021,"Merton 008","E02000696",7071,3364,2363,2335,28,9,992,932,60,3707,2737,237,157,398,178
2021,"Merton 009","E02000697",7156,4399,2948,2885,63,4,1447,1348,99,2757,2040,111,93,336,177
2021,"Merton 010","E02000698",6399,4061,3482,3454,28,10,569,534,35,2338,1502,118,71,358,289
2021,"Merton 011","E02000699",6442,4167,3186,3157,29,9,972,910,62,2275,1584,70,83,326,212
2021,"Merton 012","E02000700",6862,3251,2236,2208,28,10,1005,966,39,3611,2551,178,145,511,226
2021,"Merton 013","E02000701",7216,3543,2824,2812,12,11,708,688,20,3673,2412,314,140,479,328
2021,"Merton 014","E02000702",7112,3348,2527,2511,16,15,806,758,48,3764,2625,211,179,504,245
2021,"Merton 015","E02000703",6380,3903,3294,3250,44,9,600,568,32,2477,1640,114,72,327,324
2021,"Merton 016","E02000704",6941,3876,2741,2695,46,9,1126,1062,64,3065,2133,136,116,427,253
2021,"Merton 017","E02000705",7440,3724,2955,2941,14,15,754,710,44,3716,2505,320,161,410,320
2021,"Merton 018","E02000706",7652,3553,2709,2688,21,21,823,758,65,4099,2812,293,172,527,295
2021,"Merton 019","E02000707",6477,2729,2161,2151,10,27,541,515,26,3748,2645,250,162,415,276
2021,"Merton 020","E02000708",7051,4230,3565,3539,26,11,654,600,54,2821,1957,127,97,342,298
2021,"Merton 021","E02000709",6403,3905,3332,3294,38,4,569,548,21,2498,1603,143,71,318,363
2021,"Merton 022","E02000710",7176,3700,2903,2883,20,13,784,746,38,3476,2260,212,145,485,374
2021,"Merton 023","E02000711",7500,3996,3046,3026,20,8,942,876,66,3504,2367,248,136,444,309
2021,"Merton 024","E02000712",7627,3950,3140,3124,16,20,790,754,36,3677,2456,227,129,492,373
2021,"Merton 025","E02000713",6248,3776,3045,3017,28,13,718,690,28,2472,1639,101,83,309,340
2021,"Newham 001","E02000714",6069,2813,2089,2069,20,3,721,662,59,3256,2245,273,133,358,247
2021,"Newham 002","E02000715",5279,2462,2189,2183,6,3,270,254,16,2817,1937,252,156,261,211
2021,"Newham 003","E02000716",5530,2660,2235,2217,18,11,414,376,38,2870,1960,309,117,285,199
2021,"Newham 004","E02000717",6202,3034,2621,2619,2,7,406,354,52,3168,2053,423,128,291,273
2021,"Newham 005","E02000718",5413,2505,2223,2217,6,5,277,266,11,2908,2095,225,113,258,217
2021,"Newham 006","E02000719",6528,2775,1960,1924,36,10,805,739,66,3753,2692,293,162,395,211
2021,"Newham 007","E02000720",5844,2798,2385,2355,30,17,396,362,34,3046,1996,415,116,295,224
2021,"Newham 008","E02000721",7246,3371,2921,2914,7,28,422,408,14,3875,2575,563,136,355,246
2021,"Newham 009","E02000722",6647,2832,1924,1898,26,10,898,792,106,3815,2800,288,143,385,199
2021,"Newham 010","E02000723",8762,4197,3772,3759,13,9,416,394,22,4565,2957,717,158,329,404
2021,"Newham 011","E02000724",7490,3737,3152,3135,17,11,574,568,6,3753,2551,484,144,284,290
2021,"Newham 012","E02000725",8249,3332,2180,2128,52,6,1146,1018,128,4917,3774,259,166,489,229
2021,"Newham 014","E02000727",6485,3228,2868,2860,8,8,352,332,20,3257,2120,542,103,264,228
2021,"Newham 015","E02000728",6660,3410,2974,2967,7,9,427,394,33,3250,2036,553,88,318,255
2021,"Newham 016","E02000729",5757,2504,1968,1956,12,6,530,490,40,3253,2131,365,117,398,242
2021,"Newham 017","E02000730",7701,3630,3284,3280,4,18,328,302,26,4071,2427,772,176,377,319
2021,"Newham 018","E02000731",7643,3883,3466,3457,9,11,406,376,30,3760,2496,537,115,299,313
2021,"Newham 019","E02000732",6814,3206,2707,2699,8,10,489,441,48,3608,2529,362,156,333,228
2021,"Newham 020","E02000733",8159,3253,2378,2340,38,17,858,780,78,4906,3588,343,177,535,263
2021,"Newham 021","E02000734",5892,2510,1863,1841,22,11,636,596,40,3382,2374,270,137,380,221
2021,"Newham 022","E02000735",6667,3044,2494,2482,12,34,516,466,50,3623,2433,411,155,353,271
2021,"Newham 023","E02000736",6747,3208,2675,2663,12,17,516,484,32,3539,2478,357,142,348,214
2021,"Newham 024","E02000737",7835,3657,3095,3079,16,12,550,512,38,4178,2827,316,245,471,319
2021,"Newham 025","E02000738",7226,3829,3135,3107,28,11,683,602,81,3397,2291,507,107,273,219
2021,"Newham 026","E02000739",6100,2640,2006,1998,8,12,622,574,48,3460,2457,285,128,364,226
2021,"Newham 027","E02000740",5465,2124,1561,1539,22,3,560,526,34,3341,2397,216,154,372,202
2021,"Newham 028","E02000741",6289,3060,2417,2399,18,15,628,586,42,3229,2219,305,144,343,218
2021,"Newham 029","E02000742",6390,3048,2416,2408,8,8,624,592,32,3342,2313,327,113,342,247
2021,"Newham 030","E02000743",8116,3257,2332,2314,18,11,914,826,88,4859,3604,279,226,499,251
2021,"Newham 031","E02000744",7072,3160,2271,2245,26,13,876,802,74,3912,2764,299,189,434,226
2021,"Newham 032","E02000745",6804,2888,2167,2152,15,9,712,674,38,3916,2699,334,180,438,265
2021,"Newham 033","E02000746",7172,3384,2403,2377,26,7,974,898,76,3788,2714,239,144,482,209
2021,"Newham 034","E02000747",10951,4871,3157,3124,33,13,1701,1550,151,6080,4660,293,237,608,282
2021,"Newham 035","E02000748",4795,2332,1764,1754,10,6,562,520,42,2463,1614,193,114,398,144
2021,"Newham 036","E02000749",7465,2895,2065,2048,17,12,818,749,69,4570,3281,284,178,564,263
2021,"Newham 038","E02006995",6831,3178,1562,1500,62,30,1586,1342,244,3653,3242,91,99,182,39
2021,"Newham 039","E02006996",6468,2906,1650,1614,36,20,1236,1096,140,3562,2863,183,120,260,136
2021,"Newham 040","E02006997",6001,2709,1342,1305,37,1,1366,1152,214,3292,2702,133,138,251,68
2021,"Newham 041","E02006998",5454,2441,1713,1708,5,12,716,676,40,3013,2183,167,148,371,144
2021,"Newham 042","E02006999",9349,5136,3086,3024,62,10,2040,1876,164,4213,3414,208,125,388,78
2021,"Redbridge 001","E02000751",9045,5535,4742,4716,26,9,784,742,42,3510,2123,184,123,502,578
2021,"Redbridge 002","E02000752",6781,3520,2719,2713,6,3,798,772,26,3261,2115,197,141,484,324
2021,"Redbridge 003","E02000753",5326,2714,2217,2211,6,13,484,464,20,2612,1702,170,97,379,264
2021,"Redbridge 004","E02000754",5459,3112,2349,2327,22,7,756,732,24,2347,1577,117,92,322,239
2021,"Redbridge 005","E02000755",4400,2362,1838,1832,6,6,518,488,30,2038,1320,88,73,353,204
2021,"Redbridge 006","E02000756",11497,6290,5292,5284,8,8,990,950,40,5207,3376,393,220,700,518
2021,"Redbridge 007","E02000757",9965,5906,4527,4475,52,19,1360,1270,90,4059,2757,164,157,540,441
2021,"Redbridge 008","E02000758",5453,2911,2600,2596,4,19,292,282,10,2542,1646,177,82,308,329
2021,"Redbridge 009","E02000759",10202,5818,4675,4636,39,12,1131,1058,73,4384,2996,222,186,584,396
2021,"Redbridge 010","E02000760",5874,3068,2690,2686,4,10,368,350,18,2806,1832,210,119,323,322
2021,"Redbridge 012","E02000762",5403,3056,2819,2815,4,7,230,212,18,2347,1478,256,64,216,333
2021,"Redbridge 013","E02000763",6335,3510,3123,3119,4,13,374,354,20,2825,1945,214,80,319,267
2021,"Redbridge 014","E02000764",10111,5862,4306,4192,114,18,1538,1422,116,4249,2725,200,160,576,588
2021,"Redbridge 015","E02000765",5845,3168,2932,2930,2,4,232,228,4,2677,1804,262,101,239,271
2021,"Redbridge 017","E02000767",6536,3813,3437,3427,10,11,365,344,21,2723,1776,222,103,322,300
2021,"Redbridge 018","E02000768",4618,2808,2324,2300,24,8,476,442,34,1810,1227,91,62,214,216
2021,"Redbridge 020","E02000770",6377,3332,2984,2984,0,6,342,332,10,3045,2047,291,121,300,286
2021,"Redbridge 022","E02000772",6269,3382,3018,3012,6,0,364,348,16,2887,1973,298,119,286,211
2021,"Redbridge 023","E02000773",8093,4312,3984,3978,6,16,312,300,12,3781,2702,298,140,304,337
2021,"Redbridge 024","E02000774",6124,3217,2801,2801,0,8,408,386,22,2907,1955,312,97,284,259
2021,"Redbridge 026","E02000776",5318,2882,2605,2597,8,5,272,258,14,2436,1635,267,97,243,194
2021,"Redbridge 027","E02000777",4762,2810,2240,2206,34,4,566,536,30,1952,1306,108,72,245,221
2021,"Redbridge 029","E02000779",6288,3396,2927,2921,6,7,462,432,30,2892,1900,336,125,309,222
2021,"Redbridge 031","E02000781",12291,6432,5956,5954,2,32,444,424,20,5859,3977,626,198,482,576
2021,"Redbridge 032","E02000782",8354,4278,3707,3691,16,11,560,526,34,4076,2811,441,163,392,269
2021,"Redbridge 033","E02000783",5444,2476,2196,2194,2,12,268,244,24,2968,1986,348,131,274,229
2021,"Redbridge 034","E02006800",11179,5866,5137,5125,12,15,714,676,38,5313,3514,562,281,513,443
2021,"Redbridge 035","E02006924",10783,5696,5144,5136,8,10,542,520,22,5087,3289,551,204,520,523
2021,"Redbridge 036","E02006925",11704,6334,5877,5875,2,31,426,406,20,5370,3669,505,151,442,603
2021,"Redbridge 037","E02007017",6549,3536,3157,3143,14,11,368,350,18,3013,2021,199,115,350,328
2021,"Redbridge 038","E02007018",5326,2733,2311,2305,6,8,414,398,16,2593,1735,182,119,323,234
2021,"Redbridge 039","E02007019",5204,3011,2650,2648,2,7,354,342,12,2193,1405,256,102,225,205
2021,"Redbridge 040","E02007020",7376,3695,3367,3360,7,8,320,308,12,3681,2448,459,126,317,331
2021,"Richmond upon Thames 001","E02000784",8097,4752,3983,3921,62,6,763,712,51,3345,2136,159,143,555,352
2021,"Richmond upon Thames 002","E02000785",7894,5090,4058,4008,50,20,1012,954,58,2804,1805,104,101,450,344
2021,"Richmond upon Thames 003","E02000786",8908,5364,4070,4008,62,14,1280,1194,86,3544,2274,123,154,664,329
2021,"Richmond upon Thames 004","E02000787",9590,5707,4306,4258,48,8,1393,1317,76,3883,2563,162,174,638,346
2021,"Richmond upon Thames 005","E02000788",6955,4476,3711,3677,34,14,751,706,45,2479,1652,76,82,408,261
2021,"Richmond upon Thames 006","E02000789",5083,3056,2340,2300,40,12,704,676,28,2027,1286,99,81,338,223
2021,"Richmond upon Thames 007","E02000790",5156,3324,2554,2520,34,6,764,716,48,1832,1243,78,56,300,155
2021,"Richmond upon Thames 008","E02000791",5231,3325,2467,2425,42,6,852,812,40,1906,1165,109,93,324,215
2021,"Richmond upon Thames 009","E02000792",5650,3497,2673,2644,29,8,816,782,34,2153,1373,103,88,356,233
2021,"Richmond upon Thames 010","E02000793",6483,3730,2989,2966,23,14,727,686,41,2753,1780,115,110,351,397
2021,"Richmond upon Thames 011","E02000794",5528,3566,2840,2792,48,2,724,680,44,1962,1340,59,63,253,247
2021,"Richmond upon Thames 012","E02000795",5272,3444,3074,3048,26,2,368,342,26,1828,1138,85,73,260,272
2021,"Richmond upon Thames 013","E02000796",8734,4899,4144,4132,12,16,739,712,27,3835,2515,188,143,502,487
2021,"Richmond upon Thames 014","E02000797",6224,3876,2689,2631,58,3,1184,1110,74,2348,1573,77,117,366,215
2021,"Richmond upon Thames 015","E02000798",8658,5322,4165,4131,34,13,1144,1086,58,3336,2209,110,151,530,336
2021,"Richmond upon Thames 016","E02000799",4762,2976,2371,2347,24,1,604,574,30,1786,1189,48,75,276,198
2021,"Richmond upon Thames 017","E02000800",4128,2252,1807,1774,33,7,438,422,16,1876,1159,56,114,358,189
2021,"Richmond upon Thames 018","E02000801",5608,3595,2806,2768,38,2,787,760,27,2013,1315,51,77,345,225
2021,"Richmond upon Thames 019","E02000802",5563,3476,2761,2743,18,3,712,680,32,2087,1352,46,95,342,252
2021,"Richmond upon Thames 020","E02000803",7809,4378,3502,3474,28,8,868,814,54,3431,2148,114,150,623,396
2021,"Richmond upon Thames 021","E02000804",5805,3548,2698,2674,24,4,846,794,52,2257,1441,71,91,385,269
2021,"Richmond upon Thames 022","E02000805",8617,5246,4108,4058,50,8,1130,1078,52,3371,2196,108,170,562,335
2021,"Richmond upon Thames 023","E02000806",8257,5222,4274,4226,48,6,942,890,52,3035,1892,104,115,537,387
2021,"Southwark 001","E02000807",7166,3476,2113,2035,78,5,1358,1242,116,3690,2965,130,122,311,162
2021,"Southwark 002","E02000808",8039,3203,1667,1537,130,7,1529,1319,210,4836,3912,145,147,453,179
2021,"Southwark 004","E02000810",9875,3850,2137,2053,84,15,1698,1528,170,6025,4697,216,261,600,251
2021,"Southwark 006","E02000812",8623,3090,1772,1672,100,12,1306,1166,140,5533,4319,190,199,624,201
2021,"Southwark 007","E02000813",8435,3240,1800,1734,66,12,1428,1324,104,5195,4034,170,198,572,221
2021,"Southwark 008","E02000814",8809,4198,2388,2320,68,12,1798,1638,160,4611,3664,169,176,425,177
2021,"Southwark 009","E02000815",6108,2094,1125,1073,52,9,960,822,138,4014,3320,180,133,287,94
2021,"Southwark 010","E02000816",7954,3159,1908,1842,66,10,1241,1135,106,4795,3686,196,184,500,229
2021,"Southwark 011","E02000817",5509,1880,1166,1142,24,44,670,628,42,3629,2631,119,188,470,221
2021,"Southwark 012","E02000818",8432,3051,1626,1531,95,15,1410,1210,200,5381,4234,195,182,518,252
2021,"Southwark 013","E02000819",6947,2350,1461,1423,38,15,874,810,64,4597,3424,206,206,542,219
2021,"Southwark 014","E02000820",7548,2552,1391,1293,98,15,1146,948,198,4996,3911,174,193,508,210
2021,"Southwark 015","E02000821",7392,2384,1467,1423,44,15,902,814,88,5008,3516,575,193,514,210
2021,"Southwark 016","E02000822",5406,1752,1033,1009,24,19,700,612,88,3654,2766,174,173,385,156
2021,"Southwark 017","E02000823",7302,2335,1315,1245,70,16,1004,850,154,4967,3740,228,201,574,224
2021,"Southwark 018","E02000824",7871,2479,1618,1588,30,34,827,756,71,5392,3994,249,271,611,267
2021,"Southwark 019","E02000825",7999,2734,1727,1697,30,21,986,868,118,5265,3919,294,258,563,231
2021,"Southwark 020","E02000826",8008,2994,1589,1535,54,15,1390,1174,216,5014,3625,315,223,578,273
2021,"Southwark 021","E02000827",9319,3292,1916,1848,68,12,1364,1206,158,6027,4391,362,306,705,263
2021,"Southwark 022","E02000828",7289,2482,1481,1457,24,21,980,898,82,4807,3605,231,232,523,216
2021,"Southwark 023","E02000829",8949,3475,1880,1816,64,9,1586,1430,156,5474,4020,243,278,619,314
2021,"Southwark 024","E02000830",7509,3339,1833,1777,56,1,1505,1350,155,4170,3218,184,178,404,186
2021,"Southwark 025","E02000831",7772,3548,2011,1919,92,15,1522,1400,122,4224,3336,108,153,407,220
2021,"Southwark 026","E02000832",7975,3168,1876,1836,40,19,1273,1184,89,4807,3530,176,220,543,338
2021,"Southwark 027","E02000833",5941,2430,1556,1522,34,2,872,752,120,3511,2558,164,188,436,165
2021,"Southwark 028","E02000834",7801,4097,2305,2224,81,2,1790,1638,152,3704,2918,87,137,375,187
2021,"Southwark 029","E02000835",5936,2997,2017,1948,69,10,970,908,62,2939,2201,125,114,317,182
2021,"Southwark 030","E02000836",6597,3840,2572,2514,58,6,1262,1176,86,2757,2049,89,103,309,207
2021,"Southwark 031","E02000837",6558,4138,3410,3364,46,8,720,676,44,2420,1709,79,80,293,259
2021,"Southwark 032","E02000838",7551,3960,2613,2547,66,5,1342,1256,86,3591,2661,100,194,420,216
2021,"Southwark 033","E02000839",6472,3322,2321,2275,46,17,984,906,78,3150,2164,154,165,424,243
2021,"Southwark 034","E02006802",7200,2749,1488,1375,113,12,1249,1030,219,4451,3562,161,144,404,180
2021,"Southwark 035","E02006941",4896,2482,1156,1088,68,0,1326,1168,158,2414,1998,98,54,208,56
2021,"Southwark 036","E02006942",5855,2363,1108,1052,56,8,1247,1108,139,3492,2871,105,96,313,107
2021,"Sutton 001","E02000840",7058,3644,2700,2690,10,12,932,882,50,3414,2368,131,165,489,261
2021,"Sutton 002","E02000841",7107,3610,2799,2787,12,15,796,760,36,3497,2400,129,164,502,302
2021,"Sutton 003","E02000842",6617,4044,3400,3392,8,8,636,616,20,2573,1701,102,87,320,363
2021,"Sutton 004","E02000843",7361,4448,3162,3113,49,14,1272,1218,54,2913,2018,84,113,429,269
2021,"Sutton 005","E02000844",6750,3690,2850,2828,22,12,828,794,34,3060,2090,89,132,404,345
2021,"Sutton 006","E02000845",7297,4538,3546,3524,22,12,980,948,32,2759,1808,93,115,393,350
2021,"Sutton 007","E02000846",5974,3710,3040,3030,10,10,660,622,38,2264,1482,82,73,295,332
2021,"Sutton 008","E02000847",7550,4712,3885,3865,20,13,814,782,32,2838,1778,104,90,374,492
2021,"Sutton 009","E02000848",6385,3944,3274,3262,12,6,664,642,22,2441,1615,80,76,319,351
2021,"Sutton 010","E02000849",6403,3697,2867,2845,22,10,820,774,46,2706,1789,97,123,399,298
2021,"Sutton 011","E02000850",8655,5145,4210,4188,22,20,915,874,41,3510,2363,104,136,452,455
2021,"Sutton 012","E02000851",9042,4931,3475,3451,24,14,1442,1368,74,4111,2650,202,175,700,384
2021,"Sutton 013","E02000852",6390,3850,3016,2992,24,8,826,786,40,2540,1652,87,107,407,287
2021,"Sutton 014","E02000853",6306,3739,2934,2924,10,15,790,768,22,2567,1615,95,124,446,287
2021,"Sutton 015","E02000854",5999,3788,2949,2927,22,5,834,798,36,2211,1442,58,74,347,290
2021,"Sutton 016","E02000855",6623,4138,3550,3536,14,2,586,539,47,2485,1557,77,85,328,438
2021,"Sutton 017","E02000856",7374,4418,3584,3556,28,10,824,772,52,2956,1938,108,135,433,342
2021,"Sutton 018","E02000857",7033,3973,2819,2799,20,16,1138,1080,58,3060,1876,135,171,557,321
2021,"Sutton 019","E02000858",6498,3066,2365,2353,12,11,690,652,38,3432,2398,98,171,487,278
2021,"Sutton 020","E02000859",6691,3850,3170,3144,26,14,666,620,46,2841,1710,103,117,435,476
2021,"Sutton 021","E02000860",6883,3674,2540,2518,22,12,1122,1062,60,3209,1966,128,182,613,320
2021,"Sutton 022","E02000861",6192,4272,3851,3837,14,5,416,404,12,1920,1256,81,74,207,302
2021,"Sutton 024","E02000863",5430,3436,2963,2949,14,13,460,441,19,1994,1312,77,80,238,287
2021,"Sutton 025","E02006836",6824,4549,3950,3938,12,15,584,550,34,2275,1456,116,62,294,347
2021,"Tower Hamlets 001","E02000864",9182,4045,2308,2241,67,11,1726,1534,192,5137,4024,194,175,444,300
2021,"Tower Hamlets 002","E02000865",6165,2384,1573,1551,22,3,808,742,66,3781,2952,196,128,311,194
2021,"Tower Hamlets 003","E02000866",8779,3741,2383,2298,85,10,1348,1196,152,5038,3882,235,165,489,267
2021,"Tower Hamlets 004","E02000867",9644,4334,2218,2130,88,6,2110,1860,250,5310,4397,167,148,383,215
2021,"Tower Hamlets 005","E02000868",5866,2520,1460,1426,34,2,1058,964,94,3346,2697,152,86,241,170
2021,"Tower Hamlets 006","E02000869",4860,1950,1250,1196,54,0,700,598,102,2910,2251,128,100,274,157
2021,"Tower Hamlets 007","E02000870",5124,2120,1399,1351,48,5,716,652,64,3004,2362,118,83,247,194
2021,"Tower Hamlets 008","E02000871",8958,3888,2749,2711,38,11,1128,1014,114,5070,3995,273,182,370,250
2021,"Tower Hamlets 009","E02000872",6666,2680,1644,1602,42,0,1036,941,95,3986,3307,155,96,254,174
2021,"Tower Hamlets 010","E02000873",6306,2802,1942,1896,46,12,848,774,74,3504,2780,176,108,273,167
2021,"Tower Hamlets 011","E02000874",5559,2400,1719,1687,32,3,678,622,56,3159,2360,273,105,244,177
2021,"Tower Hamlets 012","E02000875",10682,4656,3208,3168,40,28,1420,1298,122,6026,4839,300,208,451,228
2021,"Tower Hamlets 013","E02000876",5709,2268,1460,1426,34,2,806,708,98,3441,2752,225,100,230,134
2021,"Tower Hamlets 014","E02000877",10891,4790,3266,3212,54,14,1510,1370,140,6101,4942,309,181,402,267
2021,"Tower Hamlets 015","E02000878",8133,3132,2037,1991,46,1,1094,958,136,5001,3994,254,124,330,299
2021,"Tower Hamlets 016","E02000879",6631,2791,2043,2022,21,4,744,664,80,3840,2845,217,139,356,283
2021,"Tower Hamlets 017","E02000880",4956,1998,1482,1464,18,2,514,452,62,2958,2310,171,102,193,182
2021,"Tower Hamlets 018","E02000881",8327,3507,2445,2407,38,14,1048,970,78,4820,3756,234,243,382,205
2021,"Tower Hamlets 019","E02000882",8742,3655,2659,2613,46,0,996,898,98,5087,3871,320,192,347,357
2021,"Tower Hamlets 020","E02000883",6959,2980,2276,2212,64,8,696,640,56,3979,3041,243,137,319,239
2021,"Tower Hamlets 021","E02000884",10173,3962,2484,2420,64,4,1474,1350,124,6211,5144,347,155,311,254
2021,"Tower Hamlets 022","E02000885",5200,2110,1636,1608,28,4,470,400,70,3090,2208,226,131,275,250
2021,"Tower Hamlets 023","E02000886",7897,3704,2228,2136,92,2,1474,1144,330,4193,3402,205,141,296,149
2021,"Tower Hamlets 024","E02000887",8250,3581,2679,2642,37,6,896,814,82,4669,3636,234,190,388,221
2021,"Tower Hamlets 025","E02000888",6839,3218,2162,2100,62,8,1048,948,100,3621,2791,251,107,293,179
2021,"Tower Hamlets 026","E02000889",7147,3552,2164,2104,60,4,1384,1294,90,3595,2895,151,99,287,163
2021,"Tower Hamlets 027","E02000890",5171,2782,1620,1546,74,2,1160,1088,72,2389,1794,158,79,236,122
2021,"Tower Hamlets 030","E02000893",5977,2823,1983,1946,37,2,838,764,74,3154,2328,163,108,365,190
2021,"Tower Hamlets 031","E02000894",9017,4650,3140,3074,66,4,1506,1358,148,4367,3410,294,134,348,181
2021,"Tower Hamlets 032","E02006853",9113,4089,2691,2641,50,17,1381,1271,110,5024,4152,291,133,316,132
2021,"Tower Hamlets 033","E02006854",6199,3042,1920,1856,64,2,1120,1038,82,3157,2563,194,97,245,58
2021,"Tower Hamlets 034","E02007112",5236,2506,1298,1236,62,0,1208,1120,88,2730,2386,146,57,110,31
2021,"Tower Hamlets 035","E02007113",6103,2916,1942,1890,52,8,966,886,80,3187,2622,175,107,204,79
2021,"Tower Hamlets 036","E02007114",6344,2723,1717,1673,44,5,1001,858,143,3621,3023,157,95,248,98
2021,"Waltham Forest 001","E02000895",6807,3556,2879,2871,8,9,668,650,18,3251,2080,118,135,455,463
2021,"Waltham Forest 002","E02000896",7561,4290,3369,3333,36,7,914,864,50,3271,2144,104,146,458,419
2021,"Waltham Forest 003","E02000897",6790,3454,2639,2625,14,11,804,744,60,3336,2227,105,144,492,368
2021,"Waltham Forest 004","E02000898",6458,3378,2652,2640,12,14,712,686,26,3080,1981,110,156,487,346
2021,"Waltham Forest 005","E02000899",7072,3850,3107,3095,12,19,724,686,38,3222,2059,202,134,457,370
2021,"Waltham Forest 006","E02000900",7020,3460,2782,2769,13,13,665,636,29,3560,2379,228,136,487,330
2021,"Waltham Forest 007","E02000901",8337,4914,3803,3739,64,17,1094,1044,50,3423,2466,127,134,410,286
2021,"Waltham Forest 008","E02000902",7583,4024,3102,3070,32,16,906,840,66,3559,2535,181,145,448,250
2021,"Waltham Forest 009","E02000903",7970,3841,2761,2717,44,14,1066,1008,58,4129,2993,214,162,477,283
2021,"Waltham Forest 010","E02000904",6646,3459,2522,2481,41,7,930,872,58,3187,2246,177,140,406,218
2021,"Waltham Forest 011","E02000905",8003,4392,3196,3154,42,8,1188,1116,72,3611,2494,267,177,402,271
2021,"Waltham Forest 012","E02000906",7599,3858,2436,2352,84,8,1414,1308,106,3741,2697,205,153,419,267
2021,"Waltham Forest 013","E02000907",7961,3617,2464,2430,34,12,1141,1074,67,4344,3068,236,235,536,269
2021,"Waltham Forest 014","E02000908",10130,5216,3035,2952,83,15,2166,1990,176,4914,3541,285,219,625,244
2021,"Waltham Forest 015","E02000909",7222,4088,2768,2686,82,14,1306,1222,84,3134,2236,141,135,394,228
2021,"Waltham Forest 016","E02000910",9221,4852,3152,3066,86,16,1684,1530,154,4369,3004,331,166,566,302
2021,"Waltham Forest 017","E02000911",10321,5204,3353,3279,74,17,1834,1662,172,5117,3578,484,220,537,298
2021,"Waltham Forest 018","E02000912",7697,3812,2768,2732,36,10,1034,958,76,3885,2752,317,126,428,262
2021,"Waltham Forest 019","E02000913",7524,3874,3012,2980,32,12,850,784,66,3650,2565,328,129,331,297
2021,"Waltham Forest 020","E02000914",8972,4066,3095,3065,30,17,954,880,74,4906,3410,465,221,518,292
2021,"Waltham Forest 021","E02000915",6594,3378,2191,2151,40,3,1184,1120,64,3216,2294,182,142,403,195
2021,"Waltham Forest 022","E02000916",8479,4116,2712,2666,46,8,1396,1270,126,4363,3061,417,167,488,230
2021,"Waltham Forest 023","E02000917",7676,4180,2680,2636,44,14,1486,1354,132,3496,2480,269,136,421,190
2021,"Waltham Forest 024","E02000918",7484,3540,2485,2439,46,9,1046,954,92,3944,2663,391,154,535,201
2021,"Waltham Forest 025","E02000919",7607,3788,2586,2518,68,14,1188,1080,108,3819,2701,308,131,433,246
2021,"Waltham Forest 026","E02000920",8349,3581,2469,2435,34,18,1094,984,110,4768,3407,346,200,529,286
2021,"Waltham Forest 027","E02000921",9090,3676,2455,2411,44,13,1208,1112,96,5414,3815,441,213,665,280
2021,"Waltham Forest 028","E02000922",8289,4013,2847,2804,43,2,1164,1076,88,4276,2996,351,170,516,243
2021,"Wandsworth 001","E02000923",6393,2978,1933,1873,60,5,1040,972,68,3415,2415,198,104,431,267
2021,"Wandsworth 003","E02000925",6448,2512,1652,1628,24,8,852,792,60,3936,3008,121,129,409,269
2021,"Wandsworth 004","E02000926",9994,4581,2527,2431,96,6,2048,1882,166,5413,4303,162,161,576,211
2021,"Wandsworth 005","E02000927",6126,2614,1524,1478,46,8,1082,1022,60,3512,2775,92,103,351,191
2021,"Wandsworth 006","E02000928",6936,3836,2740,2696,44,4,1092,1032,60,3100,2332,84,80,360,244
2021,"Wandsworth 007","E02000929",6560,2289,1442,1418,24,13,834,768,66,4271,3134,136,196,561,244
2021,"Wandsworth 008","E02000930",8497,3659,1990,1926,64,3,1666,1558,108,4838,4103,119,92,365,159
2021,"Wandsworth 009","E02000931",7103,3794,2544,2484,60,0,1250,1180,70,3309,2820,90,66,225,108
2021,"Wandsworth 010","E02000932",11136,5885,3316,3257,59,19,2550,2414,136,5251,4273,142,107,504,225
2021,"Wandsworth 011","E02000933",7533,4170,2946,2886,60,4,1220,1158,62,3363,2453,143,79,421,267
