"date","geography","geography code","Position in communal establishment and sex and age: Total: All usual residents in communal establishments","Position in communal establishment and sex and age: Resident","Position in communal establishment and sex and age: Resident:Male","Position in communal establishment and sex and age: Resident: Male: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Male: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Male: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Male: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Male: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Male: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Male: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Male: Aged 85 years and over","Position in communal establishment and sex and age: Resident:Female","Position in communal establishment and sex and age: Resident: Female: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Female: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Female: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Female: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Female: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Female: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Female: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Female: Aged 85 years and over","Position in communal establishment and sex and age: Staff or owner","Position in communal establishment and sex and age: Family member or partner of staff or owner","Position in communal establishment and sex and age: Staying temporarily (no usual UK address)"
2021,"Redbridge 018","E02000768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Redbridge 020","E02000770",32,32,18,0,1,3,7,5,1,1,0,14,0,0,4,6,4,0,0,0,0,0,0
2021,"Redbridge 022","E02000772",137,136,63,0,2,5,18,11,7,16,4,73,0,2,2,4,10,10,16,29,0,0,1
2021,"Redbridge 023","E02000773",111,110,38,0,27,4,2,2,3,0,0,72,0,64,8,0,0,0,0,0,0,0,1
2021,"Redbridge 024","E02000774",29,29,21,0,4,2,1,10,4,0,0,8,0,0,0,6,2,0,0,0,0,0,0
2021,"Redbridge 026","E02000776",49,41,20,0,4,2,4,0,5,2,3,21,0,6,0,0,2,1,7,5,0,4,4
2021,"Redbridge 027","E02000777",11,11,6,0,0,4,1,1,0,0,0,5,0,0,0,2,2,0,1,0,0,0,0
2021,"Redbridge 029","E02000779",130,114,75,2,12,1,15,21,17,3,4,39,0,0,2,6,11,6,4,10,6,1,9
2021,"Redbridge 031","E02000781",50,48,29,0,0,7,7,3,3,4,5,19,0,2,0,2,2,0,5,8,0,0,2
2021,"Redbridge 032","E02000782",117,112,43,0,2,5,2,8,8,10,8,69,0,2,4,4,8,11,16,24,0,0,5
2021,"Redbridge 033","E02000783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Richmond upon Thames 001","E02000784",119,117,64,6,46,3,5,0,0,2,2,53,0,6,4,0,0,0,12,31,2,0,0
2021,"Richmond upon Thames 002","E02000785",95,85,23,0,2,1,4,0,1,5,10,62,0,0,0,0,0,4,17,41,1,0,9
2021,"Richmond upon Thames 003","E02000786",18,18,7,0,0,0,2,2,3,0,0,11,0,0,0,0,7,3,1,0,0,0,0
2021,"Richmond upon Thames 004","E02000787",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2021,"Richmond upon Thames 005","E02000788",12,11,3,0,0,0,0,0,2,1,0,8,0,0,0,0,0,0,2,6,0,1,0
2021,"Richmond upon Thames 006","E02000789",70,67,27,0,0,0,2,5,6,6,8,40,0,0,0,0,4,5,12,19,3,0,0
2021,"Richmond upon Thames 007","E02000790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Richmond upon Thames 008","E02000791",68,62,14,0,13,1,0,0,0,0,0,48,0,40,8,0,0,0,0,0,2,0,4
2021,"Richmond upon Thames 009","E02000792",127,125,40,0,0,0,0,5,4,8,23,85,0,0,0,0,0,10,23,52,1,0,1
2021,"Richmond upon Thames 010","E02000793",78,78,48,0,9,2,0,6,9,12,10,30,0,0,0,0,1,2,7,20,0,0,0
2021,"Richmond upon Thames 011","E02000794",17,15,14,0,2,1,8,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0
2021,"Richmond upon Thames 012","E02000795",51,51,14,12,1,0,0,1,0,0,0,37,16,9,11,0,1,0,0,0,0,0,0
2021,"Richmond upon Thames 013","E02000796",34,31,15,0,1,5,8,1,0,0,0,16,0,0,5,0,3,2,4,2,0,0,3
2021,"Richmond upon Thames 014","E02000797",56,51,30,0,20,3,2,4,1,0,0,21,0,15,5,0,0,1,0,0,0,0,5
2021,"Richmond upon Thames 015","E02000798",34,33,14,0,0,2,0,0,2,7,3,19,0,0,1,0,0,0,1,17,0,0,1
2021,"Richmond upon Thames 016","E02000799",713,704,352,0,343,8,1,0,0,0,0,352,0,335,12,3,0,0,0,2,5,0,4
2021,"Richmond upon Thames 017","E02000800",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Richmond upon Thames 018","E02000801",7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,0,0,0,0,0,0
2021,"Richmond upon Thames 019","E02000802",97,84,32,0,0,6,5,2,7,4,8,52,0,0,3,0,4,5,14,26,4,9,0
2021,"Richmond upon Thames 020","E02000803",11,11,5,0,0,0,1,2,2,0,0,6,0,0,0,1,2,2,1,0,0,0,0
2021,"Richmond upon Thames 021","E02000804",62,50,13,0,1,2,0,0,2,3,5,37,0,3,0,0,1,4,7,22,1,3,8
2021,"Richmond upon Thames 022","E02000805",96,93,47,0,0,3,13,14,4,10,3,46,0,0,1,3,7,5,8,22,1,0,2
2021,"Richmond upon Thames 023","E02000806",87,87,27,0,0,0,0,1,6,10,10,60,0,0,0,2,1,2,17,38,0,0,0
2021,"Southwark 001","E02000807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Southwark 002","E02000808",1258,1232,481,0,418,55,2,2,4,0,0,751,0,665,79,7,0,0,0,0,10,0,16
2021,"Southwark 004","E02000810",10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,1,4,1,0,0,0
2021,"Southwark 006","E02000812",490,450,187,0,103,22,12,5,11,22,12,263,0,165,36,5,4,6,18,29,7,0,33
2021,"Southwark 007","E02000813",87,77,41,0,34,4,2,0,1,0,0,36,0,25,7,4,0,0,0,0,0,0,10
2021,"Southwark 008","E02000814",63,63,18,0,0,0,2,0,3,8,5,45,0,0,3,1,0,9,9,23,0,0,0
2021,"Southwark 009","E02000815",597,587,210,0,183,19,7,0,1,0,0,377,0,356,21,0,0,0,0,0,2,2,6
2021,"Southwark 010","E02000816",2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Southwark 011","E02000817",91,78,50,0,0,1,6,17,9,7,10,28,0,0,2,0,4,4,7,11,12,0,1
2021,"Southwark 012","E02000818",8,8,4,0,0,0,0,0,4,0,0,4,0,0,1,1,0,1,1,0,0,0,0
2021,"Southwark 013","E02000819",10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,2,0,0,0,0,0
2021,"Southwark 014","E02000820",314,309,91,0,83,8,0,0,0,0,0,218,0,199,17,1,0,1,0,0,0,0,5
2021,"Southwark 015","E02000821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Southwark 016","E02000822",18,13,11,0,3,3,4,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,3
2021,"Southwark 017","E02000823",20,9,5,2,2,0,1,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,11
2021,"Southwark 018","E02000824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Southwark 019","E02000825",232,229,70,0,48,2,1,5,6,7,1,159,0,134,7,0,0,3,5,10,0,1,2
2021,"Southwark 020","E02000826",246,242,71,0,58,9,1,0,3,0,0,171,0,145,21,2,2,1,0,0,1,0,3
2021,"Southwark 021","E02000827",53,51,21,0,9,4,6,2,0,0,0,30,0,20,5,3,2,0,0,0,2,0,0
2021,"Southwark 022","E02000828",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Southwark 023","E02000829",128,121,64,0,2,5,22,21,3,5,6,57,0,4,4,5,0,5,14,25,2,0,5
2021,"Southwark 024","E02000830",134,134,66,0,25,5,7,20,8,1,0,68,0,39,13,4,11,1,0,0,0,0,0
2021,"Southwark 025","E02000831",18,9,4,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,9
2021,"Southwark 026","E02000832",41,40,30,0,0,7,8,9,4,2,0,10,0,0,1,3,6,0,0,0,0,0,1
2021,"Southwark 027","E02000833",3,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Southwark 028","E02000834",3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0
2021,"Southwark 029","E02000835",5,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2021,"Southwark 030","E02000836",23,23,8,0,3,3,1,1,0,0,0,15,0,4,4,0,1,3,3,0,0,0,0
2021,"Southwark 031","E02000837",33,33,28,0,0,0,1,9,18,0,0,5,0,0,0,2,0,3,0,0,0,0,0
2021,"Southwark 032","E02000838",91,28,6,0,0,1,3,0,0,0,2,22,0,0,0,2,4,4,0,12,0,1,62
2021,"Southwark 033","E02000839",169,159,145,26,96,1,7,7,6,2,0,14,0,0,2,1,6,3,2,0,3,3,4
2021,"Sutton 001","E02000840",8,8,5,0,0,0,0,3,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0
2021,"Sutton 002","E02000841",40,19,8,0,0,0,5,3,0,0,0,11,0,0,3,3,3,2,0,0,19,0,2
2021,"Sutton 003","E02000842",54,52,19,0,0,0,5,3,2,4,5,33,0,0,0,0,2,1,7,23,1,0,1
2021,"Sutton 004","E02000843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Sutton 005","E02000844",2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2021,"Sutton 006","E02000845",9,9,2,0,0,0,0,2,0,0,0,7,0,0,3,0,2,2,0,0,0,0,0
2021,"Sutton 007","E02000846",85,85,38,0,0,5,8,7,11,7,0,47,0,0,0,0,2,7,14,24,0,0,0
2021,"Sutton 008","E02000847",28,26,11,0,0,0,0,0,0,3,8,15,0,0,0,0,0,1,2,12,2,0,0
2021,"Sutton 009","E02000848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Sutton 010","E02000849",39,39,14,0,2,0,0,2,2,3,5,25,0,0,0,3,4,3,2,13,0,0,0
2021,"Sutton 011","E02000850",6,6,1,0,0,0,0,0,1,0,0,5,0,0,0,0,3,1,1,0,0,0,0
2021,"Sutton 012","E02000851",5,5,3,2,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2021,"Sutton 013","E02000852",39,39,11,0,0,1,0,1,0,6,3,28,0,0,1,4,1,2,3,17,0,0,0
2021,"Sutton 014","E02000853",9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,3,2,0,0,0,0
2021,"Sutton 015","E02000854",19,19,10,0,0,1,3,4,1,1,0,9,0,0,0,1,2,1,2,3,0,0,0
2021,"Sutton 016","E02000855",6,6,4,0,0,1,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
2021,"Sutton 017","E02000856",21,21,7,0,0,0,0,4,2,1,0,14,0,0,3,4,4,2,0,1,0,0,0
2021,"Sutton 018","E02000857",245,240,68,0,0,9,2,6,15,16,20,172,0,3,8,4,17,9,30,101,1,1,3
2021,"Sutton 019","E02000858",5,5,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Sutton 020","E02000859",139,138,63,0,3,10,25,17,2,1,5,75,0,0,5,16,18,1,2,33,0,1,0
2021,"Sutton 021","E02000860",129,120,58,0,0,3,10,26,8,9,2,62,0,1,9,6,4,5,11,26,8,1,0
2021,"Sutton 022","E02000861",107,103,37,0,1,9,5,11,1,2,8,66,0,0,4,4,14,4,10,30,1,0,3
2021,"Sutton 024","E02000863",23,23,8,0,0,0,0,0,5,0,3,15,0,1,0,2,1,0,4,7,0,0,0
2021,"Tower Hamlets 001","E02000864",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Tower Hamlets 002","E02000865",361,214,124,33,12,27,30,12,7,3,0,90,28,10,23,15,7,5,1,1,2,8,137
2021,"Tower Hamlets 003","E02000866",9,3,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,4
2021,"Tower Hamlets 004","E02000867",3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Tower Hamlets 005","E02000868",239,232,117,0,78,18,1,3,7,8,2,115,0,79,15,1,1,3,5,11,0,0,7
2021,"Tower Hamlets 006","E02000869",26,10,5,0,0,1,1,1,1,1,0,5,0,0,0,3,2,0,0,0,0,0,16
2021,"Tower Hamlets 007","E02000870",33,29,23,0,0,15,6,0,2,0,0,6,0,0,6,0,0,0,0,0,1,0,3
2021,"Tower Hamlets 008","E02000871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Tower Hamlets 009","E02000872",157,123,69,5,4,3,6,24,20,3,4,54,2,4,5,6,11,13,5,8,0,11,23
2021,"Tower Hamlets 010","E02000873",1698,1674,706,12,613,47,18,12,1,3,0,968,16,875,42,19,8,5,3,0,10,0,14
2021,"Tower Hamlets 011","E02000874",409,389,169,7,113,41,5,3,0,0,0,220,9,166,37,8,0,0,0,0,4,0,16
2021,"Tower Hamlets 012","E02000875",21,21,13,0,0,0,0,8,4,1,0,8,0,3,0,0,1,2,2,0,0,0,0
2021,"Tower Hamlets 013","E02000876",405,377,210,44,54,52,32,21,6,0,1,167,32,46,45,23,15,1,2,3,11,2,15
2021,"Tower Hamlets 014","E02000877",36,34,11,0,9,2,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,2
2021,"Tower Hamlets 015","E02000878",927,894,385,22,220,77,41,20,3,1,1,509,30,300,122,35,15,4,2,1,11,1,21
2021,"Tower Hamlets 016","E02000879",38,37,19,0,13,3,0,1,1,1,0,18,0,13,2,2,0,0,1,0,1,0,0
2021,"Tower Hamlets 017","E02000880",286,273,131,27,47,26,22,9,0,0,0,142,13,73,24,13,15,1,1,2,2,5,6
2021,"Tower Hamlets 018","E02000881",7,7,2,0,0,0,0,0,0,1,1,5,0,0,0,2,0,0,1,2,0,0,0
2021,"Tower Hamlets 019","E02000882",153,149,76,5,13,14,11,14,8,8,3,73,5,4,16,5,8,9,11,15,2,0,2
2021,"Tower Hamlets 020","E02000883",107,99,99,0,0,5,27,41,20,4,2,0,0,0,0,0,0,0,0,0,0,0,8
2021,"Tower Hamlets 021","E02000884",646,620,250,0,219,29,2,0,0,0,0,370,0,341,29,0,0,0,0,0,1,1,24
2021,"Tower Hamlets 022","E02000885",405,372,191,51,28,34,46,25,3,3,1,181,42,30,32,37,15,9,8,8,7,1,25
2021,"Tower Hamlets 023","E02000886",49,43,27,0,9,12,4,1,1,0,0,16,2,4,4,5,0,1,0,0,0,0,6
2021,"Tower Hamlets 024","E02000887",96,95,48,0,9,6,6,3,9,10,5,47,0,6,8,6,4,4,4,15,0,0,1
2021,"Tower Hamlets 025","E02000888",93,92,24,0,14,10,0,0,0,0,0,68,0,48,15,4,1,0,0,0,0,0,1
2021,"Tower Hamlets 026","E02000889",411,317,157,52,22,19,35,22,6,1,0,160,61,18,25,32,18,4,2,0,20,10,64
2021,"Tower Hamlets 027","E02000890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Tower Hamlets 030","E02000893",2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
2021,"Tower Hamlets 031","E02000894",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Waltham Forest 001","E02000895",28,28,9,0,1,1,0,0,2,3,2,19,0,0,0,2,2,1,0,14,0,0,0
2021,"Waltham Forest 002","E02000896",86,86,25,0,0,0,0,2,4,4,15,61,0,0,2,0,0,6,15,38,0,0,0
2021,"Waltham Forest 003","E02000897",78,78,33,0,0,0,1,7,8,8,9,45,0,0,0,0,0,9,13,23,0,0,0
2021,"Waltham Forest 004","E02000898",28,28,11,0,2,2,0,2,1,3,1,17,0,0,0,0,2,1,4,10,0,0,0
2021,"Waltham Forest 005","E02000899",32,32,5,0,0,0,0,0,0,4,1,27,0,0,0,0,0,0,9,18,0,0,0
2021,"Waltham Forest 006","E02000900",27,27,16,0,0,2,5,5,2,2,0,11,0,0,2,4,3,2,0,0,0,0,0
2021,"Waltham Forest 007","E02000901",53,53,21,0,3,2,1,1,3,8,3,32,0,2,4,2,6,4,8,6,0,0,0
2021,"Waltham Forest 008","E02000902",2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Waltham Forest 009","E02000903",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Waltham Forest 010","E02000904",10,6,5,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0
2021,"Waltham Forest 011","E02000905",4,4,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,"Waltham Forest 012","E02000906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Waltham Forest 013","E02000907",177,159,99,0,15,32,14,10,4,15,9,60,0,14,11,4,5,1,6,19,0,1,17
2021,"Waltham Forest 014","E02000908",339,331,140,0,115,21,2,0,1,1,0,191,0,164,27,0,0,0,0,0,0,0,8
2021,"Waltham Forest 015","E02000909",41,38,20,0,5,0,0,11,2,2,0,18,0,1,0,2,5,5,1,4,0,2,1
2021,"Waltham Forest 016","E02000910",61,60,28,0,0,5,1,11,4,6,1,32,0,0,3,0,9,4,4,12,0,0,1
2021,"Waltham Forest 017","E02000911",47,40,21,0,0,2,0,8,10,0,1,19,0,0,4,0,3,5,4,3,0,0,7
2021,"Waltham Forest 018","E02000912",64,64,31,0,2,0,2,3,5,12,7,33,0,2,0,0,2,4,14,11,0,0,0
2021,"Waltham Forest 019","E02000913",18,18,9,0,1,0,4,2,2,0,0,9,0,2,3,0,0,1,1,2,0,0,0
2021,"Waltham Forest 020","E02000914",282,180,122,0,11,30,42,24,8,7,0,58,0,17,7,13,9,1,4,7,0,0,102
2021,"Waltham Forest 021","E02000915",100,100,58,0,2,6,6,15,16,8,5,42,0,0,3,6,7,11,8,7,0,0,0
2021,"Waltham Forest 022","E02000916",3,3,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0
2021,"Waltham Forest 023","E02000917",43,41,28,0,0,3,10,11,4,0,0,13,2,2,0,3,3,0,3,0,0,0,2
2021,"Waltham Forest 024","E02000918",88,88,61,9,3,2,9,28,7,2,1,27,3,2,0,4,9,9,0,0,0,0,0
2021,"Waltham Forest 025","E02000919",16,16,11,0,0,0,0,7,0,3,1,5,0,0,0,5,0,0,0,0,0,0,0
2021,"Waltham Forest 026","E02000920",27,27,22,0,0,4,10,8,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0
2021,"Waltham Forest 027","E02000921",34,34,24,0,0,0,1,8,11,4,0,10,0,0,0,0,10,0,0,0,0,0,0
2021,"Waltham Forest 028","E02000922",40,38,25,0,0,0,0,5,9,9,2,13,0,2,0,0,1,2,3,5,2,0,0
2021,"Wandsworth 001","E02000923",139,123,45,0,0,1,0,2,3,24,15,78,0,0,0,1,6,10,17,44,9,7,0
2021,"Wandsworth 003","E02000925",35,35,32,0,0,8,17,7,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0
2021,"Wandsworth 004","E02000926",66,66,34,0,0,8,4,3,3,8,8,32,0,0,0,0,0,3,11,18,0,0,0
2021,"Wandsworth 005","E02000927",2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 006","E02000928",12,12,10,0,9,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 007","E02000929",3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0
2021,"Wandsworth 008","E02000930",355,355,192,0,129,61,1,1,0,0,0,163,0,129,31,3,0,0,0,0,0,0,0
2021,"Wandsworth 009","E02000931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 010","E02000932",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 011","E02000933",3,3,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 012","E02000934",40,40,13,0,1,1,5,2,1,0,3,27,0,0,2,9,4,1,5,6,0,0,0
2021,"Wandsworth 013","E02000935",1137,1108,372,0,299,46,1,7,0,9,10,736,1,625,49,10,6,5,15,25,0,0,29
2021,"Wandsworth 014","E02000936",40,37,20,0,0,3,6,2,1,3,5,17,0,0,0,0,2,0,4,11,0,0,3
2021,"Wandsworth 015","E02000937",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2021,"Wandsworth 016","E02000938",124,116,40,0,0,2,6,1,9,14,8,76,0,0,2,5,2,5,25,37,7,1,0
2021,"Wandsworth 017","E02000939",145,142,53,8,6,0,0,5,6,4,24,89,0,0,0,0,1,4,17,67,0,3,0
2021,"Wandsworth 018","E02000940",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 019","E02000941",16,14,10,1,0,0,2,7,0,0,0,4,0,0,2,0,2,0,0,0,0,0,2
2021,"Wandsworth 020","E02000942",8,8,2,0,0,0,0,0,1,1,0,6,0,0,0,0,1,3,2,0,0,0,0
2021,"Wandsworth 021","E02000943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 022","E02000944",290,271,149,0,12,14,42,40,23,8,10,122,0,4,12,28,36,14,10,18,17,2,0
2021,"Wandsworth 023","E02000945",299,295,109,0,73,10,9,15,2,0,0,186,0,118,17,4,29,7,7,4,0,2,2
2021,"Wandsworth 024","E02000946",776,701,700,0,79,273,259,79,10,0,0,1,0,0,0,0,1,0,0,0,2,15,58
2021,"Wandsworth 025","E02000947",2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 026","E02000948",89,87,20,0,0,0,0,5,1,7,7,67,0,0,0,2,8,8,17,32,1,1,0
2021,"Wandsworth 027","E02000949",132,129,58,0,0,2,7,20,14,7,8,71,0,0,0,1,18,17,13,22,0,1,2
2021,"Wandsworth 028","E02000950",31,31,15,4,11,0,0,0,0,0,0,16,5,11,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 029","E02000951",67,67,37,0,0,0,2,9,8,10,8,30,0,0,0,1,7,5,6,11,0,0,0
2021,"Wandsworth 030","E02000952",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
2021,"Wandsworth 031","E02000953",361,358,123,0,108,15,0,0,0,0,0,235,0,224,9,1,1,0,0,0,1,0,2
2021,"Wandsworth 032","E02000954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 033","E02000955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 034","E02000956",8,8,8,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Wandsworth 035","E02000957",29,29,24,0,1,8,4,8,2,0,1,5,0,0,0,4,0,1,0,0,0,0,0
2021,"Wandsworth 036","E02000958",255,249,92,0,87,4,1,0,0,0,0,157,0,153,2,2,0,0,0,0,0,0,6
2021,"Wandsworth 037","E02000959",28,28,26,0,0,1,13,12,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
2021,"Westminster 001","E02000960",6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,2,0
2021,"Westminster 002","E02000961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Westminster 003","E02000962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Westminster 004","E02000963",4,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
2021,"Westminster 005","E02000964",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021,"Westminster 006","E02000965",22,22,19,0,1,3,8,6,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0
2021,"Westminster 007","E02000966",7,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2021,"Westminster 008","E02000967",115,110,52,0,31,15,3,0,0,3,0,58,0,36,15,3,2,1,1,0,3,0,2
2021,"Westminster 009","E02000968",80,67,4,0,0,2,0,1,1,0,0,63,0,3,34,15,10,0,1,0,0,0,13
2021,"Westminster 010","E02000969",261,242,130,1,3,16,45,31,17,7,10,112,0,2,17,23,12,6,20,32,11,0,8
2021,"Westminster 011","E02000970",9,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
2021,"Westminster 012","E02000971",206,183,98,6,60,21,10,0,0,1,0,85,1,49,20,7,4,2,1,1,8,1,14
2021,"Westminster 013","E02000972",293,278,138,0,60,45,25,5,3,0,0,140,0,61,52,16,9,2,0,0,11,0,4
2021,"Westminster 014","E02000973",62,53,34,0,15,16,1,2,0,0,0,19,0,11,5,3,0,0,0,0,7,0,2
2021,"Westminster 015","E02000974",349,303,183,0,163,3,5,5,6,1,0,120,0,95,5,8,10,1,1,0,28,4,14
2021,"Westminster 016","E02000975",254,225,114,2,40,24,25,18,5,0,0,111,6,64,13,16,10,2,0,0,24,1,4
2021,"Westminster 017","E02000976",249,165,87,5,37,17,8,19,0,1,0,78,5,32,23,13,4,1,0,0,24,3,57
2021,"Westminster 018","E02000977",629,588,372,28,235,75,27,6,1,0,0,216,39,140,24,9,3,1,0,0,16,1,24
2021,"Westminster 019","E02000978",962,940,533,0,457,58,17,1,0,0,0,407,1,384,19,3,0,0,0,0,13,2,7
2021,"Westminster 020","E02000979",604,587,306,125,112,11,18,17,13,2,8,281,0,151,28,35,28,13,12,14,11,0,6
2021,"Westminster 021","E02000980",30,20,6,0,1,2,3,0,0,0,0,14,0,0,1,3,8,2,0,0,6,0,4
2021,"Westminster 022","E02000981",109,77,38,0,23,6,4,0,5,0,0,39,0,26,7,3,3,0,0,0,10,0,22
2021,"Westminster 023","E02000982",12,10,3,0,0,0,2,1,0,0,0,7,0,0,0,0,2,1,4,0,0,0,2
2021,"Westminster 024","E02000983",35,35,21,0,0,0,2,4,4,6,5,14,0,0,0,2,3,2,3,4,0,0,0
2021,"Bromley 040","E02006782",43,43,10,0,0,0,0,1,1,0,8,33,0,0,0,0,1,1,8,23,0,0,0
2021,"Lewisham 037","E02006783",7,6,2,0,0,0,1,1,0,0,0,4,0,3,0,0,1,0,0,0,1,0,0
