"date","geography","geography code","General health: Total: All usual residents","General health: Very good health","General health: Good health","General health: Fair health","General health: Bad health","General health: Very bad health"
2021,"Harrow 022","E02000454",7339,4028,2447,661,158,45
2021,"Harrow 023","E02000455",11666,6299,3894,1075,281,117
2021,"Harrow 024","E02000456",7823,4027,2645,856,214,81
2021,"Harrow 025","E02000457",7059,3509,2494,802,203,51
2021,"Harrow 027","E02000459",9326,4739,3228,1000,275,84
2021,"Harrow 028","E02000460",7311,3729,2466,787,242,87
2021,"Harrow 029","E02000461",7290,4146,2266,659,169,50
2021,"Harrow 030","E02000462",6982,3417,2441,832,227,65
2021,"Harrow 031","E02000463",8707,4254,3075,999,298,81
2021,"Havering 001","E02000464",7758,3787,2488,1003,359,121
2021,"Havering 002","E02000465",9346,4499,3181,1177,366,123
2021,"Havering 003","E02000466",9068,4249,3135,1186,379,119
2021,"Havering 004","E02000467",11457,5557,3736,1445,550,169
2021,"Havering 005","E02000468",8650,4157,2997,1066,294,136
2021,"Havering 006","E02000469",7285,3437,2471,977,318,82
2021,"Havering 007","E02000470",9781,4903,3386,1105,286,101
2021,"Havering 008","E02000471",7821,3971,2659,868,257,66
2021,"Havering 009","E02000472",9473,4663,3329,1081,324,76
2021,"Havering 010","E02000473",10493,5527,3507,1089,281,89
2021,"Havering 011","E02000474",9184,4484,3148,1111,319,122
2021,"Havering 012","E02000475",9612,5005,3183,1053,277,94
2021,"Havering 013","E02000476",9363,4670,3143,1137,331,82
2021,"Havering 014","E02000477",9535,4841,3326,1036,250,82
2021,"Havering 015","E02000478",5989,3123,1998,642,180,46
2021,"Havering 016","E02000479",9449,4807,3152,1068,318,104
2021,"Havering 017","E02000480",13842,7281,4508,1455,483,115
2021,"Havering 018","E02000481",8234,4125,2683,1039,296,91
2021,"Havering 019","E02000482",6588,3549,2166,661,170,42
2021,"Havering 020","E02000483",8001,3939,2692,1006,289,75
2021,"Havering 021","E02000484",8492,4207,2949,983,256,97
2021,"Havering 022","E02000485",8477,4328,2929,892,262,66
2021,"Havering 023","E02000486",7355,3502,2600,957,238,58
2021,"Havering 024","E02000487",7913,4209,2604,837,196,67
2021,"Havering 025","E02000488",7579,3876,2630,809,203,61
2021,"Havering 026","E02000489",8635,4060,3129,1076,295,75
2021,"Havering 027","E02000490",8469,4142,2921,1013,304,89
2021,"Havering 028","E02000491",10639,5289,3611,1236,398,105
2021,"Havering 029","E02000492",6830,3225,2472,830,230,73
2021,"Havering 030","E02000493",6737,3354,2281,804,232,66
2021,"Hillingdon 001","E02000494",7956,4060,2700,841,259,96
2021,"Hillingdon 002","E02000495",10419,5230,3639,1144,310,96
2021,"Hillingdon 003","E02000496",7801,3805,2663,979,262,92
2021,"Hillingdon 004","E02000497",9521,4979,3098,1014,330,100
2021,"Hillingdon 005","E02000498",6377,3285,2111,720,202,59
2021,"Hillingdon 006","E02000499",7727,3944,2663,849,208,63
2021,"Hillingdon 007","E02000500",8278,4335,2830,867,182,64
2021,"Hillingdon 008","E02000501",8475,4417,2917,865,204,72
2021,"Hillingdon 009","E02000502",8929,4856,2918,878,203,74
2021,"Hillingdon 010","E02000503",8688,4636,2993,803,204,52
2021,"Hillingdon 011","E02000504",7643,4193,2531,692,179,48
2021,"Hillingdon 013","E02000506",7961,4048,2743,906,195,69
2021,"Hillingdon 014","E02000507",8243,4205,2855,884,229,70
2021,"Hillingdon 015","E02000508",11948,6666,3796,1120,283,83
2021,"Hillingdon 016","E02000509",10555,5504,3569,1089,312,81
2021,"Hillingdon 017","E02000510",9115,4591,3155,967,311,91
2021,"Hillingdon 018","E02000511",9931,5049,3403,1103,293,83
2021,"Hillingdon 019","E02000512",8823,4385,2871,1138,327,102
2021,"Hillingdon 020","E02000513",9760,5213,3156,964,312,115
2021,"Hillingdon 021","E02000514",10674,5399,3727,1150,301,97
2021,"Hillingdon 022","E02000515",13295,6716,4590,1432,421,136
2021,"Hillingdon 023","E02000516",8646,4292,3000,1000,271,83
2021,"Hillingdon 024","E02000517",10469,5153,3468,1302,401,145
2021,"Hillingdon 025","E02000518",9632,4883,3133,1160,358,98
2021,"Hillingdon 026","E02000519",9554,4518,3290,1217,397,132
2021,"Hillingdon 027","E02000520",14062,7203,4861,1452,423,123
2021,"Hillingdon 028","E02000521",13191,6763,4454,1398,453,123
2021,"Hillingdon 029","E02000522",9576,4699,3316,1144,317,100
2021,"Hillingdon 030","E02000523",11368,5835,3962,1183,290,98
2021,"Hillingdon 031","E02000524",7535,3791,2581,871,234,58
2021,"Hillingdon 032","E02000525",10062,5174,3521,976,284,107
2021,"Hounslow 001","E02000526",8641,5300,2465,630,179,67
2021,"Hounslow 004","E02000529",9716,4685,3513,1086,346,86
2021,"Hounslow 005","E02000530",8117,4078,2683,960,299,97
2021,"Hounslow 006","E02000531",11583,6209,3717,1159,372,126
2021,"Hounslow 007","E02000532",8976,5090,2755,783,260,88
2021,"Hounslow 008","E02000533",8405,4971,2444,693,216,81
2021,"Hounslow 009","E02000534",8558,4623,2874,802,203,56
2021,"Hounslow 010","E02000535",10052,4963,3424,1183,354,128
2021,"Hounslow 011","E02000536",10842,5155,3963,1243,366,115
2021,"Hounslow 012","E02000537",9845,5141,3401,981,246,76
2021,"Hounslow 013","E02000538",10110,4927,3647,1152,294,90
2021,"Hounslow 014","E02000539",12224,6536,4029,1140,393,126
2021,"Hounslow 015","E02000540",12122,6287,4101,1293,338,103
2021,"Hounslow 016","E02000541",10618,5116,3846,1161,365,130
2021,"Hounslow 017","E02000542",12304,6227,4152,1388,411,126
2021,"Hounslow 018","E02000543",14001,7414,4801,1303,367,116
2021,"Hounslow 019","E02000544",8557,4365,2952,927,234,79
2021,"Hounslow 020","E02000545",9237,5038,2787,946,334,132
2021,"Hounslow 021","E02000546",10425,5159,3749,1063,354,100
2021,"Hounslow 022","E02000547",10997,5525,3641,1341,363,127
2021,"Hounslow 023","E02000548",10576,5263,3566,1265,380,102
2021,"Hounslow 024","E02000549",12535,6112,4447,1469,392,115
2021,"Hounslow 025","E02000550",10712,5620,3583,1090,316,103
2021,"Hounslow 026","E02000551",9752,4778,3286,1158,391,139
2021,"Hounslow 027","E02000552",9259,4898,3101,947,256,57
2021,"Hounslow 028","E02000553",7115,3549,2355,891,242,78
2021,"Islington 001","E02000554",9356,4671,2853,1137,534,161
2021,"Islington 002","E02000555",9573,5085,2955,1010,398,125
2021,"Islington 003","E02000556",11396,6140,3517,1143,449,147
2021,"Islington 004","E02000557",8783,4687,2536,1055,365,140
2021,"Islington 005","E02000558",9430,4834,2731,1147,513,205
2021,"Islington 006","E02000559",9582,5839,2588,779,254,122
2021,"Islington 007","E02000560",7355,3954,2334,736,244,87
2021,"Islington 008","E02000561",7387,4252,2141,653,259,82
2021,"Islington 009","E02000562",7865,4367,2259,834,295,110
2021,"Islington 010","E02000563",8683,4314,2723,1050,443,153
2021,"Islington 011","E02000564",12420,6996,3776,1131,385,132
2021,"Islington 012","E02000565",8542,4704,2523,855,342,118
2021,"Islington 013","E02000566",8557,5196,2256,715,269,121
2021,"Islington 014","E02000567",10440,5721,2971,1075,505,168
2021,"Islington 015","E02000568",11342,5874,3282,1460,523,203
2021,"Islington 016","E02000569",9939,5370,2882,1089,447,151
2021,"Islington 017","E02000570",8286,4937,2364,665,249,71
2021,"Islington 018","E02000571",8922,4956,2509,936,386,135
2021,"Islington 019","E02000572",8602,4317,2645,1066,438,136
2021,"Islington 020","E02000573",10314,6223,2665,937,362,127
2021,"Islington 021","E02000574",7833,4230,2339,785,357,122
2021,"Islington 022","E02000575",11313,6325,3303,1130,418,137
2021,"Islington 023","E02000576",10672,5698,3271,1079,463,161
2021,"Kensington and Chelsea 001","E02000577",7711,3726,2400,1028,373,184
2021,"Kensington and Chelsea 002","E02000578",6004,2787,1824,906,359,128
2021,"Kensington and Chelsea 003","E02000579",8993,4953,2519,1045,369,107
2021,"Kensington and Chelsea 004","E02000580",7895,3973,2344,966,469,143
2021,"Kensington and Chelsea 005","E02000581",7392,3556,2029,1163,504,140
2021,"Kensington and Chelsea 006","E02000582",6543,4111,1706,489,146,91
2021,"Kensington and Chelsea 007","E02000583",6430,4117,1611,505,155,42
2021,"Kensington and Chelsea 008","E02000584",7175,4733,1807,464,144,27
2021,"Kensington and Chelsea 009","E02000585",8088,5100,2037,661,213,77
2021,"Kensington and Chelsea 010","E02000586",6475,4326,1681,373,78,17
2021,"Kensington and Chelsea 011","E02000587",6496,4294,1646,410,111,35
2021,"Kensington and Chelsea 012","E02000588",5983,4083,1456,347,75,22
2021,"Kensington and Chelsea 013","E02000589",7249,4655,1924,472,156,42
2021,"Kensington and Chelsea 014","E02000590",5974,3461,1596,603,223,91
2021,"Kensington and Chelsea 015","E02000591",6212,3531,1757,599,244,81
2021,"Kensington and Chelsea 016","E02000592",5765,3988,1365,312,76,24
2021,"Kensington and Chelsea 017","E02000593",7393,4697,1838,589,210,59
2021,"Kensington and Chelsea 018","E02000594",6482,3847,1811,562,196,66
2021,"Kensington and Chelsea 019","E02000595",6164,3853,1550,512,179,70
2021,"Kensington and Chelsea 020","E02000596",6618,4381,1611,396,184,46
2021,"Kensington and Chelsea 021","E02000597",6338,3290,1790,790,342,126
2021,"Kingston upon Thames 001","E02000598",8093,4845,2366,674,160,48
2021,"Kingston upon Thames 002","E02000599",7008,3960,2135,652,189,72
2021,"Kingston upon Thames 003","E02000600",8359,4815,2533,761,184,66
2021,"Kingston upon Thames 004","E02000601",11904,7276,3389,907,252,80
2021,"Kingston upon Thames 005","E02000602",10313,5582,3285,1056,310,80
2021,"Kingston upon Thames 006","E02000603",8636,4409,2911,957,280,79
2021,"Kingston upon Thames 007","E02000604",9243,4939,3147,855,228,74
2021,"Kingston upon Thames 008","E02000605",8487,4510,2747,933,216,81
2021,"Kingston upon Thames 009","E02000606",10561,5748,3593,923,222,75
2021,"Kingston upon Thames 010","E02000607",6793,3923,2110,577,137,46
2021,"Kingston upon Thames 011","E02000608",7199,3934,2395,656,175,39
2021,"Kingston upon Thames 012","E02000609",7629,3792,2592,904,276,65
2021,"Kingston upon Thames 013","E02000610",7951,4179,2657,818,230,67
2021,"Kingston upon Thames 014","E02000611",7440,4078,2378,781,164,39
2021,"Kingston upon Thames 015","E02000612",8254,4280,2774,937,193,70
2021,"Kingston upon Thames 016","E02000613",8093,4570,2471,794,201,57
2021,"Kingston upon Thames 017","E02000614",9294,4839,3167,959,260,69
2021,"Kingston upon Thames 018","E02000615",7881,4001,2672,895,243,70
2021,"Kingston upon Thames 019","E02000616",6060,3059,2236,575,157,33
2021,"Kingston upon Thames 020","E02000617",8863,4219,3166,1095,288,95
2021,"Lambeth 002","E02000619",9099,4818,2760,1001,379,141
2021,"Lambeth 003","E02000620",9845,5463,2999,979,301,103
2021,"Lambeth 004","E02000621",12522,7133,3873,1078,339,99
2021,"Lambeth 005","E02000622",8404,4647,2564,863,250,80
2021,"Lambeth 006","E02000623",7859,4047,2519,899,301,93
2021,"Lambeth 007","E02000624",9631,5405,2947,912,299,68
2021,"Lambeth 008","E02000625",9304,5267,2832,867,258,80
2021,"Lambeth 009","E02000626",8361,4344,2652,970,304,91
2021,"Lambeth 010","E02000627",9553,5283,2931,951,289,99
2021,"Lambeth 011","E02000628",10785,5684,3444,1128,413,116
2021,"Lambeth 012","E02000629",9119,5557,2578,701,215,68
2021,"Lambeth 013","E02000630",7538,4561,2056,648,206,67
2021,"Lambeth 014","E02000631",9525,5545,2811,797,292,80
2021,"Lambeth 015","E02000632",9586,5960,2647,692,217,70
2021,"Lambeth 016","E02000633",9160,5093,2733,973,263,98
2021,"Lambeth 017","E02000634",6773,3728,2041,698,228,78
2021,"Lambeth 018","E02000635",9812,5716,2811,873,280,132
2021,"Lambeth 019","E02000636",7717,5111,1910,494,160,42
2021,"Lambeth 020","E02000637",8402,5059,2405,678,184,76
2021,"Lambeth 021","E02000638",10255,5497,3202,1110,344,102
2021,"Lambeth 022","E02000639",8321,4449,2711,835,256,70
2021,"Lambeth 023","E02000640",9293,5826,2492,695,219,61
2021,"Lambeth 024","E02000641",8628,4527,2654,1014,328,105
2021,"Lambeth 025","E02000642",9810,5475,2957,966,311,101
2021,"Lambeth 026","E02000643",9381,5481,2782,783,254,81
2021,"Lambeth 027","E02000644",8521,4928,2600,726,209,58
2021,"Lambeth 028","E02000645",9533,5308,2897,937,303,88
2021,"Lambeth 029","E02000646",9500,5412,2951,814,243,80
2021,"Lambeth 030","E02000647",8590,4675,2647,888,286,94
2021,"Lambeth 031","E02000648",7825,4038,2439,898,293,157
2021,"Lambeth 032","E02000649",12478,7013,3972,1094,308,91
2021,"Lambeth 033","E02000650",7664,4051,2348,835,317,113
2021,"Lambeth 034","E02000651",8738,4766,2813,859,237,63
2021,"Lambeth 035","E02000652",7560,3918,2558,809,214,61
2021,"Lewisham 001","E02000653",12608,7018,3999,1055,399,137
2021,"Lewisham 002","E02000654",8787,4653,2731,977,329,97
2021,"Lewisham 003","E02000655",10283,5471,3454,959,305,94
2021,"Lewisham 005","E02000657",9906,5355,3202,963,305,81
2021,"Lewisham 006","E02000658",8619,4600,2815,858,273,73
2021,"Lewisham 007","E02000659",8062,4366,2512,839,249,96
2021,"Lewisham 008","E02000660",8206,4449,2689,775,220,73
2021,"Lewisham 009","E02000661",6491,3536,2077,630,194,54
2021,"Lewisham 010","E02000662",8295,4620,2492,801,282,100
2021,"Lewisham 011","E02000663",6796,3611,2262,693,174,56
2021,"Lewisham 013","E02000665",8155,4465,2540,839,250,61
2021,"Lewisham 014","E02000666",7189,3959,2230,701,226,73
2021,"Lewisham 015","E02000667",6687,3721,2139,617,158,52
2021,"Lewisham 016","E02000668",6858,3840,2169,624,172,53
2021,"Lewisham 017","E02000669",7972,4339,2482,842,230,79
2021,"Lewisham 018","E02000670",6706,3485,2172,738,235,76
2021,"Lewisham 019","E02000671",8740,4834,2753,844,233,76
2021,"Lewisham 020","E02000672",10272,5414,3287,1094,347,130
2021,"Lewisham 021","E02000673",8139,4693,2517,702,182,45
2021,"Lewisham 022","E02000674",8457,4499,2588,1040,277,53
2021,"Lewisham 023","E02000675",8528,4313,2930,921,286,78
2021,"Lewisham 024","E02000676",7816,4342,2499,704,194,77
2021,"Lewisham 025","E02000677",7210,3687,2331,875,234,83
2021,"Lewisham 026","E02000678",6961,3525,2254,840,257,85
2021,"Lewisham 027","E02000679",8133,4336,2567,866,283,81
2021,"Lewisham 028","E02000680",7035,3841,2163,707,252,72
2021,"Lewisham 029","E02000681",8473,4295,2693,1019,325,141
2021,"Lewisham 030","E02000682",8932,4561,2977,1006,312,76
2021,"Lewisham 031","E02000683",6768,3326,2222,812,302,106
2021,"Lewisham 033","E02000685",8130,4307,2526,898,303,96
2021,"Lewisham 034","E02000686",7535,3720,2438,956,304,117
2021,"Lewisham 035","E02000687",8267,4238,2664,983,292,90
2021,"Merton 001","E02000689",9054,5813,2497,564,133,47
2021,"Merton 002","E02000690",5524,3364,1499,489,136,36
2021,"Merton 003","E02000691",7355,4445,2201,516,153,40
2021,"Merton 004","E02000692",7657,4671,2235,567,143,41
2021,"Merton 005","E02000693",9853,5459,3200,843,277,74
2021,"Merton 006","E02000694",9103,5480,2661,697,194,71
2021,"Merton 007","E02000695",8643,4401,2987,969,217,69
2021,"Merton 008","E02000696",8630,4436,3029,856,236,73
2021,"Merton 009","E02000697",8726,5492,2505,584,113,32
2021,"Merton 010","E02000698",8235,4953,2406,686,150,40
2021,"Merton 011","E02000699",8214,4933,2518,595,126,42
2021,"Merton 012","E02000700",8660,4236,3045,996,289,94
2021,"Merton 013","E02000701",9012,4561,3144,926,285,96
2021,"Merton 014","E02000702",9322,4942,3070,944,279,87
2021,"Merton 015","E02000703",7965,4606,2413,723,176,47
2021,"Merton 016","E02000704",8601,4698,2772,799,263,69
2021,"Merton 017","E02000705",9327,4795,3145,1040,278,69
2021,"Merton 018","E02000706",10034,5245,3236,1097,335,121
2021,"Merton 019","E02000707",8307,4254,2785,932,250,86
2021,"Merton 020","E02000708",8887,4876,2849,899,208,55
2021,"Merton 021","E02000709",7977,4328,2594,790,199,66
2021,"Merton 022","E02000710",9184,4467,3134,1155,323,105
2021,"Merton 023","E02000711",9444,4845,3189,1040,290,80
2021,"Merton 024","E02000712",9666,4763,3222,1208,358,115
2021,"Merton 025","E02000713",7805,4071,2647,847,191,49
2021,"Newham 001","E02000714",7711,3932,2555,881,271,72
2021,"Newham 002","E02000715",7297,3476,2539,871,296,115
2021,"Newham 003","E02000716",7351,3642,2495,820,291,103
2021,"Newham 004","E02000717",8357,4081,2793,1025,370,88
2021,"Newham 005","E02000718",7406,3676,2466,917,257,90
2021,"Newham 006","E02000719",8076,4004,2865,864,266,77
2021,"Newham 007","E02000720",7486,3770,2617,803,228,68
2021,"Newham 008","E02000721",9544,4999,3005,1066,352,122
2021,"Newham 009","E02000722",8140,4006,2897,892,250,95
2021,"Newham 010","E02000723",11195,5503,3814,1335,392,151
2021,"Newham 011","E02000724",10024,4984,3413,1171,347,109
2021,"Newham 012","E02000725",9987,5179,3338,1050,310,110
2021,"Newham 014","E02000727",8518,4268,2786,1073,266,125
2021,"Newham 015","E02000728",8527,4327,2890,930,304,76
2021,"Newham 016","E02000729",7327,3700,2400,853,287,87
2021,"Newham 017","E02000730",9930,4956,3329,1175,342,128
2021,"Newham 018","E02000731",9962,4883,3440,1151,360,128
2021,"Newham 019","E02000732",8900,4314,3021,1104,339,122
2021,"Newham 020","E02000733",10096,5042,3410,1172,348,124
2021,"Newham 021","E02000734",7302,3558,2535,857,254,98
2021,"Newham 022","E02000735",8610,4214,2935,1018,336,107
2021,"Newham 023","E02000736",9204,4639,3017,1116,333,99
2021,"Newham 024","E02000737",10379,5218,3439,1199,407,116
2021,"Newham 025","E02000738",9577,5099,3156,951,276,95
2021,"Newham 026","E02000739",7724,3990,2551,816,270,97
2021,"Newham 027","E02000740",6773,3304,2329,778,257,105
2021,"Newham 028","E02000741",8246,3955,2975,935,282,99
2021,"Newham 029","E02000742",8705,4378,3018,907,305,97
2021,"Newham 030","E02000743",10283,5311,3366,1090,380,136
2021,"Newham 031","E02000744",9173,4800,2970,976,322,105
2021,"Newham 032","E02000745",8596,4248,3005,908,322,113
2021,"Newham 033","E02000746",9427,4830,3163,968,354,112
2021,"Newham 034","E02000747",13098,7174,4127,1208,426,163
2021,"Newham 035","E02000748",6273,3254,2059,663,204,93
2021,"Newham 036","E02000749",9551,4910,2983,1069,429,160
2021,"Redbridge 001","E02000751",11159,6093,3567,1083,330,86
2021,"Redbridge 002","E02000752",8782,4375,2970,959,348,130
2021,"Redbridge 003","E02000753",6921,3467,2292,810,265,87
2021,"Redbridge 004","E02000754",6768,3501,2355,643,209,60
2021,"Redbridge 005","E02000755",5485,2814,1865,564,184,58
2021,"Redbridge 006","E02000756",14594,7552,4937,1531,426,148
2021,"Redbridge 007","E02000757",12391,6950,3928,1144,282,87
2021,"Redbridge 008","E02000758",6885,3372,2378,804,247,84
2021,"Redbridge 009","E02000759",13088,7171,4232,1229,348,108
2021,"Redbridge 010","E02000760",7534,3738,2539,841,327,89
2021,"Redbridge 012","E02000762",6622,3221,2333,791,233,44
2021,"Redbridge 013","E02000763",8015,4116,2712,902,207,78
2021,"Redbridge 014","E02000764",12307,6518,4092,1234,344,119
2021,"Redbridge 015","E02000765",7524,3771,2679,785,215,74
2021,"Redbridge 017","E02000767",8625,4265,3098,910,281,71
2021,"Redbridge 018","E02000768",5789,3286,1788,561,119,35
2021,"Redbridge 020","E02000770",8125,3982,2838,966,267,72
2021,"Redbridge 022","E02000772",8382,4183,2943,915,275,66
2021,"Redbridge 023","E02000773",10734,5543,3719,1055,288,129
2021,"Redbridge 024","E02000774",8109,4086,2789,903,233,98
2021,"Redbridge 026","E02000776",7039,3626,2398,751,208,56
2021,"Redbridge 027","E02000777",6003,3191,1941,627,183,61
2021,"Redbridge 029","E02000779",8418,4145,2984,918,293,78
2021,"Redbridge 031","E02000781",16292,8272,5653,1757,465,145
2021,"Redbridge 032","E02000782",11487,6046,3700,1225,371,145
2021,"Redbridge 033","E02000783",7395,3763,2463,803,271,95
2021,"Richmond upon Thames 001","E02000784",10130,6256,2715,824,251,84
2021,"Richmond upon Thames 002","E02000785",9715,6132,2640,731,185,27
2021,"Richmond upon Thames 003","E02000786",11372,7154,3050,857,237,74
2021,"Richmond upon Thames 004","E02000787",12086,7208,3504,971,299,104
2021,"Richmond upon Thames 005","E02000788",9094,5819,2421,657,150,47
2021,"Richmond upon Thames 006","E02000789",6301,3823,1757,521,155,45
2021,"Richmond upon Thames 007","E02000790",6585,4283,1780,409,84,29
2021,"Richmond upon Thames 008","E02000791",6472,4236,1722,367,117,30
2021,"Richmond upon Thames 009","E02000792",7148,4423,1971,526,190,38
2021,"Richmond upon Thames 010","E02000793",8106,4279,2677,850,218,82
2021,"Richmond upon Thames 011","E02000794",7015,4291,2020,554,125,25
2021,"Richmond upon Thames 012","E02000795",6926,4369,1805,545,161,46
2021,"Richmond upon Thames 013","E02000796",11090,5577,3764,1266,381,102
2021,"Richmond upon Thames 014","E02000797",7869,4942,2180,569,136,42
2021,"Richmond upon Thames 015","E02000798",11306,6492,3501,959,278,76
2021,"Richmond upon Thames 016","E02000799",6604,3927,2018,511,118,30
2021,"Richmond upon Thames 017","E02000800",5412,2932,1706,536,173,65
2021,"Richmond upon Thames 018","E02000801",7111,4304,2124,542,107,34
2021,"Richmond upon Thames 019","E02000802",7022,4127,2059,606,176,54
2021,"Richmond upon Thames 020","E02000803",9716,5013,3112,1101,363,127
2021,"Richmond upon Thames 021","E02000804",7149,4247,2140,567,151,44
2021,"Richmond upon Thames 022","E02000805",10755,6365,3155,904,254,77
2021,"Richmond upon Thames 023","E02000806",10298,5760,3233,957,268,80
2021,"Southwark 001","E02000807",8227,4665,2652,674,181,55
2021,"Southwark 002","E02000808",10168,5882,3078,863,259,86
2021,"Southwark 004","E02000810",11896,6660,3578,1115,400,143
2021,"Southwark 006","E02000812",10788,5963,3153,1158,388,126
2021,"Southwark 007","E02000813",10223,5613,3168,1002,331,109
2021,"Southwark 008","E02000814",10291,5964,3174,855,223,75
2021,"Southwark 009","E02000815",7613,4507,2294,581,176,55
2021,"Southwark 010","E02000816",9609,5115,3034,970,369,121
2021,"Southwark 011","E02000817",6823,3319,2114,935,357,98
2021,"Southwark 012","E02000818",9791,5424,2948,958,361,100
2021,"Southwark 013","E02000819",8499,4415,2638,1025,308,113
2021,"Southwark 014","E02000820",9245,4840,2910,1046,328,121
2021,"Southwark 015","E02000821",9358,5178,2883,932,274,91
2021,"Southwark 016","E02000822",6719,3549,2100,761,236,73
2021,"Southwark 017","E02000823",8684,4691,2680,886,309,118
2021,"Southwark 018","E02000824",9902,5190,3120,1121,348,123
2021,"Southwark 019","E02000825",10226,5533,3063,1179,326,125
2021,"Southwark 020","E02000826",9881,5381,3117,1008,281,94
2021,"Southwark 021","E02000827",11311,6089,3549,1189,371,113
2021,"Southwark 022","E02000828",8813,4597,2905,929,297,85
2021,"Southwark 023","E02000829",10925,5817,3328,1194,441,145
2021,"Southwark 024","E02000830",8884,5066,2668,844,228,78
2021,"Southwark 025","E02000831",9351,5384,2737,883,264,83
2021,"Southwark 026","E02000832",9688,5254,2784,1102,422,126
2021,"Southwark 027","E02000833",7486,4255,2236,668,245,82
2021,"Southwark 028","E02000834",9388,5600,2732,745,245,66
2021,"Southwark 029","E02000835",7680,4410,2258,736,217,59
2021,"Southwark 030","E02000836",8296,4977,2277,761,211,70
2021,"Southwark 031","E02000837",8559,5402,2348,565,187,57
2021,"Southwark 032","E02000838",9496,5448,2847,842,271,88
2021,"Southwark 033","E02000839",8483,4908,2547,755,194,79
2021,"Sutton 001","E02000840",9322,4607,3070,1133,397,115
2021,"Sutton 002","E02000841",9188,4398,3131,1136,405,118
2021,"Sutton 003","E02000842",8281,4178,2919,908,209,67
2021,"Sutton 004","E02000843",9473,5042,3232,894,217,88
2021,"Sutton 005","E02000844",8659,4285,2944,998,337,95
2021,"Sutton 006","E02000845",9420,5172,3101,877,218,52
2021,"Sutton 007","E02000846",7615,3877,2680,783,217,58
2021,"Sutton 008","E02000847",9421,4917,3125,1038,269,72
2021,"Sutton 009","E02000848",8139,4392,2736,756,198,57
2021,"Sutton 010","E02000849",8177,4128,2804,926,260,59
2021,"Sutton 011","E02000850",10836,5488,3770,1161,305,112
2021,"Sutton 012","E02000851",11581,5963,3904,1243,368,103
2021,"Sutton 013","E02000852",8145,4210,2860,805,203,67
2021,"Sutton 014","E02000853",8171,4268,2762,849,235,57
2021,"Sutton 015","E02000854",7611,4049,2593,735,197,37
2021,"Sutton 016","E02000855",8204,4382,2707,859,196,60
2021,"Sutton 017","E02000856",9330,4808,3263,928,249,82
2021,"Sutton 018","E02000857",8995,4586,3151,916,252,90
2021,"Sutton 019","E02000858",8568,3990,2876,1158,412,132
2021,"Sutton 020","E02000859",8487,4193,2930,964,303,97
2021,"Sutton 021","E02000860",8785,4408,2989,991,305,92
2021,"Sutton 022","E02000861",7776,4184,2639,723,172,58
2021,"Sutton 024","E02000863",6737,3508,2271,711,185,62
2021,"Tower Hamlets 001","E02000864",11263,5823,3543,1232,479,186
2021,"Tower Hamlets 002","E02000865",7961,3970,2432,1031,406,122
2021,"Tower Hamlets 003","E02000866",10646,5749,3253,1088,409,147
2021,"Tower Hamlets 004","E02000867",11328,6169,3631,1056,351,121
2021,"Tower Hamlets 005","E02000868",7196,3784,2312,759,250,91
2021,"Tower Hamlets 006","E02000869",5931,3086,1854,622,273,96
2021,"Tower Hamlets 007","E02000870",6371,3255,2043,695,286,92
2021,"Tower Hamlets 008","E02000871",11514,5744,3802,1358,446,164
2021,"Tower Hamlets 009","E02000872",8144,4330,2561,822,318,113
2021,"Tower Hamlets 010","E02000873",9850,5309,3127,923,354,137
2021,"Tower Hamlets 011","E02000874",7496,3693,2572,804,322,105
2021,"Tower Hamlets 012","E02000875",13571,6883,4452,1462,580,194
2021,"Tower Hamlets 013","E02000876",7275,3645,2406,808,297,119
2021,"Tower Hamlets 014","E02000877",13810,7167,4544,1442,512,145
2021,"Tower Hamlets 015","E02000878",10433,5640,3237,1026,389,141
2021,"Tower Hamlets 016","E02000879",8343,4003,2782,1063,369,126
2021,"Tower Hamlets 017","E02000880",6514,3252,2236,676,256,94
2021,"Tower Hamlets 018","E02000881",10831,5660,3438,1180,408,145
2021,"Tower Hamlets 019","E02000882",11503,5610,3761,1328,576,228
2021,"Tower Hamlets 020","E02000883",9289,4627,3020,1085,420,137
2021,"Tower Hamlets 021","E02000884",12769,7213,3992,1108,339,117
2021,"Tower Hamlets 022","E02000885",7054,3392,2300,881,343,138
2021,"Tower Hamlets 023","E02000886",9591,5151,3162,897,301,80
2021,"Tower Hamlets 024","E02000887",10801,5546,3523,1134,452,146
2021,"Tower Hamlets 025","E02000888",8622,4647,2767,819,273,116
2021,"Tower Hamlets 026","E02000889",8965,5044,2764,823,257,77
2021,"Tower Hamlets 027","E02000890",5815,3440,1754,453,120,48
2021,"Tower Hamlets 030","E02000893",7413,3850,2363,841,268,91
2021,"Tower Hamlets 031","E02000894",11007,6161,3610,863,282,91
2021,"Waltham Forest 001","E02000895",8371,4066,2750,1094,344,117
2021,"Waltham Forest 002","E02000896",9326,4758,3124,1055,301,88
2021,"Waltham Forest 003","E02000897",8564,4155,2804,1046,374,185
2021,"Waltham Forest 004","E02000898",8011,3889,2636,1030,344,112
2021,"Waltham Forest 005","E02000899",8811,4446,2978,1018,283,86
2021,"Waltham Forest 006","E02000900",8973,4447,3052,1055,317,102
2021,"Waltham Forest 007","E02000901",10490,5698,3404,1013,301,74
2021,"Waltham Forest 008","E02000902",9960,5304,3338,916,323,79
