"date","geography","geography code","Sexual orientation: Total: All usual residents aged 16 years and over","Sexual orientation: Straight or Heterosexual","Sexual orientation: Gay or Lesbian","Sexual orientation: Bisexual","Sexual orientation: All other sexual orientations","Sexual orientation: Not answered"
2021,"Harrow 031","E02000463",6937,6032,41,73,30,761
2021,"Havering 001","E02000464",6065,5470,73,51,18,453
2021,"Havering 002","E02000465",7119,6441,95,66,25,492
2021,"Havering 003","E02000466",7133,6465,71,49,24,524
2021,"Havering 004","E02000467",8362,7531,97,79,29,626
2021,"Havering 005","E02000468",6808,6220,48,38,13,489
2021,"Havering 006","E02000469",5586,4996,43,67,13,467
2021,"Havering 007","E02000470",8048,7273,88,50,18,619
2021,"Havering 008","E02000471",6488,6006,50,36,8,388
2021,"Havering 009","E02000472",7570,6937,60,40,26,507
2021,"Havering 010","E02000473",8380,7767,64,45,15,489
2021,"Havering 011","E02000474",7204,6470,67,73,29,565
2021,"Havering 012","E02000475",7904,7202,69,50,20,563
2021,"Havering 013","E02000476",7551,6654,158,94,39,606
2021,"Havering 014","E02000477",7887,7303,45,50,20,469
2021,"Havering 015","E02000478",5090,4737,21,15,21,296
2021,"Havering 016","E02000479",7502,6677,112,84,26,603
2021,"Havering 017","E02000480",10617,9495,123,116,48,835
2021,"Havering 018","E02000481",6658,6146,45,38,9,420
2021,"Havering 019","E02000482",5410,5018,19,26,4,343
2021,"Havering 020","E02000483",6643,6002,64,55,16,506
2021,"Havering 021","E02000484",7004,6484,60,37,19,404
2021,"Havering 022","E02000485",6886,6336,76,43,13,418
2021,"Havering 023","E02000486",6166,5668,62,44,7,385
2021,"Havering 024","E02000487",6598,6097,45,36,9,411
2021,"Havering 025","E02000488",6346,5887,52,28,14,365
2021,"Havering 026","E02000489",6867,6199,57,43,15,553
2021,"Havering 027","E02000490",6778,6189,68,54,8,459
2021,"Havering 028","E02000491",8249,7469,70,69,26,615
2021,"Havering 029","E02000492",5629,5171,45,20,7,386
2021,"Havering 030","E02000493",5183,4695,46,42,19,381
2021,"Hillingdon 001","E02000494",6590,5955,54,27,13,541
2021,"Hillingdon 002","E02000495",8385,7507,86,62,24,706
2021,"Hillingdon 003","E02000496",6384,5790,58,45,15,476
2021,"Hillingdon 004","E02000497",7606,6850,69,54,19,614
2021,"Hillingdon 005","E02000498",5178,4760,41,29,6,342
2021,"Hillingdon 006","E02000499",6368,5844,44,37,11,432
2021,"Hillingdon 007","E02000500",6918,6324,53,37,13,491
2021,"Hillingdon 008","E02000501",6808,6157,76,42,11,522
2021,"Hillingdon 009","E02000502",7027,6336,68,51,19,553
2021,"Hillingdon 010","E02000503",6953,6277,76,37,9,554
2021,"Hillingdon 011","E02000504",6154,5671,38,30,13,402
2021,"Hillingdon 013","E02000506",6581,6043,42,23,16,457
2021,"Hillingdon 014","E02000507",6400,5827,29,38,13,493
2021,"Hillingdon 015","E02000508",9808,8307,144,196,70,1091
2021,"Hillingdon 016","E02000509",8854,7320,120,223,58,1133
2021,"Hillingdon 017","E02000510",7314,6589,68,58,25,574
2021,"Hillingdon 018","E02000511",7800,6935,44,67,20,734
2021,"Hillingdon 019","E02000512",6813,6066,54,83,31,579
2021,"Hillingdon 020","E02000513",7178,6342,27,59,37,713
2021,"Hillingdon 021","E02000514",8227,7063,23,87,57,997
2021,"Hillingdon 022","E02000515",10426,9287,148,142,55,794
2021,"Hillingdon 023","E02000516",6707,5781,50,66,32,778
2021,"Hillingdon 024","E02000517",7941,7043,51,82,30,735
2021,"Hillingdon 025","E02000518",7374,6611,100,73,19,571
2021,"Hillingdon 026","E02000519",7319,6417,45,53,14,790
2021,"Hillingdon 027","E02000520",10793,9318,126,122,60,1167
2021,"Hillingdon 028","E02000521",10055,9015,79,84,36,841
2021,"Hillingdon 029","E02000522",7395,6589,88,75,27,616
2021,"Hillingdon 030","E02000523",9035,7862,78,108,44,943
2021,"Hillingdon 031","E02000524",6062,5411,64,71,19,497
2021,"Hillingdon 032","E02000525",7702,6740,53,102,42,765
2021,"Hounslow 001","E02000526",7176,6095,253,97,21,710
2021,"Hounslow 004","E02000529",7554,6616,44,49,35,810
2021,"Hounslow 005","E02000530",6038,5303,17,67,48,603
2021,"Hounslow 006","E02000531",9420,8154,239,122,29,876
2021,"Hounslow 007","E02000532",7286,6371,192,104,29,590
2021,"Hounslow 008","E02000533",6769,5908,208,93,15,545
2021,"Hounslow 009","E02000534",6940,6124,84,62,28,642
2021,"Hounslow 010","E02000535",8113,6972,22,81,36,1002
2021,"Hounslow 011","E02000536",8699,7594,46,83,27,949
2021,"Hounslow 012","E02000537",8136,6899,48,79,29,1081
2021,"Hounslow 013","E02000538",8164,7004,31,214,37,878
2021,"Hounslow 014","E02000539",9614,8457,173,96,33,855
2021,"Hounslow 015","E02000540",9507,8240,145,142,65,915
2021,"Hounslow 016","E02000541",8453,7364,37,104,37,911
2021,"Hounslow 017","E02000542",9577,8274,69,123,41,1070
2021,"Hounslow 018","E02000543",10898,9401,131,124,80,1162
2021,"Hounslow 019","E02000544",7011,6180,66,49,20,696
2021,"Hounslow 020","E02000545",7147,6264,131,84,23,645
2021,"Hounslow 021","E02000546",8184,7114,47,69,34,920
2021,"Hounslow 022","E02000547",8642,7636,58,54,82,812
2021,"Hounslow 023","E02000548",8123,7033,113,249,23,705
2021,"Hounslow 024","E02000549",10112,8994,120,55,37,906
2021,"Hounslow 025","E02000550",8228,7231,106,75,24,792
2021,"Hounslow 026","E02000551",7428,6577,67,69,35,680
2021,"Hounslow 027","E02000552",7190,6429,85,66,30,580
2021,"Hounslow 028","E02000553",5515,4961,62,38,19,435
2021,"Islington 001","E02000554",7636,6336,258,210,67,765
2021,"Islington 002","E02000555",7970,6486,358,227,75,824
2021,"Islington 003","E02000556",9782,7919,423,340,103,997
2021,"Islington 004","E02000557",7459,6144,303,189,52,771
2021,"Islington 005","E02000558",7616,6363,209,162,63,819
2021,"Islington 006","E02000559",7936,6699,337,156,41,703
2021,"Islington 007","E02000560",6406,5092,339,254,75,646
2021,"Islington 008","E02000561",6288,5212,283,191,35,567
2021,"Islington 009","E02000562",6640,5539,274,142,52,633
2021,"Islington 010","E02000563",7235,5937,327,213,60,698
2021,"Islington 011","E02000564",10815,8843,533,350,94,995
2021,"Islington 012","E02000565",7118,5814,334,244,52,674
2021,"Islington 013","E02000566",7241,6028,324,178,43,668
2021,"Islington 014","E02000567",8951,7432,432,211,61,815
2021,"Islington 015","E02000568",9587,7938,392,245,63,949
2021,"Islington 016","E02000569",8234,6960,333,191,47,703
2021,"Islington 017","E02000570",7150,5952,428,169,36,565
2021,"Islington 018","E02000571",7503,6320,325,129,43,686
2021,"Islington 019","E02000572",7147,6001,226,195,34,691
2021,"Islington 020","E02000573",9027,7458,528,210,43,788
2021,"Islington 021","E02000574",7024,5577,405,262,53,727
2021,"Islington 022","E02000575",9879,7858,643,270,61,1047
2021,"Islington 023","E02000576",8980,7283,406,236,72,983
2021,"Kensington and Chelsea 001","E02000577",6575,5594,121,84,23,753
2021,"Kensington and Chelsea 002","E02000578",4912,4352,77,42,14,427
2021,"Kensington and Chelsea 003","E02000579",7484,6435,197,96,28,728
2021,"Kensington and Chelsea 004","E02000580",6947,5763,209,132,42,801
2021,"Kensington and Chelsea 005","E02000581",6152,5192,159,62,17,722
2021,"Kensington and Chelsea 006","E02000582",5728,4668,207,90,22,741
2021,"Kensington and Chelsea 007","E02000583",5527,4723,127,67,12,598
2021,"Kensington and Chelsea 008","E02000584",6000,5120,145,57,24,654
2021,"Kensington and Chelsea 009","E02000585",6712,5728,180,75,15,714
2021,"Kensington and Chelsea 010","E02000586",5572,4675,137,47,18,695
2021,"Kensington and Chelsea 011","E02000587",5559,4774,135,71,27,552
2021,"Kensington and Chelsea 012","E02000588",5200,4457,135,50,8,550
2021,"Kensington and Chelsea 013","E02000589",6442,5247,242,145,26,782
2021,"Kensington and Chelsea 014","E02000590",5227,4259,140,57,15,756
2021,"Kensington and Chelsea 015","E02000591",5446,4462,217,109,20,638
2021,"Kensington and Chelsea 016","E02000592",4940,4213,128,52,14,533
2021,"Kensington and Chelsea 017","E02000593",6463,5489,233,111,25,605
2021,"Kensington and Chelsea 018","E02000594",5766,5003,132,50,13,568
2021,"Kensington and Chelsea 019","E02000595",5289,4571,137,58,16,507
2021,"Kensington and Chelsea 020","E02000596",5798,4918,172,69,16,623
2021,"Kensington and Chelsea 021","E02000597",5359,4584,132,52,14,577
2021,"Kingston upon Thames 001","E02000598",6195,5499,76,51,17,552
2021,"Kingston upon Thames 002","E02000599",5784,5130,49,39,12,554
2021,"Kingston upon Thames 003","E02000600",6547,5784,108,93,22,540
2021,"Kingston upon Thames 004","E02000601",9213,8134,163,146,31,739
2021,"Kingston upon Thames 005","E02000602",8265,7095,183,230,38,719
2021,"Kingston upon Thames 006","E02000603",6854,6061,88,92,29,584
2021,"Kingston upon Thames 007","E02000604",7286,6450,120,80,33,603
2021,"Kingston upon Thames 008","E02000605",6746,6052,105,73,21,495
2021,"Kingston upon Thames 009","E02000606",9127,7614,242,289,79,903
2021,"Kingston upon Thames 010","E02000607",5571,4769,107,151,30,514
2021,"Kingston upon Thames 011","E02000608",6243,5326,152,154,39,572
2021,"Kingston upon Thames 012","E02000609",6213,5497,42,53,11,610
2021,"Kingston upon Thames 013","E02000610",6721,5713,156,153,32,667
2021,"Kingston upon Thames 014","E02000611",5948,5368,55,44,12,469
2021,"Kingston upon Thames 015","E02000612",6763,6134,68,41,17,503
2021,"Kingston upon Thames 016","E02000613",6335,5607,109,74,19,526
2021,"Kingston upon Thames 017","E02000614",7392,6495,78,80,26,713
2021,"Kingston upon Thames 018","E02000615",6292,5746,56,65,15,410
2021,"Kingston upon Thames 019","E02000616",4877,4400,64,52,11,350
2021,"Kingston upon Thames 020","E02000617",7093,6429,89,62,15,498
2021,"Lambeth 002","E02000619",7558,6203,532,148,48,627
2021,"Lambeth 003","E02000620",8519,6596,762,240,75,846
2021,"Lambeth 004","E02000621",11285,8701,972,351,82,1179
2021,"Lambeth 005","E02000622",7358,5786,659,227,57,629
2021,"Lambeth 006","E02000623",6651,5535,369,135,31,581
2021,"Lambeth 007","E02000624",8262,6659,615,195,55,738
2021,"Lambeth 008","E02000625",7696,6475,413,129,51,628
2021,"Lambeth 009","E02000626",6788,5647,259,145,45,692
2021,"Lambeth 010","E02000627",8256,6729,592,196,54,685
2021,"Lambeth 011","E02000628",9238,7592,419,193,71,963
2021,"Lambeth 012","E02000629",8090,6732,552,184,34,588
2021,"Lambeth 013","E02000630",6610,5552,396,122,26,514
2021,"Lambeth 014","E02000631",7953,6700,359,222,65,607
2021,"Lambeth 015","E02000632",8900,7393,615,231,60,601
2021,"Lambeth 016","E02000633",7848,6463,372,190,139,684
2021,"Lambeth 017","E02000634",5894,4853,333,131,29,548
2021,"Lambeth 018","E02000635",8476,6806,465,220,68,917
2021,"Lambeth 019","E02000636",6507,5612,316,134,24,421
2021,"Lambeth 020","E02000637",7408,5980,472,247,60,649
2021,"Lambeth 021","E02000638",8756,7056,443,239,77,941
2021,"Lambeth 022","E02000639",7155,5924,329,133,68,701
2021,"Lambeth 023","E02000640",7714,6663,288,139,33,591
2021,"Lambeth 024","E02000641",6829,5828,210,126,39,626
2021,"Lambeth 025","E02000642",8013,6824,272,169,40,708
2021,"Lambeth 026","E02000643",7884,6571,420,159,68,666
2021,"Lambeth 027","E02000644",6919,5848,272,169,56,574
2021,"Lambeth 028","E02000645",7703,6448,240,157,56,802
2021,"Lambeth 029","E02000646",7964,6778,307,185,35,659
2021,"Lambeth 030","E02000647",6932,5830,198,93,39,772
2021,"Lambeth 031","E02000648",6071,5177,150,78,40,626
2021,"Lambeth 032","E02000649",10418,8563,627,251,71,906
2021,"Lambeth 033","E02000650",6164,5190,260,113,28,573
2021,"Lambeth 034","E02000651",7206,6215,221,133,32,605
2021,"Lambeth 035","E02000652",6166,5230,100,58,35,743
2021,"Lewisham 001","E02000653",10608,8801,467,226,67,1047
2021,"Lewisham 002","E02000654",7018,5755,277,178,50,758
2021,"Lewisham 003","E02000655",8396,6797,306,318,118,857
2021,"Lewisham 005","E02000657",8351,6532,341,424,124,930
2021,"Lewisham 006","E02000658",7292,5841,275,294,109,773
2021,"Lewisham 007","E02000659",6671,5570,271,124,39,667
2021,"Lewisham 008","E02000660",6894,5524,320,290,93,667
2021,"Lewisham 009","E02000661",5410,4584,165,121,40,500
2021,"Lewisham 010","E02000662",6598,5504,189,179,87,639
2021,"Lewisham 011","E02000663",5657,4688,232,178,50,509
2021,"Lewisham 013","E02000665",6574,5598,216,127,40,593
2021,"Lewisham 014","E02000666",5766,4761,173,178,51,603
2021,"Lewisham 015","E02000667",5336,4495,126,136,46,533
2021,"Lewisham 016","E02000668",5293,4601,144,85,29,434
2021,"Lewisham 017","E02000669",6442,5431,247,115,44,605
2021,"Lewisham 018","E02000670",5388,4536,127,102,40,583
2021,"Lewisham 019","E02000671",6988,5892,238,163,73,622
2021,"Lewisham 020","E02000672",8217,6969,263,179,54,752
2021,"Lewisham 021","E02000673",6630,5530,260,202,77,561
2021,"Lewisham 022","E02000674",6790,5756,121,84,39,790
2021,"Lewisham 023","E02000675",6832,5951,134,80,32,635
2021,"Lewisham 024","E02000676",6246,5286,178,156,33,593
2021,"Lewisham 025","E02000677",5865,5047,109,66,34,609
2021,"Lewisham 026","E02000678",5334,4731,64,71,21,447
2021,"Lewisham 027","E02000679",6406,5499,159,148,38,562
2021,"Lewisham 028","E02000680",5509,4727,156,100,34,492
2021,"Lewisham 029","E02000681",6671,5869,101,82,28,591
2021,"Lewisham 030","E02000682",6835,5999,85,83,28,640
2021,"Lewisham 031","E02000683",5412,4639,102,71,30,570
2021,"Lewisham 033","E02000685",6462,5499,171,111,61,620
2021,"Lewisham 034","E02000686",5743,4968,90,72,32,581
2021,"Lewisham 035","E02000687",6619,5567,180,117,44,711
2021,"Merton 001","E02000689",7025,6245,143,86,36,515
2021,"Merton 002","E02000690",4577,4105,56,30,5,381
2021,"Merton 003","E02000691",6015,5298,134,102,23,458
2021,"Merton 004","E02000692",6465,5680,136,75,16,558
2021,"Merton 005","E02000693",8445,7175,307,163,37,763
2021,"Merton 006","E02000694",7344,6409,215,121,24,575
2021,"Merton 007","E02000695",7130,6073,106,104,47,800
2021,"Merton 008","E02000696",7074,6097,150,120,32,675
2021,"Merton 009","E02000697",7166,6244,216,108,33,565
2021,"Merton 010","E02000698",6469,5736,103,62,19,549
2021,"Merton 011","E02000699",6443,5697,131,79,39,497
2021,"Merton 012","E02000700",6865,5936,137,94,22,676
2021,"Merton 013","E02000701",7217,6231,62,91,27,806
2021,"Merton 014","E02000702",7125,6244,78,108,27,668
2021,"Merton 015","E02000703",6380,5649,100,62,13,556
2021,"Merton 016","E02000704",7027,6162,169,113,20,563
2021,"Merton 017","E02000705",7521,6500,74,54,24,869
2021,"Merton 018","E02000706",7653,6584,127,101,36,805
2021,"Merton 019","E02000707",6497,5693,44,53,33,674
2021,"Merton 020","E02000708",7069,6228,101,68,23,649
2021,"Merton 021","E02000709",6404,5736,87,60,13,508
2021,"Merton 022","E02000710",7379,6334,93,81,29,842
2021,"Merton 023","E02000711",7531,6533,95,76,37,790
2021,"Merton 024","E02000712",7649,6788,73,77,26,685
2021,"Merton 025","E02000713",6300,5687,55,36,23,499
2021,"Newham 001","E02000714",6070,5174,140,91,59,606
2021,"Newham 002","E02000715",5318,4630,26,60,28,574
2021,"Newham 003","E02000716",5588,4800,79,85,44,580
2021,"Newham 004","E02000717",6211,5404,56,77,66,608
2021,"Newham 005","E02000718",5412,4650,36,73,39,614
2021,"Newham 006","E02000719",6573,5529,171,113,49,711
2021,"Newham 007","E02000720",5844,4973,85,82,24,680
2021,"Newham 008","E02000721",7278,6239,42,80,52,865
2021,"Newham 009","E02000722",6750,5574,215,113,76,772
2021,"Newham 010","E02000723",8771,7316,38,115,87,1215
2021,"Newham 011","E02000724",7505,6506,30,66,58,845
2021,"Newham 012","E02000725",8299,6844,290,160,64,941
2021,"Newham 014","E02000727",6488,5483,43,102,40,820
2021,"Newham 015","E02000728",6662,5557,34,95,88,888
2021,"Newham 016","E02000729",5757,4786,82,92,28,769
2021,"Newham 017","E02000730",7724,6663,44,101,51,865
2021,"Newham 018","E02000731",7642,6610,36,129,51,816
2021,"Newham 019","E02000732",6813,5878,70,101,35,729
2021,"Newham 020","E02000733",8195,6917,196,125,69,888
2021,"Newham 021","E02000734",5892,5048,79,73,25,667
2021,"Newham 022","E02000735",6669,5705,65,94,69,736
2021,"Newham 023","E02000736",6796,5894,37,100,34,731
2021,"Newham 024","E02000737",7838,6741,82,107,51,857
2021,"Newham 025","E02000738",7229,6195,125,114,71,724
2021,"Newham 026","E02000739",6098,5215,112,77,42,652
2021,"Newham 027","E02000740",5475,4649,101,87,47,591
2021,"Newham 028","E02000741",6294,5410,76,88,50,670
2021,"Newham 029","E02000742",6454,5592,55,96,38,673
2021,"Newham 030","E02000743",8229,7139,155,131,69,735
2021,"Newham 031","E02000744",7076,6179,122,98,34,643
2021,"Newham 032","E02000745",6806,5995,67,55,26,663
2021,"Newham 033","E02000746",7632,6502,155,105,64,806
2021,"Newham 034","E02000747",10978,9287,306,177,51,1157
2021,"Newham 035","E02000748",4958,4194,73,80,30,581
2021,"Newham 036","E02000749",7538,6507,108,102,41,780
2021,"Redbridge 001","E02000751",9140,8321,102,49,24,644
2021,"Redbridge 002","E02000752",6782,6033,54,82,45,568
2021,"Redbridge 003","E02000753",5381,4822,33,38,14,474
2021,"Redbridge 004","E02000754",5458,4885,80,65,18,410
2021,"Redbridge 005","E02000755",4411,3953,41,36,17,364
2021,"Redbridge 006","E02000756",11506,10220,69,81,35,1101
2021,"Redbridge 007","E02000757",10017,8945,209,109,26,728
2021,"Redbridge 008","E02000758",5456,4879,32,30,17,498
2021,"Redbridge 009","E02000759",10253,9048,154,101,42,908
2021,"Redbridge 010","E02000760",5917,5232,36,36,38,575
2021,"Redbridge 012","E02000762",5405,4762,25,36,21,561
2021,"Redbridge 013","E02000763",6335,5637,25,79,30,564
2021,"Redbridge 014","E02000764",10251,9041,292,118,35,765
2021,"Redbridge 015","E02000765",5847,5060,23,50,34,680
2021,"Redbridge 017","E02000767",6672,5813,40,83,35,701
2021,"Redbridge 018","E02000768",4617,4064,122,53,20,358
2021,"Redbridge 020","E02000770",6411,5530,15,52,20,794
2021,"Redbridge 022","E02000772",6406,5662,32,63,35,614
2021,"Redbridge 023","E02000773",8199,7279,38,76,41,765
2021,"Redbridge 024","E02000774",6157,5285,20,78,39,735
2021,"Redbridge 026","E02000776",5363,4683,29,43,27,581
2021,"Redbridge 027","E02000777",4773,4246,92,48,16,371
2021,"Redbridge 029","E02000779",6414,5576,40,77,45,676
2021,"Redbridge 031","E02000781",12337,10973,49,90,38,1187
2021,"Redbridge 032","E02000782",8468,7274,67,159,43,925
2021,"Redbridge 033","E02000783",5444,4498,27,53,25,841
2021,"Richmond upon Thames 001","E02000784",8210,7209,159,87,16,739
2021,"Richmond upon Thames 002","E02000785",7990,7077,175,112,25,601
2021,"Richmond upon Thames 003","E02000786",8925,7899,212,124,32,658
2021,"Richmond upon Thames 004","E02000787",9592,8427,192,149,35,789
2021,"Richmond upon Thames 005","E02000788",6967,6278,101,88,16,484
2021,"Richmond upon Thames 006","E02000789",5153,4569,115,49,12,408
2021,"Richmond upon Thames 007","E02000790",5155,4641,125,58,12,319
2021,"Richmond upon Thames 008","E02000791",5298,4624,114,70,20,470
2021,"Richmond upon Thames 009","E02000792",5781,5096,138,55,14,478
2021,"Richmond upon Thames 010","E02000793",6561,5862,89,70,20,520
2021,"Richmond upon Thames 011","E02000794",5548,4985,107,59,16,381
2021,"Richmond upon Thames 012","E02000795",5290,4750,61,68,7,404
2021,"Richmond upon Thames 013","E02000796",8765,7864,81,68,23,729
2021,"Richmond upon Thames 014","E02000797",6282,5591,172,91,29,399
2021,"Richmond upon Thames 015","E02000798",8691,7811,142,73,46,619
2021,"Richmond upon Thames 016","E02000799",5474,4782,99,129,21,443
2021,"Richmond upon Thames 017","E02000800",4127,3613,73,47,16,378
2021,"Richmond upon Thames 018","E02000801",5614,5055,107,67,16,369
2021,"Richmond upon Thames 019","E02000802",5663,5096,106,47,15,399
2021,"Richmond upon Thames 020","E02000803",7823,6977,127,70,37,612
2021,"Richmond upon Thames 021","E02000804",5866,5246,96,88,14,422
2021,"Richmond upon Thames 022","E02000805",8713,7858,160,97,29,569
2021,"Richmond upon Thames 023","E02000806",8342,7441,139,80,26,656
2021,"Southwark 001","E02000807",7167,6014,335,138,40,640
2021,"Southwark 002","E02000808",9296,7382,623,300,60,931
2021,"Southwark 004","E02000810",9886,8301,450,195,57,883
2021,"Southwark 006","E02000812",9117,7408,462,238,58,951
2021,"Southwark 007","E02000813",8523,7002,377,222,64,858
2021,"Southwark 008","E02000814",8871,7326,435,211,59,840
2021,"Southwark 009","E02000815",6706,5246,460,270,55,675
2021,"Southwark 010","E02000816",7954,6691,340,164,51,708
2021,"Southwark 011","E02000817",5601,4825,205,127,39,405
2021,"Southwark 012","E02000818",8438,6782,597,214,66,779
2021,"Southwark 013","E02000819",6957,5725,237,188,46,761
2021,"Southwark 014","E02000820",7859,6069,678,245,78,789
2021,"Southwark 015","E02000821",7393,5813,216,120,609,635
2021,"Southwark 016","E02000822",5424,4516,223,131,52,502
2021,"Southwark 017","E02000823",7317,5935,417,202,66,697
2021,"Southwark 018","E02000824",7874,6689,175,166,56,788
2021,"Southwark 019","E02000825",8230,6922,234,146,74,854
2021,"Southwark 020","E02000826",8247,6690,395,227,136,799
2021,"Southwark 021","E02000827",9373,7792,443,213,93,832
2021,"Southwark 022","E02000828",7291,6160,197,224,66,644
2021,"Southwark 023","E02000829",9075,7390,320,294,99,972
2021,"Southwark 024","E02000830",7640,6312,352,220,73,683
2021,"Southwark 025","E02000831",7790,6482,358,221,69,660
2021,"Southwark 026","E02000832",8018,6800,219,214,53,732
2021,"Southwark 027","E02000833",5945,4974,210,219,33,509
2021,"Southwark 028","E02000834",7804,6598,340,233,50,583
2021,"Southwark 029","E02000835",5941,5051,198,136,56,500
2021,"Southwark 030","E02000836",6620,5741,212,150,37,480
2021,"Southwark 031","E02000837",6591,5818,142,109,24,498
2021,"Southwark 032","E02000838",7633,6594,258,143,43,595
2021,"Southwark 033","E02000839",6614,5692,172,127,39,584
2021,"Sutton 001","E02000840",7065,6356,84,69,21,535
2021,"Sutton 002","E02000841",7148,6376,72,85,18,597
2021,"Sutton 003","E02000842",6672,6041,59,37,16,519
2021,"Sutton 004","E02000843",7361,6689,117,98,25,432
2021,"Sutton 005","E02000844",6754,6090,92,60,13,499
2021,"Sutton 006","E02000845",7303,6631,53,53,19,547
2021,"Sutton 007","E02000846",6055,5473,37,60,8,477
2021,"Sutton 008","E02000847",7584,6861,66,53,23,581
2021,"Sutton 009","E02000848",6385,5820,57,48,14,446
2021,"Sutton 010","E02000849",6444,5769,86,82,20,487
2021,"Sutton 011","E02000850",8662,7804,99,61,18,680
2021,"Sutton 012","E02000851",9045,8022,128,137,28,730
2021,"Sutton 013","E02000852",6427,5778,94,61,17,477
2021,"Sutton 014","E02000853",6314,5657,52,61,16,528
2021,"Sutton 015","E02000854",6023,5429,83,76,22,413
2021,"Sutton 016","E02000855",6627,6050,73,46,12,446
2021,"Sutton 017","E02000856",7394,6665,101,82,15,531
2021,"Sutton 018","E02000857",7278,6418,121,101,28,610
2021,"Sutton 019","E02000858",6503,5744,87,74,15,583
2021,"Sutton 020","E02000859",6833,6122,80,65,16,550
2021,"Sutton 021","E02000860",7010,6159,133,87,26,605
2021,"Sutton 022","E02000861",6303,5737,42,37,13,474
2021,"Sutton 024","E02000863",5457,4979,49,28,5,396
2021,"Tower Hamlets 001","E02000864",9181,7590,454,235,75,827
2021,"Tower Hamlets 002","E02000865",6435,5342,225,152,49,667
2021,"Tower Hamlets 003","E02000866",8789,7377,422,243,74,673
2021,"Tower Hamlets 004","E02000867",9647,7924,579,294,102,748
2021,"Tower Hamlets 005","E02000868",6103,4881,340,217,44,621
2021,"Tower Hamlets 006","E02000869",4886,3983,293,125,43,442
2021,"Tower Hamlets 007","E02000870",5157,4264,215,144,53,481
2021,"Tower Hamlets 008","E02000871",8961,7559,288,201,51,862
2021,"Tower Hamlets 009","E02000872",6812,5584,273,224,43,688
2021,"Tower Hamlets 010","E02000873",7972,6519,299,308,73,773
2021,"Tower Hamlets 011","E02000874",5957,4909,196,188,44,620
2021,"Tower Hamlets 012","E02000875",10704,9100,328,267,62,947
2021,"Tower Hamlets 013","E02000876",6035,4824,264,202,66,679
2021,"Tower Hamlets 014","E02000877",10927,9062,434,297,57,1077
2021,"Tower Hamlets 015","E02000878",9007,7263,384,294,67,999
2021,"Tower Hamlets 016","E02000879",6670,5532,200,200,54,684
2021,"Tower Hamlets 017","E02000880",5201,4209,210,169,46,567
2021,"Tower Hamlets 018","E02000881",8330,7142,235,143,58,752
2021,"Tower Hamlets 019","E02000882",8884,7595,276,125,44,844
2021,"Tower Hamlets 020","E02000883",7067,6000,200,153,46,668
2021,"Tower Hamlets 021","E02000884",10818,8769,446,350,83,1170
2021,"Tower Hamlets 022","E02000885",5507,4607,182,130,31,557
2021,"Tower Hamlets 023","E02000886",7944,6438,483,203,49,771
2021,"Tower Hamlets 024","E02000887",8344,7011,206,169,49,909
2021,"Tower Hamlets 025","E02000888",6928,5639,287,148,52,802
2021,"Tower Hamlets 026","E02000889",7439,6210,268,178,50,733
2021,"Tower Hamlets 027","E02000890",5171,4318,242,125,24,462
2021,"Tower Hamlets 030","E02000893",5984,5111,183,126,37,527
2021,"Tower Hamlets 031","E02000894",9017,7612,287,200,53,865
2021,"Waltham Forest 001","E02000895",6838,6143,60,44,23,568
2021,"Waltham Forest 002","E02000896",7649,6859,108,70,17,595
2021,"Waltham Forest 003","E02000897",6871,6117,118,46,15,575
2021,"Waltham Forest 004","E02000898",6489,5828,56,57,27,521
2021,"Waltham Forest 005","E02000899",7105,6363,56,39,32,615
2021,"Waltham Forest 006","E02000900",7044,6291,65,68,27,593
2021,"Waltham Forest 007","E02000901",8391,7418,177,79,21,696
2021,"Waltham Forest 008","E02000902",7582,6726,122,94,31,609
2021,"Waltham Forest 009","E02000903",7976,6939,134,97,53,753
2021,"Waltham Forest 010","E02000904",6652,5750,146,103,26,627
2021,"Waltham Forest 011","E02000905",8010,6908,156,134,47,765
2021,"Waltham Forest 012","E02000906",7599,6393,238,155,85,728
2021,"Waltham Forest 013","E02000907",8135,6845,167,184,46,893
2021,"Waltham Forest 014","E02000908",10470,8723,394,282,101,970
2021,"Waltham Forest 015","E02000909",7261,6242,230,138,43,608
2021,"Waltham Forest 016","E02000910",9281,7793,300,193,113,882
2021,"Waltham Forest 017","E02000911",10370,8336,358,234,103,1339
2021,"Waltham Forest 018","E02000912",7760,6591,178,128,38,825
2021,"Waltham Forest 019","E02000913",7540,6545,124,122,32,717
2021,"Waltham Forest 020","E02000914",9262,7942,145,155,62,958
2021,"Waltham Forest 021","E02000915",6694,5728,173,126,49,618
2021,"Waltham Forest 022","E02000916",8483,7230,218,151,87,797
2021,"Waltham Forest 023","E02000917",7715,6587,227,132,49,720
2021,"Waltham Forest 024","E02000918",7556,6457,212,153,47,687
2021,"Waltham Forest 025","E02000919",7621,6324,245,177,68,807
2021,"Waltham Forest 026","E02000920",8373,7174,229,121,58,791
2021,"Waltham Forest 027","E02000921",9124,7752,202,144,59,967
2021,"Waltham Forest 028","E02000922",8328,7044,193,166,64,861
2021,"Wandsworth 001","E02000923",6533,5482,232,101,25,693
2021,"Wandsworth 003","E02000925",6485,5496,200,103,33,653
2021,"Wandsworth 004","E02000926",10059,8574,432,174,35,844
