"date","geography","geography code","Residence type: Total","Residence type: Lives in a household","Residence type: Lives in a communal establishment"
2021,"Merton 012","E02000700",73,73,0
2021,"Merton 013","E02000701",87,87,0
2021,"Merton 014","E02000702",86,85,1
2021,"Merton 015","E02000703",94,94,0
2021,"Merton 016","E02000704",141,116,25
2021,"Merton 017","E02000705",86,83,3
2021,"Merton 018","E02000706",97,97,0
2021,"Merton 019","E02000707",73,72,1
2021,"Merton 020","E02000708",110,110,0
2021,"Merton 021","E02000709",141,141,0
2021,"Merton 022","E02000710",137,128,9
2021,"Merton 023","E02000711",124,124,0
2021,"Merton 024","E02000712",391,391,0
2021,"Merton 025","E02000713",129,123,6
2021,"Newham 001","E02000714",49,49,0
2021,"Newham 002","E02000715",32,32,0
2021,"Newham 003","E02000716",50,50,0
2021,"Newham 004","E02000717",35,35,0
2021,"Newham 005","E02000718",32,32,0
2021,"Newham 006","E02000719",46,46,0
2021,"Newham 007","E02000720",41,41,0
2021,"Newham 008","E02000721",27,27,0
2021,"Newham 009","E02000722",50,50,0
2021,"Newham 010","E02000723",30,30,0
2021,"Newham 011","E02000724",38,38,0
2021,"Newham 012","E02000725",65,64,1
2021,"Newham 014","E02000727",33,33,0
2021,"Newham 015","E02000728",34,34,0
2021,"Newham 016","E02000729",52,52,0
2021,"Newham 017","E02000730",41,41,0
2021,"Newham 018","E02000731",46,46,0
2021,"Newham 019","E02000732",44,44,0
2021,"Newham 020","E02000733",59,59,0
2021,"Newham 021","E02000734",43,43,0
2021,"Newham 022","E02000735",41,41,0
2021,"Newham 023","E02000736",59,58,1
2021,"Newham 024","E02000737",52,52,0
2021,"Newham 025","E02000738",85,85,0
2021,"Newham 026","E02000739",56,56,0
2021,"Newham 027","E02000740",60,59,1
2021,"Newham 028","E02000741",52,52,0
2021,"Newham 029","E02000742",47,46,1
2021,"Newham 030","E02000743",71,71,0
2021,"Newham 031","E02000744",74,74,0
2021,"Newham 032","E02000745",62,62,0
2021,"Newham 033","E02000746",68,66,2
2021,"Newham 034","E02000747",101,101,0
2021,"Newham 035","E02000748",50,49,1
2021,"Newham 036","E02000749",66,66,0
2021,"Redbridge 001","E02000751",200,192,8
2021,"Redbridge 002","E02000752",95,95,0
2021,"Redbridge 003","E02000753",84,81,3
2021,"Redbridge 004","E02000754",89,89,0
2021,"Redbridge 005","E02000755",63,63,0
2021,"Redbridge 006","E02000756",146,146,0
2021,"Redbridge 007","E02000757",163,155,8
2021,"Redbridge 008","E02000758",63,63,0
2021,"Redbridge 009","E02000759",155,155,0
2021,"Redbridge 010","E02000760",73,70,3
2021,"Redbridge 012","E02000762",73,73,0
2021,"Redbridge 013","E02000763",54,54,0
2021,"Redbridge 014","E02000764",186,174,12
2021,"Redbridge 015","E02000765",57,57,0
2021,"Redbridge 017","E02000767",84,81,3
2021,"Redbridge 018","E02000768",93,93,0
2021,"Redbridge 020","E02000770",47,47,0
2021,"Redbridge 022","E02000772",64,57,7
2021,"Redbridge 023","E02000773",61,59,2
2021,"Redbridge 024","E02000774",51,51,0
2021,"Redbridge 026","E02000776",39,38,1
2021,"Redbridge 027","E02000777",89,89,0
2021,"Redbridge 029","E02000779",54,53,1
2021,"Redbridge 031","E02000781",109,108,1
2021,"Redbridge 032","E02000782",63,58,5
2021,"Redbridge 033","E02000783",29,29,0
2021,"Richmond upon Thames 001","E02000784",219,217,2
2021,"Richmond upon Thames 002","E02000785",192,187,5
2021,"Richmond upon Thames 003","E02000786",204,204,0
2021,"Richmond upon Thames 004","E02000787",185,185,0
2021,"Richmond upon Thames 005","E02000788",140,140,0
2021,"Richmond upon Thames 006","E02000789",117,109,8
2021,"Richmond upon Thames 007","E02000790",97,97,0
2021,"Richmond upon Thames 008","E02000791",116,116,0
2021,"Richmond upon Thames 009","E02000792",118,111,7
2021,"Richmond upon Thames 010","E02000793",151,147,4
2021,"Richmond upon Thames 011","E02000794",132,132,0
2021,"Richmond upon Thames 012","E02000795",122,121,1
2021,"Richmond upon Thames 013","E02000796",184,184,0
2021,"Richmond upon Thames 014","E02000797",120,120,0
2021,"Richmond upon Thames 015","E02000798",176,175,1
2021,"Richmond upon Thames 016","E02000799",109,104,5
2021,"Richmond upon Thames 017","E02000800",101,101,0
2021,"Richmond upon Thames 018","E02000801",104,104,0
2021,"Richmond upon Thames 019","E02000802",128,124,4
2021,"Richmond upon Thames 020","E02000803",219,219,0
2021,"Richmond upon Thames 021","E02000804",138,138,0
2021,"Richmond upon Thames 022","E02000805",204,203,1
2021,"Richmond upon Thames 023","E02000806",230,219,11
2021,"Southwark 001","E02000807",77,77,0
2021,"Southwark 002","E02000808",91,85,6
2021,"Southwark 004","E02000810",130,130,0
2021,"Southwark 006","E02000812",87,81,6
2021,"Southwark 007","E02000813",111,110,1
2021,"Southwark 008","E02000814",74,72,2
2021,"Southwark 009","E02000815",52,50,2
2021,"Southwark 010","E02000816",96,96,0
2021,"Southwark 011","E02000817",71,63,8
2021,"Southwark 012","E02000818",86,86,0
2021,"Southwark 013","E02000819",87,87,0
2021,"Southwark 014","E02000820",77,76,1
2021,"Southwark 015","E02000821",196,196,0
2021,"Southwark 016","E02000822",51,51,0
2021,"Southwark 017","E02000823",85,83,2
2021,"Southwark 018","E02000824",59,59,0
2021,"Southwark 019","E02000825",65,63,2
2021,"Southwark 020","E02000826",63,61,2
2021,"Southwark 021","E02000827",84,84,0
2021,"Southwark 022","E02000828",61,61,0
2021,"Southwark 023","E02000829",106,100,6
2021,"Southwark 024","E02000830",89,88,1
2021,"Southwark 025","E02000831",83,83,0
2021,"Southwark 026","E02000832",101,98,3
2021,"Southwark 027","E02000833",63,63,0
2021,"Southwark 028","E02000834",80,80,0
2021,"Southwark 029","E02000835",65,65,0
2021,"Southwark 030","E02000836",73,73,0
2021,"Southwark 031","E02000837",113,111,2
2021,"Southwark 032","E02000838",81,81,0
2021,"Southwark 033","E02000839",118,115,3
2021,"Sutton 001","E02000840",123,123,0
2021,"Sutton 002","E02000841",121,121,0
2021,"Sutton 003","E02000842",141,139,2
2021,"Sutton 004","E02000843",135,135,0
2021,"Sutton 005","E02000844",145,145,0
2021,"Sutton 006","E02000845",140,140,0
2021,"Sutton 007","E02000846",135,134,1
2021,"Sutton 008","E02000847",195,189,6
2021,"Sutton 009","E02000848",153,153,0
2021,"Sutton 010","E02000849",147,141,6
2021,"Sutton 011","E02000850",218,218,0
2021,"Sutton 012","E02000851",157,157,0
2021,"Sutton 013","E02000852",144,141,3
2021,"Sutton 014","E02000853",119,119,0
2021,"Sutton 015","E02000854",133,133,0
2021,"Sutton 016","E02000855",161,161,0
2021,"Sutton 017","E02000856",159,159,0
2021,"Sutton 018","E02000857",137,122,15
2021,"Sutton 019","E02000858",134,134,0
2021,"Sutton 020","E02000859",170,167,3
2021,"Sutton 021","E02000860",128,127,1
2021,"Sutton 022","E02000861",168,160,8
2021,"Sutton 024","E02000863",138,135,3
2021,"Tower Hamlets 001","E02000864",78,78,0
2021,"Tower Hamlets 002","E02000865",64,62,2
2021,"Tower Hamlets 003","E02000866",86,86,0
2021,"Tower Hamlets 004","E02000867",72,72,0
2021,"Tower Hamlets 005","E02000868",49,47,2
2021,"Tower Hamlets 006","E02000869",55,52,3
2021,"Tower Hamlets 007","E02000870",48,48,0
2021,"Tower Hamlets 008","E02000871",66,66,0
2021,"Tower Hamlets 009","E02000872",49,47,2
2021,"Tower Hamlets 010","E02000873",47,35,12
2021,"Tower Hamlets 011","E02000874",30,30,0
2021,"Tower Hamlets 012","E02000875",65,65,0
2021,"Tower Hamlets 013","E02000876",40,37,3
2021,"Tower Hamlets 014","E02000877",65,65,0
2021,"Tower Hamlets 015","E02000878",45,43,2
2021,"Tower Hamlets 016","E02000879",57,57,0
2021,"Tower Hamlets 017","E02000880",31,31,0
2021,"Tower Hamlets 018","E02000881",57,56,1
2021,"Tower Hamlets 019","E02000882",53,53,0
2021,"Tower Hamlets 020","E02000883",57,45,12
2021,"Tower Hamlets 021","E02000884",68,61,7
2021,"Tower Hamlets 022","E02000885",48,48,0
2021,"Tower Hamlets 023","E02000886",62,62,0
2021,"Tower Hamlets 024","E02000887",49,49,0
2021,"Tower Hamlets 025","E02000888",56,56,0
2021,"Tower Hamlets 026","E02000889",67,67,0
2021,"Tower Hamlets 027","E02000890",85,85,0
2021,"Tower Hamlets 030","E02000893",75,75,0
2021,"Tower Hamlets 031","E02000894",81,81,0
2021,"Waltham Forest 001","E02000895",161,161,0
2021,"Waltham Forest 002","E02000896",170,170,0
2021,"Waltham Forest 003","E02000897",135,135,0
2021,"Waltham Forest 004","E02000898",152,152,0
2021,"Waltham Forest 005","E02000899",128,126,2
2021,"Waltham Forest 006","E02000900",94,94,0
2021,"Waltham Forest 007","E02000901",141,140,1
2021,"Waltham Forest 008","E02000902",91,91,0
2021,"Waltham Forest 009","E02000903",55,55,0
2021,"Waltham Forest 010","E02000904",61,61,0
2021,"Waltham Forest 011","E02000905",81,81,0
2021,"Waltham Forest 012","E02000906",64,64,0
2021,"Waltham Forest 013","E02000907",81,75,6
2021,"Waltham Forest 014","E02000908",93,89,4
2021,"Waltham Forest 015","E02000909",62,62,0
2021,"Waltham Forest 016","E02000910",63,62,1
2021,"Waltham Forest 017","E02000911",68,67,1
2021,"Waltham Forest 018","E02000912",64,64,0
2021,"Waltham Forest 019","E02000913",68,68,0
2021,"Waltham Forest 020","E02000914",62,58,4
2021,"Waltham Forest 021","E02000915",80,73,7
2021,"Waltham Forest 022","E02000916",74,74,0
2021,"Waltham Forest 023","E02000917",64,63,1
2021,"Waltham Forest 024","E02000918",72,71,1
2021,"Waltham Forest 025","E02000919",62,62,0
2021,"Waltham Forest 026","E02000920",73,73,0
2021,"Waltham Forest 027","E02000921",80,80,0
2021,"Waltham Forest 028","E02000922",77,73,4
2021,"Wandsworth 001","E02000923",185,163,22
2021,"Wandsworth 003","E02000925",92,92,0
2021,"Wandsworth 004","E02000926",133,127,6
2021,"Wandsworth 005","E02000927",109,109,0
2021,"Wandsworth 006","E02000928",157,157,0
2021,"Wandsworth 007","E02000929",68,68,0
2021,"Wandsworth 008","E02000930",109,106,3
2021,"Wandsworth 009","E02000931",109,109,0
2021,"Wandsworth 010","E02000932",193,193,0
2021,"Wandsworth 011","E02000933",127,127,0
2021,"Wandsworth 012","E02000934",116,116,0
2021,"Wandsworth 013","E02000935",64,60,4
2021,"Wandsworth 014","E02000936",137,134,3
2021,"Wandsworth 015","E02000937",132,132,0
2021,"Wandsworth 016","E02000938",142,142,0
2021,"Wandsworth 017","E02000939",155,138,17
2021,"Wandsworth 018","E02000940",108,108,0
2021,"Wandsworth 019","E02000941",142,142,0
2021,"Wandsworth 020","E02000942",141,141,0
2021,"Wandsworth 021","E02000943",102,102,0
2021,"Wandsworth 022","E02000944",76,57,19
2021,"Wandsworth 023","E02000945",84,83,1
2021,"Wandsworth 024","E02000946",122,97,25
2021,"Wandsworth 025","E02000947",123,123,0
2021,"Wandsworth 026","E02000948",119,115,4
2021,"Wandsworth 027","E02000949",149,142,7
2021,"Wandsworth 028","E02000950",102,102,0
2021,"Wandsworth 029","E02000951",92,90,2
2021,"Wandsworth 030","E02000952",79,79,0
2021,"Wandsworth 031","E02000953",92,92,0
2021,"Wandsworth 032","E02000954",48,48,0
2021,"Wandsworth 033","E02000955",59,59,0
2021,"Wandsworth 034","E02000956",76,74,2
2021,"Wandsworth 035","E02000957",88,88,0
2021,"Wandsworth 036","E02000958",80,80,0
2021,"Wandsworth 037","E02000959",64,64,0
2021,"Westminster 001","E02000960",66,66,0
2021,"Westminster 002","E02000961",83,83,0
2021,"Westminster 003","E02000962",76,76,0
2021,"Westminster 004","E02000963",64,64,0
2021,"Westminster 005","E02000964",71,71,0
2021,"Westminster 006","E02000965",56,56,0
2021,"Westminster 007","E02000966",93,93,0
2021,"Westminster 008","E02000967",78,76,2
2021,"Westminster 009","E02000968",110,109,1
2021,"Westminster 010","E02000969",57,49,8
2021,"Westminster 011","E02000970",79,79,0
2021,"Westminster 012","E02000971",79,78,1
2021,"Westminster 013","E02000972",80,80,0
2021,"Westminster 014","E02000973",115,115,0
2021,"Westminster 015","E02000974",96,94,2
2021,"Westminster 016","E02000975",60,59,1
2021,"Westminster 017","E02000976",79,77,2
2021,"Westminster 018","E02000977",114,90,24
2021,"Westminster 019","E02000978",98,89,9
2021,"Westminster 020","E02000979",146,138,8
2021,"Westminster 021","E02000980",153,151,2
2021,"Westminster 022","E02000981",111,110,1
2021,"Westminster 023","E02000982",110,110,0
2021,"Westminster 024","E02000983",116,116,0
2021,"Bromley 040","E02006782",159,153,6
2021,"Lewisham 037","E02006783",96,96,0
2021,"Lewisham 038","E02006784",107,107,0
2021,"Bexley 029","E02006785",153,153,0
2021,"Greenwich 033","E02006786",130,130,0
2021,"Bromley 041","E02006787",132,132,0
2021,"Croydon 045","E02006788",79,79,0
2021,"Bromley 042","E02006789",226,226,0
2021,"Ealing 040","E02006791",77,77,0
2021,"Hounslow 029","E02006792",121,119,2
2021,"Enfield 037","E02006793",54,54,0
2021,"Haringey 037","E02006794",68,67,1
2021,"Harrow 032","E02006795",72,72,0
2021,"Hillingdon 033","E02006796",153,142,11
2021,"Lewisham 039","E02006798",62,55,7
2021,"Barking and Dagenham 023","E02006799",127,122,5
2021,"Redbridge 034","E02006800",74,74,0
2021,"Lambeth 036","E02006801",98,96,2
2021,"Southwark 034","E02006802",93,82,11
2021,"Sutton 025","E02006836",172,155,17
2021,"Tower Hamlets 032","E02006853",53,53,0
2021,"Tower Hamlets 033","E02006854",44,44,0
2021,"Harrow 033","E02006882",102,100,2
2021,"Hackney 028","E02006918",38,38,0
2021,"Hackney 029","E02006921",38,38,0
2021,"Redbridge 035","E02006924",94,91,3
2021,"Redbridge 036","E02006925",110,110,0
2021,"Greenwich 034","E02006927",172,169,3
2021,"Greenwich 035","E02006928",113,112,1
2021,"Greenwich 037","E02006930",108,108,0
2021,"Greenwich 038","E02006931",137,128,9
2021,"Southwark 035","E02006941",47,47,0
2021,"Southwark 036","E02006942",53,52,1
2021,"Barnet 042","E02006953",67,67,0
2021,"Barnet 043","E02006954",69,69,0
2021,"Brent 035","E02006955",37,28,9
2021,"Brent 036","E02006956",45,38,7
2021,"Ealing 041","E02006968",70,70,0
2021,"Ealing 042","E02006969",53,46,7
2021,"Ealing 043","E02006970",17,17,0
2021,"Ealing 044","E02006971",20,20,0
2021,"Hounslow 030","E02006972",36,36,0
2021,"Hounslow 031","E02006973",92,92,0
2021,"Croydon 046","E02006987",60,60,0
2021,"Croydon 047","E02006988",87,78,9
2021,"Greenwich 039","E02006991",101,100,1
2021,"Greenwich 040","E02006992",111,110,1
2021,"Greenwich 041","E02006993",63,60,3
2021,"Greenwich 042","E02006994",87,87,0
2021,"Newham 038","E02006995",72,71,1
2021,"Newham 039","E02006996",46,42,4
2021,"Newham 040","E02006997",34,34,0
2021,"Newham 041","E02006998",51,51,0
2021,"Newham 042","E02006999",63,63,0
2021,"Lewisham 040","E02007008",37,36,1
2021,"Lewisham 041","E02007009",78,77,1
2021,"Redbridge 037","E02007017",110,107,3
2021,"Redbridge 038","E02007018",50,50,0
2021,"Redbridge 039","E02007019",30,30,0
2021,"Redbridge 040","E02007020",44,44,0
2021,"Wandsworth 038","E02007083",72,72,0
2021,"Wandsworth 039","E02007084",89,89,0
2021,"Hackney 030","E02007108",33,33,0
2021,"Hackney 031","E02007109",64,64,0
2021,"Hackney 032","E02007110",44,41,3
2021,"Hackney 033","E02007111",41,34,7
2021,"Tower Hamlets 034","E02007112",35,35,0
2021,"Tower Hamlets 035","E02007113",42,42,0
2021,"Tower Hamlets 036","E02007114",50,50,0
2021,"Camden 029","E02007115",95,84,11
