"date","geography","geography code","Schoolchild or full-time student indicator: Total: All usual residents aged 5 years and over","Schoolchild or full-time student indicator: Student","Schoolchild or full-time student indicator: Not a student"
2021,"Islington 011","E02000564",11819,2323,9496
2021,"Islington 012","E02000565",8121,1759,6362
2021,"Islington 013","E02000566",8060,1401,6659
2021,"Islington 014","E02000567",9891,1493,8398
2021,"Islington 015","E02000568",10793,2638,8155
2021,"Islington 016","E02000569",9363,1775,7588
2021,"Islington 017","E02000570",7864,1209,6655
2021,"Islington 018","E02000571",8311,1513,6798
2021,"Islington 019","E02000572",8190,2114,6076
2021,"Islington 020","E02000573",9797,1667,8130
2021,"Islington 021","E02000574",7539,1819,5720
2021,"Islington 022","E02000575",10729,2828,7901
2021,"Islington 023","E02000576",10129,2494,7635
2021,"Kensington and Chelsea 001","E02000577",7408,1745,5663
2021,"Kensington and Chelsea 002","E02000578",5674,1317,4357
2021,"Kensington and Chelsea 003","E02000579",8478,1617,6861
2021,"Kensington and Chelsea 004","E02000580",7613,1142,6471
2021,"Kensington and Chelsea 005","E02000581",7095,1552,5543
2021,"Kensington and Chelsea 006","E02000582",6254,1089,5165
2021,"Kensington and Chelsea 007","E02000583",6151,1089,5062
2021,"Kensington and Chelsea 008","E02000584",6832,1429,5403
2021,"Kensington and Chelsea 009","E02000585",7715,1640,6075
2021,"Kensington and Chelsea 010","E02000586",6225,1403,4822
2021,"Kensington and Chelsea 011","E02000587",6213,1253,4960
2021,"Kensington and Chelsea 012","E02000588",5740,1151,4589
2021,"Kensington and Chelsea 013","E02000589",6990,1827,5163
2021,"Kensington and Chelsea 014","E02000590",5749,1107,4642
2021,"Kensington and Chelsea 015","E02000591",5963,1273,4690
2021,"Kensington and Chelsea 016","E02000592",5493,1198,4295
2021,"Kensington and Chelsea 017","E02000593",6998,1581,5417
2021,"Kensington and Chelsea 018","E02000594",6280,916,5364
2021,"Kensington and Chelsea 019","E02000595",5877,1084,4793
2021,"Kensington and Chelsea 020","E02000596",6384,1337,5047
2021,"Kensington and Chelsea 021","E02000597",6072,1207,4865
2021,"Kingston upon Thames 001","E02000598",7733,2023,5710
2021,"Kingston upon Thames 002","E02000599",6756,1617,5139
2021,"Kingston upon Thames 003","E02000600",7849,1930,5919
2021,"Kingston upon Thames 004","E02000601",11128,2722,8406
2021,"Kingston upon Thames 005","E02000602",9648,2982,6666
2021,"Kingston upon Thames 006","E02000603",8144,2215,5929
2021,"Kingston upon Thames 007","E02000604",8656,1919,6737
2021,"Kingston upon Thames 008","E02000605",8000,1713,6287
2021,"Kingston upon Thames 009","E02000606",9991,2420,7571
2021,"Kingston upon Thames 010","E02000607",6415,1841,4574
2021,"Kingston upon Thames 011","E02000608",6799,1275,5524
2021,"Kingston upon Thames 012","E02000609",7278,1585,5693
2021,"Kingston upon Thames 013","E02000610",7502,1273,6229
2021,"Kingston upon Thames 014","E02000611",7064,1585,5479
2021,"Kingston upon Thames 015","E02000612",7808,1468,6340
2021,"Kingston upon Thames 016","E02000613",7525,1591,5934
2021,"Kingston upon Thames 017","E02000614",8727,2003,6724
2021,"Kingston upon Thames 018","E02000615",7455,1566,5889
2021,"Kingston upon Thames 019","E02000616",5701,1092,4609
2021,"Kingston upon Thames 020","E02000617",8325,1660,6665
2021,"Lambeth 002","E02000619",8636,1777,6859
2021,"Lambeth 003","E02000620",9460,1826,7634
2021,"Lambeth 004","E02000621",12087,2333,9754
2021,"Lambeth 005","E02000622",8049,1353,6696
2021,"Lambeth 006","E02000623",7574,1548,6026
2021,"Lambeth 007","E02000624",9215,1641,7574
2021,"Lambeth 008","E02000625",8850,1880,6970
2021,"Lambeth 009","E02000626",7948,1891,6057
2021,"Lambeth 010","E02000627",9135,1693,7442
2021,"Lambeth 011","E02000628",10364,2109,8255
2021,"Lambeth 012","E02000629",8785,1206,7579
2021,"Lambeth 013","E02000630",7241,1024,6217
2021,"Lambeth 014","E02000631",9047,1825,7222
2021,"Lambeth 015","E02000632",9348,926,8422
2021,"Lambeth 016","E02000633",8762,1630,7132
2021,"Lambeth 017","E02000634",6510,1077,5433
2021,"Lambeth 018","E02000635",9381,1584,7797
2021,"Lambeth 019","E02000636",7300,1110,6190
2021,"Lambeth 020","E02000637",8040,1104,6936
2021,"Lambeth 021","E02000638",9770,1676,8094
2021,"Lambeth 022","E02000639",7982,1484,6498
2021,"Lambeth 023","E02000640",8737,1525,7212
2021,"Lambeth 024","E02000641",8156,2068,6088
2021,"Lambeth 025","E02000642",9274,1886,7388
2021,"Lambeth 026","E02000643",8900,1647,7253
2021,"Lambeth 027","E02000644",7996,1596,6400
2021,"Lambeth 028","E02000645",8929,1728,7201
2021,"Lambeth 029","E02000646",9021,1539,7482
2021,"Lambeth 030","E02000647",8018,1580,6438
2021,"Lambeth 031","E02000648",7296,1762,5534
2021,"Lambeth 032","E02000649",11754,1975,9779
2021,"Lambeth 033","E02000650",7182,1458,5724
2021,"Lambeth 034","E02000651",8188,1424,6764
2021,"Lambeth 035","E02000652",7120,1494,5626
2021,"Lewisham 001","E02000653",11955,2480,9475
2021,"Lewisham 002","E02000654",8303,2115,6188
2021,"Lewisham 003","E02000655",9675,2484,7191
2021,"Lewisham 005","E02000657",9418,2558,6860
2021,"Lewisham 006","E02000658",8210,1662,6548
2021,"Lewisham 007","E02000659",7633,1533,6100
2021,"Lewisham 008","E02000660",7736,1449,6287
2021,"Lewisham 009","E02000661",6113,1054,5059
2021,"Lewisham 010","E02000662",7749,1740,6009
2021,"Lewisham 011","E02000663",6413,1246,5167
2021,"Lewisham 013","E02000665",7611,1505,6106
2021,"Lewisham 014","E02000666",6716,1418,5298
2021,"Lewisham 015","E02000667",6203,1313,4890
2021,"Lewisham 016","E02000668",6297,1417,4880
2021,"Lewisham 017","E02000669",7334,1301,6033
2021,"Lewisham 018","E02000670",6230,1272,4958
2021,"Lewisham 019","E02000671",8054,1494,6560
2021,"Lewisham 020","E02000672",9477,1861,7616
2021,"Lewisham 021","E02000673",7658,1449,6209
2021,"Lewisham 022","E02000674",7839,1620,6219
2021,"Lewisham 023","E02000675",7971,1611,6360
2021,"Lewisham 024","E02000676",7250,1400,5850
2021,"Lewisham 025","E02000677",6752,1307,5445
2021,"Lewisham 026","E02000678",6454,1634,4820
2021,"Lewisham 027","E02000679",7558,1600,5958
2021,"Lewisham 028","E02000680",6555,1465,5090
2021,"Lewisham 029","E02000681",7886,1807,6079
2021,"Lewisham 030","E02000682",8401,2307,6094
2021,"Lewisham 031","E02000683",6338,1328,5010
2021,"Lewisham 033","E02000685",7632,1688,5944
2021,"Lewisham 034","E02000686",7025,1818,5207
2021,"Lewisham 035","E02000687",7699,1486,6213
2021,"Merton 001","E02000689",8314,1748,6566
2021,"Merton 002","E02000690",5306,1025,4281
2021,"Merton 003","E02000691",6932,1288,5644
2021,"Merton 004","E02000692",7269,1145,6124
2021,"Merton 005","E02000693",9252,1327,7925
2021,"Merton 006","E02000694",8380,1404,6976
2021,"Merton 007","E02000695",8110,1534,6576
2021,"Merton 008","E02000696",8100,1534,6566
2021,"Merton 009","E02000697",8097,1310,6787
2021,"Merton 010","E02000698",7785,1774,6011
2021,"Merton 011","E02000699",7625,1522,6103
2021,"Merton 012","E02000700",8134,1824,6310
2021,"Merton 013","E02000701",8485,1914,6571
2021,"Merton 014","E02000702",8641,2180,6461
2021,"Merton 015","E02000703",7553,1574,5979
2021,"Merton 016","E02000704",7997,1382,6615
2021,"Merton 017","E02000705",8829,1931,6898
2021,"Merton 018","E02000706",9319,2379,6940
2021,"Merton 019","E02000707",7814,2003,5811
2021,"Merton 020","E02000708",8328,1801,6527
2021,"Merton 021","E02000709",7510,1550,5960
2021,"Merton 022","E02000710",8614,1778,6836
2021,"Merton 023","E02000711",8843,1910,6933
2021,"Merton 024","E02000712",9080,2064,7016
2021,"Merton 025","E02000713",7338,1447,5891
2021,"Newham 001","E02000714",7148,1696,5452
2021,"Newham 002","E02000715",6707,2168,4539
2021,"Newham 003","E02000716",6801,1889,4912
2021,"Newham 004","E02000717",7748,2356,5392
2021,"Newham 005","E02000718",6854,2271,4583
2021,"Newham 006","E02000719",7570,1724,5846
2021,"Newham 007","E02000720",6931,1828,5103
2021,"Newham 008","E02000721",8835,2482,6353
2021,"Newham 009","E02000722",7687,1655,6032
2021,"Newham 010","E02000723",10340,2720,7620
2021,"Newham 011","E02000724",9214,2733,6481
2021,"Newham 012","E02000725",9350,2104,7246
2021,"Newham 014","E02000727",7919,2372,5547
2021,"Newham 015","E02000728",7974,2212,5762
2021,"Newham 016","E02000729",6727,1550,5177
2021,"Newham 017","E02000730",9048,2348,6700
2021,"Newham 018","E02000731",9278,2682,6596
2021,"Newham 019","E02000732",8227,2338,5889
2021,"Newham 020","E02000733",9491,2297,7194
2021,"Newham 021","E02000734",6876,1630,5246
2021,"Newham 022","E02000735",8034,2260,5774
2021,"Newham 023","E02000736",8560,2701,5859
2021,"Newham 024","E02000737",9703,2889,6814
2021,"Newham 025","E02000738",8849,2490,6359
2021,"Newham 026","E02000739",7200,1923,5277
2021,"Newham 027","E02000740",6363,1512,4851
2021,"Newham 028","E02000741",7729,2123,5606
2021,"Newham 029","E02000742",8085,2428,5657
2021,"Newham 030","E02000743",9712,2559,7153
2021,"Newham 031","E02000744",8495,2236,6259
2021,"Newham 032","E02000745",8073,2108,5965
2021,"Newham 033","E02000746",8789,2269,6520
2021,"Newham 034","E02000747",12401,2545,9856
2021,"Newham 035","E02000748",5907,1638,4269
2021,"Newham 036","E02000749",8965,2357,6608
2021,"Redbridge 001","E02000751",10602,2039,8563
2021,"Redbridge 002","E02000752",8134,1883,6251
2021,"Redbridge 003","E02000753",6376,1434,4942
2021,"Redbridge 004","E02000754",6340,1263,5077
2021,"Redbridge 005","E02000755",5157,1041,4116
2021,"Redbridge 006","E02000756",13626,3159,10467
2021,"Redbridge 007","E02000757",11558,2168,9390
2021,"Redbridge 008","E02000758",6508,1598,4910
2021,"Redbridge 009","E02000759",12197,2809,9388
2021,"Redbridge 010","E02000760",7082,1755,5327
2021,"Redbridge 012","E02000762",6289,1421,4868
2021,"Redbridge 013","E02000763",7500,1782,5718
2021,"Redbridge 014","E02000764",11591,1879,9712
2021,"Redbridge 015","E02000765",6995,1735,5260
2021,"Redbridge 017","E02000767",8077,2008,6069
2021,"Redbridge 018","E02000768",5440,1109,4331
2021,"Redbridge 020","E02000770",7650,1984,5666
2021,"Redbridge 022","E02000772",7852,2208,5644
2021,"Redbridge 023","E02000773",9935,2990,6945
2021,"Redbridge 024","E02000774",7451,1990,5461
2021,"Redbridge 026","E02000776",6536,1762,4774
2021,"Redbridge 027","E02000777",5574,1134,4440
2021,"Redbridge 029","E02000779",7643,1857,5786
2021,"Redbridge 031","E02000781",15123,4342,10781
2021,"Redbridge 032","E02000782",10513,3098,7415
2021,"Redbridge 033","E02000783",6823,2105,4718
2021,"Richmond upon Thames 001","E02000784",9656,2113,7543
2021,"Richmond upon Thames 002","E02000785",9223,1690,7533
2021,"Richmond upon Thames 003","E02000786",10477,2030,8447
2021,"Richmond upon Thames 004","E02000787",11285,2278,9007
2021,"Richmond upon Thames 005","E02000788",8473,1904,6569
2021,"Richmond upon Thames 006","E02000789",5987,1133,4854
2021,"Richmond upon Thames 007","E02000790",6162,1352,4810
2021,"Richmond upon Thames 008","E02000791",6091,1121,4970
2021,"Richmond upon Thames 009","E02000792",6806,1386,5420
2021,"Richmond upon Thames 010","E02000793",7684,1569,6115
2021,"Richmond upon Thames 011","E02000794",6593,1421,5172
2021,"Richmond upon Thames 012","E02000795",6557,1651,4906
2021,"Richmond upon Thames 013","E02000796",10462,2413,8049
2021,"Richmond upon Thames 014","E02000797",7353,1499,5854
2021,"Richmond upon Thames 015","E02000798",10630,2577,8053
2021,"Richmond upon Thames 016","E02000799",6330,1921,4409
2021,"Richmond upon Thames 017","E02000800",5111,1272,3839
2021,"Richmond upon Thames 018","E02000801",6680,1456,5224
2021,"Richmond upon Thames 019","E02000802",6693,1341,5352
2021,"Richmond upon Thames 020","E02000803",9192,1873,7319
2021,"Richmond upon Thames 021","E02000804",6745,1316,5429
2021,"Richmond upon Thames 022","E02000805",10225,2142,8083
2021,"Richmond upon Thames 023","E02000806",9757,1891,7866
2021,"Southwark 001","E02000807",7809,1078,6731
2021,"Southwark 002","E02000808",9854,2847,7007
2021,"Southwark 004","E02000810",11297,2304,8993
2021,"Southwark 006","E02000812",10338,2792,7546
2021,"Southwark 007","E02000813",9740,2150,7590
2021,"Southwark 008","E02000814",9714,1504,8210
2021,"Southwark 009","E02000815",7300,2219,5081
2021,"Southwark 010","E02000816",9054,1894,7160
2021,"Southwark 011","E02000817",6473,1384,5089
2021,"Southwark 012","E02000818",9350,1916,7434
2021,"Southwark 013","E02000819",8010,1976,6034
2021,"Southwark 014","E02000820",8846,2119,6727
2021,"Southwark 015","E02000821",8762,2313,6449
2021,"Southwark 016","E02000822",6361,1599,4762
2021,"Southwark 017","E02000823",8306,1819,6487
2021,"Southwark 018","E02000824",9358,2489,6869
2021,"Southwark 019","E02000825",9667,2561,7106
2021,"Southwark 020","E02000826",9326,2123,7203
2021,"Southwark 021","E02000827",10708,2303,8405
2021,"Southwark 022","E02000828",8356,1926,6430
2021,"Southwark 023","E02000829",10292,1963,8329
2021,"Southwark 024","E02000830",8461,1500,6961
2021,"Southwark 025","E02000831",8787,1557,7230
2021,"Southwark 026","E02000832",9103,1757,7346
2021,"Southwark 027","E02000833",7050,1654,5396
2021,"Southwark 028","E02000834",8762,1550,7212
2021,"Southwark 029","E02000835",7084,1575,5509
2021,"Southwark 030","E02000836",7664,1409,6255
2021,"Southwark 031","E02000837",8076,1984,6092
2021,"Southwark 032","E02000838",8861,1799,7062
2021,"Southwark 033","E02000839",7953,1916,6037
2021,"Sutton 001","E02000840",8678,2140,6538
2021,"Sutton 002","E02000841",8634,2088,6546
2021,"Sutton 003","E02000842",7838,1618,6220
2021,"Sutton 004","E02000843",8674,1694,6980
2021,"Sutton 005","E02000844",8142,1880,6262
2021,"Sutton 006","E02000845",8773,1909,6864
2021,"Sutton 007","E02000846",7202,1573,5629
2021,"Sutton 008","E02000847",8857,1693,7164
2021,"Sutton 009","E02000848",7726,1791,5935
2021,"Sutton 010","E02000849",7637,1607,6030
2021,"Sutton 011","E02000850",10225,2155,8070
2021,"Sutton 012","E02000851",10664,2207,8457
2021,"Sutton 013","E02000852",7640,1573,6067
2021,"Sutton 014","E02000853",7638,1727,5911
2021,"Sutton 015","E02000854",7114,1429,5685
2021,"Sutton 016","E02000855",7799,1583,6216
2021,"Sutton 017","E02000856",8774,1845,6929
2021,"Sutton 018","E02000857",8436,1517,6919
2021,"Sutton 019","E02000858",8006,2057,5949
2021,"Sutton 020","E02000859",8077,1667,6410
2021,"Sutton 021","E02000860",8166,1494,6672
2021,"Sutton 022","E02000861",7439,1507,5932
2021,"Sutton 024","E02000863",6418,1347,5071
2021,"Tower Hamlets 001","E02000864",10552,2260,8292
2021,"Tower Hamlets 002","E02000865",7500,1681,5819
2021,"Tower Hamlets 003","E02000866",9968,1957,8011
2021,"Tower Hamlets 004","E02000867",10728,2004,8724
2021,"Tower Hamlets 005","E02000868",6834,1485,5349
2021,"Tower Hamlets 006","E02000869",5634,1195,4439
2021,"Tower Hamlets 007","E02000870",6016,1454,4562
2021,"Tower Hamlets 008","E02000871",10670,2819,7851
2021,"Tower Hamlets 009","E02000872",7752,1739,6013
2021,"Tower Hamlets 010","E02000873",9222,3652,5570
2021,"Tower Hamlets 011","E02000874",7045,2074,4971
2021,"Tower Hamlets 012","E02000875",12713,3403,9310
2021,"Tower Hamlets 013","E02000876",6837,1608,5229
2021,"Tower Hamlets 014","E02000877",12908,3485,9423
2021,"Tower Hamlets 015","E02000878",9953,2681,7272
2021,"Tower Hamlets 016","E02000879",7832,2093,5739
2021,"Tower Hamlets 017","E02000880",6043,1667,4376
2021,"Tower Hamlets 018","E02000881",10006,2729,7277
2021,"Tower Hamlets 019","E02000882",10697,3035,7662
2021,"Tower Hamlets 020","E02000883",8656,2643,6013
2021,"Tower Hamlets 021","E02000884",12070,3568,8502
2021,"Tower Hamlets 022","E02000885",6587,1794,4793
2021,"Tower Hamlets 023","E02000886",9011,1821,7190
2021,"Tower Hamlets 024","E02000887",10022,2671,7351
2021,"Tower Hamlets 025","E02000888",8048,1864,6184
2021,"Tower Hamlets 026","E02000889",8471,1723,6748
2021,"Tower Hamlets 027","E02000890",5505,666,4839
2021,"Tower Hamlets 030","E02000893",6924,1515,5409
2021,"Tower Hamlets 031","E02000894",10224,2093,8131
2021,"Waltham Forest 001","E02000895",7921,1587,6334
2021,"Waltham Forest 002","E02000896",8777,1562,7215
2021,"Waltham Forest 003","E02000897",8101,1703,6398
2021,"Waltham Forest 004","E02000898",7559,1500,6059
2021,"Waltham Forest 005","E02000899",8304,1737,6567
2021,"Waltham Forest 006","E02000900",8386,1981,6405
2021,"Waltham Forest 007","E02000901",9797,1976,7821
2021,"Waltham Forest 008","E02000902",9170,2229,6941
2021,"Waltham Forest 009","E02000903",9583,2455,7128
2021,"Waltham Forest 010","E02000904",7877,1774,6103
2021,"Waltham Forest 011","E02000905",9530,2217,7313
2021,"Waltham Forest 012","E02000906",8989,2011,6978
2021,"Waltham Forest 013","E02000907",9770,2454,7316
2021,"Waltham Forest 014","E02000908",12067,2762,9305
2021,"Waltham Forest 015","E02000909",8582,1842,6740
2021,"Waltham Forest 016","E02000910",10635,2007,8628
2021,"Waltham Forest 017","E02000911",12047,2478,9569
2021,"Waltham Forest 018","E02000912",9034,1937,7097
2021,"Waltham Forest 019","E02000913",8952,2125,6827
2021,"Waltham Forest 020","E02000914",10952,2629,8323
2021,"Waltham Forest 021","E02000915",7592,1359,6233
2021,"Waltham Forest 022","E02000916",9798,2073,7725
2021,"Waltham Forest 023","E02000917",8808,1692,7116
2021,"Waltham Forest 024","E02000918",8682,1759,6923
2021,"Waltham Forest 025","E02000919",8556,1565,6991
2021,"Waltham Forest 026","E02000920",9674,2125,7549
2021,"Waltham Forest 027","E02000921",10521,2311,8210
2021,"Waltham Forest 028","E02000922",9779,2316,7463
2021,"Wandsworth 001","E02000923",7159,1026,6133
2021,"Wandsworth 003","E02000925",7428,1493,5935
2021,"Wandsworth 004","E02000926",11023,1546,9477
2021,"Wandsworth 005","E02000927",6734,975,5759
2021,"Wandsworth 006","E02000928",7892,1309,6583
2021,"Wandsworth 007","E02000929",7592,1663,5929
2021,"Wandsworth 008","E02000930",9609,1535,8074
2021,"Wandsworth 009","E02000931",8194,1457,6737
2021,"Wandsworth 010","E02000932",12179,1590,10589
2021,"Wandsworth 011","E02000933",8460,1399,7061
2021,"Wandsworth 012","E02000934",8511,989,7522
2021,"Wandsworth 013","E02000935",6905,2726,4179
2021,"Wandsworth 014","E02000936",8956,1275,7681
2021,"Wandsworth 015","E02000937",7623,1648,5975
2021,"Wandsworth 016","E02000938",10076,2225,7851
2021,"Wandsworth 017","E02000939",7272,1636,5636
2021,"Wandsworth 018","E02000940",8839,1438,7401
2021,"Wandsworth 019","E02000941",9438,1624,7814
2021,"Wandsworth 020","E02000942",9091,1690,7401
2021,"Wandsworth 021","E02000943",8265,1172,7093
2021,"Wandsworth 022","E02000944",7166,1593,5573
2021,"Wandsworth 023","E02000945",7395,2102,5293
2021,"Wandsworth 024","E02000946",7938,1247,6691
2021,"Wandsworth 025","E02000947",8539,1415,7124
2021,"Wandsworth 026","E02000948",9515,1184,8331
2021,"Wandsworth 027","E02000949",9492,1414,8078
2021,"Wandsworth 028","E02000950",7176,1461,5715
2021,"Wandsworth 029","E02000951",6133,861,5272
2021,"Wandsworth 030","E02000952",5829,857,4972
2021,"Wandsworth 031","E02000953",6942,1335,5607
2021,"Wandsworth 032","E02000954",5749,997,4752
2021,"Wandsworth 033","E02000955",6536,1263,5273
2021,"Wandsworth 034","E02000956",7060,1560,5500
2021,"Wandsworth 035","E02000957",10235,1878,8357
2021,"Wandsworth 036","E02000958",7856,1948,5908
2021,"Wandsworth 037","E02000959",7345,1493,5852
2021,"Westminster 001","E02000960",5892,1238,4654
2021,"Westminster 002","E02000961",9265,2081,7184
2021,"Westminster 003","E02000962",7385,1520,5865
2021,"Westminster 004","E02000963",9961,2258,7703
2021,"Westminster 005","E02000964",11566,2287,9279
2021,"Westminster 006","E02000965",7466,1224,6242
2021,"Westminster 007","E02000966",8824,1486,7338
2021,"Westminster 008","E02000967",5836,1423,4413
2021,"Westminster 009","E02000968",13763,3482,10281
2021,"Westminster 010","E02000969",9150,2337,6813
2021,"Westminster 011","E02000970",6593,1145,5448
2021,"Westminster 012","E02000971",7219,1602,5617
2021,"Westminster 013","E02000972",7700,1876,5824
2021,"Westminster 014","E02000973",9498,1507,7991
2021,"Westminster 015","E02000974",8328,2107,6221
2021,"Westminster 016","E02000975",7138,1398,5740
2021,"Westminster 017","E02000976",8100,1650,6450
2021,"Westminster 018","E02000977",6215,1275,4940
2021,"Westminster 019","E02000978",6847,1951,4896
2021,"Westminster 020","E02000979",7803,1637,6166
2021,"Westminster 021","E02000980",8426,1612,6814
2021,"Westminster 022","E02000981",8052,1147,6905
2021,"Westminster 023","E02000982",7335,1501,5834
2021,"Westminster 024","E02000983",7378,1443,5935
2021,"Bromley 040","E02006782",7643,1560,6083
2021,"Lewisham 037","E02006783",7308,1969,5339
2021,"Lewisham 038","E02006784",7564,1772,5792
2021,"Bexley 029","E02006785",6248,1175,5073
2021,"Greenwich 033","E02006786",7068,1692,5376
2021,"Bromley 041","E02006787",7375,1588,5787
2021,"Croydon 045","E02006788",7096,1683,5413
2021,"Bromley 042","E02006789",6482,1081,5401
2021,"Ealing 040","E02006791",7114,1175,5939
2021,"Hounslow 029","E02006792",8542,1486,7056
2021,"Enfield 037","E02006793",8994,2531,6463
2021,"Haringey 037","E02006794",7705,2115,5590
2021,"Harrow 032","E02006795",7845,1895,5950
2021,"Hillingdon 033","E02006796",9051,1771,7280
2021,"Lewisham 039","E02006798",8427,1949,6478
2021,"Barking and Dagenham 023","E02006799",11117,3271,7846
2021,"Redbridge 034","E02006800",13538,3489,10049
2021,"Lambeth 036","E02006801",8336,2559,5777
2021,"Southwark 034","E02006802",8920,2573,6347
2021,"Sutton 025","E02006836",8285,1694,6591
2021,"Tower Hamlets 032","E02006853",10304,2187,8117
2021,"Tower Hamlets 033","E02006854",6725,1175,5550
2021,"Harrow 033","E02006882",13595,2631,10964
2021,"Hackney 028","E02006918",7722,2034,5688
2021,"Hackney 029","E02006921",6960,2098,4862
2021,"Redbridge 035","E02006924",12812,3063,9749
2021,"Redbridge 036","E02006925",13739,3465,10274
2021,"Greenwich 034","E02006927",11536,2327,9209
2021,"Greenwich 035","E02006928",11410,2932,8478
2021,"Greenwich 037","E02006930",9149,1687,7462
2021,"Greenwich 038","E02006931",8854,1752,7102
2021,"Southwark 035","E02006941",5176,601,4575
2021,"Southwark 036","E02006942",6452,1153,5299
2021,"Barnet 042","E02006953",8518,2030,6488
2021,"Barnet 043","E02006954",9397,2238,7159
2021,"Brent 035","E02006955",7097,2346,4751
2021,"Brent 036","E02006956",8388,2535,5853
2021,"Ealing 041","E02006968",7919,1560,6359
2021,"Ealing 042","E02006969",6010,942,5068
2021,"Ealing 043","E02006970",6856,1823,5033
2021,"Ealing 044","E02006971",7833,2013,5820
2021,"Hounslow 030","E02006972",5010,1033,3977
2021,"Hounslow 031","E02006973",7969,1660,6309
2021,"Croydon 046","E02006987",6899,956,5943
2021,"Croydon 047","E02006988",6598,1220,5378
2021,"Greenwich 039","E02006991",5976,678,5298
2021,"Greenwich 040","E02006992",7605,1315,6290
2021,"Greenwich 041","E02006993",7813,1765,6048
2021,"Greenwich 042","E02006994",7037,1585,5452
2021,"Newham 038","E02006995",8197,2057,6140
2021,"Newham 039","E02006996",7956,2106,5850
2021,"Newham 040","E02006997",6542,1155,5387
2021,"Newham 041","E02006998",6552,1689,4863
2021,"Newham 042","E02006999",10344,1731,8613
2021,"Lewisham 040","E02007008",5438,1157,4281
2021,"Lewisham 041","E02007009",8547,1573,6974
2021,"Redbridge 037","E02007017",8232,2364,5868
2021,"Redbridge 038","E02007018",6646,1846,4800
2021,"Redbridge 039","E02007019",6482,1772,4710
2021,"Redbridge 040","E02007020",9045,2533,6512
2021,"Wandsworth 038","E02007083",7248,1296,5952
2021,"Wandsworth 039","E02007084",9402,1856,7546
2021,"Hackney 030","E02007108",5682,646,5036
2021,"Hackney 031","E02007109",7223,1187,6036
2021,"Hackney 032","E02007110",7000,1646,5354
2021,"Hackney 033","E02007111",5807,1224,4583
2021,"Tower Hamlets 034","E02007112",5625,897,4728
2021,"Tower Hamlets 035","E02007113",6968,1456,5512
2021,"Tower Hamlets 036","E02007114",7168,2175,4993
2021,"Camden 029","E02007115",11207,4558,6649
