"date","geography","geography code","National Statistics Socio-economic Classification (NS-SEC): Total: All usual residents aged 16 years and over","National Statistics Socio-economic Classification (NS-SEC): L1, L2 and L3 Higher managerial, administrative and professional occupations","National Statistics Socio-economic Classification (NS-SEC): L4, L5 and L6 Lower managerial, administrative and professional occupations","National Statistics Socio-economic Classification (NS-SEC): L7 Intermediate occupations","National Statistics Socio-economic Classification (NS-SEC): L8 and L9 Small employers and own account workers","National Statistics Socio-economic Classification (NS-SEC): L10 and L11 Lower supervisory and technical occupations","National Statistics Socio-economic Classification (NS-SEC): L12 Semi-routine occupations","National Statistics Socio-economic Classification (NS-SEC): L13 Routine occupations","National Statistics Socio-economic Classification (NS-SEC): L14.1 and L14.2 Never worked and long-term unemployed","National Statistics Socio-economic Classification (NS-SEC): L15 Full-time students"
2021,"Greenwich 021","E02000333",5124,1556,1446,442,457,120,327,236,289,251
2021,"Greenwich 022","E02000334",5321,863,1107,549,609,245,496,511,518,423
2021,"Greenwich 023","E02000335",5283,946,1267,738,591,240,460,403,365,273
2021,"Greenwich 025","E02000337",6647,741,1116,757,800,345,786,825,768,509
2021,"Greenwich 027","E02000339",5085,1027,1231,641,608,200,429,346,311,292
2021,"Greenwich 028","E02000340",5609,966,1323,739,656,240,489,456,437,303
2021,"Greenwich 029","E02000341",6044,555,949,675,727,343,817,733,757,488
2021,"Greenwich 030","E02000342",5105,654,930,573,556,233,445,416,409,889
2021,"Greenwich 031","E02000343",5604,765,1085,642,677,298,595,570,600,372
2021,"Greenwich 032","E02000344",5172,843,1152,695,641,242,510,384,386,319
2021,"Hackney 001","E02000345",5360,553,1039,879,576,151,434,414,701,613
2021,"Hackney 002","E02000346",7518,1433,1485,599,591,306,664,652,1063,725
2021,"Hackney 003","E02000347",5504,656,1159,676,462,142,461,419,822,707
2021,"Hackney 004","E02000348",5398,476,986,724,444,178,536,478,918,658
2021,"Hackney 006","E02000350",8130,1525,2017,776,875,274,560,583,841,679
2021,"Hackney 007","E02000351",7941,2062,2042,569,607,245,532,476,719,689
2021,"Hackney 008","E02000352",5265,1066,1375,447,581,150,352,328,573,393
2021,"Hackney 009","E02000353",6484,1525,1776,511,702,191,361,402,584,432
2021,"Hackney 010","E02000354",8007,1181,1772,665,812,329,667,762,1060,759
2021,"Hackney 011","E02000355",6789,1213,1853,480,767,209,499,534,741,493
2021,"Hackney 012","E02000356",5903,1527,1748,395,645,141,313,332,406,396
2021,"Hackney 013","E02000357",5384,457,980,471,444,262,585,689,901,595
2021,"Hackney 014","E02000358",9404,1851,2447,709,917,328,683,744,1038,687
2021,"Hackney 015","E02000359",5386,868,1392,444,555,174,419,409,659,466
2021,"Hackney 016","E02000360",9218,1303,1771,724,819,351,973,1005,1359,913
2021,"Hackney 017","E02000361",6871,1273,1858,496,674,230,508,571,692,569
2021,"Hackney 018","E02000362",5816,830,1318,496,564,249,486,539,816,518
2021,"Hackney 019","E02000363",9162,1009,1645,753,738,332,1050,1152,1395,1088
2021,"Hackney 020","E02000364",7784,1674,2075,595,775,235,520,572,753,585
2021,"Hackney 022","E02000366",6857,1132,1484,538,672,245,572,644,933,637
2021,"Hackney 023","E02000367",8898,2129,2372,622,860,290,565,586,721,753
2021,"Hackney 024","E02000368",8182,1267,1699,628,700,325,759,816,1236,752
2021,"Hackney 025","E02000369",11248,2647,2565,772,1002,374,802,915,1249,922
2021,"Hackney 026","E02000370",7454,1720,1435,533,582,241,570,674,844,855
2021,"Hammersmith and Fulham 001","E02000372",8510,1008,1558,701,791,407,802,936,1078,1229
2021,"Hammersmith and Fulham 002","E02000373",5462,474,773,524,480,239,653,735,854,730
2021,"Hammersmith and Fulham 003","E02000374",5625,833,1177,533,570,235,459,457,622,739
2021,"Hammersmith and Fulham 004","E02000375",6301,1109,1345,516,682,249,511,560,656,673
2021,"Hammersmith and Fulham 005","E02000376",5834,1153,1369,495,542,247,488,511,559,470
2021,"Hammersmith and Fulham 006","E02000377",6581,1136,1515,521,679,257,529,540,658,746
2021,"Hammersmith and Fulham 007","E02000378",5579,1338,1317,443,523,211,416,393,460,478
2021,"Hammersmith and Fulham 008","E02000379",5968,1450,1577,460,629,161,343,352,537,459
2021,"Hammersmith and Fulham 009","E02000380",4569,1211,1184,351,492,127,242,248,373,341
2021,"Hammersmith and Fulham 010","E02000381",6313,1756,1509,461,671,170,398,366,501,481
2021,"Hammersmith and Fulham 011","E02000382",5260,1392,1278,367,513,173,284,248,427,578
2021,"Hammersmith and Fulham 012","E02000383",7529,1694,1687,567,623,219,521,513,698,1007
2021,"Hammersmith and Fulham 013","E02000384",7137,1427,1480,549,545,283,584,558,762,949
2021,"Hammersmith and Fulham 014","E02000385",5101,1445,1327,381,387,159,246,263,258,635
2021,"Hammersmith and Fulham 015","E02000386",6443,1016,1205,548,580,302,597,606,771,818
2021,"Hammersmith and Fulham 016","E02000387",5220,921,1199,425,405,218,419,388,491,754
2021,"Hammersmith and Fulham 017","E02000388",7591,2075,1813,506,661,209,475,491,569,792
2021,"Hammersmith and Fulham 018","E02000389",7312,2033,1742,598,746,179,347,357,435,875
2021,"Hammersmith and Fulham 019","E02000390",5291,1404,1202,400,492,149,345,377,395,527
2021,"Hammersmith and Fulham 020","E02000391",6254,1970,1422,454,674,119,344,308,488,475
2021,"Hammersmith and Fulham 021","E02000392",7692,2203,1756,564,731,205,424,455,580,774
2021,"Hammersmith and Fulham 022","E02000393",4985,1700,1299,363,463,91,186,188,238,457
2021,"Hammersmith and Fulham 023","E02000394",7722,2042,1794,652,789,194,465,429,677,680
2021,"Hammersmith and Fulham 024","E02000395",4875,1550,1258,384,560,93,211,195,223,401
2021,"Hammersmith and Fulham 025","E02000396",5477,1425,1210,460,615,143,335,388,425,476
2021,"Haringey 001","E02000397",6541,846,1255,529,1054,343,569,704,759,482
2021,"Haringey 002","E02000398",5922,284,674,436,771,290,714,950,1101,702
2021,"Haringey 004","E02000400",6357,1018,1417,514,884,239,522,536,684,543
2021,"Haringey 005","E02000401",5608,372,848,487,652,296,676,687,927,663
2021,"Haringey 006","E02000402",5190,304,719,463,610,239,651,753,893,558
2021,"Haringey 007","E02000403",6218,848,1225,438,974,303,536,719,658,517
2021,"Haringey 008","E02000404",5903,505,857,478,912,313,542,785,923,588
2021,"Haringey 009","E02000405",4983,1446,1453,369,601,104,213,190,241,366
2021,"Haringey 010","E02000406",5743,538,992,426,830,293,602,757,822,483
2021,"Haringey 011","E02000407",6172,479,926,461,894,308,694,922,920,568
2021,"Haringey 012","E02000408",6476,435,941,506,943,321,687,954,1027,662
2021,"Haringey 013","E02000409",5011,534,868,372,590,224,529,666,765,463
2021,"Haringey 014","E02000410",5196,1412,1431,346,690,138,226,192,248,513
2021,"Haringey 015","E02000411",9372,958,1504,681,1108,377,856,1068,1056,1764
2021,"Haringey 016","E02000412",6303,593,1138,468,751,356,599,837,895,666
2021,"Haringey 017","E02000413",6039,1614,1545,448,666,156,333,308,469,500
2021,"Haringey 018","E02000414",5847,617,1112,422,904,276,540,808,645,523
2021,"Haringey 019","E02000415",6068,768,1205,452,811,300,517,791,690,534
2021,"Haringey 020","E02000416",7083,1549,1818,548,706,233,552,497,706,474
2021,"Haringey 021","E02000417",5443,1569,1539,415,681,140,222,217,313,347
2021,"Haringey 022","E02000418",4447,1332,1349,295,515,76,176,188,240,276
2021,"Haringey 023","E02000419",7403,1241,1663,605,823,369,593,829,776,504
2021,"Haringey 024","E02000420",6759,778,1283,478,908,320,651,921,903,517
2021,"Haringey 025","E02000421",7077,532,1123,500,855,342,733,1065,1014,913
2021,"Haringey 026","E02000422",6020,604,1021,454,811,305,569,893,846,517
2021,"Haringey 027","E02000423",5951,831,1307,421,662,304,561,794,679,392
2021,"Haringey 028","E02000424",5652,1424,1628,417,566,151,347,315,441,363
2021,"Haringey 029","E02000425",5116,409,868,794,580,195,467,581,572,650
2021,"Haringey 030","E02000426",5324,1591,1370,340,633,127,273,225,383,382
2021,"Haringey 031","E02000427",5780,1133,1411,485,692,269,371,526,484,409
2021,"Haringey 032","E02000428",6848,696,1335,494,829,333,679,910,898,674
2021,"Haringey 033","E02000429",5620,1910,1628,376,580,113,258,178,289,288
2021,"Haringey 034","E02000430",5824,1573,1833,420,602,178,329,251,320,318
2021,"Haringey 035","E02000431",5084,1662,1547,329,561,96,173,152,225,339
2021,"Haringey 036","E02000432",5337,1371,1426,375,500,168,329,361,459,348
2021,"Harrow 001","E02000433",7180,1503,1481,810,1170,151,508,318,746,493
2021,"Harrow 002","E02000434",8107,1715,1573,863,1247,227,573,485,785,639
2021,"Harrow 003","E02000435",6576,1040,1206,689,1011,177,514,467,841,631
2021,"Harrow 004","E02000436",4823,1235,1124,579,677,93,279,168,362,306
2021,"Harrow 005","E02000437",7064,958,1386,832,1093,219,666,515,817,578
2021,"Harrow 006","E02000438",6698,1128,1271,768,841,240,591,542,767,550
2021,"Harrow 007","E02000439",7347,788,1163,693,1439,289,674,717,857,727
2021,"Harrow 008","E02000440",7698,1440,1484,964,1266,203,550,468,678,645
2021,"Harrow 009","E02000441",5983,1295,1239,624,725,156,482,342,661,459
2021,"Harrow 010","E02000442",7701,657,1050,688,1889,255,758,787,827,790
2021,"Harrow 011","E02000443",8386,874,1277,836,1227,333,807,916,1187,929
2021,"Harrow 012","E02000444",6906,955,1115,753,1368,221,589,554,765,586
2021,"Harrow 013","E02000445",9148,965,1435,857,1463,364,898,1062,1258,846
2021,"Harrow 015","E02000447",6478,1321,1442,789,821,206,457,396,524,522
2021,"Harrow 016","E02000448",5645,1649,1354,667,600,109,316,212,399,339
2021,"Harrow 017","E02000449",6808,655,933,679,1350,235,731,737,851,637
2021,"Harrow 019","E02000451",5479,1242,1278,668,725,120,357,271,403,415
2021,"Harrow 020","E02000452",7530,1152,1421,687,1046,285,618,702,872,747
2021,"Harrow 021","E02000453",6692,1233,1369,725,913,246,567,446,633,560
2021,"Harrow 022","E02000454",5731,1578,1379,716,621,122,327,231,347,410
2021,"Harrow 023","E02000455",9517,2109,2037,871,1096,273,673,585,1052,821
2021,"Harrow 024","E02000456",6401,1089,1302,723,892,236,538,434,597,590
2021,"Harrow 025","E02000457",5778,1183,1250,661,668,195,442,367,549,463
2021,"Harrow 027","E02000459",7345,921,1280,812,948,277,757,728,919,703
2021,"Harrow 028","E02000460",5673,740,1004,650,545,233,633,521,775,572
2021,"Harrow 029","E02000461",5813,1080,1291,454,769,165,345,295,569,845
2021,"Harrow 030","E02000462",5647,626,963,569,725,246,624,606,723,565
2021,"Harrow 031","E02000463",6940,713,1125,812,828,305,766,738,917,736
2021,"Havering 001","E02000464",6065,472,1052,754,818,343,800,737,660,429
2021,"Havering 002","E02000465",7117,619,1266,876,938,425,871,934,687,501
2021,"Havering 003","E02000466",7133,585,1314,964,979,373,981,787,701,449
2021,"Havering 004","E02000467",8362,497,1260,976,1005,485,1225,1173,973,768
2021,"Havering 005","E02000468",6810,590,1271,921,957,392,858,754,601,466
2021,"Havering 006","E02000469",5586,433,858,716,762,327,703,760,623,404
2021,"Havering 007","E02000470",8049,1345,1807,1264,977,377,718,638,538,385
2021,"Havering 008","E02000471",6487,852,1425,1062,952,311,607,507,428,343
2021,"Havering 009","E02000472",7569,835,1544,1165,1017,411,856,729,568,444
2021,"Havering 010","E02000473",8381,1269,1798,1336,995,402,802,694,593,492
2021,"Havering 011","E02000474",7204,744,1346,995,976,381,880,733,629,520
2021,"Havering 012","E02000475",7905,1465,1793,1213,1051,328,653,499,519,384
2021,"Havering 013","E02000476",7555,1005,1562,910,947,359,775,708,792,497
2021,"Havering 014","E02000477",7888,1340,1805,1306,952,335,727,563,436,424
2021,"Havering 015","E02000478",5093,1036,1026,735,760,144,348,264,486,294
2021,"Havering 016","E02000479",7504,898,1567,1012,927,372,789,676,702,561
2021,"Havering 017","E02000480",10616,1177,2139,1356,1279,513,1112,1087,1083,870
2021,"Havering 018","E02000481",6656,928,1476,1221,728,315,702,535,404,347
2021,"Havering 019","E02000482",5407,1165,1293,968,547,196,416,263,250,309
2021,"Havering 020","E02000483",6641,846,1419,1032,840,355,721,607,508,313
2021,"Havering 021","E02000484",7004,878,1521,1214,849,359,708,598,452,425
2021,"Havering 022","E02000485",6884,1105,1536,1139,818,370,622,530,434,330
2021,"Havering 023","E02000486",6167,775,1264,1072,690,344,679,619,424,300
2021,"Havering 024","E02000487",6597,1344,1598,1238,707,244,503,319,314,330
2021,"Havering 025","E02000488",6345,887,1383,1162,676,355,704,523,389,266
2021,"Havering 026","E02000489",6867,800,1335,997,801,393,799,728,589,425
2021,"Havering 027","E02000490",6778,579,1247,1066,794,399,809,831,608,445
2021,"Havering 028","E02000491",8247,681,1442,1103,1028,457,994,1022,819,701
2021,"Havering 029","E02000492",5627,552,1036,879,719,342,680,632,498,289
2021,"Havering 030","E02000493",5185,456,822,690,675,281,648,713,520,380
2021,"Hillingdon 001","E02000494",6589,1865,1551,751,759,127,353,260,542,381
2021,"Hillingdon 002","E02000495",8385,1625,1837,974,1177,287,653,596,665,571
2021,"Hillingdon 003","E02000496",6384,829,1436,853,820,368,632,602,520,324
2021,"Hillingdon 004","E02000497",7608,1553,1729,984,868,275,649,491,611,448
2021,"Hillingdon 005","E02000498",5175,911,1247,733,591,287,423,363,365,255
2021,"Hillingdon 006","E02000499",6370,1401,1519,928,666,243,435,373,410,395
2021,"Hillingdon 007","E02000500",6919,1502,1740,936,793,251,480,339,438,440
2021,"Hillingdon 008","E02000501",6809,1309,1659,1000,713,321,552,463,417,375
2021,"Hillingdon 009","E02000502",7027,1283,1735,882,738,377,556,554,481,421
2021,"Hillingdon 010","E02000503",6955,1221,1662,1065,727,337,611,533,429,370
2021,"Hillingdon 011","E02000504",6151,1385,1599,901,689,216,426,322,293,320
2021,"Hillingdon 013","E02000506",6581,1389,1610,811,862,217,425,384,476,407
2021,"Hillingdon 014","E02000507",6401,844,1343,844,733,366,627,609,550,485
2021,"Hillingdon 015","E02000508",9804,1536,1956,961,718,363,671,638,736,2225
2021,"Hillingdon 016","E02000509",8855,869,1328,726,682,304,637,644,735,2930
2021,"Hillingdon 017","E02000510",7313,977,1518,1020,767,334,720,663,663,651
2021,"Hillingdon 018","E02000511",7804,703,1297,1003,953,421,909,949,870,699
2021,"Hillingdon 019","E02000512",6812,591,1178,778,810,366,724,830,900,635
2021,"Hillingdon 020","E02000513",7179,456,988,690,821,410,981,955,1167,711
2021,"Hillingdon 021","E02000514",8231,573,1166,835,889,410,1058,1154,1208,938
2021,"Hillingdon 022","E02000515",10424,1212,1955,1171,1056,573,1069,1176,1075,1137
2021,"Hillingdon 023","E02000516",6708,532,998,689,798,334,828,917,970,642
2021,"Hillingdon 024","E02000517",7944,620,1156,848,848,425,1020,1028,1214,785
2021,"Hillingdon 025","E02000518",7374,645,1156,880,752,410,877,975,899,780
2021,"Hillingdon 026","E02000519",7320,483,1015,694,783,377,919,1008,1217,824
2021,"Hillingdon 027","E02000520",10791,928,1465,1068,1126,562,1210,1625,1734,1073
2021,"Hillingdon 028","E02000521",10056,1214,1601,1058,980,542,1093,1287,1295,986
2021,"Hillingdon 029","E02000522",7394,788,1296,866,866,446,804,910,853,565
2021,"Hillingdon 030","E02000523",9033,820,1322,885,933,517,1050,1303,1255,948
2021,"Hillingdon 031","E02000524",6062,438,989,740,652,467,654,1009,679,434
2021,"Hillingdon 032","E02000525",7700,475,994,866,716,517,1033,1377,1074,648
2021,"Hounslow 001","E02000526",7176,2188,1859,549,807,184,297,310,407,575
2021,"Hounslow 004","E02000529",7554,645,1149,814,819,353,902,926,1221,725
2021,"Hounslow 005","E02000530",6037,312,668,570,659,312,820,914,1107,675
2021,"Hounslow 006","E02000531",9423,1750,2189,909,1196,382,670,774,851,702
2021,"Hounslow 007","E02000532",7285,1907,1821,603,912,218,429,421,508,466
2021,"Hounslow 008","E02000533",6764,1874,1790,510,805,174,378,328,457,448
2021,"Hounslow 009","E02000534",6940,1371,1494,792,893,283,479,504,579,545
2021,"Hounslow 010","E02000535",8113,742,1184,925,975,419,869,1115,1141,743
2021,"Hounslow 011","E02000536",8701,850,1398,868,1059,383,978,1056,1236,873
2021,"Hounslow 012","E02000537",8137,1173,1338,808,1105,356,725,837,846,949
2021,"Hounslow 013","E02000538",8164,548,982,872,773,529,969,1573,1200,718
2021,"Hounslow 014","E02000539",9614,1611,2280,967,1091,420,786,878,833,748
2021,"Hounslow 015","E02000540",9507,1249,1773,928,1078,552,975,1118,1071,763
2021,"Hounslow 016","E02000541",8452,560,1070,854,860,504,971,1609,1287,737
2021,"Hounslow 017","E02000542",9577,827,1363,971,969,563,1187,1422,1384,891
2021,"Hounslow 018","E02000543",10898,1429,1785,1058,1264,651,1090,1345,1310,966
2021,"Hounslow 019","E02000544",7011,932,1337,864,981,347,638,709,618,585
2021,"Hounslow 020","E02000545",7147,1052,1508,677,824,305,730,681,764,606
2021,"Hounslow 021","E02000546",8182,714,1231,887,984,410,880,1118,1168,790
2021,"Hounslow 022","E02000547",8643,625,1405,1049,871,566,1148,1329,992,658
2021,"Hounslow 023","E02000548",8126,507,1307,1017,851,530,1104,1192,976,642
2021,"Hounslow 024","E02000549",10112,850,1658,1151,1163,601,1248,1430,1089,922
2021,"Hounslow 025","E02000550",8228,798,1370,977,789,484,1034,1183,928,665
2021,"Hounslow 026","E02000551",7426,467,1130,738,921,454,1046,1098,953,619
2021,"Hounslow 027","E02000552",7189,679,1316,971,804,466,789,938,704,522
2021,"Hounslow 028","E02000553",5513,500,992,671,723,342,617,726,571,371
2021,"Islington 001","E02000554",7636,1175,1672,715,662,317,702,742,1001,650
2021,"Islington 002","E02000555",7967,1679,1838,671,652,269,609,590,865,794
2021,"Islington 003","E02000556",9787,2088,2513,766,740,339,690,711,977,963
2021,"Islington 004","E02000557",7456,1544,1774,679,658,246,552,586,781,636
2021,"Islington 005","E02000558",7615,959,1323,660,614,322,724,846,1290,877
2021,"Islington 006","E02000559",7935,2389,2005,586,647,226,417,418,636,611
2021,"Islington 007","E02000560",6405,1404,1574,473,565,230,382,504,531,742
2021,"Islington 008","E02000561",6288,1736,1691,432,596,147,268,340,402,676
2021,"Islington 009","E02000562",6641,1734,1611,487,572,212,439,452,632,502
2021,"Islington 010","E02000563",7238,1189,1475,593,560,285,606,739,958,833
2021,"Islington 011","E02000564",10815,2775,2702,774,767,357,655,657,804,1324
2021,"Islington 012","E02000565",7118,1347,1622,506,662,223,504,596,901,757
2021,"Islington 013","E02000566",7240,2378,1823,471,543,163,353,384,544,581
2021,"Islington 014","E02000567",8951,2350,2209,641,802,287,633,610,862,557
2021,"Islington 015","E02000568",9584,1617,1702,736,753,365,797,965,1217,1432
2021,"Islington 016","E02000569",8234,2162,1793,642,671,263,565,614,876,648
2021,"Islington 017","E02000570",7153,2588,1761,453,639,145,314,298,456,499
2021,"Islington 018","E02000571",7504,1985,1485,551,600,246,567,586,774,710
2021,"Islington 019","E02000572",7147,991,1187,632,540,279,690,698,1056,1074
2021,"Islington 020","E02000573",9027,3108,2067,556,664,193,476,392,674,897
2021,"Islington 021","E02000574",7024,1761,1361,464,543,175,409,401,604,1306
2021,"Islington 022","E02000575",9880,2592,1812,607,711,244,525,574,834,1981
2021,"Islington 023","E02000576",8977,2041,1574,674,685,298,701,712,946,1346
2021,"Kensington and Chelsea 001","E02000577",6575,612,1085,535,660,278,715,742,1036,912
2021,"Kensington and Chelsea 002","E02000578",4911,449,789,412,500,174,577,563,891,556
2021,"Kensington and Chelsea 003","E02000579",7485,1347,1621,638,869,278,600,640,867,625
2021,"Kensington and Chelsea 004","E02000580",6945,1328,1461,551,795,238,645,580,872,475
2021,"Kensington and Chelsea 005","E02000581",6149,676,982,545,598,248,657,706,1129,608
2021,"Kensington and Chelsea 006","E02000582",5727,1871,1296,329,652,108,267,255,385,564
2021,"Kensington and Chelsea 007","E02000583",5526,1789,1207,371,702,98,285,248,361,465
2021,"Kensington and Chelsea 008","E02000584",6000,2133,1311,374,700,93,239,146,405,599
2021,"Kensington and Chelsea 009","E02000585",6712,1878,1359,373,770,164,418,327,784,639
2021,"Kensington and Chelsea 010","E02000586",5572,1899,1016,237,658,63,203,163,583,750
2021,"Kensington and Chelsea 011","E02000587",5559,1983,1137,311,643,83,204,119,477,602
2021,"Kensington and Chelsea 012","E02000588",5201,1781,989,251,695,56,268,134,415,612
2021,"Kensington and Chelsea 013","E02000589",6441,1939,1121,383,662,104,249,195,511,1277
2021,"Kensington and Chelsea 014","E02000590",5227,1247,1035,364,576,118,421,290,590,586
2021,"Kensington and Chelsea 015","E02000591",5444,1333,1049,344,496,139,332,306,687,758
2021,"Kensington and Chelsea 016","E02000592",4939,1842,986,220,589,53,163,150,290,646
2021,"Kensington and Chelsea 017","E02000593",6463,1882,1292,350,672,107,312,259,544,1045
2021,"Kensington and Chelsea 018","E02000594",5769,1811,1224,339,725,129,367,318,451,405
2021,"Kensington and Chelsea 019","E02000595",5289,1634,1068,309,708,64,287,224,497,498
2021,"Kensington and Chelsea 020","E02000596",5798,1822,1337,321,641,89,241,222,371,754
2021,"Kensington and Chelsea 021","E02000597",5357,982,1062,363,625,170,494,418,748,495
2021,"Kingston upon Thames 001","E02000598",6193,1626,1591,682,764,140,339,236,332,483
2021,"Kingston upon Thames 002","E02000599",5782,1541,1205,526,775,100,280,195,513,647
2021,"Kingston upon Thames 003","E02000600",6548,1482,1764,590,655,204,468,330,425,630
2021,"Kingston upon Thames 004","E02000601",9212,2649,2411,794,841,201,529,392,584,811
2021,"Kingston upon Thames 005","E02000602",8265,1316,1670,679,738,273,666,609,711,1603
2021,"Kingston upon Thames 006","E02000603",6852,985,1262,638,719,288,694,626,712,928
2021,"Kingston upon Thames 007","E02000604",7286,1606,1725,769,863,230,551,416,575,551
2021,"Kingston upon Thames 008","E02000605",6746,1507,1581,719,744,215,546,398,576,460
2021,"Kingston upon Thames 009","E02000606",9126,2242,2253,730,794,239,481,377,449,1561
2021,"Kingston upon Thames 010","E02000607",5572,1285,1385,476,515,149,300,230,232,1000
2021,"Kingston upon Thames 011","E02000608",6242,1600,1627,520,579,167,361,323,343,722
2021,"Kingston upon Thames 012","E02000609",6217,1076,1300,706,818,214,544,408,626,525
2021,"Kingston upon Thames 013","E02000610",6721,1681,1699,620,642,217,480,422,463,497
2021,"Kingston upon Thames 014","E02000611",5948,1351,1490,717,680,171,438,302,326,473
2021,"Kingston upon Thames 015","E02000612",6763,1462,1556,912,788,238,533,342,510,422
2021,"Kingston upon Thames 016","E02000613",6335,1474,1639,615,715,227,480,404,378,403
2021,"Kingston upon Thames 017","E02000614",7392,1042,1434,820,970,331,858,657,610,670
2021,"Kingston upon Thames 018","E02000615",6291,879,1417,846,839,328,641,542,396,403
2021,"Kingston upon Thames 019","E02000616",4875,664,1132,784,607,272,471,458,221,266
2021,"Kingston upon Thames 020","E02000617",7095,900,1545,929,853,376,803,729,530,430
2021,"Lambeth 002","E02000619",7558,1327,1581,657,625,301,720,816,830,701
2021,"Lambeth 003","E02000620",8519,1918,1962,658,709,284,626,806,669,887
2021,"Lambeth 004","E02000621",11289,2909,2515,808,845,326,714,792,844,1536
2021,"Lambeth 005","E02000622",7356,1688,1766,564,555,256,544,715,603,665
2021,"Lambeth 006","E02000623",6653,959,1264,590,612,353,650,927,670,628
2021,"Lambeth 007","E02000624",8263,1938,1822,704,647,231,612,812,805,692
2021,"Lambeth 008","E02000625",7697,1347,1449,619,589,331,740,1102,793,727
2021,"Lambeth 009","E02000626",6790,769,1184,644,625,296,750,964,822,736
2021,"Lambeth 010","E02000627",8254,1860,1864,643,629,302,669,773,699,815
2021,"Lambeth 011","E02000628",9238,1440,1691,705,791,403,842,1246,1137,983
2021,"Lambeth 012","E02000629",8088,2424,2185,631,562,260,475,485,554,512
2021,"Lambeth 013","E02000630",6610,2053,1807,488,504,182,382,386,414,394
2021,"Lambeth 014","E02000631",7951,1879,2059,586,666,265,573,632,555,736
2021,"Lambeth 015","E02000632",8899,2938,2560,697,482,240,511,521,471,479
2021,"Lambeth 016","E02000633",7847,1588,1844,624,547,289,662,762,815,716
2021,"Lambeth 017","E02000634",5894,1363,1467,549,410,202,427,493,521,462
2021,"Lambeth 018","E02000635",8477,2117,2252,698,697,278,556,574,622,683
2021,"Lambeth 019","E02000636",6510,2461,1826,445,577,117,217,253,296,318
2021,"Lambeth 020","E02000637",7405,2045,2190,561,530,277,382,523,424,473
2021,"Lambeth 021","E02000638",8754,1540,1964,758,809,401,773,1018,830,661
2021,"Lambeth 022","E02000639",7155,988,1451,656,655,335,717,990,703,660
2021,"Lambeth 023","E02000640",7712,2491,2097,641,553,191,413,394,431,501
2021,"Lambeth 024","E02000641",6830,787,1300,631,588,315,696,980,791,742
2021,"Lambeth 025","E02000642",8013,1838,2010,662,738,295,574,659,608,629
2021,"Lambeth 026","E02000643",7885,1899,1939,631,807,255,533,593,594,634
2021,"Lambeth 027","E02000644",6917,1525,1758,572,821,250,467,539,467,518
2021,"Lambeth 028","E02000645",7702,1741,1908,675,789,237,499,679,670,504
2021,"Lambeth 029","E02000646",7965,1803,2045,682,849,304,544,639,615,484
2021,"Lambeth 030","E02000647",6930,1445,1720,632,799,230,504,512,594,494
2021,"Lambeth 031","E02000648",6071,823,1236,623,577,284,579,656,751,542
2021,"Lambeth 032","E02000649",10419,2056,2510,888,1313,398,736,998,873,647
2021,"Lambeth 033","E02000650",6161,1144,1435,603,621,257,532,577,551,441
2021,"Lambeth 034","E02000651",7208,1363,1624,625,939,314,526,765,609,443
2021,"Lambeth 035","E02000652",6164,804,1186,690,876,273,546,656,592,541
2021,"Lewisham 001","E02000653",10608,2223,2232,843,775,459,974,903,1064,1135
2021,"Lewisham 002","E02000654",7017,856,1336,606,543,351,842,848,804,831
2021,"Lewisham 003","E02000655",8400,1117,1679,653,672,405,835,945,884,1210
2021,"Lewisham 005","E02000657",8352,1329,1802,624,723,302,651,742,686,1493
2021,"Lewisham 006","E02000658",7292,1261,1751,600,685,287,601,749,612,746
2021,"Lewisham 007","E02000659",6670,1755,1652,511,542,186,491,423,538,572
2021,"Lewisham 008","E02000660",6892,1546,1901,602,583,238,482,430,501,609
2021,"Lewisham 009","E02000661",5412,1373,1451,519,498,166,360,300,391,354
2021,"Lewisham 010","E02000662",6598,1059,1619,632,616,228,572,646,636,590
2021,"Lewisham 011","E02000663",5656,1195,1530,435,546,194,438,409,421,488
2021,"Lewisham 013","E02000665",6573,1378,1704,581,632,270,535,478,530,465
2021,"Lewisham 014","E02000666",5766,1150,1531,518,541,219,455,400,482,470
2021,"Lewisham 015","E02000667",5335,1190,1483,491,500,195,324,353,351,448
2021,"Lewisham 016","E02000668",5298,1186,1377,503,523,205,339,359,390,416
2021,"Lewisham 017","E02000669",6442,1277,1605,567,638,252,542,543,608,410
2021,"Lewisham 018","E02000670",5387,701,1127,540,517,255,698,591,528,430
2021,"Lewisham 019","E02000671",6989,1572,1871,680,716,225,528,470,496,431
2021,"Lewisham 020","E02000672",8217,1301,1900,715,902,351,768,763,915,602
2021,"Lewisham 021","E02000673",6630,1562,1994,572,700,222,416,369,372,423
2021,"Lewisham 022","E02000674",6789,1062,1559,705,708,287,640,583,674,571
2021,"Lewisham 023","E02000675",6830,1086,1616,778,805,298,644,584,546,473
2021,"Lewisham 024","E02000676",6245,1400,1753,576,632,237,438,393,420,396
2021,"Lewisham 025","E02000677",5866,905,1320,668,609,229,546,495,673,421
2021,"Lewisham 026","E02000678",5332,488,982,546,675,282,669,569,608,513
2021,"Lewisham 027","E02000679",6406,1188,1604,634,673,236,506,499,616,450
2021,"Lewisham 028","E02000680",5509,1002,1387,535,542,197,458,479,488,421
2021,"Lewisham 029","E02000681",6676,748,1325,770,704,302,758,663,809,597
