"date","geography","geography code","Hours worked: Total: All usual residents aged 16 years and over in employment the week before the census","Hours worked: Part-time","Hours worked: Part-time: 15 hours or less worked","Hours worked: Part-time: 16 to 30 hours worked","Hours worked: Full-time","Hours worked: Full-time: 31 to 48 hours worked","Hours worked: Full-time: 49 or more hours worked"
2021,"Southwark 014","E02000820",4891,1152,477,675,3739,3033,706
2021,"Southwark 015","E02000821",4470,1769,847,922,2701,2337,364
2021,"Southwark 016","E02000822",3282,1008,390,618,2274,1973,301
2021,"Southwark 017","E02000823",4639,1310,527,783,3329,2792,537
2021,"Southwark 018","E02000824",4662,1651,647,1004,3011,2590,421
2021,"Southwark 019","E02000825",4805,1560,558,1002,3245,2803,442
2021,"Southwark 020","E02000826",5262,1521,561,960,3741,3186,555
2021,"Southwark 021","E02000827",5984,1819,693,1126,4165,3566,599
2021,"Southwark 022","E02000828",4589,1417,548,869,3172,2706,466
2021,"Southwark 023","E02000829",5829,1583,566,1017,4246,3518,728
2021,"Southwark 024","E02000830",5454,1259,544,715,4195,3302,893
2021,"Southwark 025","E02000831",5556,1339,503,836,4217,3354,863
2021,"Southwark 026","E02000832",4972,1369,512,857,3603,3068,535
2021,"Southwark 027","E02000833",3983,1037,381,656,2946,2546,400
2021,"Southwark 028","E02000834",5621,1117,399,718,4504,3545,959
2021,"Southwark 029","E02000835",4110,1079,396,683,3031,2471,560
2021,"Southwark 030","E02000836",4769,1087,423,664,3682,2759,923
2021,"Southwark 031","E02000837",4292,1084,456,628,3208,2250,958
2021,"Southwark 032","E02000838",5204,1331,490,841,3873,3084,789
2021,"Southwark 033","E02000839",4129,1147,467,680,2982,2355,627
2021,"Sutton 001","E02000840",4325,1272,451,821,3053,2687,366
2021,"Sutton 002","E02000841",4397,1346,477,869,3051,2693,358
2021,"Sutton 003","E02000842",4143,1221,453,768,2922,2537,385
2021,"Sutton 004","E02000843",5247,1204,404,800,4043,3550,493
2021,"Sutton 005","E02000844",4280,1240,402,838,3040,2646,394
2021,"Sutton 006","E02000845",4883,1268,466,802,3615,3048,567
2021,"Sutton 007","E02000846",3827,1144,411,733,2683,2327,356
2021,"Sutton 008","E02000847",4643,1281,461,820,3362,2826,536
2021,"Sutton 009","E02000848",4209,1295,450,845,2914,2509,405
2021,"Sutton 010","E02000849",4145,1229,468,761,2916,2530,386
2021,"Sutton 011","E02000850",5482,1598,575,1023,3884,3386,498
2021,"Sutton 012","E02000851",5967,1547,584,963,4420,3833,587
2021,"Sutton 013","E02000852",4282,1187,425,762,3095,2618,477
2021,"Sutton 014","E02000853",4138,1126,396,730,3012,2608,404
2021,"Sutton 015","E02000854",3929,1062,410,652,2867,2419,448
2021,"Sutton 016","E02000855",3985,1198,463,735,2787,2313,474
2021,"Sutton 017","E02000856",4689,1289,480,809,3400,2873,527
2021,"Sutton 018","E02000857",4693,1123,421,702,3570,3091,479
2021,"Sutton 019","E02000858",3669,1212,413,799,2457,2140,317
2021,"Sutton 020","E02000859",3862,1143,450,693,2719,2234,485
2021,"Sutton 021","E02000860",4453,1124,413,711,3329,2904,425
2021,"Sutton 022","E02000861",3640,1086,464,622,2554,2041,513
2021,"Sutton 024","E02000863",3272,910,325,585,2362,1946,416
2021,"Tower Hamlets 001","E02000864",5766,1412,526,886,4354,3546,808
2021,"Tower Hamlets 002","E02000865",3701,1116,388,728,2585,2157,428
2021,"Tower Hamlets 003","E02000866",5794,1410,548,862,4384,3489,895
2021,"Tower Hamlets 004","E02000867",6575,1409,579,830,5166,4226,940
2021,"Tower Hamlets 005","E02000868",3898,1038,422,616,2860,2318,542
2021,"Tower Hamlets 006","E02000869",2975,785,311,474,2190,1674,516
2021,"Tower Hamlets 007","E02000870",3085,952,355,597,2133,1764,369
2021,"Tower Hamlets 008","E02000871",5294,1704,627,1077,3590,3095,495
2021,"Tower Hamlets 009","E02000872",4273,1064,427,637,3209,2449,760
2021,"Tower Hamlets 010","E02000873",3911,1388,551,837,2523,2091,432
2021,"Tower Hamlets 011","E02000874",3265,1060,379,681,2205,1849,356
2021,"Tower Hamlets 012","E02000875",6188,1895,683,1212,4293,3586,707
2021,"Tower Hamlets 013","E02000876",3535,1024,374,650,2511,2059,452
2021,"Tower Hamlets 014","E02000877",6501,1932,709,1223,4569,3777,792
2021,"Tower Hamlets 015","E02000878",5144,1334,580,754,3810,2813,997
2021,"Tower Hamlets 016","E02000879",3639,1347,509,838,2292,1885,407
2021,"Tower Hamlets 017","E02000880",2974,1016,411,605,1958,1633,325
2021,"Tower Hamlets 018","E02000881",4810,1482,570,912,3328,2841,487
2021,"Tower Hamlets 019","E02000882",4747,1569,581,988,3178,2677,501
2021,"Tower Hamlets 020","E02000883",3667,1280,458,822,2387,2047,340
2021,"Tower Hamlets 021","E02000884",6508,1538,615,923,4970,3589,1381
2021,"Tower Hamlets 022","E02000885",2829,1094,391,703,1735,1495,240
2021,"Tower Hamlets 023","E02000886",5307,1253,510,743,4054,3191,863
2021,"Tower Hamlets 024","E02000887",4783,1520,531,989,3263,2701,562
2021,"Tower Hamlets 025","E02000888",4412,1182,408,774,3230,2517,713
2021,"Tower Hamlets 026","E02000889",5135,1050,420,630,4085,3031,1054
2021,"Tower Hamlets 027","E02000890",3845,630,249,381,3215,2265,950
2021,"Tower Hamlets 030","E02000893",3707,992,379,613,2715,2231,484
2021,"Tower Hamlets 031","E02000894",6158,1294,524,770,4864,3951,913
2021,"Waltham Forest 001","E02000895",3760,1188,475,713,2572,2211,361
2021,"Waltham Forest 002","E02000896",4652,1330,565,765,3322,2761,561
2021,"Waltham Forest 003","E02000897",3983,1194,456,738,2789,2369,420
2021,"Waltham Forest 004","E02000898",3705,1088,432,656,2617,2213,404
2021,"Waltham Forest 005","E02000899",4180,1326,499,827,2854,2404,450
2021,"Waltham Forest 006","E02000900",4097,1407,482,925,2690,2308,382
2021,"Waltham Forest 007","E02000901",5342,1436,536,900,3906,3263,643
2021,"Waltham Forest 008","E02000902",4756,1447,517,930,3309,2879,430
2021,"Waltham Forest 009","E02000903",4721,1413,477,936,3308,2855,453
2021,"Waltham Forest 010","E02000904",4380,1248,457,791,3132,2639,493
2021,"Waltham Forest 011","E02000905",5434,1549,526,1023,3885,3324,561
2021,"Waltham Forest 012","E02000906",5042,1456,538,918,3586,3079,507
2021,"Waltham Forest 013","E02000907",4729,1549,542,1007,3180,2715,465
2021,"Waltham Forest 014","E02000908",7215,1779,642,1137,5436,4683,753
2021,"Waltham Forest 015","E02000909",4901,1295,459,836,3606,2960,646
2021,"Waltham Forest 016","E02000910",6262,1681,586,1095,4581,3856,725
2021,"Waltham Forest 017","E02000911",7049,1896,668,1228,5153,4361,792
2021,"Waltham Forest 018","E02000912",4765,1392,513,879,3373,2873,500
2021,"Waltham Forest 019","E02000913",4569,1358,543,815,3211,2761,450
2021,"Waltham Forest 020","E02000914",5224,1794,625,1169,3430,2939,491
2021,"Waltham Forest 021","E02000915",4468,1187,473,714,3281,2735,546
2021,"Waltham Forest 022","E02000916",5496,1554,617,937,3942,3396,546
2021,"Waltham Forest 023","E02000917",5274,1384,524,860,3890,3296,594
2021,"Waltham Forest 024","E02000918",4948,1428,544,884,3520,2968,552
2021,"Waltham Forest 025","E02000919",5085,1399,576,823,3686,3055,631
2021,"Waltham Forest 026","E02000920",5170,1503,530,973,3667,3185,482
2021,"Waltham Forest 027","E02000921",5736,1844,648,1196,3892,3384,508
2021,"Waltham Forest 028","E02000922",5429,1616,625,991,3813,3248,565
2021,"Wandsworth 001","E02000923",4357,919,412,507,3438,2482,956
2021,"Wandsworth 003","E02000925",4170,1112,412,700,3058,2415,643
2021,"Wandsworth 004","E02000926",7480,1325,574,751,6155,4632,1523
2021,"Wandsworth 005","E02000927",4188,772,311,461,3416,2628,788
2021,"Wandsworth 006","E02000928",4864,914,382,532,3950,2836,1114
2021,"Wandsworth 007","E02000929",3988,1053,393,660,2935,2478,457
2021,"Wandsworth 008","E02000930",6762,1043,430,613,5719,4322,1397
2021,"Wandsworth 009","E02000931",5629,795,334,461,4834,3289,1545
2021,"Wandsworth 010","E02000932",8670,1287,508,779,7383,5507,1876
2021,"Wandsworth 011","E02000933",5111,1069,491,578,4042,2978,1064
2021,"Wandsworth 012","E02000934",6108,899,360,539,5209,3981,1228
2021,"Wandsworth 013","E02000935",2731,1173,477,696,1558,1294,264
2021,"Wandsworth 014","E02000936",5843,1025,416,609,4818,3767,1051
2021,"Wandsworth 015","E02000937",4639,850,388,462,3789,2512,1277
2021,"Wandsworth 016","E02000938",5282,1471,571,900,3811,3044,767
2021,"Wandsworth 017","E02000939",4126,853,399,454,3273,2087,1186
2021,"Wandsworth 018","E02000940",5777,1114,411,703,4663,3798,865
2021,"Wandsworth 019","E02000941",6082,1163,480,683,4919,3573,1346
2021,"Wandsworth 020","E02000942",5580,1174,488,686,4406,3210,1196
2021,"Wandsworth 021","E02000943",5728,875,353,522,4853,3567,1286
2021,"Wandsworth 022","E02000944",3699,1012,343,669,2687,2197,490
2021,"Wandsworth 023","E02000945",3527,1287,469,818,2240,1868,372
2021,"Wandsworth 024","E02000946",4630,854,323,531,3776,2951,825
2021,"Wandsworth 025","E02000947",5663,1002,373,629,4661,3465,1196
2021,"Wandsworth 026","E02000948",6740,945,412,533,5795,4512,1283
2021,"Wandsworth 027","E02000949",6247,1027,413,614,5220,3801,1419
2021,"Wandsworth 028","E02000950",4045,1027,382,645,3018,2421,597
2021,"Wandsworth 029","E02000951",4021,749,305,444,3272,2570,702
2021,"Wandsworth 030","E02000952",3798,619,231,388,3179,2458,721
2021,"Wandsworth 031","E02000953",4620,803,306,497,3817,2988,829
2021,"Wandsworth 032","E02000954",3477,628,243,385,2849,2304,545
2021,"Wandsworth 033","E02000955",3776,896,351,545,2880,2415,465
2021,"Wandsworth 034","E02000956",4218,990,395,595,3228,2709,519
2021,"Wandsworth 035","E02000957",6328,1462,573,889,4866,4010,856
2021,"Wandsworth 036","E02000958",4081,1231,476,755,2850,2331,519
2021,"Wandsworth 037","E02000959",4156,1153,433,720,3003,2443,560
2021,"Westminster 001","E02000960",2933,680,311,369,2253,1435,818
2021,"Westminster 002","E02000961",4598,1111,459,652,3487,2335,1152
2021,"Westminster 003","E02000962",3668,809,378,431,2859,1854,1005
2021,"Westminster 004","E02000963",4530,1479,539,940,3051,2485,566
2021,"Westminster 005","E02000964",5863,1656,643,1013,4207,3382,825
2021,"Westminster 006","E02000965",4724,969,431,538,3755,2603,1152
2021,"Westminster 007","E02000966",5084,1141,531,610,3943,2477,1466
2021,"Westminster 008","E02000967",3200,618,276,342,2582,1519,1063
2021,"Westminster 009","E02000968",5265,2001,815,1186,3264,2681,583
2021,"Westminster 010","E02000969",3845,1242,475,767,2603,2120,483
2021,"Westminster 011","E02000970",3874,819,392,427,3055,1692,1363
2021,"Westminster 012","E02000971",4127,852,417,435,3275,1936,1339
2021,"Westminster 013","E02000972",4154,945,464,481,3209,2107,1102
2021,"Westminster 014","E02000973",5624,1336,558,778,4288,2751,1537
2021,"Westminster 015","E02000974",4180,918,442,476,3262,2117,1145
2021,"Westminster 016","E02000975",4308,810,383,427,3498,2301,1197
2021,"Westminster 017","E02000976",4555,968,470,498,3587,2500,1087
2021,"Westminster 018","E02000977",3366,769,344,425,2597,1561,1036
2021,"Westminster 019","E02000978",3171,746,338,408,2425,1376,1049
2021,"Westminster 020","E02000979",4094,806,332,474,3288,2026,1262
2021,"Westminster 021","E02000980",4389,1143,476,667,3246,2311,935
2021,"Westminster 022","E02000981",4823,946,411,535,3877,2383,1494
2021,"Westminster 023","E02000982",3561,940,400,540,2621,1856,765
2021,"Westminster 024","E02000983",3803,932,383,549,2871,2066,805
2021,"Bromley 040","E02006782",3875,1151,449,702,2724,2307,417
2021,"Lewisham 037","E02006783",3459,1122,373,749,2337,2025,312
2021,"Lewisham 038","E02006784",3637,1163,380,783,2474,2128,346
2021,"Bexley 029","E02006785",3160,878,325,553,2282,2001,281
2021,"Greenwich 033","E02006786",3484,1059,357,702,2425,2114,311
2021,"Bromley 041","E02006787",3943,1086,390,696,2857,2374,483
2021,"Croydon 045","E02006788",3688,1124,412,712,2564,2224,340
2021,"Bromley 042","E02006789",3053,998,413,585,2055,1640,415
2021,"Ealing 040","E02006791",4367,926,378,548,3441,2615,826
2021,"Hounslow 029","E02006792",4896,1002,459,543,3894,3019,875
2021,"Enfield 037","E02006793",3615,1475,438,1037,2140,1873,267
2021,"Haringey 037","E02006794",3409,1428,510,918,1981,1705,276
2021,"Harrow 032","E02006795",4060,1264,463,801,2796,2430,366
2021,"Hillingdon 033","E02006796",4971,1208,429,779,3763,3236,527
2021,"Lewisham 039","E02006798",4732,1482,581,901,3250,2742,508
2021,"Barking and Dagenham 023","E02006799",5098,1705,605,1100,3393,2975,418
2021,"Redbridge 034","E02006800",6419,2117,742,1375,4302,3713,589
2021,"Lambeth 036","E02006801",4261,977,478,499,3284,2450,834
2021,"Southwark 034","E02006802",4774,1165,513,652,3609,2680,929
2021,"Sutton 025","E02006836",4062,1096,438,658,2966,2377,589
2021,"Tower Hamlets 032","E02006853",6194,1215,476,739,4979,3679,1300
2021,"Tower Hamlets 033","E02006854",4488,676,282,394,3812,2588,1224
2021,"Harrow 033","E02006882",7096,2025,760,1265,5071,4274,797
2021,"Hackney 028","E02006918",3872,1348,470,878,2524,2173,351
2021,"Hackney 029","E02006921",3112,1557,483,1074,1555,1352,203
2021,"Redbridge 035","E02006924",6224,2052,798,1254,4172,3519,653
2021,"Redbridge 036","E02006925",6689,2134,887,1247,4555,3814,741
2021,"Greenwich 034","E02006927",6291,1445,544,901,4846,3962,884
2021,"Greenwich 035","E02006928",6971,1356,579,777,5615,4430,1185
2021,"Greenwich 037","E02006930",5948,1205,471,734,4743,3688,1055
2021,"Greenwich 038","E02006931",5227,1187,501,686,4040,3057,983
2021,"Southwark 035","E02006941",3978,457,194,263,3521,2131,1390
2021,"Southwark 036","E02006942",4294,733,292,441,3561,2448,1113
2021,"Barnet 042","E02006953",4770,1188,491,697,3582,2990,592
2021,"Barnet 043","E02006954",5138,1451,550,901,3687,3134,553
2021,"Brent 035","E02006955",3842,893,378,515,2949,2489,460
2021,"Brent 036","E02006956",4040,1204,456,748,2836,2488,348
2021,"Ealing 041","E02006968",4193,992,420,572,3201,2434,767
2021,"Ealing 042","E02006969",3701,732,303,429,2969,2389,580
2021,"Ealing 043","E02006970",3023,984,306,678,2039,1822,217
2021,"Ealing 044","E02006971",3308,1122,365,757,2186,1958,228
2021,"Hounslow 030","E02006972",2634,675,274,401,1959,1582,377
2021,"Hounslow 031","E02006973",4272,1191,494,697,3081,2586,495
2021,"Croydon 046","E02006987",4721,943,385,558,3778,3229,549
2021,"Croydon 047","E02006988",3716,979,365,614,2737,2363,374
2021,"Greenwich 039","E02006991",4431,659,271,388,3772,3011,761
2021,"Greenwich 040","E02006992",4882,887,317,570,3995,3066,929
2021,"Greenwich 041","E02006993",5019,967,379,588,4052,3300,752
2021,"Greenwich 042","E02006994",3902,1112,423,689,2790,2362,428
2021,"Newham 038","E02006995",5440,789,301,488,4651,3668,983
2021,"Newham 039","E02006996",4713,1019,391,628,3694,2959,735
2021,"Newham 040","E02006997",4433,838,319,519,3595,3010,585
2021,"Newham 041","E02006998",3485,1066,400,666,2419,2108,311
2021,"Newham 042","E02006999",7317,1241,458,783,6076,4895,1181
2021,"Lewisham 040","E02007008",3570,685,258,427,2885,2463,422
2021,"Lewisham 041","E02007009",4759,1388,504,884,3371,2828,543
2021,"Redbridge 037","E02007017",3841,1208,429,779,2633,2294,339
2021,"Redbridge 038","E02007018",3231,1058,337,721,2173,1906,267
2021,"Redbridge 039","E02007019",2980,1029,375,654,1951,1699,252
2021,"Redbridge 040","E02007020",3912,1500,528,972,2412,2043,369
2021,"Wandsworth 038","E02007083",4891,778,352,426,4113,2780,1333
2021,"Wandsworth 039","E02007084",5405,1295,509,786,4110,3339,771
2021,"Hackney 030","E02007108",4090,688,249,439,3402,2613,789
2021,"Hackney 031","E02007109",4241,933,380,553,3308,2582,726
2021,"Hackney 032","E02007110",4100,906,369,537,3194,2425,769
2021,"Hackney 033","E02007111",3880,685,274,411,3195,2188,1007
2021,"Tower Hamlets 034","E02007112",3999,534,205,329,3465,2514,951
2021,"Tower Hamlets 035","E02007113",4340,795,301,494,3545,2614,931
2021,"Tower Hamlets 036","E02007114",3935,846,326,520,3089,2333,756
2021,"Camden 029","E02007115",4165,1437,725,712,2728,2182,546
