"date","geography","geography code","Migrant indicator: Total: All usual residents; measures: Value","Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value","Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value","Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value","Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value"
2021,"Harrow 013","E02000445",11599,10382,22,1048,147
2021,"Harrow 015","E02000447",8097,7243,25,720,109
2021,"Harrow 016","E02000448",7016,6306,28,567,115
2021,"Harrow 017","E02000449",8215,7521,17,573,104
2021,"Harrow 019","E02000451",6669,6022,16,541,90
2021,"Harrow 020","E02000452",9371,7700,28,1441,202
2021,"Harrow 021","E02000453",8290,7297,27,838,128
2021,"Harrow 022","E02000454",7298,6684,26,501,87
2021,"Harrow 023","E02000455",11462,9360,50,1666,386
2021,"Harrow 024","E02000456",7718,6962,37,610,109
2021,"Harrow 025","E02000457",6989,6355,30,494,110
2021,"Harrow 027","E02000459",9200,8067,18,985,130
2021,"Harrow 028","E02000460",7223,6493,23,637,70
2021,"Harrow 029","E02000461",7205,6048,106,927,124
2021,"Harrow 030","E02000462",6892,6233,19,539,101
2021,"Harrow 031","E02000463",8631,8058,16,493,64
2021,"Harrow 032","E02006795",8190,7393,29,663,105
2021,"Harrow 033","E02006882",14228,13213,41,811,163
2021,"Havering 001","E02000464",7676,7128,10,510,28
2021,"Havering 002","E02000465",9225,8546,16,627,36
2021,"Havering 003","E02000466",8952,8344,14,569,25
2021,"Havering 004","E02000467",11304,10427,24,799,54
2021,"Havering 005","E02000468",8554,7942,10,581,21
2021,"Havering 006","E02000469",7174,6543,8,593,30
2021,"Havering 007","E02000470",9642,8830,12,735,65
2021,"Havering 008","E02000471",7764,7170,11,552,31
2021,"Havering 009","E02000472",9379,8638,9,688,44
2021,"Havering 010","E02000473",10356,9524,13,772,47
2021,"Havering 011","E02000474",9063,8269,15,710,69
2021,"Havering 012","E02000475",9496,8661,11,753,71
2021,"Havering 013","E02000476",9179,7898,16,1117,148
2021,"Havering 014","E02000477",9444,8704,14,696,30
2021,"Havering 015","E02000478",5947,5567,14,352,14
2021,"Havering 016","E02000479",9315,8214,14,1001,86
2021,"Havering 017","E02000480",13604,11890,23,1471,220
2021,"Havering 018","E02000481",8151,7537,16,570,28
2021,"Havering 019","E02000482",6537,6106,12,396,23
2021,"Havering 020","E02000483",7923,7187,17,674,45
2021,"Havering 021","E02000484",8396,7785,10,569,32
2021,"Havering 022","E02000485",8389,7637,14,716,22
2021,"Havering 023","E02000486",7276,6680,15,534,47
2021,"Havering 024","E02000487",7865,7352,17,475,21
2021,"Havering 025","E02000488",7507,6879,12,599,17
2021,"Havering 026","E02000489",8539,7925,24,546,44
2021,"Havering 027","E02000490",8381,7758,11,567,45
2021,"Havering 028","E02000491",10509,9256,9,1184,60
2021,"Havering 029","E02000492",6765,6295,13,431,26
2021,"Havering 030","E02000493",6644,6107,9,491,37
2021,"Hillingdon 001","E02000494",7888,7084,25,676,103
2021,"Hillingdon 002","E02000495",10293,9234,34,886,139
2021,"Hillingdon 003","E02000496",7727,7088,15,567,57
2021,"Hillingdon 004","E02000497",9438,8658,23,662,95
2021,"Hillingdon 005","E02000498",6316,5848,18,410,40
2021,"Hillingdon 006","E02000499",7658,7100,19,500,39
2021,"Hillingdon 007","E02000500",8213,7374,27,710,102
2021,"Hillingdon 008","E02000501",8392,7709,19,595,69
2021,"Hillingdon 009","E02000502",8781,7921,22,787,51
2021,"Hillingdon 010","E02000503",8567,7806,29,665,67
2021,"Hillingdon 011","E02000504",7568,6925,17,537,89
2021,"Hillingdon 013","E02000506",7907,7242,24,592,49
2021,"Hillingdon 014","E02000507",8143,7505,25,555,58
2021,"Hillingdon 015","E02000508",11786,8808,194,2244,540
2021,"Hillingdon 016","E02000509",10450,7322,704,1967,457
2021,"Hillingdon 017","E02000510",9027,8163,60,715,89
2021,"Hillingdon 018","E02000511",9805,9044,20,663,78
2021,"Hillingdon 019","E02000512",8686,7857,28,700,101
2021,"Hillingdon 020","E02000513",9605,8822,10,685,88
2021,"Hillingdon 021","E02000514",10530,9561,17,793,159
2021,"Hillingdon 022","E02000515",13046,11088,190,1536,232
2021,"Hillingdon 023","E02000516",8546,7880,10,551,105
2021,"Hillingdon 024","E02000517",10339,9358,21,859,101
2021,"Hillingdon 025","E02000518",9467,8680,44,680,63
2021,"Hillingdon 026","E02000519",9462,8711,14,641,96
2021,"Hillingdon 027","E02000520",13874,12326,31,1261,256
2021,"Hillingdon 028","E02000521",13013,11683,38,1091,201
2021,"Hillingdon 029","E02000522",9439,8478,22,816,123
2021,"Hillingdon 030","E02000523",11222,9855,18,1102,247
2021,"Hillingdon 031","E02000524",7432,6454,20,788,170
2021,"Hillingdon 032","E02000525",9917,8747,16,993,161
2021,"Hillingdon 033","E02006796",9557,8593,22,845,97
2021,"Hounslow 001","E02000526",8549,7195,50,1096,208
2021,"Hounslow 004","E02000529",9620,8818,14,699,89
2021,"Hounslow 005","E02000530",8020,7454,7,478,81
2021,"Hounslow 006","E02000531",11428,10012,45,1205,166
2021,"Hounslow 007","E02000532",8888,7722,47,935,184
2021,"Hounslow 008","E02000533",8293,7208,27,945,113
2021,"Hounslow 009","E02000534",8469,7451,23,843,152
2021,"Hounslow 010","E02000535",9957,9053,20,674,210
2021,"Hounslow 011","E02000536",10695,9441,17,929,308
2021,"Hounslow 012","E02000537",9740,8327,29,1048,336
2021,"Hounslow 013","E02000538",10012,8915,20,907,170
2021,"Hounslow 014","E02000539",12080,10794,22,1126,138
2021,"Hounslow 015","E02000540",11937,10204,30,1472,231
2021,"Hounslow 016","E02000541",10477,9371,21,876,209
2021,"Hounslow 017","E02000542",12116,10610,32,1172,302
2021,"Hounslow 018","E02000543",13744,11395,25,1894,430
2021,"Hounslow 019","E02000544",8479,7728,26,624,101
2021,"Hounslow 020","E02000545",9140,8168,19,819,134
2021,"Hounslow 021","E02000546",10321,9276,14,870,161
2021,"Hounslow 022","E02000547",10798,9736,11,911,140
2021,"Hounslow 023","E02000548",10452,9444,16,806,186
2021,"Hounslow 024","E02000549",12418,11101,25,1095,197
2021,"Hounslow 025","E02000550",10599,9522,11,853,213
2021,"Hounslow 026","E02000551",9634,8858,18,689,69
2021,"Hounslow 027","E02000552",9147,8210,17,840,80
2021,"Hounslow 028","E02000553",7025,6499,9,457,60
2021,"Hounslow 029","E02006792",8889,7199,59,1417,214
2021,"Hounslow 030","E02006972",5328,4401,22,739,166
2021,"Hounslow 031","E02006973",8392,7382,19,815,176
2021,"Islington 001","E02000554",9247,7948,43,1133,123
2021,"Islington 002","E02000555",9480,7917,68,1316,179
2021,"Islington 003","E02000556",11274,8680,96,2231,267
2021,"Islington 004","E02000557",8695,7214,69,1258,154
2021,"Islington 005","E02000558",9298,7719,48,1356,175
2021,"Islington 006","E02000559",9474,7749,38,1549,138
2021,"Islington 007","E02000560",7285,5568,123,1361,233
2021,"Islington 008","E02000561",7312,6031,55,1077,149
2021,"Islington 009","E02000562",7781,6635,32,1005,109
2021,"Islington 010","E02000563",8599,7026,94,1255,224
2021,"Islington 011","E02000564",12273,9347,138,2332,456
2021,"Islington 012","E02000565",8459,7086,89,1122,162
2021,"Islington 013","E02000566",8413,6724,63,1475,151
2021,"Islington 014","E02000567",10285,8484,47,1607,147
2021,"Islington 015","E02000568",11254,8770,174,1922,388
2021,"Islington 016","E02000569",9817,8234,66,1304,213
2021,"Islington 017","E02000570",8192,6600,66,1360,166
2021,"Islington 018","E02000571",8773,7310,61,1244,158
2021,"Islington 019","E02000572",8510,7189,167,978,176
2021,"Islington 020","E02000573",10217,7702,101,2021,393
2021,"Islington 021","E02000574",7760,5668,173,1388,531
2021,"Islington 022","E02000575",11165,8085,238,2112,730
2021,"Islington 023","E02000576",10565,8214,185,1728,438
2021,"Kensington and Chelsea 001","E02000577",7654,6838,84,589,143
2021,"Kensington and Chelsea 002","E02000578",5950,5526,10,332,82
2021,"Kensington and Chelsea 003","E02000579",8859,7739,42,900,178
2021,"Kensington and Chelsea 004","E02000580",7835,6788,27,868,152
2021,"Kensington and Chelsea 005","E02000581",7348,6629,55,545,119
2021,"Kensington and Chelsea 006","E02000582",6485,5029,62,1040,354
2021,"Kensington and Chelsea 007","E02000583",6357,5199,40,873,245
2021,"Kensington and Chelsea 008","E02000584",7101,5665,44,1028,364
2021,"Kensington and Chelsea 009","E02000585",8024,6614,69,1032,309
2021,"Kensington and Chelsea 010","E02000586",6430,5050,91,887,402
2021,"Kensington and Chelsea 011","E02000587",6425,5143,55,970,257
2021,"Kensington and Chelsea 012","E02000588",5941,4535,126,934,346
2021,"Kensington and Chelsea 013","E02000589",7200,5136,232,1370,462
2021,"Kensington and Chelsea 014","E02000590",5921,4729,89,870,233
2021,"Kensington and Chelsea 015","E02000591",6165,4721,98,962,384
2021,"Kensington and Chelsea 016","E02000592",5714,4233,107,1040,334
2021,"Kensington and Chelsea 017","E02000593",7283,5534,174,1242,333
2021,"Kensington and Chelsea 018","E02000594",6452,5464,61,692,235
2021,"Kensington and Chelsea 019","E02000595",6114,4887,91,860,276
2021,"Kensington and Chelsea 020","E02000596",6550,4993,93,1122,342
2021,"Kensington and Chelsea 021","E02000597",6297,5547,52,597,101
2021,"Kingston upon Thames 001","E02000598",8043,7354,27,582,80
2021,"Kingston upon Thames 002","E02000599",6974,6205,41,537,191
2021,"Kingston upon Thames 003","E02000600",8247,6985,84,934,244
2021,"Kingston upon Thames 004","E02000601",11767,10076,76,1241,374
2021,"Kingston upon Thames 005","E02000602",10193,8180,261,1493,259
2021,"Kingston upon Thames 006","E02000603",8540,7578,88,735,139
2021,"Kingston upon Thames 007","E02000604",9124,8088,38,874,124
2021,"Kingston upon Thames 008","E02000605",8408,7595,25,696,92
2021,"Kingston upon Thames 009","E02000606",10451,7892,339,1855,365
2021,"Kingston upon Thames 010","E02000607",6719,5510,162,932,115
2021,"Kingston upon Thames 011","E02000608",7088,5501,67,1307,213
2021,"Kingston upon Thames 012","E02000609",7568,6932,31,510,95
2021,"Kingston upon Thames 013","E02000610",7836,6562,65,1109,100
2021,"Kingston upon Thames 014","E02000611",7374,6893,36,396,49
2021,"Kingston upon Thames 015","E02000612",8183,7511,28,573,71
2021,"Kingston upon Thames 016","E02000613",8003,7162,38,718,85
2021,"Kingston upon Thames 017","E02000614",9191,8277,42,758,114
2021,"Kingston upon Thames 018","E02000615",7795,7133,20,579,63
2021,"Kingston upon Thames 019","E02000616",5990,5498,10,454,28
2021,"Kingston upon Thames 020","E02000617",8768,8145,12,580,31
2021,"Lambeth 002","E02000619",9019,7877,44,952,146
2021,"Lambeth 003","E02000620",9778,7958,89,1451,280
2021,"Lambeth 004","E02000621",12436,8909,207,2707,613
2021,"Lambeth 005","E02000622",8332,6575,95,1530,132
2021,"Lambeth 006","E02000623",7819,6695,40,966,118
2021,"Lambeth 007","E02000624",9562,7851,41,1451,219
2021,"Lambeth 008","E02000625",9216,7743,61,1270,142
2021,"Lambeth 009","E02000626",8309,7419,47,710,133
2021,"Lambeth 010","E02000627",9474,7487,118,1693,176
2021,"Lambeth 011","E02000628",10712,8877,58,1638,139
2021,"Lambeth 012","E02000629",9030,6716,97,2034,183
2021,"Lambeth 013","E02000630",7475,5753,63,1513,146
2021,"Lambeth 014","E02000631",9396,7941,58,1268,129
2021,"Lambeth 015","E02000632",9513,6599,105,2645,164
2021,"Lambeth 016","E02000633",9106,7491,75,1425,115
2021,"Lambeth 017","E02000634",6715,5202,72,1326,115
2021,"Lambeth 018","E02000635",9724,8088,66,1457,113
2021,"Lambeth 019","E02000636",7610,5812,62,1587,149
2021,"Lambeth 020","E02000637",8325,6456,45,1714,110
2021,"Lambeth 021","E02000638",10149,8089,60,1871,129
2021,"Lambeth 022","E02000639",8253,6905,49,1198,101
2021,"Lambeth 023","E02000640",9193,7321,81,1636,155
2021,"Lambeth 024","E02000641",8516,7590,29,786,111
2021,"Lambeth 025","E02000642",9709,8408,52,1151,98
2021,"Lambeth 026","E02000643",9296,7713,31,1425,127
2021,"Lambeth 027","E02000644",8400,7147,28,1083,142
2021,"Lambeth 028","E02000645",9386,8107,26,1147,106
2021,"Lambeth 029","E02000646",9411,7852,52,1407,100
2021,"Lambeth 030","E02000647",8451,7434,23,895,99
2021,"Lambeth 031","E02000648",7725,7027,21,602,75
2021,"Lambeth 032","E02000649",12313,10177,56,1949,131
2021,"Lambeth 033","E02000650",7578,6630,22,849,77
2021,"Lambeth 034","E02000651",8596,7403,32,1051,110
2021,"Lambeth 035","E02000652",7476,6592,20,777,87
2021,"Lambeth 036","E02006801",8506,5763,260,1702,781
2021,"Lewisham 001","E02000653",12464,10338,110,1772,244
2021,"Lewisham 002","E02000654",8706,7675,44,894,93
2021,"Lewisham 003","E02000655",10169,8429,103,1425,212
2021,"Lewisham 005","E02000657",9815,7815,116,1616,268
2021,"Lewisham 006","E02000658",8539,7223,60,1127,129
2021,"Lewisham 007","E02000659",7966,6974,24,873,95
2021,"Lewisham 008","E02000660",8114,6669,50,1288,107
2021,"Lewisham 009","E02000661",6407,5476,39,814,78
2021,"Lewisham 010","E02000662",8178,7288,32,747,111
2021,"Lewisham 011","E02000663",6711,5822,53,754,82
2021,"Lewisham 013","E02000665",8051,7150,29,807,65
2021,"Lewisham 014","E02000666",7092,6293,16,731,52
2021,"Lewisham 015","E02000667",6606,5864,15,691,36
2021,"Lewisham 016","E02000668",6774,6103,10,616,45
2021,"Lewisham 017","E02000669",7793,6773,16,912,92
2021,"Lewisham 018","E02000670",6625,5901,31,629,64
2021,"Lewisham 019","E02000671",8599,7523,16,978,82
2021,"Lewisham 020","E02000672",10109,9073,16,903,117
2021,"Lewisham 021","E02000673",8054,6991,41,970,52
2021,"Lewisham 022","E02000674",8280,7548,32,640,60
2021,"Lewisham 023","E02000675",8426,7595,25,731,75
2021,"Lewisham 024","E02000676",7693,6867,31,744,51
2021,"Lewisham 025","E02000677",7126,6488,21,551,66
2021,"Lewisham 026","E02000678",6850,6271,23,488,68
2021,"Lewisham 027","E02000679",8025,7254,35,682,54
2021,"Lewisham 028","E02000680",6952,6254,17,636,45
2021,"Lewisham 029","E02000681",8342,7783,17,504,38
2021,"Lewisham 030","E02000682",8835,8191,21,577,46
2021,"Lewisham 031","E02000683",6688,6093,16,523,56
2021,"Lewisham 033","E02000685",8038,7239,21,712,66
2021,"Lewisham 034","E02000686",7450,6854,17,540,39
2021,"Lewisham 035","E02000687",8155,7349,19,739,48
2021,"Lewisham 037","E02006783",7677,7057,14,518,88
2021,"Lewisham 038","E02006784",7901,7355,19,465,62
2021,"Lewisham 039","E02006798",8795,7535,77,1039,144
2021,"Lewisham 040","E02007008",5699,4360,51,1039,249
2021,"Lewisham 041","E02007009",8997,7620,34,1201,142
2021,"Merton 001","E02000689",8875,7465,52,1221,137
2021,"Merton 002","E02000690",5479,4812,25,520,122
2021,"Merton 003","E02000691",7270,6019,44,1085,122
2021,"Merton 004","E02000692",7579,6249,38,1083,209
2021,"Merton 005","E02000693",9692,7750,40,1683,219
2021,"Merton 006","E02000694",8950,7412,30,1357,151
2021,"Merton 007","E02000695",8545,7497,32,930,86
2021,"Merton 008","E02000696",8532,7422,31,975,104
2021,"Merton 009","E02000697",8589,6915,49,1414,211
2021,"Merton 010","E02000698",8149,7125,23,848,153
2021,"Merton 011","E02000699",8090,6904,31,980,175
2021,"Merton 012","E02000700",8544,7792,8,672,72
2021,"Merton 013","E02000701",8892,8112,19,661,100
2021,"Merton 014","E02000702",9213,8492,19,621,81
2021,"Merton 015","E02000703",7898,7153,33,609,103
2021,"Merton 016","E02000704",8487,7257,25,1071,134
2021,"Merton 017","E02000705",9236,8405,14,723,94
2021,"Merton 018","E02000706",9882,9157,14,622,89
2021,"Merton 019","E02000707",8225,7638,18,484,85
2021,"Merton 020","E02000708",8752,7951,31,664,106
2021,"Merton 021","E02000709",7901,7198,30,585,88
2021,"Merton 022","E02000710",9059,8238,29,702,90
2021,"Merton 023","E02000711",9330,8423,16,778,113
2021,"Merton 024","E02000712",9556,8901,17,570,68
2021,"Merton 025","E02000713",7722,7135,14,528,45
2021,"Newham 001","E02000714",7579,6803,30,629,117
2021,"Newham 002","E02000715",7165,6498,6,533,128
2021,"Newham 003","E02000716",7219,6584,8,502,125
2021,"Newham 004","E02000717",8241,7412,5,664,160
2021,"Newham 005","E02000718",7299,6758,6,414,121
2021,"Newham 006","E02000719",7956,6807,23,974,152
2021,"Newham 007","E02000720",7372,6710,9,518,135
2021,"Newham 008","E02000721",9408,8358,13,835,202
2021,"Newham 009","E02000722",8042,6620,21,1245,156
2021,"Newham 010","E02000723",11051,9980,12,792,267
2021,"Newham 011","E02000724",9850,9017,8,684,141
2021,"Newham 012","E02000725",9847,7775,58,1759,255
2021,"Newham 014","E02000727",8398,7544,4,632,218
2021,"Newham 015","E02000728",8431,7594,14,628,195
2021,"Newham 016","E02000729",7207,6538,4,537,128
2021,"Newham 017","E02000730",9742,8573,6,770,393
2021,"Newham 018","E02000731",9844,8813,8,778,245
2021,"Newham 019","E02000732",8775,7782,10,827,156
2021,"Newham 020","E02000733",9966,8773,21,1023,149
2021,"Newham 021","E02000734",7224,6534,17,555,118
2021,"Newham 022","E02000735",8511,7682,7,644,178
2021,"Newham 023","E02000736",9083,8309,25,612,137
2021,"Newham 024","E02000737",10221,9363,20,695,143
2021,"Newham 025","E02000738",9442,8371,21,928,122
2021,"Newham 026","E02000739",7601,6804,5,658,134
2021,"Newham 027","E02000740",6686,6006,17,582,81
2021,"Newham 028","E02000741",8146,7426,17,564,139
2021,"Newham 029","E02000742",8601,7757,8,646,190
2021,"Newham 030","E02000743",10194,9067,21,944,162
2021,"Newham 031","E02000744",9058,8020,12,844,182
2021,"Newham 032","E02000745",8497,7456,17,881,143
2021,"Newham 033","E02000746",9293,7398,121,1568,206
2021,"Newham 034","E02000747",12955,10521,64,2028,342
2021,"Newham 035","E02000748",6213,5452,19,580,162
2021,"Newham 036","E02000749",9448,8528,26,776,118
2021,"Newham 038","E02006995",8532,5810,122,2150,450
2021,"Newham 039","E02006996",8330,6003,116,1693,518
2021,"Newham 040","E02006997",6801,5115,86,1403,197
2021,"Newham 041","E02006998",6979,6065,13,774,127
2021,"Newham 042","E02006999",11037,8005,50,2657,325
2021,"Redbridge 001","E02000751",11062,10103,32,873,54
2021,"Redbridge 002","E02000752",8661,7888,14,698,61
2021,"Redbridge 003","E02000753",6834,6206,7,567,54
2021,"Redbridge 004","E02000754",6689,6124,22,484,59
2021,"Redbridge 005","E02000755",5416,4996,8,369,43
2021,"Redbridge 006","E02000756",14408,13008,19,1203,178
2021,"Redbridge 007","E02000757",12235,10848,30,1233,124
2021,"Redbridge 008","E02000758",6813,6373,16,376,48
2021,"Redbridge 009","E02000759",12910,11741,38,1027,104
2021,"Redbridge 010","E02000760",7448,6839,19,537,53
2021,"Redbridge 012","E02000762",6556,6068,16,403,69
2021,"Redbridge 013","E02000763",7927,7185,23,618,101
2021,"Redbridge 014","E02000764",12166,10855,22,1194,95
2021,"Redbridge 015","E02000765",7434,6579,9,717,129
2021,"Redbridge 017","E02000767",8484,7599,24,758,103
2021,"Redbridge 018","E02000768",5722,5269,22,390,41
2021,"Redbridge 020","E02000770",8026,7300,16,604,106
2021,"Redbridge 022","E02000772",8280,7477,14,625,164
2021,"Redbridge 023","E02000773",10583,9528,20,886,149
2021,"Redbridge 024","E02000774",7983,7126,14,686,157
2021,"Redbridge 026","E02000776",6953,6332,11,509,101
2021,"Redbridge 027","E02000777",5926,5392,20,448,66
2021,"Redbridge 029","E02000779",8266,7028,18,966,254
2021,"Redbridge 031","E02000781",16102,14950,27,980,145
2021,"Redbridge 032","E02000782",11259,9740,18,1216,285
2021,"Redbridge 033","E02000783",7300,6569,14,592,125
2021,"Redbridge 034","E02006800",14432,12913,25,1301,193
2021,"Redbridge 035","E02006924",13445,12255,27,991,172
2021,"Redbridge 036","E02006925",14297,13252,42,877,126
2021,"Redbridge 037","E02007017",8719,8030,18,608,63
2021,"Redbridge 038","E02007018",7138,6379,13,645,101
2021,"Redbridge 039","E02007019",7037,5801,10,938,288
2021,"Redbridge 040","E02007020",9678,8828,19,697,134
2021,"Richmond upon Thames 001","E02000784",10045,8777,54,1009,205
2021,"Richmond upon Thames 002","E02000785",9606,8311,46,1061,188
2021,"Richmond upon Thames 003","E02000786",11194,9663,36,1284,211
2021,"Richmond upon Thames 004","E02000787",11924,10373,38,1227,286
2021,"Richmond upon Thames 005","E02000788",8985,7845,57,891,192
2021,"Richmond upon Thames 006","E02000789",6246,5233,25,808,180
2021,"Richmond upon Thames 007","E02000790",6504,5638,22,730,114
2021,"Richmond upon Thames 008","E02000791",6405,5165,20,952,268
2021,"Richmond upon Thames 009","E02000792",7087,5954,28,937,168
2021,"Richmond upon Thames 010","E02000793",8034,7326,33,597,78
2021,"Richmond upon Thames 011","E02000794",6940,6039,45,744,112
2021,"Richmond upon Thames 012","E02000795",6868,6151,28,583,106
2021,"Richmond upon Thames 013","E02000796",10994,10226,28,629,111
2021,"Richmond upon Thames 014","E02000797",7783,6471,42,1127,143
2021,"Richmond upon Thames 015","E02000798",11178,10063,46,948,121
2021,"Richmond upon Thames 016","E02000799",6566,5295,68,1073,130
2021,"Richmond upon Thames 017","E02000800",5359,4848,21,423,67
2021,"Richmond upon Thames 018","E02000801",7031,6222,49,665,95
2021,"Richmond upon Thames 019","E02000802",6959,6189,40,668,62
2021,"Richmond upon Thames 020","E02000803",9627,8782,26,724,95
2021,"Richmond upon Thames 021","E02000804",7065,6110,72,778,105
2021,"Richmond upon Thames 022","E02000805",10666,9502,40,978,146
2021,"Richmond upon Thames 023","E02000806",10190,9183,57,851,99
2021,"Southwark 001","E02000807",8136,6384,57,1520,175
2021,"Southwark 002","E02000808",10105,6692,285,2360,768
2021,"Southwark 004","E02000810",11795,9952,98,1501,244
2021,"Southwark 006","E02000812",10700,8551,233,1554,362
2021,"Southwark 007","E02000813",10124,8182,105,1547,290
2021,"Southwark 008","E02000814",10170,8072,95,1747,256
2021,"Southwark 009","E02000815",7530,5046,214,1836,434
2021,"Southwark 010","E02000816",9519,8008,92,1284,135
2021,"Southwark 011","E02000817",6753,5833,36,777,107
2021,"Southwark 012","E02000818",9711,7748,139,1604,220
2021,"Southwark 013","E02000819",8415,7282,115,915,103
2021,"Southwark 014","E02000820",9152,7451,147,1287,267
2021,"Southwark 015","E02000821",9257,8022,38,866,331
2021,"Southwark 016","E02000822",6657,5757,65,737,98
2021,"Southwark 017","E02000823",8617,7413,87,1005,112
2021,"Southwark 018","E02000824",9830,8748,45,926,111
2021,"Southwark 019","E02000825",10138,9042,65,853,178
2021,"Southwark 020","E02000826",9778,8327,79,1167,205
2021,"Southwark 021","E02000827",11206,9822,55,1141,188
2021,"Southwark 022","E02000828",8707,7338,77,1181,111
2021,"Southwark 023","E02000829",10806,9317,61,1313,115
2021,"Southwark 024","E02000830",8790,7121,44,1403,222
2021,"Southwark 025","E02000831",9227,7708,46,1362,111
2021,"Southwark 026","E02000832",9551,8441,29,989,92
2021,"Southwark 027","E02000833",7392,6522,29,707,134
2021,"Southwark 028","E02000834",9252,7718,54,1394,86
2021,"Southwark 029","E02000835",7539,6784,21,678,56
2021,"Southwark 030","E02000836",8161,6934,25,1121,81
2021,"Southwark 031","E02000837",8494,7502,46,846,100
2021,"Southwark 032","E02000838",9361,8120,33,1087,121
2021,"Southwark 033","E02000839",8390,7489,30,771,100
2021,"Southwark 034","E02006802",9218,7096,205,1538,379
2021,"Southwark 035","E02006941",5265,3566,86,1309,304
2021,"Southwark 036","E02006942",6671,5033,83,1310,245
2021,"Sutton 001","E02000840",9209,8485,18,661,45
2021,"Sutton 002","E02000841",9091,8460,13,559,59
2021,"Sutton 003","E02000842",8202,7581,13,548,60
2021,"Sutton 004","E02000843",9322,8214,19,1035,54
2021,"Sutton 005","E02000844",8550,8005,6,510,29
2021,"Sutton 006","E02000845",9298,8542,18,649,89
2021,"Sutton 007","E02000846",7541,6894,16,562,69
2021,"Sutton 008","E02000847",9317,8622,21,627,47
2021,"Sutton 009","E02000848",8073,7477,16,514,66
2021,"Sutton 010","E02000849",8080,7486,13,540,41
2021,"Sutton 011","E02000850",10750,10038,21,632,59
2021,"Sutton 012","E02000851",11405,9697,17,1408,283
2021,"Sutton 013","E02000852",8040,7324,13,639,64
2021,"Sutton 014","E02000853",8082,7384,8,622,68
2021,"Sutton 015","E02000854",7513,6879,16,577,41
2021,"Sutton 016","E02000855",8136,7424,21,640,51
2021,"Sutton 017","E02000856",9236,8383,24,769,60
2021,"Sutton 018","E02000857",8876,7610,20,1082,164
2021,"Sutton 019","E02000858",8481,7891,12,524,54
2021,"Sutton 020","E02000859",8421,7729,22,637,33
2021,"Sutton 021","E02000860",8662,7462,12,1074,114
2021,"Sutton 022","E02000861",7724,7100,22,561,41
2021,"Sutton 024","E02000863",6682,6240,27,386,29
2021,"Sutton 025","E02006836",8649,7861,27,710,51
2021,"Tower Hamlets 001","E02000864",11094,9408,49,1498,139
2021,"Tower Hamlets 002","E02000865",7879,6526,21,1038,294
2021,"Tower Hamlets 003","E02000866",10499,8666,121,1564,148
2021,"Tower Hamlets 004","E02000867",11202,8853,82,2002,265
2021,"Tower Hamlets 005","E02000868",7128,5696,60,1188,184
2021,"Tower Hamlets 006","E02000869",5864,4781,57,871,155
2021,"Tower Hamlets 007","E02000870",6305,5183,54,919,149
2021,"Tower Hamlets 008","E02000871",11338,9534,71,1492,241
2021,"Tower Hamlets 009","E02000872",8079,6220,90,1474,295
2021,"Tower Hamlets 010","E02000873",9701,7000,158,1881,662
2021,"Tower Hamlets 011","E02000874",7415,5937,76,1080,322
2021,"Tower Hamlets 012","E02000875",13403,11382,102,1679,240
2021,"Tower Hamlets 013","E02000876",7157,5299,60,1376,422
2021,"Tower Hamlets 014","E02000877",13618,11231,189,1929,269
2021,"Tower Hamlets 015","E02000878",10336,7434,208,1867,827
2021,"Tower Hamlets 016","E02000879",8253,6897,81,1064,211
2021,"Tower Hamlets 017","E02000880",6413,4898,101,1148,266
2021,"Tower Hamlets 018","E02000881",10667,8868,51,1494,254
2021,"Tower Hamlets 019","E02000882",11355,9883,67,1262,143
2021,"Tower Hamlets 020","E02000883",9154,7842,43,1117,152
2021,"Tower Hamlets 021","E02000884",12639,8659,343,2563,1074
2021,"Tower Hamlets 022","E02000885",6973,5927,42,823,181
2021,"Tower Hamlets 023","E02000886",9473,7396,51,1732,294
2021,"Tower Hamlets 024","E02000887",10664,8875,49,1511,229
2021,"Tower Hamlets 025","E02000888",8514,6886,54,1275,299
2021,"Tower Hamlets 026","E02000889",8867,6710,91,1770,296
2021,"Tower Hamlets 027","E02000890",5720,4487,52,1023,158
2021,"Tower Hamlets 030","E02000893",7328,6122,40,1015,151
2021,"Tower Hamlets 031","E02000894",10815,8422,149,1939,305
2021,"Tower Hamlets 032","E02006853",10831,8072,149,2137,473
2021,"Tower Hamlets 033","E02006854",6970,4605,106,1851,408
2021,"Tower Hamlets 034","E02007112",5830,3923,83,1553,271
2021,"Tower Hamlets 035","E02007113",7371,5371,71,1561,368
2021,"Tower Hamlets 036","E02007114",7495,5606,104,1392,393
2021,"Waltham Forest 001","E02000895",8300,7727,11,523,39
2021,"Waltham Forest 002","E02000896",9214,8402,22,749,41
2021,"Waltham Forest 003","E02000897",8464,7924,15,486,39
2021,"Waltham Forest 004","E02000898",7928,7311,6,562,49
2021,"Waltham Forest 005","E02000899",8727,8096,8,557,66
2021,"Waltham Forest 006","E02000900",8870,8278,11,534,47
2021,"Waltham Forest 007","E02000901",10361,9591,22,704,44
2021,"Waltham Forest 008","E02000902",9814,9073,14,664,63
