"date","geography","geography code","Residence type: Total; measures: Value","Residence type: Lives in a household; measures: Value","Residence type: Lives in a communal establishment; measures: Value"
2021,"Hounslow 028","E02000553",7115,7107,8
2021,"Hounslow 029","E02006792",8999,8953,46
2021,"Hounslow 030","E02006972",5413,5398,15
2021,"Hounslow 031","E02006973",8494,8492,2
2021,"Islington 001","E02000554",9356,9302,54
2021,"Islington 002","E02000555",9571,9495,76
2021,"Islington 003","E02000556",11396,11047,349
2021,"Islington 004","E02000557",8782,8709,73
2021,"Islington 005","E02000558",9434,9301,133
2021,"Islington 006","E02000559",9582,9576,6
2021,"Islington 007","E02000560",7354,7239,115
2021,"Islington 008","E02000561",7387,7184,203
2021,"Islington 009","E02000562",7865,7732,133
2021,"Islington 010","E02000563",8682,8576,106
2021,"Islington 011","E02000564",12420,11972,448
2021,"Islington 012","E02000565",8542,8340,202
2021,"Islington 013","E02000566",8556,8547,9
2021,"Islington 014","E02000567",10438,10420,18
2021,"Islington 015","E02000568",11342,10427,915
2021,"Islington 016","E02000569",9939,9925,14
2021,"Islington 017","E02000570",8283,8271,12
2021,"Islington 018","E02000571",8922,8886,36
2021,"Islington 019","E02000572",8603,8600,3
2021,"Islington 020","E02000573",10313,10093,220
2021,"Islington 021","E02000574",7833,7097,736
2021,"Islington 022","E02000575",11313,10307,1006
2021,"Islington 023","E02000576",10673,10287,386
2021,"Kensington and Chelsea 001","E02000577",7711,7455,256
2021,"Kensington and Chelsea 002","E02000578",6004,5823,181
2021,"Kensington and Chelsea 003","E02000579",8993,8954,39
2021,"Kensington and Chelsea 004","E02000580",7894,7892,2
2021,"Kensington and Chelsea 005","E02000581",7392,7388,4
2021,"Kensington and Chelsea 006","E02000582",6543,6226,317
2021,"Kensington and Chelsea 007","E02000583",6428,6426,2
2021,"Kensington and Chelsea 008","E02000584",7175,7159,16
2021,"Kensington and Chelsea 009","E02000585",8088,8015,73
2021,"Kensington and Chelsea 010","E02000586",6474,6397,77
2021,"Kensington and Chelsea 011","E02000587",6496,6469,27
2021,"Kensington and Chelsea 012","E02000588",5983,5982,1
2021,"Kensington and Chelsea 013","E02000589",7250,6975,275
2021,"Kensington and Chelsea 014","E02000590",5974,5929,45
2021,"Kensington and Chelsea 015","E02000591",6212,6084,128
2021,"Kensington and Chelsea 016","E02000592",5764,5606,158
2021,"Kensington and Chelsea 017","E02000593",7393,7289,104
2021,"Kensington and Chelsea 018","E02000594",6482,6200,282
2021,"Kensington and Chelsea 019","E02000595",6164,6061,103
2021,"Kensington and Chelsea 020","E02000596",6617,6400,217
2021,"Kensington and Chelsea 021","E02000597",6336,6336,0
2021,"Kingston upon Thames 001","E02000598",8093,8093,0
2021,"Kingston upon Thames 002","E02000599",7008,6692,316
2021,"Kingston upon Thames 003","E02000600",8360,8296,64
2021,"Kingston upon Thames 004","E02000601",11904,11902,2
2021,"Kingston upon Thames 005","E02000602",10313,9660,653
2021,"Kingston upon Thames 006","E02000603",8636,8379,257
2021,"Kingston upon Thames 007","E02000604",9242,9217,25
2021,"Kingston upon Thames 008","E02000605",8489,8310,179
2021,"Kingston upon Thames 009","E02000606",10561,10119,442
2021,"Kingston upon Thames 010","E02000607",6793,6375,418
2021,"Kingston upon Thames 011","E02000608",7199,6693,506
2021,"Kingston upon Thames 012","E02000609",7627,7568,59
2021,"Kingston upon Thames 013","E02000610",7954,7797,157
2021,"Kingston upon Thames 014","E02000611",7440,7440,0
2021,"Kingston upon Thames 015","E02000612",8252,8165,87
2021,"Kingston upon Thames 016","E02000613",8093,7942,151
2021,"Kingston upon Thames 017","E02000614",9294,9292,2
2021,"Kingston upon Thames 018","E02000615",7881,7881,0
2021,"Kingston upon Thames 019","E02000616",6061,6061,0
2021,"Kingston upon Thames 020","E02000617",8863,8807,56
2021,"Lambeth 002","E02000619",9099,9046,53
2021,"Lambeth 003","E02000620",9846,9709,137
2021,"Lambeth 004","E02000621",12520,11961,559
2021,"Lambeth 005","E02000622",8406,8313,93
2021,"Lambeth 006","E02000623",7859,7834,25
2021,"Lambeth 007","E02000624",9631,9577,54
2021,"Lambeth 008","E02000625",9304,9260,44
2021,"Lambeth 009","E02000626",8362,8308,54
2021,"Lambeth 010","E02000627",9553,9314,239
2021,"Lambeth 011","E02000628",10785,10724,61
2021,"Lambeth 012","E02000629",9117,9116,1
2021,"Lambeth 013","E02000630",7538,7475,63
2021,"Lambeth 014","E02000631",9525,9447,78
2021,"Lambeth 015","E02000632",9586,9547,39
2021,"Lambeth 016","E02000633",9160,9134,26
2021,"Lambeth 017","E02000634",6774,6720,54
2021,"Lambeth 018","E02000635",9812,9772,40
2021,"Lambeth 019","E02000636",7714,7679,35
2021,"Lambeth 020","E02000637",8402,8390,12
2021,"Lambeth 021","E02000638",10254,9544,710
2021,"Lambeth 022","E02000639",8321,8318,3
2021,"Lambeth 023","E02000640",9293,9293,0
2021,"Lambeth 024","E02000641",8630,8534,96
2021,"Lambeth 025","E02000642",9809,9796,13
2021,"Lambeth 026","E02000643",9378,9321,57
2021,"Lambeth 027","E02000644",8521,8521,0
2021,"Lambeth 028","E02000645",9533,9522,11
2021,"Lambeth 029","E02000646",9499,9385,114
2021,"Lambeth 030","E02000647",8592,8443,149
2021,"Lambeth 031","E02000648",7825,7761,64
2021,"Lambeth 032","E02000649",12477,12268,209
2021,"Lambeth 033","E02000650",7665,7659,6
2021,"Lambeth 034","E02000651",8738,8629,109
2021,"Lambeth 035","E02000652",7559,7513,46
2021,"Lambeth 036","E02006801",8567,7429,1138
2021,"Lewisham 001","E02000653",12606,12604,2
2021,"Lewisham 002","E02000654",8789,8781,8
2021,"Lewisham 003","E02000655",10281,10009,272
2021,"Lewisham 005","E02000657",9906,9419,487
2021,"Lewisham 006","E02000658",8620,8602,18
2021,"Lewisham 007","E02000659",8063,7999,64
2021,"Lewisham 008","E02000660",8204,8058,146
2021,"Lewisham 009","E02000661",6491,6470,21
2021,"Lewisham 010","E02000662",8295,8295,0
2021,"Lewisham 011","E02000663",6796,6773,23
2021,"Lewisham 013","E02000665",8155,8155,0
2021,"Lewisham 014","E02000666",7189,7118,71
2021,"Lewisham 015","E02000667",6687,6681,6
2021,"Lewisham 016","E02000668",6861,6858,3
2021,"Lewisham 017","E02000669",7972,7848,124
2021,"Lewisham 018","E02000670",6706,6697,9
2021,"Lewisham 019","E02000671",8740,8740,0
2021,"Lewisham 020","E02000672",10272,10120,152
2021,"Lewisham 021","E02000673",8139,8135,4
2021,"Lewisham 022","E02000674",8454,8284,170
2021,"Lewisham 023","E02000675",8527,8455,72
2021,"Lewisham 024","E02000676",7816,7772,44
2021,"Lewisham 025","E02000677",7211,7114,97
2021,"Lewisham 026","E02000678",6961,6960,1
2021,"Lewisham 027","E02000679",8134,8109,25
2021,"Lewisham 028","E02000680",7035,6988,47
2021,"Lewisham 029","E02000681",8473,8463,10
2021,"Lewisham 030","E02000682",8932,8907,25
2021,"Lewisham 031","E02000683",6768,6761,7
2021,"Lewisham 033","E02000685",8131,8063,68
2021,"Lewisham 034","E02000686",7536,7528,8
2021,"Lewisham 035","E02000687",8267,8159,108
2021,"Lewisham 037","E02006783",7771,7765,6
2021,"Lewisham 038","E02006784",7968,7967,1
2021,"Lewisham 039","E02006798",8888,8754,134
2021,"Lewisham 040","E02007008",5766,5495,271
2021,"Lewisham 041","E02007009",9142,8969,173
2021,"Merton 001","E02000689",9054,9052,2
2021,"Merton 002","E02000690",5524,5421,103
2021,"Merton 003","E02000691",7355,7254,101
2021,"Merton 004","E02000692",7655,7598,57
2021,"Merton 005","E02000693",9854,9690,164
2021,"Merton 006","E02000694",9103,9086,17
2021,"Merton 007","E02000695",8641,8626,15
2021,"Merton 008","E02000696",8627,8625,2
2021,"Merton 009","E02000697",8728,8719,9
2021,"Merton 010","E02000698",8235,8168,67
2021,"Merton 011","E02000699",8214,8214,0
2021,"Merton 012","E02000700",8661,8657,4
2021,"Merton 013","E02000701",9009,9009,0
2021,"Merton 014","E02000702",9323,9308,15
2021,"Merton 015","E02000703",7964,7964,0
2021,"Merton 016","E02000704",8599,8513,86
2021,"Merton 017","E02000705",9329,9246,83
2021,"Merton 018","E02000706",10035,10035,0
2021,"Merton 019","E02000707",8306,8289,17
2021,"Merton 020","E02000708",8886,8864,22
2021,"Merton 021","E02000709",7977,7977,0
2021,"Merton 022","E02000710",9186,8982,204
2021,"Merton 023","E02000711",9446,9415,31
2021,"Merton 024","E02000712",9666,9644,22
2021,"Merton 025","E02000713",7805,7751,54
2021,"Newham 001","E02000714",7711,7709,2
2021,"Newham 002","E02000715",7297,7255,42
2021,"Newham 003","E02000716",7350,7291,59
2021,"Newham 004","E02000717",8357,8349,8
2021,"Newham 005","E02000718",7406,7406,0
2021,"Newham 006","E02000719",8076,8034,42
2021,"Newham 007","E02000720",7489,7486,3
2021,"Newham 008","E02000721",9544,9510,34
2021,"Newham 009","E02000722",8140,8037,103
2021,"Newham 010","E02000723",11195,11183,12
2021,"Newham 011","E02000724",10027,10010,17
2021,"Newham 012","E02000725",9987,9937,50
2021,"Newham 014","E02000727",8518,8512,6
2021,"Newham 015","E02000728",8527,8526,1
2021,"Newham 016","E02000729",7327,7327,0
2021,"Newham 017","E02000730",9930,9908,22
2021,"Newham 018","E02000731",9962,9962,0
2021,"Newham 019","E02000732",8900,8899,1
2021,"Newham 020","E02000733",10095,10056,39
2021,"Newham 021","E02000734",7302,7299,3
2021,"Newham 022","E02000735",8610,8608,2
2021,"Newham 023","E02000736",9204,9154,50
2021,"Newham 024","E02000737",10379,10379,0
2021,"Newham 025","E02000738",9577,9577,0
2021,"Newham 026","E02000739",7724,7724,0
2021,"Newham 027","E02000740",6767,6754,13
2021,"Newham 028","E02000741",8246,8239,7
2021,"Newham 029","E02000742",8705,8641,64
2021,"Newham 030","E02000743",10282,10171,111
2021,"Newham 031","E02000744",9173,9171,2
2021,"Newham 032","E02000745",8598,8598,0
2021,"Newham 033","E02000746",9426,8968,458
2021,"Newham 034","E02000747",13097,13072,25
2021,"Newham 035","E02000748",6275,6105,170
2021,"Newham 036","E02000749",9552,9475,77
2021,"Newham 038","E02006995",8638,8182,456
2021,"Newham 039","E02006996",8426,7703,723
2021,"Newham 040","E02006997",6888,6887,1
2021,"Newham 041","E02006998",7086,7062,24
2021,"Newham 042","E02006999",11244,11244,0
2021,"Redbridge 001","E02000751",11159,11065,94
2021,"Redbridge 002","E02000752",8782,8780,2
2021,"Redbridge 003","E02000753",6920,6865,55
2021,"Redbridge 004","E02000754",6768,6766,2
2021,"Redbridge 005","E02000755",5483,5473,10
2021,"Redbridge 006","E02000756",14594,14585,9
2021,"Redbridge 007","E02000757",12393,12341,52
2021,"Redbridge 008","E02000758",6885,6885,0
2021,"Redbridge 009","E02000759",13088,13028,60
2021,"Redbridge 010","E02000760",7534,7490,44
2021,"Redbridge 012","E02000762",6621,6617,4
2021,"Redbridge 013","E02000763",8015,8015,0
2021,"Redbridge 014","E02000764",12306,12165,141
2021,"Redbridge 015","E02000765",7526,7526,0
2021,"Redbridge 017","E02000767",8625,8488,137
2021,"Redbridge 018","E02000768",5788,5788,0
2021,"Redbridge 020","E02000770",8123,8092,31
2021,"Redbridge 022","E02000772",8383,8247,136
2021,"Redbridge 023","E02000773",10733,10623,110
2021,"Redbridge 024","E02000774",8108,8078,30
2021,"Redbridge 026","E02000776",7039,6991,48
2021,"Redbridge 027","E02000777",6003,5991,12
2021,"Redbridge 029","E02000779",8416,8288,128
2021,"Redbridge 031","E02000781",16292,16246,46
2021,"Redbridge 032","E02000782",11487,11371,116
2021,"Redbridge 033","E02000783",7395,7395,0
2021,"Redbridge 034","E02006800",14681,14588,93
2021,"Redbridge 035","E02006924",13602,13461,141
2021,"Redbridge 036","E02006925",14420,14401,19
2021,"Redbridge 037","E02007017",8814,8738,76
2021,"Redbridge 038","E02007018",7270,7222,48
2021,"Redbridge 039","E02007019",7162,7078,84
2021,"Redbridge 040","E02007020",9840,9805,35
2021,"Richmond upon Thames 001","E02000784",10130,10010,120
2021,"Richmond upon Thames 002","E02000785",9714,9619,95
2021,"Richmond upon Thames 003","E02000786",11372,11355,17
2021,"Richmond upon Thames 004","E02000787",12086,12083,3
2021,"Richmond upon Thames 005","E02000788",9095,9083,12
2021,"Richmond upon Thames 006","E02000789",6301,6232,69
2021,"Richmond upon Thames 007","E02000790",6585,6585,0
2021,"Richmond upon Thames 008","E02000791",6472,6404,68
2021,"Richmond upon Thames 009","E02000792",7147,7020,127
2021,"Richmond upon Thames 010","E02000793",8107,8030,77
2021,"Richmond upon Thames 011","E02000794",7015,6998,17
2021,"Richmond upon Thames 012","E02000795",6926,6875,51
2021,"Richmond upon Thames 013","E02000796",11087,11053,34
2021,"Richmond upon Thames 014","E02000797",7868,7810,58
2021,"Richmond upon Thames 015","E02000798",11308,11270,38
2021,"Richmond upon Thames 016","E02000799",6603,5890,713
2021,"Richmond upon Thames 017","E02000800",5410,5409,1
2021,"Richmond upon Thames 018","E02000801",7110,7103,7
2021,"Richmond upon Thames 019","E02000802",7022,6924,98
2021,"Richmond upon Thames 020","E02000803",9716,9704,12
2021,"Richmond upon Thames 021","E02000804",7149,7088,61
2021,"Richmond upon Thames 022","E02000805",10755,10659,96
2021,"Richmond upon Thames 023","E02000806",10299,10213,86
2021,"Southwark 001","E02000807",8227,8227,0
2021,"Southwark 002","E02000808",10168,8910,1258
2021,"Southwark 004","E02000810",11896,11886,10
2021,"Southwark 006","E02000812",10788,10295,493
2021,"Southwark 007","E02000813",10223,10135,88
2021,"Southwark 008","E02000814",10291,10228,63
2021,"Southwark 009","E02000815",7613,7016,597
2021,"Southwark 010","E02000816",9610,9608,2
2021,"Southwark 011","E02000817",6823,6733,90
2021,"Southwark 012","E02000818",9791,9783,8
2021,"Southwark 013","E02000819",8499,8490,9
2021,"Southwark 014","E02000820",9245,8933,312
2021,"Southwark 015","E02000821",9358,9358,0
2021,"Southwark 016","E02000822",6719,6702,17
2021,"Southwark 017","E02000823",8685,8665,20
2021,"Southwark 018","E02000824",9903,9903,0
2021,"Southwark 019","E02000825",10225,9992,233
2021,"Southwark 020","E02000826",9882,9637,245
2021,"Southwark 021","E02000827",11311,11257,54
2021,"Southwark 022","E02000828",8813,8811,2
2021,"Southwark 023","E02000829",10925,10798,127
2021,"Southwark 024","E02000830",8884,8751,133
2021,"Southwark 025","E02000831",9353,9335,18
2021,"Southwark 026","E02000832",9688,9647,41
2021,"Southwark 027","E02000833",7487,7484,3
2021,"Southwark 028","E02000834",9388,9385,3
2021,"Southwark 029","E02000835",7680,7673,7
2021,"Southwark 030","E02000836",8296,8272,24
2021,"Southwark 031","E02000837",8559,8527,32
2021,"Southwark 032","E02000838",9497,9407,90
2021,"Southwark 033","E02000839",8480,8310,170
2021,"Southwark 034","E02006802",9276,8412,864
2021,"Southwark 035","E02006941",5312,5187,125
2021,"Southwark 036","E02006942",6746,6744,2
2021,"Sutton 001","E02000840",9321,9313,8
2021,"Sutton 002","E02000841",9188,9146,42
2021,"Sutton 003","E02000842",8279,8224,55
2021,"Sutton 004","E02000843",9473,9473,0
2021,"Sutton 005","E02000844",8657,8655,2
2021,"Sutton 006","E02000845",9420,9413,7
2021,"Sutton 007","E02000846",7615,7531,84
2021,"Sutton 008","E02000847",9421,9393,28
2021,"Sutton 009","E02000848",8139,8139,0
2021,"Sutton 010","E02000849",8177,8138,39
2021,"Sutton 011","E02000850",10836,10830,6
2021,"Sutton 012","E02000851",11581,11576,5
2021,"Sutton 013","E02000852",8146,8109,37
2021,"Sutton 014","E02000853",8171,8163,8
2021,"Sutton 015","E02000854",7611,7589,22
2021,"Sutton 016","E02000855",8204,8198,6
2021,"Sutton 017","E02000856",9330,9310,20
2021,"Sutton 018","E02000857",8995,8749,246
2021,"Sutton 019","E02000858",8568,8563,5
2021,"Sutton 020","E02000859",8488,8345,143
2021,"Sutton 021","E02000860",8786,8655,131
2021,"Sutton 022","E02000861",7776,7667,109
2021,"Sutton 024","E02000863",6738,6715,23
2021,"Sutton 025","E02006836",8722,8531,191
2021,"Tower Hamlets 001","E02000864",11263,11262,1
2021,"Tower Hamlets 002","E02000865",7961,7601,360
2021,"Tower Hamlets 003","E02000866",10646,10637,9
2021,"Tower Hamlets 004","E02000867",11328,11325,3
2021,"Tower Hamlets 005","E02000868",7196,6955,241
2021,"Tower Hamlets 006","E02000869",5931,5906,25
2021,"Tower Hamlets 007","E02000870",6371,6338,33
2021,"Tower Hamlets 008","E02000871",11514,11514,0
2021,"Tower Hamlets 009","E02000872",8145,7989,156
2021,"Tower Hamlets 010","E02000873",9850,8156,1694
2021,"Tower Hamlets 011","E02000874",7496,7083,413
2021,"Tower Hamlets 012","E02000875",13571,13550,21
2021,"Tower Hamlets 013","E02000876",7274,6869,405
2021,"Tower Hamlets 014","E02000877",13809,13773,36
2021,"Tower Hamlets 015","E02000878",10433,9506,927
2021,"Tower Hamlets 016","E02000879",8343,8305,38
2021,"Tower Hamlets 017","E02000880",6514,6228,286
2021,"Tower Hamlets 018","E02000881",10831,10823,8
2021,"Tower Hamlets 019","E02000882",11501,11349,152
2021,"Tower Hamlets 020","E02000883",9287,9180,107
2021,"Tower Hamlets 021","E02000884",12769,12123,646
2021,"Tower Hamlets 022","E02000885",7054,6651,403
2021,"Tower Hamlets 023","E02000886",9590,9541,49
2021,"Tower Hamlets 024","E02000887",10801,10706,95
2021,"Tower Hamlets 025","E02000888",8620,8529,91
2021,"Tower Hamlets 026","E02000889",8965,8552,413
2021,"Tower Hamlets 027","E02000890",5815,5815,0
2021,"Tower Hamlets 030","E02000893",7412,7409,3
2021,"Tower Hamlets 031","E02000894",11007,11006,1
2021,"Tower Hamlets 032","E02006853",11015,11014,1
2021,"Tower Hamlets 033","E02006854",7076,7065,11
2021,"Tower Hamlets 034","E02007112",5893,5893,0
2021,"Tower Hamlets 035","E02007113",7461,7461,0
2021,"Tower Hamlets 036","E02007114",7565,7565,0
2021,"Waltham Forest 001","E02000895",8369,8341,28
2021,"Waltham Forest 002","E02000896",9328,9241,87
2021,"Waltham Forest 003","E02000897",8567,8489,78
2021,"Waltham Forest 004","E02000898",8011,7982,29
2021,"Waltham Forest 005","E02000899",8811,8778,33
2021,"Waltham Forest 006","E02000900",8973,8946,27
2021,"Waltham Forest 007","E02000901",10493,10438,55
2021,"Waltham Forest 008","E02000902",9960,9958,2
2021,"Waltham Forest 009","E02000903",10275,10274,1
2021,"Waltham Forest 010","E02000904",8424,8414,10
2021,"Waltham Forest 011","E02000905",10473,10469,4
2021,"Waltham Forest 012","E02000906",9653,9653,0
2021,"Waltham Forest 013","E02000907",10580,10403,177
2021,"Waltham Forest 014","E02000908",12903,12563,340
2021,"Waltham Forest 015","E02000909",9247,9206,41
2021,"Waltham Forest 016","E02000910",11429,11368,61
2021,"Waltham Forest 017","E02000911",12963,12915,48
2021,"Waltham Forest 018","E02000912",9742,9678,64
2021,"Waltham Forest 019","E02000913",9642,9624,18
2021,"Waltham Forest 020","E02000914",11798,11511,287
2021,"Waltham Forest 021","E02000915",8112,8011,101
2021,"Waltham Forest 022","E02000916",10563,10560,3
2021,"Waltham Forest 023","E02000917",9588,9547,41
2021,"Waltham Forest 024","E02000918",9323,9238,85
2021,"Waltham Forest 025","E02000919",9239,9224,15
2021,"Waltham Forest 026","E02000920",10299,10273,26
2021,"Waltham Forest 027","E02000921",11200,11163,37
2021,"Waltham Forest 028","E02000922",10461,10421,40
2021,"Wandsworth 001","E02000923",7526,7387,139
2021,"Wandsworth 003","E02000925",7900,7865,35
2021,"Wandsworth 004","E02000926",11640,11574,66
2021,"Wandsworth 005","E02000927",7100,7098,2
2021,"Wandsworth 006","E02000928",8356,8343,13
2021,"Wandsworth 007","E02000929",8104,8101,3
2021,"Wandsworth 008","E02000930",10081,9727,354
2021,"Wandsworth 009","E02000931",8815,8815,0
2021,"Wandsworth 010","E02000932",12843,12842,1
2021,"Wandsworth 011","E02000933",8867,8864,3
2021,"Wandsworth 012","E02000934",8916,8879,37
2021,"Wandsworth 013","E02000935",7375,6240,1135
2021,"Wandsworth 014","E02000936",9366,9325,41
2021,"Wandsworth 015","E02000937",8161,8160,1
2021,"Wandsworth 016","E02000938",10767,10644,123
2021,"Wandsworth 017","E02000939",7819,7675,144
2021,"Wandsworth 018","E02000940",9324,9323,1
2021,"Wandsworth 019","E02000941",10174,10159,15
2021,"Wandsworth 020","E02000942",9686,9677,9
2021,"Wandsworth 021","E02000943",8721,8721,0
2021,"Wandsworth 022","E02000944",7638,7349,289
2021,"Wandsworth 023","E02000945",7842,7542,300
2021,"Wandsworth 024","E02000946",8435,7659,776
2021,"Wandsworth 025","E02000947",9341,9339,2
2021,"Wandsworth 026","E02000948",10027,9938,89
2021,"Wandsworth 027","E02000949",10003,9870,133
2021,"Wandsworth 028","E02000950",7585,7553,32
2021,"Wandsworth 029","E02000951",6431,6364,67
2021,"Wandsworth 030","E02000952",6145,6141,4
2021,"Wandsworth 031","E02000953",7505,7144,361
2021,"Wandsworth 032","E02000954",6100,6100,0
2021,"Wandsworth 033","E02000955",6889,6889,0
2021,"Wandsworth 034","E02000956",7420,7412,8
2021,"Wandsworth 035","E02000957",10861,10829,32
2021,"Wandsworth 036","E02000958",8276,8021,255
2021,"Wandsworth 037","E02000959",7866,7838,28
2021,"Wandsworth 038","E02007083",7711,7711,0
2021,"Wandsworth 039","E02007084",9890,9881,9
2021,"Westminster 001","E02000960",6155,6149,6
2021,"Westminster 002","E02000961",9814,9814,0
2021,"Westminster 003","E02000962",7703,7703,0
2021,"Westminster 004","E02000963",10522,10517,5
2021,"Westminster 005","E02000964",12142,12140,2
2021,"Westminster 006","E02000965",7876,7854,22
2021,"Westminster 007","E02000966",9252,9245,7
2021,"Westminster 008","E02000967",6056,5942,114
2021,"Westminster 009","E02000968",14478,14400,78
2021,"Westminster 010","E02000969",9607,9347,260
2021,"Westminster 011","E02000970",6837,6828,9
2021,"Westminster 012","E02000971",7473,7271,202
2021,"Westminster 013","E02000972",7879,7588,291
2021,"Westminster 014","E02000973",9955,9892,63
2021,"Westminster 015","E02000974",8705,8355,350
2021,"Westminster 016","E02000975",7417,7162,255
2021,"Westminster 017","E02000976",8432,8182,250
2021,"Westminster 018","E02000977",6388,5758,630
2021,"Westminster 019","E02000978",7129,6167,962
2021,"Westminster 020","E02000979",8085,7485,600
2021,"Westminster 021","E02000980",8724,8694,30
2021,"Westminster 022","E02000981",8271,8162,109
2021,"Westminster 023","E02000982",7638,7626,12
2021,"Westminster 024","E02000983",7695,7663,32
