"date","geography","geography code","Religion: Total: All usual residents","Religion: No religion","Religion: Christian","Religion: Buddhist","Religion: Hindu","Religion: Jewish","Religion: Muslim","Religion: Sikh","Religion: Other religion","Religion: Not answered"
2021,"Hackney 007","E02000351",9285,4221,2629,95,86,258,968,72,219,737
2021,"Hackney 008","E02000352",6748,2869,1717,49,26,907,514,33,98,535
2021,"Hackney 009","E02000353",7763,3972,1898,52,75,226,894,37,101,508
2021,"Hackney 010","E02000354",9609,3448,2984,83,70,96,1843,109,283,693
2021,"Hackney 011","E02000355",8197,3763,1969,68,102,88,1349,70,76,712
2021,"Hackney 012","E02000356",7034,3854,1770,68,39,101,502,48,115,537
2021,"Hackney 013","E02000357",6846,1428,3327,37,35,20,1329,46,114,510
2021,"Hackney 014","E02000358",11090,4797,3334,85,90,150,1323,143,211,957
2021,"Hackney 015","E02000359",6696,2865,2000,58,43,37,1024,68,115,486
2021,"Hackney 016","E02000360",11515,3613,4105,152,117,112,2265,114,280,757
2021,"Hackney 017","E02000361",8059,3525,2499,118,31,101,976,77,113,619
2021,"Hackney 018","E02000362",6962,2630,2623,70,26,57,897,43,131,485
2021,"Hackney 019","E02000363",11879,3358,5016,131,87,107,2073,91,276,740
2021,"Hackney 020","E02000364",9216,4178,2961,60,53,113,971,66,155,659
2021,"Hackney 022","E02000366",8326,3233,3083,99,33,110,1009,54,131,574
2021,"Hackney 023","E02000367",10422,4936,3260,114,94,157,943,23,109,786
2021,"Hackney 024","E02000368",9924,3376,3485,101,82,98,1883,27,214,658
2021,"Hackney 025","E02000369",13460,5290,4472,133,87,94,2042,61,342,939
2021,"Hackney 026","E02000370",8862,3134,3181,104,91,147,1242,86,212,665
2021,"Hammersmith and Fulham 001","E02000372",9983,2594,4392,104,171,43,1724,52,92,811
2021,"Hammersmith and Fulham 002","E02000373",7036,1150,2806,88,72,18,2324,5,10,563
2021,"Hammersmith and Fulham 003","E02000374",6914,2004,2900,51,80,27,1239,30,70,513
2021,"Hammersmith and Fulham 004","E02000375",7482,2250,3126,84,65,28,1217,12,86,614
2021,"Hammersmith and Fulham 005","E02000376",6701,2223,2772,60,65,37,920,28,47,549
2021,"Hammersmith and Fulham 006","E02000377",7794,2524,3408,56,68,56,951,8,68,655
2021,"Hammersmith and Fulham 007","E02000378",6434,2181,2775,66,72,59,681,23,66,511
2021,"Hammersmith and Fulham 008","E02000379",7388,2275,3385,59,91,53,915,22,57,531
2021,"Hammersmith and Fulham 009","E02000380",5508,1926,2562,52,75,61,368,22,39,403
2021,"Hammersmith and Fulham 010","E02000381",7628,2341,3658,62,72,82,633,28,61,691
2021,"Hammersmith and Fulham 011","E02000382",6189,2118,2738,79,94,45,556,14,46,499
2021,"Hammersmith and Fulham 012","E02000383",8461,2571,3460,105,187,71,1109,27,47,884
2021,"Hammersmith and Fulham 013","E02000384",8267,2674,3392,120,104,31,1113,13,39,781
2021,"Hammersmith and Fulham 014","E02000385",5614,2136,2360,66,103,29,397,19,30,474
2021,"Hammersmith and Fulham 015","E02000386",7582,2101,3335,76,66,16,1363,9,24,592
2021,"Hammersmith and Fulham 016","E02000387",6027,1730,2935,59,108,24,561,19,31,560
2021,"Hammersmith and Fulham 017","E02000388",8658,2950,3957,101,103,53,680,13,49,752
2021,"Hammersmith and Fulham 018","E02000389",8647,2813,4305,86,148,73,437,20,69,696
2021,"Hammersmith and Fulham 019","E02000390",6196,2028,3029,31,38,31,471,10,29,529
2021,"Hammersmith and Fulham 020","E02000391",7587,2199,3830,56,80,100,545,22,54,701
2021,"Hammersmith and Fulham 021","E02000392",9229,2750,4596,70,72,57,872,7,47,758
2021,"Hammersmith and Fulham 022","E02000393",5975,2027,3078,32,66,73,216,13,28,442
2021,"Hammersmith and Fulham 023","E02000394",9278,2734,4342,74,121,61,1103,18,67,758
2021,"Hammersmith and Fulham 024","E02000395",5681,1766,3091,52,29,58,163,6,43,473
2021,"Hammersmith and Fulham 025","E02000396",6898,1994,3440,33,62,38,733,9,31,558
2021,"Haringey 001","E02000397",7908,2281,3522,88,144,83,990,30,163,607
2021,"Haringey 002","E02000398",7519,1120,3800,39,62,25,1540,26,282,625
2021,"Haringey 004","E02000400",7987,2621,3296,68,158,129,992,14,188,521
2021,"Haringey 005","E02000401",6862,1298,3039,92,74,27,1539,22,288,483
2021,"Haringey 006","E02000402",6471,1211,2906,52,64,12,1328,22,350,526
2021,"Haringey 007","E02000403",7513,2163,3421,113,141,44,881,35,107,608
2021,"Haringey 008","E02000404",7111,1579,3203,91,133,22,1286,25,212,560
2021,"Haringey 009","E02000405",6472,2987,2122,51,98,334,291,22,65,502
2021,"Haringey 010","E02000406",6736,1743,2895,116,116,32,973,35,210,616
2021,"Haringey 011","E02000407",7603,1604,3803,76,114,21,1160,25,165,635
2021,"Haringey 012","E02000408",8251,1404,4174,63,79,32,1639,24,273,563
2021,"Haringey 013","E02000409",6061,1409,2468,66,79,27,1330,35,241,406
2021,"Haringey 014","E02000410",6418,2973,2019,59,44,370,284,28,52,589
2021,"Haringey 015","E02000411",11428,3025,5152,88,175,46,1814,33,304,791
2021,"Haringey 016","E02000412",7323,1881,2875,96,131,18,1406,14,254,648
2021,"Haringey 017","E02000413",7763,3224,2467,48,91,698,460,25,125,625
2021,"Haringey 018","E02000414",7081,1995,3265,56,113,42,882,34,146,548
2021,"Haringey 019","E02000415",7241,2089,3003,65,135,56,1159,23,105,606
2021,"Haringey 020","E02000416",8451,3561,2769,98,117,128,884,44,213,637
2021,"Haringey 021","E02000417",6557,2958,2204,58,88,410,202,25,72,540
2021,"Haringey 022","E02000418",5429,2699,1677,31,58,290,193,47,84,350
2021,"Haringey 023","E02000419",8735,3206,3305,102,168,70,1075,18,137,654
2021,"Haringey 024","E02000420",7988,2233,3454,114,73,35,1159,14,214,692
2021,"Haringey 025","E02000421",8511,2082,3867,91,69,63,1351,8,369,611
2021,"Haringey 026","E02000422",7458,1893,3238,51,103,55,1213,20,222,663
2021,"Haringey 027","E02000423",6907,2547,2407,56,146,114,983,22,114,518
2021,"Haringey 028","E02000424",6757,3375,2065,39,34,192,445,27,97,483
2021,"Haringey 029","E02000425",8170,701,1868,33,33,3710,517,45,86,1177
2021,"Haringey 030","E02000426",6493,2429,2221,48,160,700,344,27,61,503
2021,"Haringey 031","E02000427",6626,2912,2253,63,101,66,653,18,96,464
2021,"Haringey 032","E02000428",8434,2425,3072,75,55,537,1280,27,239,724
2021,"Haringey 033","E02000429",6793,3117,2201,65,103,356,249,31,77,594
2021,"Haringey 034","E02000430",6921,3603,2079,53,55,235,269,5,82,540
2021,"Haringey 035","E02000431",5849,2705,1939,51,82,312,188,15,68,489
2021,"Haringey 036","E02000432",6120,3040,1897,47,39,90,465,10,122,410
2021,"Harrow 001","E02000433",8600,820,2146,43,1516,1780,1258,38,368,631
2021,"Harrow 002","E02000434",9848,1007,2671,86,2087,1309,1455,87,462,684
2021,"Harrow 003","E02000435",8191,837,2331,52,1582,741,1784,38,345,481
2021,"Harrow 004","E02000436",5757,622,1676,36,1616,418,686,99,284,320
2021,"Harrow 005","E02000437",8757,879,3627,65,1620,237,1528,70,198,533
2021,"Harrow 006","E02000438",8548,1160,2815,104,1644,347,1630,73,235,540
2021,"Harrow 007","E02000439",9266,715,3811,83,2053,96,1578,65,264,601
2021,"Harrow 008","E02000440",9606,725,2909,84,3158,472,1121,80,527,530
2021,"Harrow 009","E02000441",7482,1127,2271,50,1743,275,1334,107,176,399
2021,"Harrow 010","E02000442",9583,421,3457,111,3272,25,1575,35,193,494
2021,"Harrow 011","E02000443",10747,941,3980,105,2021,18,2933,46,116,587
2021,"Harrow 012","E02000444",8714,391,2913,60,3228,118,1056,32,487,429
2021,"Harrow 013","E02000445",11773,1016,4779,142,2302,51,2187,57,158,1081
2021,"Harrow 015","E02000447",8192,1016,2543,90,2406,44,1128,189,300,476
2021,"Harrow 016","E02000448",7070,1346,2465,172,1269,473,600,115,182,448
2021,"Harrow 017","E02000449",8294,443,2896,75,3183,21,973,41,227,435
2021,"Harrow 019","E02000451",6711,778,2322,56,2024,76,734,150,214,357
2021,"Harrow 020","E02000452",9503,1289,3603,137,1542,64,2049,52,159,608
2021,"Harrow 021","E02000453",8386,1239,3019,56,1800,42,1392,100,209,529
2021,"Harrow 022","E02000454",7338,1120,2263,104,2196,185,618,149,241,462
2021,"Harrow 023","E02000455",11669,1526,4161,155,2676,101,1849,156,288,757
2021,"Harrow 024","E02000456",7823,1409,2749,52,1589,26,1324,73,118,483
2021,"Harrow 025","E02000457",7056,779,2303,77,2198,74,1017,135,110,363
2021,"Harrow 027","E02000459",9326,884,3614,165,2092,30,1893,64,155,429
2021,"Harrow 028","E02000460",7311,784,2123,107,2127,27,1599,77,84,383
2021,"Harrow 029","E02000461",7290,1340,2967,68,1138,111,969,118,99,480
2021,"Harrow 030","E02000462",6982,653,2342,168,2018,19,1153,106,153,370
2021,"Harrow 031","E02000463",8707,941,2851,148,2653,17,1447,96,101,453
2021,"Havering 001","E02000464",7755,2706,3928,29,136,56,391,44,38,427
2021,"Havering 002","E02000465",9345,3257,4587,41,318,18,428,92,43,561
2021,"Havering 003","E02000466",9068,3095,4509,32,119,129,512,91,35,546
2021,"Havering 004","E02000467",11455,4318,5501,38,124,26,749,82,72,545
2021,"Havering 005","E02000468",8650,2661,4375,23,182,163,583,176,33,454
2021,"Havering 006","E02000469",7283,2221,3877,42,137,32,490,61,40,383
2021,"Havering 007","E02000470",9779,3393,4878,55,269,37,400,151,33,563
2021,"Havering 008","E02000471",7820,2060,4404,27,192,97,414,202,23,401
2021,"Havering 009","E02000472",9474,2564,4924,52,270,104,726,222,46,566
2021,"Havering 010","E02000473",10492,3358,5226,49,468,71,517,243,32,528
2021,"Havering 011","E02000474",9184,2746,4555,36,211,53,853,176,30,524
2021,"Havering 012","E02000475",9612,2749,4935,35,414,60,479,321,51,568
2021,"Havering 013","E02000476",9362,2624,4774,65,312,32,851,125,51,528
2021,"Havering 014","E02000477",9536,3079,5010,29,279,42,355,211,24,507
2021,"Havering 015","E02000478",5990,1179,2850,35,504,10,461,662,12,277
2021,"Havering 016","E02000479",9444,3038,4424,43,218,32,879,101,53,656
2021,"Havering 017","E02000480",13844,3479,6730,101,461,25,1903,272,48,825
2021,"Havering 018","E02000481",8234,2609,4846,26,70,24,131,56,27,445
2021,"Havering 019","E02000482",6589,1792,4068,31,112,31,104,64,30,357
2021,"Havering 020","E02000483",8001,2757,4266,37,135,28,232,60,38,448
2021,"Havering 021","E02000484",8492,2442,4761,14,192,42,381,196,23,441
2021,"Havering 022","E02000485",8474,2715,4811,30,136,23,248,40,40,431
2021,"Havering 023","E02000486",7353,2284,3973,32,191,21,346,58,13,435
2021,"Havering 024","E02000487",7911,2146,5104,19,67,36,95,63,19,362
2021,"Havering 025","E02000488",7580,2320,4291,21,163,35,213,70,39,428
2021,"Havering 026","E02000489",8634,2586,4492,32,201,18,612,128,37,528
2021,"Havering 027","E02000490",8469,2724,4385,37,129,16,589,63,41,485
2021,"Havering 028","E02000491",10639,3306,5220,36,183,16,1199,86,40,553
2021,"Havering 029","E02000492",6831,2163,3609,13,78,16,405,136,21,390
2021,"Havering 030","E02000493",6737,1865,3450,25,179,9,589,242,24,354
2021,"Hillingdon 001","E02000494",7958,1208,2494,74,1953,413,828,223,272,493
2021,"Hillingdon 002","E02000495",10418,2144,4400,135,1546,236,1074,124,179,580
2021,"Hillingdon 003","E02000496",7801,2506,4056,24,285,60,242,71,54,503
2021,"Hillingdon 004","E02000497",9520,2420,3895,57,1321,114,773,163,153,624
2021,"Hillingdon 005","E02000498",6376,1708,3428,37,402,17,263,85,59,377
2021,"Hillingdon 006","E02000499",7727,1678,3433,60,1254,93,569,144,96,400
2021,"Hillingdon 007","E02000500",8279,1836,4386,59,792,54,515,146,70,421
2021,"Hillingdon 008","E02000501",8475,2065,4186,72,934,49,477,126,78,488
2021,"Hillingdon 009","E02000502",8929,2299,4272,67,837,32,670,193,100,459
2021,"Hillingdon 010","E02000503",8688,2363,4334,78,695,6,531,117,63,501
2021,"Hillingdon 011","E02000504",7643,1905,3714,46,728,29,402,351,37,431
2021,"Hillingdon 013","E02000506",7961,1560,3132,37,864,25,830,985,55,473
2021,"Hillingdon 014","E02000507",8243,1699,3561,57,855,13,951,544,64,499
2021,"Hillingdon 015","E02000508",11947,3155,4391,124,969,10,1782,362,114,1040
2021,"Hillingdon 016","E02000509",10557,2636,4201,109,539,21,1780,198,80,993
2021,"Hillingdon 017","E02000510",9115,1845,3775,102,791,24,1301,771,34,472
2021,"Hillingdon 018","E02000511",9930,1371,3631,44,1282,11,1467,1560,66,498
2021,"Hillingdon 019","E02000512",8823,1758,3241,77,756,5,1713,733,53,487
2021,"Hillingdon 020","E02000513",9760,1330,3072,47,1215,4,2440,1175,50,427
2021,"Hillingdon 021","E02000514",10674,623,2455,74,2341,10,1902,2665,85,519
2021,"Hillingdon 022","E02000515",13291,3312,5595,123,802,66,2066,415,98,814
2021,"Hillingdon 023","E02000516",8646,946,2482,66,1281,6,1506,1884,51,424
2021,"Hillingdon 024","E02000517",10470,1525,3277,90,1226,10,2349,1458,43,492
2021,"Hillingdon 025","E02000518",9632,2465,4085,82,555,6,1412,527,56,444
2021,"Hillingdon 026","E02000519",9554,983,2660,48,957,4,2541,1869,62,430
2021,"Hillingdon 027","E02000520",14064,1652,4346,194,1575,14,3310,2235,123,615
2021,"Hillingdon 028","E02000521",13190,2356,4333,98,1553,12,2643,1335,121,739
2021,"Hillingdon 029","E02000522",9576,2224,4088,90,703,5,1310,512,75,569
2021,"Hillingdon 030","E02000523",11368,948,2837,156,1425,6,2323,2971,128,574
2021,"Hillingdon 031","E02000524",7536,1400,3624,84,344,16,1002,630,38,398
2021,"Hillingdon 032","E02000525",10059,1046,3704,140,927,8,2124,1594,66,450
2021,"Hounslow 001","E02000526",8641,2999,4039,66,94,117,435,50,48,793
2021,"Hounslow 004","E02000529",9716,600,2006,81,1208,4,2184,3227,62,344
2021,"Hounslow 005","E02000530",8120,678,1905,32,691,4,2481,1914,24,391
2021,"Hounslow 006","E02000531",11584,3374,5219,115,293,38,1499,154,75,817
2021,"Hounslow 007","E02000532",8977,3070,4093,81,176,89,710,70,46,642
2021,"Hounslow 008","E02000533",8402,3213,3560,73,146,65,563,45,73,664
2021,"Hounslow 009","E02000534",8556,1393,3337,89,924,11,1363,852,88,499
2021,"Hounslow 010","E02000535",10052,522,2516,73,1356,4,2066,2910,86,519
2021,"Hounslow 011","E02000536",10841,819,2986,132,1542,7,2424,2225,89,617
2021,"Hounslow 012","E02000537",9845,897,3020,139,1871,5,1753,1366,136,658
2021,"Hounslow 013","E02000538",10108,588,3779,140,995,4,1972,2170,65,395
2021,"Hounslow 014","E02000539",12222,3126,5078,122,835,39,1805,248,86,883
2021,"Hounslow 015","E02000540",12123,1885,4826,266,1449,9,2275,580,100,733
2021,"Hounslow 016","E02000541",10618,868,4054,197,1351,4,2022,1507,91,524
2021,"Hounslow 017","E02000542",12304,990,4869,159,1913,6,2351,1193,141,682
2021,"Hounslow 018","E02000543",14001,1418,5562,191,2735,4,2344,810,153,784
2021,"Hounslow 019","E02000544",8558,1164,3515,80,1152,17,1238,804,58,530
2021,"Hounslow 020","E02000545",9236,2361,3836,67,316,24,1724,215,48,645
2021,"Hounslow 021","E02000546",10427,901,3130,144,1526,4,2981,1134,104,503
2021,"Hounslow 022","E02000547",10998,1913,4478,274,1086,7,1555,978,115,592
2021,"Hounslow 023","E02000548",10577,2411,4120,221,940,10,1811,404,69,591
2021,"Hounslow 024","E02000549",12535,2286,5376,343,1253,12,1828,486,118,833
2021,"Hounslow 025","E02000550",10712,2500,4271,186,1354,8,1378,306,116,593
2021,"Hounslow 026","E02000551",9752,2310,4053,140,470,4,1856,281,55,583
2021,"Hounslow 027","E02000552",9259,2251,4359,198,573,13,1003,225,54,583
2021,"Hounslow 028","E02000553",7115,1869,3129,74,373,9,979,228,47,407
2021,"Islington 001","E02000554",9358,3383,3415,88,70,111,1336,23,180,752
2021,"Islington 002","E02000555",9571,3693,3504,64,93,274,1047,29,157,710
2021,"Islington 003","E02000556",11395,4891,3653,82,67,140,1637,33,120,772
2021,"Islington 004","E02000557",8783,3638,3100,75,134,141,854,21,114,706
2021,"Islington 005","E02000558",9436,2619,3178,85,49,57,2423,11,191,823
2021,"Islington 006","E02000559",9582,4001,3208,58,79,115,1255,38,77,751
2021,"Islington 007","E02000560",7356,3212,2453,78,101,58,770,7,91,586
2021,"Islington 008","E02000561",7387,3823,2228,74,42,207,398,21,55,539
2021,"Islington 009","E02000562",7865,3277,2612,65,49,135,920,40,138,629
2021,"Islington 010","E02000563",8683,3321,3082,57,103,89,1202,18,182,629
2021,"Islington 011","E02000564",12420,5519,3972,117,191,124,1338,32,164,963
2021,"Islington 012","E02000565",8544,3537,2858,49,50,79,1157,26,173,615
2021,"Islington 013","E02000566",8556,4133,2756,74,85,170,595,19,91,633
2021,"Islington 014","E02000567",10438,4653,3764,81,60,116,762,31,146,825
2021,"Islington 015","E02000568",11342,4131,4047,113,135,51,1793,32,114,926
2021,"Islington 016","E02000569",9939,4065,3658,64,79,133,1018,40,203,679
2021,"Islington 017","E02000570",8284,4078,2970,60,69,143,342,16,48,558
2021,"Islington 018","E02000571",8922,3554,3361,51,93,65,979,19,106,694
2021,"Islington 019","E02000572",8604,2675,3260,118,61,20,1697,15,130,628
2021,"Islington 020","E02000573",10312,4496,3492,104,111,173,962,38,74,862
2021,"Islington 021","E02000574",7835,3336,2817,76,97,75,687,22,79,646
2021,"Islington 022","E02000575",11313,4540,3862,88,185,143,1263,39,150,1043
2021,"Islington 023","E02000576",10673,3891,3880,93,189,96,1406,35,150,933
2021,"Kensington and Chelsea 001","E02000577",7711,1501,3023,50,46,34,2317,13,53,674
2021,"Kensington and Chelsea 002","E02000578",6004,1095,2903,35,29,11,1499,7,25,400
2021,"Kensington and Chelsea 003","E02000579",8992,2426,4395,80,14,136,1178,8,60,695
2021,"Kensington and Chelsea 004","E02000580",7896,2292,3509,80,38,91,1067,13,84,722
2021,"Kensington and Chelsea 005","E02000581",7392,1377,3310,59,38,47,1596,9,36,920
2021,"Kensington and Chelsea 006","E02000582",6541,2012,2903,109,80,158,380,20,67,812
2021,"Kensington and Chelsea 007","E02000583",6428,1999,3155,85,44,174,354,16,40,561
2021,"Kensington and Chelsea 008","E02000584",7175,2080,3405,78,103,294,383,20,38,774
2021,"Kensington and Chelsea 009","E02000585",8088,1804,3982,103,93,168,1047,15,49,827
2021,"Kensington and Chelsea 010","E02000586",6474,1516,3259,89,145,160,457,23,69,756
2021,"Kensington and Chelsea 011","E02000587",6497,1619,3205,85,104,199,632,13,40,600
2021,"Kensington and Chelsea 012","E02000588",5982,1311,3040,67,76,168,457,15,45,803
2021,"Kensington and Chelsea 013","E02000589",7250,2134,3258,141,130,129,662,20,60,716
2021,"Kensington and Chelsea 014","E02000590",5973,1362,2866,53,81,88,740,9,33,741
2021,"Kensington and Chelsea 015","E02000591",6214,1630,2612,107,86,68,1030,17,45,619
2021,"Kensington and Chelsea 016","E02000592",5764,1616,2815,71,97,186,281,31,47,620
2021,"Kensington and Chelsea 017","E02000593",7394,2104,3746,98,117,87,505,24,44,669
2021,"Kensington and Chelsea 018","E02000594",6477,1248,4064,51,49,140,362,10,47,506
2021,"Kensington and Chelsea 019","E02000595",6164,1430,3351,47,85,153,369,13,53,663
2021,"Kensington and Chelsea 020","E02000596",6615,1756,3500,53,57,135,331,13,67,703
2021,"Kensington and Chelsea 021","E02000597",6334,1299,3031,66,73,55,1215,6,59,530
2021,"Kingston upon Thames 001","E02000598",8095,3014,3490,100,331,23,387,55,55,640
2021,"Kingston upon Thames 002","E02000599",7008,1687,2750,94,469,88,1141,77,62,640
2021,"Kingston upon Thames 003","E02000600",8361,2806,3553,81,276,36,826,140,72,571
2021,"Kingston upon Thames 004","E02000601",11904,4719,4672,164,381,61,837,72,66,932
2021,"Kingston upon Thames 005","E02000602",10313,3889,3882,118,425,29,1045,143,52,730
2021,"Kingston upon Thames 006","E02000603",8638,2520,3569,102,638,27,1071,113,44,554
2021,"Kingston upon Thames 007","E02000604",9242,2929,4226,97,557,37,673,70,36,617
2021,"Kingston upon Thames 008","E02000605",8487,2654,3771,83,567,40,673,39,63,597
2021,"Kingston upon Thames 009","E02000606",10561,4509,3767,114,308,67,655,99,140,902
2021,"Kingston upon Thames 010","E02000607",6791,2675,2889,45,167,57,290,46,51,571
2021,"Kingston upon Thames 011","E02000608",7199,3120,2728,93,166,27,353,26,69,617
2021,"Kingston upon Thames 012","E02000609",7630,1662,3475,66,752,20,1078,55,42,480
2021,"Kingston upon Thames 013","E02000610",7953,3203,3160,87,241,48,444,68,64,638
2021,"Kingston upon Thames 014","E02000611",7441,2281,3482,45,493,38,442,100,48,512
2021,"Kingston upon Thames 015","E02000612",8253,2104,4011,111,550,18,859,89,69,442
2021,"Kingston upon Thames 016","E02000613",8094,3270,3380,61,276,33,440,26,29,579
2021,"Kingston upon Thames 017","E02000614",9293,2460,3879,96,1034,11,1045,97,57,614
2021,"Kingston upon Thames 018","E02000615",7880,2543,3877,81,326,14,448,33,28,530
2021,"Kingston upon Thames 019","E02000616",6058,2272,3020,31,184,12,163,10,31,335
2021,"Kingston upon Thames 020","E02000617",8863,3325,4085,55,314,10,495,72,45,462
2021,"Lambeth 002","E02000619",9100,2814,4514,80,74,24,911,12,73,598
2021,"Lambeth 003","E02000620",9844,3552,4350,108,96,66,866,7,52,747
2021,"Lambeth 004","E02000621",12518,4950,4957,178,186,64,929,29,109,1116
2021,"Lambeth 005","E02000622",8404,3520,3570,55,37,48,506,25,40,603
2021,"Lambeth 006","E02000623",7862,2234,4071,62,31,42,746,9,65,602
2021,"Lambeth 007","E02000624",9634,3852,3998,79,45,36,869,10,69,676
2021,"Lambeth 008","E02000625",9303,2804,4514,76,43,18,1155,9,52,632
2021,"Lambeth 009","E02000626",8362,2348,4112,67,38,14,1016,5,65,697
2021,"Lambeth 010","E02000627",9553,3587,4253,72,29,38,760,13,92,709
2021,"Lambeth 011","E02000628",10785,3085,5116,101,32,39,1405,10,114,883
2021,"Lambeth 012","E02000629",9120,4032,3793,43,92,33,466,27,38,596
2021,"Lambeth 013","E02000630",7539,3256,3238,30,52,38,285,16,54,570
2021,"Lambeth 014","E02000631",9525,3953,3886,59,99,18,797,29,74,610
2021,"Lambeth 015","E02000632",9585,4852,3515,59,60,60,324,13,45,657
2021,"Lambeth 016","E02000633",9160,3373,3992,68,41,35,951,6,58,636
2021,"Lambeth 017","E02000634",6773,2520,2986,53,36,29,587,9,39,514
2021,"Lambeth 018","E02000635",9816,4406,3689,132,44,51,585,10,68,831
2021,"Lambeth 019","E02000636",7719,3303,3392,25,100,79,242,18,55,505
2021,"Lambeth 020","E02000637",8399,4247,2934,101,34,62,335,16,58,612
2021,"Lambeth 021","E02000638",10255,3815,4491,83,44,27,768,12,101,914
2021,"Lambeth 022","E02000639",8322,2468,4086,82,48,30,861,12,67,668
2021,"Lambeth 023","E02000640",9293,4028,3707,52,138,44,582,19,58,665
2021,"Lambeth 024","E02000641",8630,2284,4700,61,35,9,836,4,77,624
2021,"Lambeth 025","E02000642",9811,4163,4054,81,133,39,488,18,99,736
2021,"Lambeth 026","E02000643",9378,3720,3883,35,62,62,766,16,78,756
2021,"Lambeth 027","E02000644",8520,3499,3564,69,101,17,634,14,40,582
2021,"Lambeth 028","E02000645",9533,3879,4102,48,78,49,467,19,113,778
2021,"Lambeth 029","E02000646",9500,3642,3781,99,210,48,1035,22,70,593
2021,"Lambeth 030","E02000647",8592,3253,3605,36,139,36,664,9,65,785
2021,"Lambeth 031","E02000648",7825,2428,3768,53,83,29,699,10,49,706
2021,"Lambeth 032","E02000649",12476,4537,5625,47,166,37,1102,40,83,839
2021,"Lambeth 033","E02000650",7666,3121,3246,58,53,29,479,11,55,614
2021,"Lambeth 034","E02000651",8738,2824,4183,33,167,24,799,9,72,627
2021,"Lambeth 035","E02000652",7559,1482,3611,28,327,18,1297,25,33,738
2021,"Lewisham 001","E02000653",12608,4123,5328,205,175,20,1717,28,61,951
2021,"Lewisham 002","E02000654",8787,2648,3977,236,105,23,996,12,55,735
2021,"Lewisham 003","E02000655",10284,3629,4482,137,111,35,1046,15,73,756
2021,"Lewisham 005","E02000657",9908,4168,3790,110,62,48,836,14,107,773
2021,"Lewisham 006","E02000658",8619,3802,3167,139,28,24,643,17,75,724
2021,"Lewisham 007","E02000659",8063,3317,3153,92,146,22,496,26,84,727
2021,"Lewisham 008","E02000660",8206,3871,2853,86,214,34,406,8,84,650
2021,"Lewisham 009","E02000661",6492,2707,2779,58,88,25,271,18,55,491
2021,"Lewisham 010","E02000662",8295,3287,3496,73,73,23,647,8,62,626
2021,"Lewisham 011","E02000663",6794,3047,2394,97,181,36,364,10,74,591
2021,"Lewisham 013","E02000665",8158,3389,3477,66,162,15,417,4,51,577
2021,"Lewisham 014","E02000666",7189,3116,2734,76,128,23,474,9,69,560
2021,"Lewisham 015","E02000667",6688,3161,2462,47,75,23,371,1,65,483
2021,"Lewisham 016","E02000668",6859,2707,2912,77,175,37,437,23,31,460
2021,"Lewisham 017","E02000669",7972,3071,3390,65,218,23,528,15,56,606
2021,"Lewisham 018","E02000670",6707,1987,3457,75,114,9,516,13,34,502
2021,"Lewisham 019","E02000671",8741,4243,3211,38,104,34,394,29,51,637
2021,"Lewisham 020","E02000672",10272,3386,4789,94,226,16,877,22,128,734
2021,"Lewisham 021","E02000673",8137,3935,3010,90,126,45,245,16,73,597
2021,"Lewisham 022","E02000674",8454,2557,4228,50,292,13,524,32,42,716
2021,"Lewisham 023","E02000675",8527,2896,3954,73,302,12,533,32,57,668
2021,"Lewisham 024","E02000676",7816,3539,3096,43,95,30,361,29,68,555
2021,"Lewisham 025","E02000677",7210,1924,3560,49,241,17,688,41,54,636
2021,"Lewisham 026","E02000678",6963,1876,3807,32,219,6,549,24,33,417
2021,"Lewisham 027","E02000679",8133,3264,3495,57,75,41,522,40,55,584
2021,"Lewisham 028","E02000680",7034,2839,2878,60,94,27,550,17,67,502
2021,"Lewisham 029","E02000681",8473,2562,4262,77,278,8,640,35,48,563
2021,"Lewisham 030","E02000682",8931,2030,4576,79,508,6,950,34,57,691
2021,"Lewisham 031","E02000683",6768,2072,3497,54,171,14,402,11,32,515
2021,"Lewisham 033","E02000685",8130,3007,3596,86,136,22,549,17,59,658
2021,"Lewisham 034","E02000686",7538,2048,3927,72,172,8,680,17,50,564
2021,"Lewisham 035","E02000687",8267,3233,3609,60,109,29,563,27,45,592
2021,"Merton 001","E02000689",9055,3196,4196,84,187,74,690,14,29,585
2021,"Merton 002","E02000690",5525,1643,2831,53,148,84,289,15,27,435
2021,"Merton 003","E02000691",7356,2718,3279,57,257,58,409,38,67,473
2021,"Merton 004","E02000692",7655,2550,3667,85,265,80,343,9,59,597
2021,"Merton 005","E02000693",9853,3613,4057,74,431,24,837,20,51,746
2021,"Merton 006","E02000694",9102,3526,3968,62,292,43,453,12,36,710
2021,"Merton 007","E02000695",8642,1816,3766,43,984,10,1316,29,46,632
2021,"Merton 008","E02000696",8634,2368,3779,54,601,17,1117,35,43,620
2021,"Merton 009","E02000697",8728,3443,3582,87,338,36,483,23,68,668
2021,"Merton 010","E02000698",8233,2481,4110,95,328,62,436,19,44,658
2021,"Merton 011","E02000699",8214,3087,3552,86,321,31,390,16,70,661
2021,"Merton 012","E02000700",8663,2229,3933,78,559,16,1133,22,67,626
2021,"Merton 013","E02000701",9011,1646,4295,86,1201,16,1086,35,40,606
2021,"Merton 014","E02000702",9325,2090,4842,38,503,13,1198,11,42,588
