"date","geography","geography code","Occupancy rating for rooms: Total: All households","Occupancy rating for rooms: Occupancy rating of rooms: +2 or more","Occupancy rating for rooms: Occupancy rating of rooms: +1","Occupancy rating for rooms: Occupancy rating of rooms: 0","Occupancy rating for rooms: Occupancy rating of rooms: -1","Occupancy rating for rooms: Occupancy rating of rooms: -2 or less"
2021,"Havering 007","E02000470",4131,1703,1116,1082,191,39
2021,"Havering 008","E02000471",2945,1834,684,298,102,27
2021,"Havering 009","E02000472",3528,1879,919,541,151,38
2021,"Havering 010","E02000473",4022,2046,985,765,197,29
2021,"Havering 011","E02000474",3535,1327,916,953,274,65
2021,"Havering 012","E02000475",3958,2065,897,790,185,21
2021,"Havering 013","E02000476",4197,918,971,1723,511,74
2021,"Havering 014","E02000477",3713,2312,898,383,102,18
2021,"Havering 015","E02000478",2151,1543,348,169,80,11
2021,"Havering 016","E02000479",3787,1367,933,1091,323,73
2021,"Havering 017","E02000480",5011,1460,1262,1626,536,127
2021,"Havering 018","E02000481",3245,1700,899,510,114,22
2021,"Havering 019","E02000482",2577,1731,570,231,41,4
2021,"Havering 020","E02000483",3473,1369,937,941,195,31
2021,"Havering 021","E02000484",3253,1829,773,515,106,30
2021,"Havering 022","E02000485",3453,1563,1163,576,131,20
2021,"Havering 023","E02000486",2989,1586,736,513,122,32
2021,"Havering 024","E02000487",2942,2111,583,194,48,6
2021,"Havering 025","E02000488",3012,1665,780,473,82,12
2021,"Havering 026","E02000489",3261,1651,749,641,167,53
2021,"Havering 027","E02000490",3225,1442,898,668,172,45
2021,"Havering 028","E02000491",3932,1354,1050,1122,338,68
2021,"Havering 029","E02000492",2623,1257,792,422,125,27
2021,"Havering 030","E02000493",2497,947,627,643,224,56
2021,"Hillingdon 001","E02000494",3217,1751,636,627,179,24
2021,"Hillingdon 002","E02000495",4305,1392,1118,1272,435,88
2021,"Hillingdon 003","E02000496",3176,1201,810,890,232,43
2021,"Hillingdon 004","E02000497",3693,1538,986,849,268,52
2021,"Hillingdon 005","E02000498",2640,1172,669,600,178,21
2021,"Hillingdon 006","E02000499",3014,1707,736,451,101,19
2021,"Hillingdon 007","E02000500",3306,1754,753,598,172,29
2021,"Hillingdon 008","E02000501",3273,1470,980,647,149,27
2021,"Hillingdon 009","E02000502",3530,1299,1149,826,224,32
2021,"Hillingdon 010","E02000503",3254,1395,986,664,176,33
2021,"Hillingdon 011","E02000504",2921,1713,698,400,94,16
2021,"Hillingdon 013","E02000506",2899,1743,542,488,108,18
2021,"Hillingdon 014","E02000507",2781,1341,683,501,207,49
2021,"Hillingdon 015","E02000508",4339,1104,1059,1546,527,103
2021,"Hillingdon 016","E02000509",3402,802,717,1234,541,108
2021,"Hillingdon 017","E02000510",3261,1317,794,797,281,72
2021,"Hillingdon 018","E02000511",3262,1084,862,838,382,96
2021,"Hillingdon 019","E02000512",3107,714,826,1003,422,142
2021,"Hillingdon 020","E02000513",3323,496,771,1204,641,211
2021,"Hillingdon 021","E02000514",3180,982,889,723,406,180
2021,"Hillingdon 022","E02000515",5344,962,1104,2089,981,208
2021,"Hillingdon 023","E02000516",2817,700,708,882,388,139
2021,"Hillingdon 024","E02000517",3321,752,774,1096,509,190
2021,"Hillingdon 025","E02000518",3329,934,868,1034,362,131
2021,"Hillingdon 026","E02000519",3022,710,695,962,454,201
2021,"Hillingdon 027","E02000520",4455,1044,944,1470,718,279
2021,"Hillingdon 028","E02000521",4348,902,1144,1520,605,177
2021,"Hillingdon 029","E02000522",3488,1001,786,1106,468,127
2021,"Hillingdon 030","E02000523",3684,937,865,1023,642,217
2021,"Hillingdon 031","E02000524",2638,719,548,780,442,149
2021,"Hillingdon 032","E02000525",3318,575,676,1037,730,300
2021,"Hounslow 001","E02000526",3616,1612,794,912,262,36
2021,"Hounslow 004","E02000529",3034,823,696,876,464,175
2021,"Hounslow 005","E02000530",2517,401,519,904,498,195
2021,"Hounslow 006","E02000531",4936,1229,1233,1797,553,124
2021,"Hounslow 007","E02000532",3818,1634,808,964,347,65
2021,"Hounslow 008","E02000533",3688,1372,855,1114,296,51
2021,"Hounslow 009","E02000534",2999,1180,662,750,335,72
2021,"Hounslow 010","E02000535",3006,1115,668,721,334,168
2021,"Hounslow 011","E02000536",3245,995,687,909,455,199
2021,"Hounslow 012","E02000537",3158,1245,685,668,362,198
2021,"Hounslow 013","E02000538",3005,984,647,694,431,249
2021,"Hounslow 014","E02000539",4734,1106,1227,1709,557,135
2021,"Hounslow 015","E02000540",4486,996,887,1693,684,226
2021,"Hounslow 016","E02000541",3282,881,662,889,545,305
2021,"Hounslow 017","E02000542",3952,728,611,1321,920,372
2021,"Hounslow 018","E02000543",4892,996,768,1657,1096,375
2021,"Hounslow 019","E02000544",2923,1458,680,501,220,64
2021,"Hounslow 020","E02000545",3548,931,806,1216,478,117
2021,"Hounslow 021","E02000546",3156,821,715,914,500,206
2021,"Hounslow 022","E02000547",3853,988,998,1238,446,183
2021,"Hounslow 023","E02000548",3726,793,897,1365,492,179
2021,"Hounslow 024","E02000549",4083,1347,1002,1051,501,182
2021,"Hounslow 025","E02000550",3720,713,897,1388,567,155
2021,"Hounslow 026","E02000551",3416,667,737,1292,551,169
2021,"Hounslow 027","E02000552",3359,746,886,1099,528,100
2021,"Hounslow 028","E02000553",2600,943,611,713,255,78
2021,"Islington 001","E02000554",4200,613,887,1930,669,101
2021,"Islington 002","E02000555",4033,1017,839,1561,526,90
2021,"Islington 003","E02000556",4947,784,1056,2221,746,140
2021,"Islington 004","E02000557",4139,547,947,1927,611,107
2021,"Islington 005","E02000558",3956,418,763,1895,682,198
2021,"Islington 006","E02000559",3995,982,937,1613,389,74
2021,"Islington 007","E02000560",3274,502,735,1465,498,74
2021,"Islington 008","E02000561",3158,904,654,1180,377,43
2021,"Islington 009","E02000562",3487,702,853,1484,391,57
2021,"Islington 010","E02000563",3858,431,841,1828,652,106
2021,"Islington 011","E02000564",5662,502,1348,2870,832,110
2021,"Islington 012","E02000565",3494,474,755,1624,493,148
2021,"Islington 013","E02000566",3837,1063,919,1424,381,50
2021,"Islington 014","E02000567",4894,783,1159,2310,552,90
2021,"Islington 015","E02000568",4670,533,992,2404,642,99
2021,"Islington 016","E02000569",4602,805,1166,2049,514,68
2021,"Islington 017","E02000570",3990,1075,912,1544,408,51
2021,"Islington 018","E02000571",4122,676,1031,1893,444,78
2021,"Islington 019","E02000572",3523,369,782,1628,583,161
2021,"Islington 020","E02000573",4921,1070,1159,2156,480,56
2021,"Islington 021","E02000574",3605,450,1055,1619,427,54
2021,"Islington 022","E02000575",5170,522,1423,2479,673,73
2021,"Islington 023","E02000576",4952,329,1147,2651,716,109
2021,"Kensington and Chelsea 001","E02000577",3175,296,617,1368,654,240
2021,"Kensington and Chelsea 002","E02000578",2306,311,504,930,392,169
2021,"Kensington and Chelsea 003","E02000579",3821,840,860,1304,621,196
2021,"Kensington and Chelsea 004","E02000580",3988,487,810,1792,754,145
2021,"Kensington and Chelsea 005","E02000581",3010,411,588,1188,622,201
2021,"Kensington and Chelsea 006","E02000582",3271,795,748,1061,612,55
2021,"Kensington and Chelsea 007","E02000583",3117,1031,647,963,441,35
2021,"Kensington and Chelsea 008","E02000584",3332,1224,765,860,433,50
2021,"Kensington and Chelsea 009","E02000585",3385,1044,733,996,477,135
2021,"Kensington and Chelsea 010","E02000586",2879,1141,673,713,311,41
2021,"Kensington and Chelsea 011","E02000587",3027,1231,667,740,349,40
2021,"Kensington and Chelsea 012","E02000588",3077,1202,802,736,302,35
2021,"Kensington and Chelsea 013","E02000589",3658,684,880,1205,801,88
2021,"Kensington and Chelsea 014","E02000590",3049,693,673,885,723,75
2021,"Kensington and Chelsea 015","E02000591",3241,362,772,1214,792,101
2021,"Kensington and Chelsea 016","E02000592",2839,826,779,792,405,37
2021,"Kensington and Chelsea 017","E02000593",3685,607,896,1421,656,105
2021,"Kensington and Chelsea 018","E02000594",2922,1161,648,817,270,26
2021,"Kensington and Chelsea 019","E02000595",3029,1128,594,879,388,40
2021,"Kensington and Chelsea 020","E02000596",3073,931,763,966,366,47
2021,"Kensington and Chelsea 021","E02000597",2997,525,711,1167,515,79
2021,"Kingston upon Thames 001","E02000598",2970,1737,644,444,127,18
2021,"Kingston upon Thames 002","E02000599",2352,1739,322,198,71,22
2021,"Kingston upon Thames 003","E02000600",3379,1185,799,1016,327,52
2021,"Kingston upon Thames 004","E02000601",4857,1702,1233,1542,330,50
2021,"Kingston upon Thames 005","E02000602",4045,1130,848,1460,513,94
2021,"Kingston upon Thames 006","E02000603",2953,1094,645,893,260,61
2021,"Kingston upon Thames 007","E02000604",3559,1720,690,809,292,48
2021,"Kingston upon Thames 008","E02000605",3115,1743,607,566,167,32
2021,"Kingston upon Thames 009","E02000606",4811,1288,1327,1656,486,54
2021,"Kingston upon Thames 010","E02000607",2583,1354,542,516,149,22
2021,"Kingston upon Thames 011","E02000608",3406,595,983,1339,456,33
2021,"Kingston upon Thames 012","E02000609",2739,1567,466,491,176,39
2021,"Kingston upon Thames 013","E02000610",3869,884,1040,1529,379,37
2021,"Kingston upon Thames 014","E02000611",2651,1844,481,214,95,17
2021,"Kingston upon Thames 015","E02000612",3080,2058,510,395,96,21
2021,"Kingston upon Thames 016","E02000613",3195,1421,749,771,223,31
2021,"Kingston upon Thames 017","E02000614",3375,1553,810,714,236,62
2021,"Kingston upon Thames 018","E02000615",2956,1523,744,507,150,32
2021,"Kingston upon Thames 019","E02000616",2390,1239,646,406,82,17
2021,"Kingston upon Thames 020","E02000617",3340,1361,923,776,238,42
2021,"Lambeth 002","E02000619",4053,631,930,1752,605,135
2021,"Lambeth 003","E02000620",4589,708,1181,1935,618,147
2021,"Lambeth 004","E02000621",6009,742,1481,2779,886,121
2021,"Lambeth 005","E02000622",3633,691,818,1430,592,102
2021,"Lambeth 006","E02000623",3331,499,784,1281,634,133
2021,"Lambeth 007","E02000624",4272,526,1091,1892,637,126
2021,"Lambeth 008","E02000625",3797,388,864,1540,833,172
2021,"Lambeth 009","E02000626",3448,471,751,1314,720,192
2021,"Lambeth 010","E02000627",3917,646,877,1641,605,148
2021,"Lambeth 011","E02000628",4483,565,1019,1975,697,227
2021,"Lambeth 012","E02000629",4016,813,984,1693,435,91
2021,"Lambeth 013","E02000630",3431,796,871,1308,393,63
2021,"Lambeth 014","E02000631",3739,1183,795,1134,494,133
2021,"Lambeth 015","E02000632",4261,787,1080,1818,514,62
2021,"Lambeth 016","E02000633",3962,657,872,1692,589,152
2021,"Lambeth 017","E02000634",3107,487,698,1384,441,97
2021,"Lambeth 018","E02000635",4338,915,954,1867,489,113
2021,"Lambeth 019","E02000636",3077,1217,665,913,262,20
2021,"Lambeth 020","E02000637",3705,885,838,1401,494,87
2021,"Lambeth 021","E02000638",4102,746,1023,1607,577,149
2021,"Lambeth 022","E02000639",3725,470,999,1522,590,144
2021,"Lambeth 023","E02000640",3804,1151,1083,1144,362,64
2021,"Lambeth 024","E02000641",3391,542,884,1290,540,135
2021,"Lambeth 025","E02000642",4171,1308,906,1408,464,85
2021,"Lambeth 026","E02000643",3948,988,939,1390,494,137
2021,"Lambeth 027","E02000644",3496,1136,802,1088,374,96
2021,"Lambeth 028","E02000645",4048,1089,1000,1339,526,94
2021,"Lambeth 029","E02000646",3905,1252,833,1238,465,117
2021,"Lambeth 030","E02000647",3422,1250,782,973,323,94
2021,"Lambeth 031","E02000648",3185,768,749,1112,434,122
2021,"Lambeth 032","E02000649",5304,1025,1245,1868,930,236
2021,"Lambeth 033","E02000650",3277,844,893,1107,362,71
2021,"Lambeth 034","E02000651",3479,1220,732,976,436,115
2021,"Lambeth 035","E02000652",2545,1293,559,417,203,73
2021,"Lewisham 001","E02000653",5293,439,1336,2463,800,255
2021,"Lewisham 002","E02000654",3596,388,744,1536,748,180
2021,"Lewisham 003","E02000655",4009,535,779,1635,850,210
2021,"Lewisham 005","E02000657",3992,803,843,1592,597,157
2021,"Lewisham 006","E02000658",3458,833,705,1256,518,146
2021,"Lewisham 007","E02000659",3542,834,1018,1294,330,66
2021,"Lewisham 008","E02000660",3603,680,872,1520,438,93
2021,"Lewisham 009","E02000661",3045,889,769,918,419,50
2021,"Lewisham 010","E02000662",3304,736,784,1236,437,111
2021,"Lewisham 011","E02000663",2819,1055,582,852,249,81
2021,"Lewisham 013","E02000665",3417,1148,796,1090,303,80
2021,"Lewisham 014","E02000666",2735,989,621,736,312,77
2021,"Lewisham 015","E02000667",2525,1272,566,491,160,36
2021,"Lewisham 016","E02000668",2727,1167,682,615,212,51
2021,"Lewisham 017","E02000669",3308,805,758,1179,453,113
2021,"Lewisham 018","E02000670",2781,701,585,970,388,137
2021,"Lewisham 019","E02000671",3682,1196,972,1044,398,72
2021,"Lewisham 020","E02000672",4200,970,916,1449,727,138
2021,"Lewisham 021","E02000673",3497,1111,918,1078,329,61
2021,"Lewisham 022","E02000674",3057,1458,663,586,243,107
2021,"Lewisham 023","E02000675",3420,1372,789,845,344,70
2021,"Lewisham 024","E02000676",3189,1062,805,916,344,62
2021,"Lewisham 025","E02000677",2644,1121,513,606,313,91
2021,"Lewisham 026","E02000678",2614,801,584,748,363,118
2021,"Lewisham 027","E02000679",3377,1037,764,1037,455,84
2021,"Lewisham 028","E02000680",2912,699,755,985,401,72
2021,"Lewisham 029","E02000681",3351,1107,748,979,421,96
2021,"Lewisham 030","E02000682",3219,1099,738,900,377,105
2021,"Lewisham 031","E02000683",2724,659,736,925,320,84
2021,"Lewisham 033","E02000685",3423,835,907,1123,463,95
2021,"Lewisham 034","E02000686",3044,415,791,1261,431,146
2021,"Lewisham 035","E02000687",3454,1060,758,1145,389,102
2021,"Merton 001","E02000689",3512,1661,645,900,227,79
2021,"Merton 002","E02000690",2225,1473,359,316,65,12
2021,"Merton 003","E02000691",2959,1148,711,837,230,33
2021,"Merton 004","E02000692",3569,1280,988,983,293,25
2021,"Merton 005","E02000693",4282,1063,1208,1514,413,84
2021,"Merton 006","E02000694",3834,1418,975,1091,303,47
2021,"Merton 007","E02000695",2940,1496,568,535,234,107
2021,"Merton 008","E02000696",3269,850,687,1155,465,112
2021,"Merton 009","E02000697",3663,1240,955,1150,269,49
2021,"Merton 010","E02000698",3183,1845,637,537,141,23
2021,"Merton 011","E02000699",3262,1478,774,778,207,25
2021,"Merton 012","E02000700",3358,608,833,1241,546,130
2021,"Merton 013","E02000701",3115,1185,680,780,350,120
2021,"Merton 014","E02000702",3366,965,738,1022,489,152
2021,"Merton 015","E02000703",2937,1737,561,474,136,29
2021,"Merton 016","E02000704",3572,1201,843,1088,376,64
2021,"Merton 017","E02000705",3116,1535,725,583,202,71
2021,"Merton 018","E02000706",3535,786,744,1232,580,193
2021,"Merton 019","E02000707",2778,1072,628,570,344,164
2021,"Merton 020","E02000708",3253,1886,663,498,160,46
2021,"Merton 021","E02000709",2869,1850,541,351,94,33
2021,"Merton 022","E02000710",3438,1070,778,1055,419,116
2021,"Merton 023","E02000711",3458,1033,925,1026,367,107
2021,"Merton 024","E02000712",3404,1177,845,915,340,127
2021,"Merton 025","E02000713",2832,1598,738,368,104,24
2021,"Newham 001","E02000714",2647,729,569,771,393,185
2021,"Newham 002","E02000715",2091,381,386,645,448,231
2021,"Newham 003","E02000716",2302,563,408,705,454,172
2021,"Newham 004","E02000717",2394,419,434,737,508,296
2021,"Newham 005","E02000718",2249,300,424,786,506,233
2021,"Newham 006","E02000719",2875,589,546,1026,498,216
2021,"Newham 007","E02000720",2126,677,396,542,315,196
2021,"Newham 008","E02000721",2764,630,495,818,534,287
2021,"Newham 009","E02000722",2935,534,613,1072,501,215
2021,"Newham 010","E02000723",2862,854,519,611,508,370
2021,"Newham 011","E02000724",2531,599,464,654,451,363
2021,"Newham 012","E02000725",3999,444,917,1593,687,358
2021,"Newham 014","E02000727",2289,438,395,638,510,308
2021,"Newham 015","E02000728",2342,598,481,573,440,250
2021,"Newham 016","E02000729",2201,545,406,644,345,261
2021,"Newham 017","E02000730",2567,618,418,710,477,344
2021,"Newham 018","E02000731",2770,595,509,796,527,343
2021,"Newham 019","E02000732",2752,397,538,1007,494,316
2021,"Newham 020","E02000733",3461,539,698,1276,612,336
2021,"Newham 021","E02000734",2496,422,497,880,467,230
2021,"Newham 022","E02000735",2660,510,465,911,501,273
2021,"Newham 023","E02000736",2653,560,559,772,528,234
2021,"Newham 024","E02000737",3066,691,644,870,522,339
2021,"Newham 025","E02000738",2785,617,659,793,452,264
2021,"Newham 026","E02000739",2479,464,498,800,488,229
2021,"Newham 027","E02000740",2493,416,514,908,466,189
2021,"Newham 028","E02000741",2686,544,640,840,439,223
2021,"Newham 029","E02000742",2528,527,616,741,407,237
2021,"Newham 030","E02000743",3576,400,681,1472,710,313
2021,"Newham 031","E02000744",3324,571,741,1265,541,206
2021,"Newham 032","E02000745",2876,520,596,1020,517,223
2021,"Newham 033","E02000746",3394,387,815,1581,488,123
2021,"Newham 034","E02000747",5446,559,1237,2640,777,233
2021,"Newham 035","E02000748",2209,411,522,761,413,102
2021,"Newham 036","E02000749",3330,550,716,1226,582,256
2021,"Redbridge 001","E02000751",4438,2496,1024,648,232,38
2021,"Redbridge 002","E02000752",3266,947,826,1022,366,105
2021,"Redbridge 003","E02000753",2474,741,662,680,280,111
2021,"Redbridge 004","E02000754",2590,1292,608,490,159,41
2021,"Redbridge 005","E02000755",2186,969,594,435,156,32
2021,"Redbridge 006","E02000756",5258,2099,1330,1262,454,113
2021,"Redbridge 007","E02000757",5176,1891,1277,1533,411,64
2021,"Redbridge 008","E02000758",2316,973,560,517,200,66
2021,"Redbridge 009","E02000759",4818,1937,1161,1104,471,145
2021,"Redbridge 010","E02000760",2628,929,670,664,268,97
2021,"Redbridge 012","E02000762",2105,989,485,414,145,72
2021,"Redbridge 013","E02000763",2575,891,671,656,265,92
2021,"Redbridge 014","E02000764",5367,1986,1443,1473,402,63
2021,"Redbridge 015","E02000765",2426,925,555,538,317,91
2021,"Redbridge 017","E02000767",2768,1050,656,696,294,72
2021,"Redbridge 018","E02000768",2200,1314,415,349,92,30
2021,"Redbridge 020","E02000770",2489,839,571,595,360,124
2021,"Redbridge 022","E02000772",2537,864,492,658,387,136
2021,"Redbridge 023","E02000773",3112,906,683,837,499,187
2021,"Redbridge 024","E02000774",2459,860,494,565,380,160
2021,"Redbridge 026","E02000776",2082,695,390,458,377,162
2021,"Redbridge 027","E02000777",2324,1149,457,521,155,42
2021,"Redbridge 029","E02000779",2773,577,387,852,710,247
2021,"Redbridge 031","E02000781",4429,1698,988,984,545,214
2021,"Redbridge 032","E02000782",3577,628,720,1284,699,246
2021,"Redbridge 033","E02000783",2115,499,446,616,360,194
2021,"Richmond upon Thames 001","E02000784",4176,2187,886,837,238,28
2021,"Richmond upon Thames 002","E02000785",4162,2102,1016,794,231,19
2021,"Richmond upon Thames 003","E02000786",4944,1868,1414,1295,328,39
2021,"Richmond upon Thames 004","E02000787",5175,1787,1348,1622,374,44
2021,"Richmond upon Thames 005","E02000788",3623,1870,824,721,184,24
2021,"Richmond upon Thames 006","E02000789",2842,1188,709,742,188,15
2021,"Richmond upon Thames 007","E02000790",2704,1261,662,610,151,20
2021,"Richmond upon Thames 008","E02000791",2967,1055,787,867,236,22
2021,"Richmond upon Thames 009","E02000792",3101,1221,767,808,279,26
2021,"Richmond upon Thames 010","E02000793",3135,1611,800,515,175,34
2021,"Richmond upon Thames 011","E02000794",2763,1407,718,522,107,9
2021,"Richmond upon Thames 012","E02000795",2587,1638,509,338,81,21
2021,"Richmond upon Thames 013","E02000796",3981,1727,941,896,333,84
2021,"Richmond upon Thames 014","E02000797",3479,1327,851,1001,278,22
2021,"Richmond upon Thames 015","E02000798",4324,1974,1175,925,207,43
2021,"Richmond upon Thames 016","E02000799",2440,1191,561,552,124,12
2021,"Richmond upon Thames 017","E02000800",2160,978,514,474,171,23
2021,"Richmond upon Thames 018","E02000801",3019,1284,795,741,177,22
2021,"Richmond upon Thames 019","E02000802",2977,1331,738,723,168,17
2021,"Richmond upon Thames 020","E02000803",4096,1589,980,1177,300,50
2021,"Richmond upon Thames 021","E02000804",3168,1416,706,815,208,23
2021,"Richmond upon Thames 022","E02000805",4633,1790,1156,1348,310,29
2021,"Richmond upon Thames 023","E02000806",4253,2111,987,931,193,31
2021,"Southwark 001","E02000807",3732,629,1250,1499,306,48
2021,"Southwark 002","E02000808",4694,419,1307,2392,502,74
2021,"Southwark 004","E02000810",5395,462,1357,2693,738,145
2021,"Southwark 006","E02000812",4533,368,1067,2165,740,193
2021,"Southwark 007","E02000813",4483,440,1086,2073,710,174
2021,"Southwark 008","E02000814",4590,695,1316,1999,508,72
2021,"Southwark 009","E02000815",3233,223,877,1507,532,94
2021,"Southwark 010","E02000816",4146,605,941,1790,660,150
2021,"Southwark 011","E02000817",2927,316,580,1419,487,125
2021,"Southwark 012","E02000818",4489,504,1129,2106,613,137
2021,"Southwark 013","E02000819",3555,364,680,1581,743,187
2021,"Southwark 014","E02000820",4227,440,1134,1922,595,136
2021,"Southwark 015","E02000821",3133,480,686,1129,554,284
2021,"Southwark 016","E02000822",2773,274,617,1176,555,151
2021,"Southwark 017","E02000823",3636,597,907,1362,575,195
2021,"Southwark 018","E02000824",3791,489,900,1452,723,227
2021,"Southwark 019","E02000825",3891,383,864,1661,693,290
2021,"Southwark 020","E02000826",4023,577,908,1734,590,214
2021,"Southwark 021","E02000827",5018,567,1145,2243,811,252
2021,"Southwark 022","E02000828",3598,566,720,1424,686,202
2021,"Southwark 023","E02000829",4737,853,934,2086,664,200
2021,"Southwark 024","E02000830",3760,1073,825,1341,420,101
2021,"Southwark 025","E02000831",4052,1216,820,1469,464,83
2021,"Southwark 026","E02000832",4100,870,985,1612,510,123
2021,"Southwark 027","E02000833",3047,698,896,1004,343,106
2021,"Southwark 028","E02000834",4103,1377,924,1337,427,38
2021,"Southwark 029","E02000835",3028,1130,715,816,300,67
2021,"Southwark 030","E02000836",3337,1595,684,812,201,45
2021,"Southwark 031","E02000837",3150,2012,501,471,140,26
2021,"Southwark 032","E02000838",3924,1370,969,1195,311,79
2021,"Southwark 033","E02000839",3428,1261,815,898,377,77
2021,"Sutton 001","E02000840",3475,631,965,1290,496,93
2021,"Sutton 002","E02000841",3302,621,926,1168,472,115
2021,"Sutton 003","E02000842",2958,1563,735,461,161,38
2021,"Sutton 004","E02000843",3982,999,1139,1454,350,40
2021,"Sutton 005","E02000844",3217,1013,933,933,272,66
2021,"Sutton 006","E02000845",3609,1674,970,715,218,32
2021,"Sutton 007","E02000846",2786,1389,706,508,158,25
2021,"Sutton 008","E02000847",3682,1729,991,772,161,29
2021,"Sutton 009","E02000848",2918,1627,747,395,128,21
2021,"Sutton 010","E02000849",3251,1271,864,823,256,37
2021,"Sutton 011","E02000850",4088,1970,1078,756,251,33
2021,"Sutton 012","E02000851",5035,837,1140,2164,756,138
2021,"Sutton 013","E02000852",3250,1398,745,804,243,60
2021,"Sutton 014","E02000853",3203,1111,961,852,245,34
2021,"Sutton 015","E02000854",3085,1562,767,561,179,16
2021,"Sutton 016","E02000855",3212,1823,707,540,126,16
2021,"Sutton 017","E02000856",3799,1512,809,1096,344,38
2021,"Sutton 018","E02000857",4080,694,1145,1695,485,61
2021,"Sutton 019","E02000858",3304,666,786,1324,435,93
2021,"Sutton 020","E02000859",3491,1460,822,951,227,31
2021,"Sutton 021","E02000860",4122,512,960,1931,646,73
2021,"Sutton 022","E02000861",2862,2046,444,287,74,11
2021,"Sutton 024","E02000863",2423,1506,476,332,85,24
2021,"Tower Hamlets 001","E02000864",4664,427,1278,2146,628,185
2021,"Tower Hamlets 002","E02000865",2894,332,680,1191,513,178
2021,"Tower Hamlets 003","E02000866",4152,1000,936,1540,490,186
2021,"Tower Hamlets 004","E02000867",4872,454,1209,2325,694,190
2021,"Tower Hamlets 005","E02000868",2785,281,717,1189,438,160
2021,"Tower Hamlets 006","E02000869",2526,332,553,1126,398,117
2021,"Tower Hamlets 007","E02000870",2420,334,580,946,413,147
2021,"Tower Hamlets 008","E02000871",4228,291,876,1974,807,280
2021,"Tower Hamlets 009","E02000872",3193,266,776,1449,520,182
2021,"Tower Hamlets 010","E02000873",2922,225,684,1216,561,236
2021,"Tower Hamlets 011","E02000874",2525,212,428,1121,539,225
2021,"Tower Hamlets 012","E02000875",5078,338,961,2367,1001,411
2021,"Tower Hamlets 013","E02000876",2778,243,488,1273,599,175
2021,"Tower Hamlets 014","E02000877",4914,462,1084,2154,893,321
2021,"Tower Hamlets 015","E02000878",4011,346,866,1875,685,239
2021,"Tower Hamlets 016","E02000879",3047,370,619,1277,570,211
2021,"Tower Hamlets 017","E02000880",2282,178,451,923,519,211
2021,"Tower Hamlets 018","E02000881",3853,284,751,1812,738,268
2021,"Tower Hamlets 019","E02000882",3808,341,854,1583,692,338
2021,"Tower Hamlets 020","E02000883",3030,278,643,1206,585,318
2021,"Tower Hamlets 021","E02000884",5112,328,1023,2519,980,262
2021,"Tower Hamlets 022","E02000885",2393,207,463,1046,464,213
2021,"Tower Hamlets 023","E02000886",3821,396,1094,1567,602,162
2021,"Tower Hamlets 024","E02000887",3946,349,862,1613,840,282
2021,"Tower Hamlets 025","E02000888",3353,281,853,1496,506,217
2021,"Tower Hamlets 026","E02000889",3805,396,1023,1638,629,119
2021,"Tower Hamlets 027","E02000890",2891,282,1042,1209,297,61
2021,"Tower Hamlets 030","E02000893",2986,334,834,1206,462,150
2021,"Tower Hamlets 031","E02000894",4464,504,1284,1970,561,145
2021,"Waltham Forest 001","E02000895",3277,1388,800,744,280,65
2021,"Waltham Forest 002","E02000896",3836,1809,989,738,244,56
2021,"Waltham Forest 003","E02000897",3370,1205,822,924,311,108
2021,"Waltham Forest 004","E02000898",3204,1268,840,792,235,69
2021,"Waltham Forest 005","E02000899",3226,1461,732,642,301,90
2021,"Waltham Forest 006","E02000900",3119,1196,745,765,312,101
2021,"Waltham Forest 007","E02000901",3851,1837,859,781,279,95
2021,"Waltham Forest 008","E02000902",3518,1266,756,946,440,110
2021,"Waltham Forest 009","E02000903",3466,1042,866,983,419,156
2021,"Waltham Forest 010","E02000904",3108,1289,738,715,267,99
2021,"Waltham Forest 011","E02000905",3630,1165,935,947,438,145
2021,"Waltham Forest 012","E02000906",3629,855,1009,1130,470,165
2021,"Waltham Forest 013","E02000907",4067,706,794,1488,824,255
2021,"Waltham Forest 014","E02000908",5240,941,1188,2245,691,175
2021,"Waltham Forest 015","E02000909",3568,1164,822,1016,418,148
2021,"Waltham Forest 016","E02000910",4405,1213,969,1400,638,185
2021,"Waltham Forest 017","E02000911",4848,890,1197,1733,758,270
2021,"Waltham Forest 018","E02000912",3270,978,794,869,417,212
2021,"Waltham Forest 019","E02000913",3116,1179,659,733,369,176
2021,"Waltham Forest 020","E02000914",3973,799,654,1401,767,352
2021,"Waltham Forest 021","E02000915",3283,939,738,1055,431,120
2021,"Waltham Forest 022","E02000916",3982,650,1085,1385,626,236
2021,"Waltham Forest 023","E02000917",3650,832,967,1148,546,157
2021,"Waltham Forest 024","E02000918",3408,908,668,1153,497,182
2021,"Waltham Forest 025","E02000919",3357,1130,690,900,473,164
2021,"Waltham Forest 026","E02000920",3815,841,821,1286,638,229
2021,"Waltham Forest 027","E02000921",4058,845,781,1378,757,297
2021,"Waltham Forest 028","E02000922",3636,1125,791,923,561,236
2021,"Wandsworth 001","E02000923",3469,898,968,1207,348,48
2021,"Wandsworth 003","E02000925",3363,527,758,1421,534,123
2021,"Wandsworth 004","E02000926",5552,834,1654,2486,500,78
2021,"Wandsworth 005","E02000927",3233,812,947,1098,327,49
2021,"Wandsworth 006","E02000928",3611,1545,901,904,236,25
2021,"Wandsworth 007","E02000929",3495,261,734,1610,729,161
