"date","geography","geography code","Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census","Occupation (current): 1. Managers, directors and senior officials","Occupation (current): 2. Professional occupations","Occupation (current): 3. Associate professional and technical occupations","Occupation (current): 4. Administrative and secretarial occupations","Occupation (current): 5. Skilled trades occupations","Occupation (current): 6. Caring, leisure and other service occupations","Occupation (current): 7. Sales and customer service occupations","Occupation (current): 8. Process, plant and machine operatives","Occupation (current): 9. Elementary occupations"
2021,"Hackney 013","E02000357",2883,264,600,440,220,197,362,194,174,432
2021,"Hackney 014","E02000358",6325,865,1942,1489,347,337,415,346,169,415
2021,"Hackney 015","E02000359",3380,491,921,833,191,165,223,198,104,254
2021,"Hackney 016","E02000360",5487,627,1421,1000,327,269,480,446,294,623
2021,"Hackney 017","E02000361",4822,611,1486,1075,292,247,320,234,138,419
2021,"Hackney 018","E02000362",3538,404,904,822,249,207,289,179,157,327
2021,"Hackney 019","E02000363",5108,510,1126,877,392,284,605,391,217,706
2021,"Hackney 020","E02000364",5163,809,1626,1214,284,233,328,238,114,317
2021,"Hackney 022","E02000366",4064,602,1065,869,250,210,368,205,162,333
2021,"Hackney 023","E02000367",6392,1033,2061,1481,351,263,363,275,156,409
2021,"Hackney 024","E02000368",4814,562,1345,971,309,250,403,285,226,463
2021,"Hackney 025","E02000369",7583,1112,2493,1585,413,336,456,423,258,507
2021,"Hackney 026","E02000370",4810,688,1525,933,304,184,355,260,146,415
2021,"Hammersmith and Fulham 001","E02000372",4614,495,1318,597,365,379,421,304,213,522
2021,"Hammersmith and Fulham 002","E02000373",2941,269,490,389,244,191,413,282,219,444
2021,"Hammersmith and Fulham 003","E02000374",3342,476,846,586,285,253,284,200,133,279
2021,"Hammersmith and Fulham 004","E02000375",3925,605,1027,705,298,223,320,267,154,326
2021,"Hammersmith and Fulham 005","E02000376",3900,601,1092,724,293,237,289,222,147,295
2021,"Hammersmith and Fulham 006","E02000377",4168,675,1039,814,304,260,388,243,148,297
2021,"Hammersmith and Fulham 007","E02000378",3732,649,1164,712,249,166,245,250,84,213
2021,"Hammersmith and Fulham 008","E02000379",3763,713,1161,769,250,193,249,165,95,168
2021,"Hammersmith and Fulham 009","E02000380",3030,636,1002,579,209,139,157,123,46,139
2021,"Hammersmith and Fulham 010","E02000381",4129,907,1296,821,268,129,233,185,82,208
2021,"Hammersmith and Fulham 011","E02000382",3328,668,1083,667,236,144,187,142,48,153
2021,"Hammersmith and Fulham 012","E02000383",4550,738,1468,845,337,185,330,248,104,295
2021,"Hammersmith and Fulham 013","E02000384",4326,676,1256,778,310,233,348,256,143,326
2021,"Hammersmith and Fulham 014","E02000385",3580,596,1297,778,231,120,166,133,83,176
2021,"Hammersmith and Fulham 015","E02000386",3828,510,965,630,300,246,373,267,192,345
2021,"Hammersmith and Fulham 016","E02000387",3217,463,1017,537,237,163,278,188,102,232
2021,"Hammersmith and Fulham 017","E02000388",5027,1013,1620,1048,317,187,294,208,115,225
2021,"Hammersmith and Fulham 018","E02000389",4692,1064,1525,942,287,172,257,199,71,175
2021,"Hammersmith and Fulham 019","E02000390",3531,707,1103,719,208,151,208,177,70,188
2021,"Hammersmith and Fulham 020","E02000391",4066,1068,1249,826,255,90,220,149,60,149
2021,"Hammersmith and Fulham 021","E02000392",5156,1140,1601,1042,340,163,303,236,114,217
2021,"Hammersmith and Fulham 022","E02000393",3508,876,1191,735,238,75,127,119,39,108
2021,"Hammersmith and Fulham 023","E02000394",5066,1175,1509,992,385,180,308,198,101,218
2021,"Hammersmith and Fulham 024","E02000395",3178,769,1042,663,195,97,168,85,48,111
2021,"Hammersmith and Fulham 025","E02000396",3500,837,920,680,256,115,234,161,100,197
2021,"Haringey 001","E02000397",4182,506,894,563,293,491,354,281,204,596
2021,"Haringey 002","E02000398",2988,171,350,252,200,360,396,281,267,711
2021,"Haringey 004","E02000400",3898,557,1006,629,282,347,318,247,160,352
2021,"Haringey 005","E02000401",2924,240,479,347,251,358,336,287,192,434
2021,"Haringey 006","E02000402",2757,215,385,327,223,299,339,249,215,505
2021,"Haringey 007","E02000403",3982,423,836,582,278,492,321,224,200,626
2021,"Haringey 008","E02000404",3366,307,539,371,269,419,304,268,270,619
2021,"Haringey 009","E02000405",3293,690,1206,674,203,159,139,83,42,97
2021,"Haringey 010","E02000406",3426,327,649,429,234,403,316,302,215,551
2021,"Haringey 011","E02000407",3651,307,558,421,249,453,391,262,264,746
2021,"Haringey 012","E02000408",3629,254,583,400,274,384,412,262,296,764
2021,"Haringey 013","E02000409",2812,280,593,380,172,263,288,220,174,442
2021,"Haringey 014","E02000410",3421,681,1122,729,208,150,164,144,79,144
2021,"Haringey 015","E02000411",5585,483,1158,767,391,589,467,439,342,949
2021,"Haringey 016","E02000412",3779,371,699,518,278,400,333,282,255,643
2021,"Haringey 017","E02000413",3829,737,1334,729,239,177,210,140,87,176
2021,"Haringey 018","E02000414",3737,343,726,548,233,396,341,209,235,706
2021,"Haringey 019","E02000415",3780,403,843,580,269,422,247,252,182,582
2021,"Haringey 020","E02000416",4694,682,1529,970,294,263,298,224,137,297
2021,"Haringey 021","E02000417",3534,732,1232,774,209,144,129,142,42,130
2021,"Haringey 022","E02000418",2833,610,1030,625,147,94,106,95,31,95
2021,"Haringey 023","E02000419",4996,597,1288,894,322,434,373,340,159,589
2021,"Haringey 024","E02000420",4271,411,902,667,287,389,369,278,244,724
2021,"Haringey 025","E02000421",4076,332,675,581,281,432,426,311,237,801
2021,"Haringey 026","E02000422",3562,337,688,479,274,382,334,237,212,619
2021,"Haringey 027","E02000423",3925,467,920,667,240,357,266,249,177,582
2021,"Haringey 028","E02000424",3844,674,1315,874,211,174,210,151,69,166
2021,"Haringey 029","E02000425",3118,351,582,296,508,242,280,218,154,487
2021,"Haringey 030","E02000426",3298,764,1146,586,208,149,151,114,64,116
2021,"Haringey 031","E02000427",4017,534,1202,792,252,291,229,193,118,406
2021,"Haringey 032","E02000428",4269,409,907,650,264,400,437,333,224,645
2021,"Haringey 033","E02000429",3814,758,1555,774,213,124,167,94,50,79
2021,"Haringey 034","E02000430",4282,720,1541,950,260,204,220,159,59,169
2021,"Haringey 035","E02000431",3654,725,1431,819,218,107,113,93,42,106
2021,"Haringey 036","E02000432",3747,509,1333,828,233,177,200,172,63,232
2021,"Harrow 001","E02000433",3892,819,1182,497,382,204,235,199,179,195
2021,"Harrow 002","E02000434",4902,841,1512,535,459,381,310,292,227,345
2021,"Harrow 003","E02000435",3588,620,846,451,365,340,250,220,193,303
2021,"Harrow 004","E02000436",2787,617,950,365,314,124,106,153,73,85
2021,"Harrow 005","E02000437",3979,579,879,461,398,412,309,308,296,337
2021,"Harrow 006","E02000438",3756,613,942,448,402,310,287,244,227,283
2021,"Harrow 007","E02000439",4473,453,848,453,384,673,391,296,357,618
2021,"Harrow 008","E02000440",4796,770,1275,550,570,427,260,330,259,355
2021,"Harrow 009","E02000441",3409,607,1037,439,343,214,229,181,147,212
2021,"Harrow 010","E02000442",4804,490,634,405,417,887,346,471,444,710
2021,"Harrow 011","E02000443",4820,518,915,485,423,573,460,394,421,631
2021,"Harrow 012","E02000444",4159,515,871,408,442,588,242,328,307,458
2021,"Harrow 013","E02000445",5371,494,1023,548,461,654,481,459,521,730
2021,"Harrow 015","E02000447",4058,655,1230,501,478,293,222,226,203,250
2021,"Harrow 016","E02000448",3236,701,1155,448,293,138,166,128,66,141
2021,"Harrow 017","E02000449",4086,432,613,388,419,693,300,330,316,595
2021,"Harrow 019","E02000451",3288,557,1045,478,322,240,160,183,141,162
2021,"Harrow 020","E02000452",4736,511,1211,577,373,485,374,312,318,575
2021,"Harrow 021","E02000453",4268,562,1208,519,379,375,303,301,231,390
2021,"Harrow 022","E02000454",3560,671,1266,511,368,192,161,168,102,121
2021,"Harrow 023","E02000455",6085,851,2042,734,460,439,394,359,302,504
2021,"Harrow 024","E02000456",3967,506,1071,516,366,391,321,254,178,364
2021,"Harrow 025","E02000457",3421,514,1040,475,328,241,200,226,159,238
2021,"Harrow 027","E02000459",4408,497,942,492,465,413,350,405,329,515
2021,"Harrow 028","E02000460",3355,393,729,390,338,243,292,352,245,373
2021,"Harrow 029","E02000461",3431,590,1083,422,278,263,184,203,154,254
2021,"Harrow 030","E02000462",3307,347,653,359,309,323,248,337,305,426
2021,"Harrow 031","E02000463",3922,399,744,420,405,429,339,409,315,462
2021,"Havering 001","E02000464",3530,338,605,370,393,492,384,273,284,391
2021,"Havering 002","E02000465",4409,440,734,526,470,587,443,335,362,512
2021,"Havering 003","E02000466",4038,458,599,498,468,568,442,310,312,383
2021,"Havering 004","E02000467",4773,427,668,462,490,665,632,423,370,636
2021,"Havering 005","E02000468",3955,441,591,459,510,604,362,295,304,389
2021,"Havering 006","E02000469",3233,305,471,349,363,456,347,249,279,414
2021,"Havering 007","E02000470",5003,671,1222,757,665,512,364,272,234,306
2021,"Havering 008","E02000471",3689,536,691,521,508,448,280,224,234,247
2021,"Havering 009","E02000472",4542,499,847,612,620,615,357,308,280,404
2021,"Havering 010","E02000473",5254,727,1164,765,746,509,363,323,307,350
2021,"Havering 011","E02000474",4344,484,801,535,564,543,410,291,306,410
2021,"Havering 012","E02000475",4692,777,1088,765,645,416,299,228,199,275
2021,"Havering 013","E02000476",4746,551,1076,646,528,474,398,293,290,490
2021,"Havering 014","E02000477",4806,726,1083,726,698,445,327,268,268,265
2021,"Havering 015","E02000478",2740,633,698,338,417,182,133,128,94,117
2021,"Havering 016","E02000479",4805,531,974,641,600,549,390,330,330,460
2021,"Havering 017","E02000480",6640,656,1525,745,769,761,578,482,430,694
2021,"Havering 018","E02000481",3834,514,806,584,582,419,282,234,188,225
2021,"Havering 019","E02000482",3020,567,748,519,463,225,130,129,99,140
2021,"Havering 020","E02000483",3862,479,739,584,535,460,291,244,245,285
2021,"Havering 021","E02000484",4293,547,801,643,658,478,334,269,263,300
2021,"Havering 022","E02000485",4265,579,909,697,648,457,293,222,191,269
2021,"Havering 023","E02000486",3587,423,701,475,554,447,248,225,228,286
2021,"Havering 024","E02000487",3630,643,838,609,597,313,199,157,121,153
2021,"Havering 025","E02000488",3755,436,777,576,605,420,284,213,221,223
2021,"Havering 026","E02000489",4125,474,771,547,552,438,351,281,320,391
2021,"Havering 027","E02000490",4000,413,646,502,571,496,355,300,325,392
2021,"Havering 028","E02000491",4889,481,796,545,594,586,473,401,413,600
2021,"Havering 029","E02000492",3203,360,498,404,508,420,259,187,275,292
2021,"Havering 030","E02000493",3110,320,473,314,377,390,287,266,287,396
2021,"Hillingdon 001","E02000494",3698,889,1306,485,379,122,163,155,70,129
2021,"Hillingdon 002","E02000495",5078,876,1314,647,496,452,380,288,214,411
2021,"Hillingdon 003","E02000496",3861,582,796,502,465,431,386,174,212,313
2021,"Hillingdon 004","E02000497",4596,742,1301,667,469,387,362,232,174,262
2021,"Hillingdon 005","E02000498",2986,514,698,485,328,282,229,147,140,163
2021,"Hillingdon 006","E02000499",3717,585,1118,564,399,300,232,189,159,171
2021,"Hillingdon 007","E02000500",4070,776,1109,622,461,285,247,200,141,229
2021,"Hillingdon 008","E02000501",4315,723,1175,605,515,366,299,222,187,223
2021,"Hillingdon 009","E02000502",4600,672,1201,726,438,443,330,244,240,306
2021,"Hillingdon 010","E02000503",4620,629,1130,722,575,441,365,252,239,267
2021,"Hillingdon 011","E02000504",3772,720,1047,615,416,291,236,155,130,162
2021,"Hillingdon 013","E02000506",3892,769,1122,604,363,273,197,223,152,189
2021,"Hillingdon 014","E02000507",4019,485,881,567,469,436,349,237,249,346
2021,"Hillingdon 015","E02000508",5550,796,1530,894,499,397,391,378,269,396
2021,"Hillingdon 016","E02000509",4300,472,942,599,427,432,317,374,290,447
2021,"Hillingdon 017","E02000510",4383,538,1070,524,540,393,392,270,274,382
2021,"Hillingdon 018","E02000511",4696,552,724,489,514,509,434,452,486,536
2021,"Hillingdon 019","E02000512",3911,461,676,422,365,387,422,325,366,487
2021,"Hillingdon 020","E02000513",3980,339,550,361,333,446,450,447,493,561
2021,"Hillingdon 021","E02000514",4562,430,653,457,413,468,371,581,500,689
2021,"Hillingdon 022","E02000515",6369,680,1308,811,618,660,608,444,560,680
2021,"Hillingdon 023","E02000516",3829,419,544,371,365,396,345,404,399,586
2021,"Hillingdon 024","E02000517",4499,436,712,440,437,470,469,462,465,608
2021,"Hillingdon 025","E02000518",4229,404,748,497,411,460,499,296,404,510
2021,"Hillingdon 026","E02000519",3897,354,570,373,356,346,382,456,450,610
2021,"Hillingdon 027","E02000520",6143,609,970,623,521,514,554,615,637,1100
2021,"Hillingdon 028","E02000521",6107,646,1243,681,545,550,583,524,606,729
2021,"Hillingdon 029","E02000522",4439,498,789,510,429,471,423,352,418,549
2021,"Hillingdon 030","E02000523",5397,496,894,565,497,469,448,530,565,933
2021,"Hillingdon 031","E02000524",3769,360,461,393,401,374,339,334,427,680
2021,"Hillingdon 032","E02000525",4565,398,468,422,400,384,482,478,523,1010
2021,"Hounslow 001","E02000526",4695,1200,1464,861,302,151,235,201,97,184
2021,"Hounslow 004","E02000529",4204,531,674,439,436,309,304,483,400,628
2021,"Hounslow 005","E02000530",3246,288,349,311,289,262,321,428,434,564
2021,"Hounslow 006","E02000531",6088,935,1588,1055,528,460,435,308,310,469
2021,"Hounslow 007","E02000532",4437,1050,1243,845,315,204,273,160,120,227
2021,"Hounslow 008","E02000533",4351,1017,1347,836,278,193,231,163,93,193
2021,"Hounslow 009","E02000534",4415,700,1201,619,398,372,272,253,223,377
2021,"Hounslow 010","E02000535",4499,506,716,462,453,393,325,495,400,749
2021,"Hounslow 011","E02000536",4915,525,881,543,482,454,381,531,357,761
2021,"Hounslow 012","E02000537",5006,584,1098,542,447,466,332,437,331,769
2021,"Hounslow 013","E02000538",4715,388,522,435,445,402,384,479,489,1171
2021,"Hounslow 014","E02000539",6264,938,1656,918,524,486,513,353,384,492
2021,"Hounslow 015","E02000540",5972,683,1313,718,457,588,512,489,386,826
2021,"Hounslow 016","E02000541",4785,397,610,368,413,457,427,488,462,1163
2021,"Hounslow 017","E02000542",5555,499,891,510,546,565,487,598,418,1041
2021,"Hounslow 018","E02000543",6888,651,1447,768,550,736,574,589,456,1117
2021,"Hounslow 019","E02000544",4308,552,920,526,403,476,321,310,307,493
2021,"Hounslow 020","E02000545",4267,651,963,643,313,320,435,286,284,372
2021,"Hounslow 021","E02000546",4818,485,751,561,454,497,377,453,438,802
2021,"Hounslow 022","E02000547",5080,452,668,563,488,479,527,473,499,931
2021,"Hounslow 023","E02000548",4923,453,567,524,531,490,525,464,515,854
2021,"Hounslow 024","E02000549",6139,584,922,627,626,677,578,528,588,1009
2021,"Hounslow 025","E02000550",5204,440,929,570,491,516,500,462,443,853
2021,"Hounslow 026","E02000551",4322,395,514,447,333,569,496,431,441,696
2021,"Hounslow 027","E02000552",4596,493,700,560,487,528,435,357,415,621
2021,"Hounslow 028","E02000553",3295,406,467,394,313,406,355,240,296,418
2021,"Islington 001","E02000554",4535,525,1280,878,328,287,398,253,179,407
2021,"Islington 002","E02000555",4918,704,1593,974,327,225,353,275,139,328
2021,"Islington 003","E02000556",6478,863,2211,1432,393,275,378,334,174,418
2021,"Islington 004","E02000557",4764,637,1576,911,380,249,327,234,148,302
2021,"Islington 005","E02000558",4046,385,1049,685,285,255,405,278,226,478
2021,"Islington 006","E02000559",5601,1011,2096,1113,347,174,243,255,127,235
2021,"Islington 007","E02000560",4341,567,1437,962,281,235,243,180,98,338
2021,"Islington 008","E02000561",4150,695,1576,943,239,158,176,122,81,160
2021,"Islington 009","E02000562",4323,717,1491,934,245,177,247,192,117,203
2021,"Islington 010","E02000563",4209,487,1202,831,285,217,309,268,192,418
2021,"Islington 011","E02000564",7369,1041,2788,1561,432,295,395,304,153,400
2021,"Islington 012","E02000565",4424,640,1267,981,279,211,271,235,170,370
2021,"Islington 013","E02000566",4994,942,1946,1000,287,117,213,190,108,191
2021,"Islington 014","E02000567",5951,1010,2048,1300,347,219,331,255,133,308
2021,"Islington 015","E02000568",5227,622,1539,971,385,280,365,348,237,480
2021,"Islington 016","E02000569",5047,832,1772,958,327,231,278,237,140,272
2021,"Islington 017","E02000570",4936,997,1982,982,277,123,166,160,97,152
2021,"Islington 018","E02000571",4669,772,1624,832,289,185,272,231,131,333
2021,"Islington 019","E02000572",3894,397,1024,631,302,255,395,315,211,364
2021,"Islington 020","E02000573",6066,1183,2404,1248,315,195,199,227,115,180
2021,"Islington 021","E02000574",4072,679,1485,782,277,157,183,184,135,190
2021,"Islington 022","E02000575",5761,987,2177,1042,343,199,261,264,182,306
2021,"Islington 023","E02000576",5203,746,1745,931,363,228,349,258,202,381
2021,"Kensington and Chelsea 001","E02000577",3356,375,625,555,264,199,390,311,248,389
2021,"Kensington and Chelsea 002","E02000578",2305,327,402,327,193,148,282,205,166,255
2021,"Kensington and Chelsea 003","E02000579",4355,927,965,854,317,192,368,276,142,314
2021,"Kensington and Chelsea 004","E02000580",4039,737,966,838,291,201,302,294,154,256
2021,"Kensington and Chelsea 005","E02000581",2935,392,575,472,256,200,330,269,152,289
2021,"Kensington and Chelsea 006","E02000582",3518,991,1112,678,189,97,165,125,44,117
2021,"Kensington and Chelsea 007","E02000583",3449,987,1036,657,171,81,223,122,72,100
2021,"Kensington and Chelsea 008","E02000584",3614,1144,1134,651,203,67,184,116,38,77
2021,"Kensington and Chelsea 009","E02000585",3848,1086,1089,685,209,130,327,135,47,140
2021,"Kensington and Chelsea 010","E02000586",3056,1058,901,506,152,70,165,94,36,74
2021,"Kensington and Chelsea 011","E02000587",3256,1130,1014,527,160,78,167,85,27,68
2021,"Kensington and Chelsea 012","E02000588",2971,1082,834,495,135,39,210,66,36,74
2021,"Kensington and Chelsea 013","E02000589",3645,1142,1118,635,162,104,226,110,45,103
2021,"Kensington and Chelsea 014","E02000590",2777,726,762,461,165,89,221,157,73,123
2021,"Kensington and Chelsea 015","E02000591",3020,666,954,551,185,97,196,153,66,152
2021,"Kensington and Chelsea 016","E02000592",3056,993,1022,526,126,61,154,82,15,77
2021,"Kensington and Chelsea 017","E02000593",3721,1082,1154,645,209,73,240,135,64,119
2021,"Kensington and Chelsea 018","E02000594",3261,978,915,540,193,98,259,100,56,122
2021,"Kensington and Chelsea 019","E02000595",2961,1032,812,491,151,55,239,81,34,66
2021,"Kensington and Chelsea 020","E02000596",3564,1035,1133,716,199,49,174,100,52,106
2021,"Kensington and Chelsea 021","E02000597",2739,598,663,489,188,95,240,169,105,192
2021,"Kingston upon Thames 001","E02000598",3833,856,1240,660,320,167,226,161,71,132
2021,"Kingston upon Thames 002","E02000599",3018,806,929,421,235,123,176,131,70,127
2021,"Kingston upon Thames 003","E02000600",4213,715,1492,672,293,221,266,207,114,233
2021,"Kingston upon Thames 004","E02000601",6032,1369,2014,1088,416,211,309,288,96,241
2021,"Kingston upon Thames 005","E02000602",4724,682,1267,752,339,303,416,394,173,398
2021,"Kingston upon Thames 006","E02000603",3997,517,1006,484,316,341,399,354,207,373
2021,"Kingston upon Thames 007","E02000604",4646,820,1399,723,381,302,281,306,136,298
2021,"Kingston upon Thames 008","E02000605",4057,752,1213,597,362,268,241,278,117,229
2021,"Kingston upon Thames 009","E02000606",5848,1072,1921,1031,398,290,314,350,130,342
2021,"Kingston upon Thames 010","E02000607",3362,625,1065,609,264,164,189,171,101,174
2021,"Kingston upon Thames 011","E02000608",4314,728,1430,853,294,230,225,194,93,267
2021,"Kingston upon Thames 012","E02000609",3448,641,825,431,350,290,271,253,159,228
2021,"Kingston upon Thames 013","E02000610",4455,736,1401,822,319,258,277,239,128,275
2021,"Kingston upon Thames 014","E02000611",3509,699,1063,480,345,241,191,211,119,160
2021,"Kingston upon Thames 015","E02000612",4027,720,1148,595,437,282,266,258,139,182
2021,"Kingston upon Thames 016","E02000613",4125,771,1232,687,319,273,276,205,129,233
2021,"Kingston upon Thames 017","E02000614",4700,585,1026,553,440,436,448,491,249,472
2021,"Kingston upon Thames 018","E02000615",4050,547,823,582,444,452,371,261,218,352
2021,"Kingston upon Thames 019","E02000616",3298,444,601,484,423,383,326,219,167,251
2021,"Kingston upon Thames 020","E02000617",4491,586,840,619,478,537,477,320,240,394
2021,"Lambeth 002","E02000619",4630,568,1305,829,349,229,382,246,201,521
2021,"Lambeth 003","E02000620",5588,830,1762,1028,395,222,383,259,187,522
2021,"Lambeth 004","E02000621",7509,1118,2627,1437,516,315,484,318,167,527
2021,"Lambeth 005","E02000622",5099,631,1681,960,392,252,335,226,146,476
2021,"Lambeth 006","E02000623",4251,447,967,663,308,265,409,270,233,689
2021,"Lambeth 007","E02000624",5690,740,1750,1130,424,245,346,305,216,534
2021,"Lambeth 008","E02000625",5202,483,1385,800,350,333,479,360,250,762
2021,"Lambeth 009","E02000626",4169,370,866,646,311,231,543,272,262,668
2021,"Lambeth 010","E02000627",5775,745,1812,1072,394,282,406,288,188,588
2021,"Lambeth 011","E02000628",5892,586,1428,987,359,345,624,370,289,904
2021,"Lambeth 012","E02000629",6063,938,2195,1324,395,224,295,269,120,303
2021,"Lambeth 013","E02000630",4832,911,1670,1076,323,162,224,177,95,194
2021,"Lambeth 014","E02000631",5560,773,1938,1055,324,233,377,278,147,435
2021,"Lambeth 015","E02000632",7125,1001,2784,1604,486,215,315,246,130,344
2021,"Lambeth 016","E02000633",5256,607,1579,1040,359,237,413,309,190,522
2021,"Lambeth 017","E02000634",4032,540,1263,883,305,168,268,212,117,276
2021,"Lambeth 018","E02000635",6069,819,2067,1334,390,274,353,280,152,400
2021,"Lambeth 019","E02000636",5022,1069,1940,1064,306,135,184,115,52,157
2021,"Lambeth 020","E02000637",5630,819,1973,1333,341,215,273,200,104,372
2021,"Lambeth 021","E02000638",5749,685,1542,1120,407,336,485,323,228,623
2021,"Lambeth 022","E02000639",4710,475,1009,785,363,275,491,294,246,772
2021,"Lambeth 023","E02000640",5719,1042,2125,1240,368,164,249,192,120,219
2021,"Lambeth 024","E02000641",4152,420,876,664,316,214,518,269,216,659
2021,"Lambeth 025","E02000642",5347,836,1635,1015,329,290,392,255,164,431
2021,"Lambeth 026","E02000643",5560,957,1678,1077,357,308,362,250,160,411
2021,"Lambeth 027","E02000644",4873,772,1440,901,327,320,335,226,152,400
2021,"Lambeth 028","E02000645",5172,815,1559,1004,327,295,357,190,158,467
2021,"Lambeth 029","E02000646",5600,974,1615,1012,369,352,353,274,130,521
2021,"Lambeth 030","E02000647",4481,746,1294,813,335,252,331,202,163,345
2021,"Lambeth 031","E02000648",3662,499,825,580,296,262,382,190,230,398
2021,"Lambeth 032","E02000649",7434,1160,1875,1356,474,553,520,368,268,860
2021,"Lambeth 033","E02000650",4003,576,1063,750,300,257,345,238,150,324
2021,"Lambeth 034","E02000651",4802,677,1288,731,338,415,340,257,181,575
2021,"Lambeth 035","E02000652",3882,429,767,555,327,427,338,227,256,556
2021,"Lewisham 001","E02000653",7158,899,2215,1150,464,419,570,481,257,703
2021,"Lewisham 002","E02000654",4286,439,943,695,307,279,557,312,202,552
2021,"Lewisham 003","E02000655",5356,522,1239,956,361,384,484,384,270,756
2021,"Lewisham 005","E02000657",5140,589,1431,1042,336,279,448,247,199,569
2021,"Lewisham 006","E02000658",4808,563,1327,950,342,274,388,251,170,543
2021,"Lewisham 007","E02000659",4388,748,1518,808,266,179,280,216,116,257
2021,"Lewisham 008","E02000660",4955,694,1618,1092,337,224,297,223,150,320
2021,"Lewisham 009","E02000661",3568,663,1140,666,297,165,207,144,84,202
2021,"Lewisham 010","E02000662",4410,539,1147,872,337,228,381,252,180,474
2021,"Lewisham 011","E02000663",3776,543,1193,777,240,177,227,215,122,282
2021,"Lewisham 013","E02000665",4318,652,1289,816,311,273,283,235,125,334
2021,"Lewisham 014","E02000666",3821,554,1187,744,271,225,280,181,98,281
2021,"Lewisham 015","E02000667",3670,562,1204,760,254,207,211,172,95,205
2021,"Lewisham 016","E02000668",3411,587,1014,643,258,210,212,150,100,237
2021,"Lewisham 017","E02000669",4297,596,1242,758,340,302,287,226,160,386
2021,"Lewisham 018","E02000670",3410,358,786,530,278,258,352,280,170,398
2021,"Lewisham 019","E02000671",4888,748,1531,986,362,279,324,216,140,302
2021,"Lewisham 020","E02000672",5341,694,1434,829,386,408,437,327,218,608
2021,"Lewisham 021","E02000673",4692,796,1497,1029,304,246,276,211,98,235
2021,"Lewisham 022","E02000674",4215,563,1084,655,377,312,328,308,202,386
2021,"Lewisham 023","E02000675",4287,589,1059,674,398,310,389,303,191,374
2021,"Lewisham 024","E02000676",4359,698,1381,872,304,242,304,192,126,240
2021,"Lewisham 025","E02000677",3586,455,923,550,376,243,315,248,176,300
2021,"Lewisham 026","E02000678",3136,293,591,415,263,308,431,260,211,364
2021,"Lewisham 027","E02000679",4118,562,1175,761,325,261,304,223,195,312
2021,"Lewisham 028","E02000680",3537,514,966,678,233,206,307,188,131,314
2021,"Lewisham 029","E02000681",3934,411,825,561,358,358,448,317,260,396
2021,"Lewisham 030","E02000682",3839,368,663,460,398,377,508,406,241,418
2021,"Lewisham 031","E02000683",3219,306,638,390,325,349,380,267,172,392
2021,"Lewisham 033","E02000685",4049,564,1038,756,306,264,354,246,158,363
2021,"Lewisham 034","E02000686",3343,283,622,424,273,309,446,344,213,429
2021,"Lewisham 035","E02000687",4227,605,1146,765,322,275,347,294,161,312
2021,"Merton 001","E02000689",4915,1099,1681,914,321,187,267,177,96,173
2021,"Merton 002","E02000690",2325,762,733,357,143,69,119,37,24,81
2021,"Merton 003","E02000691",4224,868,1501,750,298,174,195,153,88,197
2021,"Merton 004","E02000692",4201,1046,1634,738,237,98,173,125,56,94
2021,"Merton 005","E02000693",6224,908,1938,1104,478,454,373,316,195,458
2021,"Merton 006","E02000694",5403,1062,1917,982,398,229,259,167,112,277
2021,"Merton 007","E02000695",4563,555,999,623,382,501,348,352,264,539
2021,"Merton 008","E02000696",4898,553,1046,716,392,534,413,351,302,591
2021,"Merton 009","E02000697",5423,1109,1953,1018,361,242,260,163,102,215
2021,"Merton 010","E02000698",3955,1048,1431,604,277,137,163,133,39,123
2021,"Merton 011","E02000699",4496,953,1611,781,322,213,203,163,96,154
2021,"Merton 012","E02000700",4321,453,800,529,382,461,458,364,304,570
2021,"Merton 013","E02000701",4531,431,734,482,360,547,510,498,345,624
2021,"Merton 014","E02000702",4354,459,768,546,381,448,467,363,379,543
2021,"Merton 015","E02000703",3959,835,1250,634,281,234,238,177,97,213
2021,"Merton 016","E02000704",4761,807,1420,759,414,336,322,230,152,321
2021,"Merton 017","E02000705",4728,540,853,590,463,562,424,385,332,579
2021,"Merton 018","E02000706",4678,369,769,504,344,509,617,487,378,701
2021,"Merton 019","E02000707",3840,285,631,388,350,409,539,330,319,589
2021,"Merton 020","E02000708",4615,830,1316,637,424,325,310,319,174,280
2021,"Merton 021","E02000709",3918,638,1069,560,399,355,277,244,146,230
2021,"Merton 022","E02000710",4342,500,797,502,395,489,393,406,333,527
2021,"Merton 023","E02000711",4826,584,977,578,415,589,432,377,288,586
2021,"Merton 024","E02000712",4588,490,787,515,434,528,512,426,351,545
2021,"Merton 025","E02000713",3959,505,796,527,501,486,350,286,224,284
2021,"Newham 001","E02000714",3712,372,724,515,297,407,319,267,235,576
2021,"Newham 002","E02000715",2703,186,353,262,238,286,294,333,275,476
2021,"Newham 003","E02000716",3041,296,503,358,232,302,297,308,256,489
2021,"Newham 004","E02000717",3253,263,440,360,249,347,268,411,322,593
2021,"Newham 005","E02000718",2778,189,391,275,204,270,341,340,271,497
2021,"Newham 006","E02000719",4075,378,757,469,273,510,360,377,281,670
2021,"Newham 007","E02000720",3308,405,600,395,286,327,232,313,237,513
2021,"Newham 008","E02000721",3788,335,554,361,313,401,371,392,339,722
