"date","geography","geography code","Household size: Total: All household spaces; measures: Value","Household size: 0 people in household; measures: Value","Household size: 1 person in household; measures: Value","Household size: 2 people in household; measures: Value","Household size: 3 people in household; measures: Value","Household size: 4 people in household; measures: Value","Household size: 5 people in household; measures: Value","Household size: 6 people in household; measures: Value","Household size: 7 people in household; measures: Value","Household size: 8 or more people in household; measures: Value"
2021,"Lewisham 037","E02006783",2895,0,682,827,610,475,189,67,26,19
2021,"Lewisham 038","E02006784",3125,0,969,847,548,430,193,73,23,42
2021,"Lewisham 039","E02006798",3776,0,1304,1196,586,370,181,94,28,17
2021,"Lewisham 040","E02007008",2663,0,918,1053,424,175,66,16,5,6
2021,"Lewisham 041","E02007009",3990,0,1449,1228,622,413,179,57,23,19
2021,"Merton 001","E02000689",3512,0,764,1184,648,673,195,33,12,3
2021,"Merton 002","E02000690",2225,0,591,790,358,317,125,32,6,6
2021,"Merton 003","E02000691",2956,0,771,989,556,448,135,40,10,7
2021,"Merton 004","E02000692",3569,0,1308,1239,490,385,105,29,6,7
2021,"Merton 005","E02000693",4282,0,1229,1685,701,451,151,39,15,11
2021,"Merton 006","E02000694",3834,0,1052,1329,677,600,130,35,8,3
2021,"Merton 007","E02000695",2939,0,607,791,589,504,243,98,45,62
2021,"Merton 008","E02000696",3271,0,839,962,600,537,194,81,31,27
2021,"Merton 009","E02000697",3666,0,981,1321,615,557,149,32,6,5
2021,"Merton 010","E02000698",3182,0,791,970,576,604,176,46,15,4
2021,"Merton 011","E02000699",3261,0,798,1050,606,594,171,30,11,1
2021,"Merton 012","E02000700",3357,0,900,1016,622,470,209,87,33,20
2021,"Merton 013","E02000701",3114,0,711,756,639,566,230,109,58,45
2021,"Merton 014","E02000702",3368,0,861,864,624,546,285,117,40,31
2021,"Merton 015","E02000703",2938,0,606,920,531,594,217,50,13,7
2021,"Merton 016","E02000704",3572,0,1054,1185,632,470,133,60,22,16
2021,"Merton 017","E02000705",3115,0,640,808,593,568,277,146,37,46
2021,"Merton 018","E02000706",3535,0,852,851,720,596,321,113,43,39
2021,"Merton 019","E02000707",2778,0,617,628,567,486,268,115,61,36
2021,"Merton 020","E02000708",3254,0,711,889,697,670,195,58,19,15
2021,"Merton 021","E02000709",2871,0,590,825,541,616,201,60,20,18
2021,"Merton 022","E02000710",3437,0,970,968,607,480,240,112,38,22
2021,"Merton 023","E02000711",3458,0,839,947,707,540,252,110,34,29
2021,"Merton 024","E02000712",3406,0,825,864,633,585,289,127,43,40
2021,"Merton 025","E02000713",2832,0,553,846,611,571,171,51,15,14
2021,"Newham 001","E02000714",2646,0,616,687,503,406,228,111,37,58
2021,"Newham 002","E02000715",2092,0,409,357,333,396,305,146,72,74
2021,"Newham 003","E02000716",2302,0,500,534,382,401,243,120,52,70
2021,"Newham 004","E02000717",2396,0,459,450,386,437,307,173,84,100
2021,"Newham 005","E02000718",2245,0,490,375,408,406,303,146,66,51
2021,"Newham 006","E02000719",2875,0,795,757,460,430,210,108,55,60
2021,"Newham 007","E02000720",2123,0,409,453,337,353,227,145,74,125
2021,"Newham 008","E02000721",2764,0,603,518,424,469,314,195,100,141
2021,"Newham 009","E02000722",2932,0,850,727,502,423,227,106,55,42
2021,"Newham 010","E02000723",2862,0,416,490,455,532,369,237,142,221
2021,"Newham 011","E02000724",2534,0,384,392,406,453,360,223,132,184
2021,"Newham 012","E02000725",4000,0,1142,1328,715,440,200,82,34,59
2021,"Newham 014","E02000727",2290,0,357,428,348,424,315,206,117,95
2021,"Newham 015","E02000728",2340,0,348,438,370,490,315,185,108,86
2021,"Newham 016","E02000729",2203,0,526,480,359,317,214,109,73,125
2021,"Newham 017","E02000730",2566,0,456,458,401,391,301,205,118,236
2021,"Newham 018","E02000731",2771,0,492,512,446,506,359,205,115,136
2021,"Newham 019","E02000732",2753,0,593,592,450,484,292,169,75,98
2021,"Newham 020","E02000733",3461,0,879,847,615,510,305,152,80,73
2021,"Newham 021","E02000734",2494,0,686,569,411,346,240,109,77,56
2021,"Newham 022","E02000735",2659,0,622,578,416,410,275,173,89,96
2021,"Newham 023","E02000736",2653,0,430,524,442,543,374,188,87,65
2021,"Newham 024","E02000737",3067,0,598,626,471,582,385,186,94,125
2021,"Newham 025","E02000738",2783,0,508,538,458,556,357,187,82,97
2021,"Newham 026","E02000739",2479,0,611,498,448,405,233,129,63,92
2021,"Newham 027","E02000740",2499,0,687,656,445,362,193,92,38,26
2021,"Newham 028","E02000741",2690,0,590,604,505,447,295,144,58,47
2021,"Newham 029","E02000742",2528,0,481,461,425,497,338,175,59,92
2021,"Newham 030","E02000743",3578,0,923,988,579,483,326,134,75,70
2021,"Newham 031","E02000744",3328,0,883,897,589,480,262,114,52,51
2021,"Newham 032","E02000745",2874,0,646,700,587,451,249,107,63,71
2021,"Newham 033","E02000746",3391,0,898,978,676,460,191,106,46,36
2021,"Newham 034","E02000747",5447,0,1606,1863,961,555,250,135,53,24
2021,"Newham 035","E02000748",2209,0,501,627,453,353,163,72,17,23
2021,"Newham 036","E02000749",3330,0,866,775,641,527,285,142,53,41
2021,"Newham 038","E02006995",3235,0,611,1337,708,322,141,79,19,18
2021,"Newham 039","E02006996",3158,0,918,1142,475,311,174,76,25,37
2021,"Newham 040","E02006997",3234,0,1055,1344,443,231,86,49,18,8
2021,"Newham 041","E02006998",2668,0,726,706,533,375,209,80,24,15
2021,"Newham 042","E02006999",5051,0,1465,2029,861,479,137,47,17,16
2021,"Redbridge 001","E02000751",4438,0,1187,1464,700,744,243,70,14,16
2021,"Redbridge 002","E02000752",3268,0,904,779,637,582,222,86,28,30
2021,"Redbridge 003","E02000753",2470,0,600,634,518,402,188,68,34,26
2021,"Redbridge 004","E02000754",2590,0,638,774,484,456,160,48,24,6
2021,"Redbridge 005","E02000755",2186,0,650,592,395,378,111,42,12,6
2021,"Redbridge 006","E02000756",5257,0,1338,1304,982,953,395,175,56,54
2021,"Redbridge 007","E02000757",5178,0,1556,1610,941,766,211,57,27,10
2021,"Redbridge 008","E02000758",2317,0,548,509,403,472,223,95,34,33
2021,"Redbridge 009","E02000759",4819,0,1122,1333,958,924,315,111,39,17
2021,"Redbridge 010","E02000760",2627,0,636,630,472,515,223,95,38,18
2021,"Redbridge 012","E02000762",2104,0,434,478,364,391,244,95,55,43
2021,"Redbridge 013","E02000763",2576,0,506,539,548,528,236,128,54,37
2021,"Redbridge 014","E02000764",5366,0,1848,1724,803,682,194,81,17,17
2021,"Redbridge 015","E02000765",2425,0,491,514,479,507,231,100,68,35
2021,"Redbridge 017","E02000767",2768,0,588,577,518,607,270,113,57,38
2021,"Redbridge 018","E02000768",2200,0,537,653,389,437,113,48,16,7
2021,"Redbridge 020","E02000770",2489,0,524,463,429,495,314,162,46,56
2021,"Redbridge 022","E02000772",2539,0,528,475,480,469,301,173,57,56
2021,"Redbridge 023","E02000773",3112,0,487,647,568,643,364,193,144,66
2021,"Redbridge 024","E02000774",2460,0,487,459,456,509,272,148,70,59
2021,"Redbridge 026","E02000776",2082,0,403,419,365,378,256,123,56,82
2021,"Redbridge 027","E02000777",2324,0,631,659,418,417,130,42,15,12
2021,"Redbridge 029","E02000779",2773,0,671,638,509,479,229,115,75,57
2021,"Redbridge 031","E02000781",4428,0,774,772,710,851,633,326,166,196
2021,"Redbridge 032","E02000782",3577,0,727,710,748,662,383,167,98,82
2021,"Redbridge 033","E02000783",2115,0,416,363,348,375,310,136,62,105
2021,"Redbridge 034","E02006800",4514,0,978,870,873,757,503,276,136,121
2021,"Redbridge 035","E02006924",4097,0,801,894,698,729,477,269,108,121
2021,"Redbridge 036","E02006925",4188,0,617,908,688,882,621,260,112,100
2021,"Redbridge 037","E02007017",2761,0,528,580,490,617,327,125,51,43
2021,"Redbridge 038","E02007018",2529,0,657,525,495,478,226,93,29,26
2021,"Redbridge 039","E02007019",2405,0,615,417,516,483,216,88,42,28
2021,"Redbridge 040","E02007020",2724,0,462,476,454,526,380,189,111,126
2021,"Richmond upon Thames 001","E02000784",4176,0,1239,1298,739,624,217,47,7,5
2021,"Richmond upon Thames 002","E02000785",4164,0,1247,1431,702,570,165,38,6,5
2021,"Richmond upon Thames 003","E02000786",4944,0,1588,1561,853,700,179,51,11,1
2021,"Richmond upon Thames 004","E02000787",5173,0,1574,1676,913,729,212,52,9,8
2021,"Richmond upon Thames 005","E02000788",3624,0,1000,1042,650,686,201,29,9,7
2021,"Richmond upon Thames 006","E02000789",2848,0,1035,912,414,332,116,33,5,1
2021,"Richmond upon Thames 007","E02000790",2704,0,738,859,477,488,115,20,5,2
2021,"Richmond upon Thames 008","E02000791",2969,0,1056,1013,421,370,84,17,7,1
2021,"Richmond upon Thames 009","E02000792",3102,0,1041,1003,451,459,118,24,2,4
2021,"Richmond upon Thames 010","E02000793",3137,0,815,941,562,555,191,53,11,9
2021,"Richmond upon Thames 011","E02000794",2759,0,670,863,520,543,124,29,7,3
2021,"Richmond upon Thames 012","E02000795",2588,0,627,748,418,557,184,39,10,5
2021,"Richmond upon Thames 013","E02000796",3981,0,922,1051,795,726,300,121,39,27
2021,"Richmond upon Thames 014","E02000797",3479,0,1165,1135,525,519,111,18,1,5
2021,"Richmond upon Thames 015","E02000798",4324,0,1014,1248,875,899,215,52,18,3
2021,"Richmond upon Thames 016","E02000799",2440,0,685,800,402,420,98,24,7,4
2021,"Richmond upon Thames 017","E02000800",2157,0,639,562,402,385,132,22,12,3
2021,"Richmond upon Thames 018","E02000801",3019,0,901,962,518,503,101,31,3,0
2021,"Richmond upon Thames 019","E02000802",2977,0,915,965,486,463,124,16,4,4
2021,"Richmond upon Thames 020","E02000803",4095,0,1308,1215,704,609,181,46,29,3
2021,"Richmond upon Thames 021","E02000804",3169,0,1068,1024,503,447,98,17,9,3
2021,"Richmond upon Thames 022","E02000805",4633,0,1462,1487,774,697,175,30,6,2
2021,"Richmond upon Thames 023","E02000806",4253,0,1168,1420,757,686,175,33,10,4
2021,"Southwark 001","E02000807",3734,0,1164,1422,620,364,109,36,12,7
2021,"Southwark 002","E02000808",4700,0,2000,1774,528,266,90,24,9,9
2021,"Southwark 004","E02000810",5394,0,1903,1828,823,512,214,82,22,10
2021,"Southwark 006","E02000812",4533,0,1640,1450,705,402,174,76,16,70
2021,"Southwark 007","E02000813",4483,0,1481,1510,754,443,206,63,17,9
2021,"Southwark 008","E02000814",4590,0,1456,1688,730,491,140,57,20,8
2021,"Southwark 009","E02000815",3233,0,1089,1229,470,270,109,42,14,10
2021,"Southwark 010","E02000816",4147,0,1405,1285,704,428,200,89,21,15
2021,"Southwark 011","E02000817",2920,0,1100,807,434,347,138,68,19,7
2021,"Southwark 012","E02000818",4488,0,1619,1514,694,412,159,50,21,19
2021,"Southwark 013","E02000819",3556,0,1290,919,598,367,245,100,27,10
2021,"Southwark 014","E02000820",4229,0,1721,1313,581,373,146,63,16,16
2021,"Southwark 015","E02000821",3132,0,804,834,542,452,236,97,64,103
2021,"Southwark 016","E02000822",2773,0,890,814,500,327,134,71,22,15
2021,"Southwark 017","E02000823",3633,0,1190,1090,617,465,149,73,16,33
2021,"Southwark 018","E02000824",3788,0,1127,1028,680,504,243,100,42,64
2021,"Southwark 019","E02000825",3891,0,1179,1070,697,490,256,101,61,37
2021,"Southwark 020","E02000826",4024,0,1352,1244,671,390,182,90,35,60
2021,"Southwark 021","E02000827",5018,0,1818,1598,763,472,216,105,27,19
2021,"Southwark 022","E02000828",3594,0,1184,979,643,426,225,92,24,21
2021,"Southwark 023","E02000829",4737,0,1681,1473,748,494,206,67,33,35
2021,"Southwark 024","E02000830",3762,0,1142,1336,611,407,176,57,20,13
2021,"Southwark 025","E02000831",4055,0,1226,1407,705,492,154,46,20,5
2021,"Southwark 026","E02000832",4101,0,1366,1247,674,484,202,87,29,12
2021,"Southwark 027","E02000833",3046,0,939,909,530,401,157,64,17,29
2021,"Southwark 028","E02000834",4104,0,1278,1455,643,505,144,33,38,8
2021,"Southwark 029","E02000835",3030,0,781,927,587,509,158,46,13,9
2021,"Southwark 030","E02000836",3336,0,855,1117,618,541,139,38,7,21
2021,"Southwark 031","E02000837",3150,0,618,979,606,677,212,47,6,5
2021,"Southwark 032","E02000838",3924,0,1110,1308,671,614,153,45,14,9
2021,"Southwark 033","E02000839",3427,0,979,1112,608,492,158,54,9,15
2021,"Southwark 034","E02006802",3938,0,1437,1392,606,307,108,50,20,18
2021,"Southwark 035","E02006941",2986,0,1282,1345,242,96,16,3,2,0
2021,"Southwark 036","E02006942",3367,0,1243,1341,475,203,64,22,7,12
2021,"Sutton 001","E02000840",3474,0,873,907,695,620,257,94,24,4
2021,"Sutton 002","E02000841",3300,0,746,871,675,614,261,84,37,12
2021,"Sutton 003","E02000842",2958,0,594,852,601,597,211,65,18,20
2021,"Sutton 004","E02000843",3981,0,1200,1201,751,609,163,38,13,6
2021,"Sutton 005","E02000844",3214,0,771,883,650,557,250,68,19,16
2021,"Sutton 006","E02000845",3611,0,826,1104,706,704,198,50,17,6
2021,"Sutton 007","E02000846",2785,0,612,793,566,551,184,59,14,6
2021,"Sutton 008","E02000847",3684,0,952,1107,667,673,203,58,14,10
2021,"Sutton 009","E02000848",2917,0,607,786,556,669,213,61,18,7
2021,"Sutton 010","E02000849",3253,0,874,981,617,546,160,60,9,6
2021,"Sutton 011","E02000850",4089,0,938,1196,826,763,265,77,17,7
2021,"Sutton 012","E02000851",5033,0,1705,1534,824,660,214,77,12,7
2021,"Sutton 013","E02000852",3250,0,895,912,664,572,150,46,6,5
2021,"Sutton 014","E02000853",3200,0,825,926,626,596,173,39,11,4
2021,"Sutton 015","E02000854",3083,0,815,994,544,552,135,37,4,2
2021,"Sutton 016","E02000855",3211,0,839,1005,519,585,187,49,15,12
2021,"Sutton 017","E02000856",3800,0,1131,1121,653,615,201,54,11,14
2021,"Sutton 018","E02000857",4079,0,1547,1207,717,455,117,30,5,1
2021,"Sutton 019","E02000858",3309,0,960,863,589,544,233,85,25,10
2021,"Sutton 020","E02000859",3491,0,1118,1007,566,556,191,40,10,3
2021,"Sutton 021","E02000860",4118,0,1718,1141,620,467,129,34,5,4
2021,"Sutton 022","E02000861",2864,0,501,998,580,572,160,37,10,6
2021,"Sutton 024","E02000863",2422,0,465,760,455,482,184,48,16,12
2021,"Sutton 025","E02006836",3211,0,684,1069,567,590,207,66,20,8
2021,"Tower Hamlets 001","E02000864",4665,0,1526,1479,716,442,290,124,51,37
2021,"Tower Hamlets 002","E02000865",2894,0,986,738,431,317,188,113,55,66
2021,"Tower Hamlets 003","E02000866",4152,0,1210,1295,697,532,211,113,22,72
2021,"Tower Hamlets 004","E02000867",4873,0,1509,1805,723,429,238,92,52,25
2021,"Tower Hamlets 005","E02000868",2785,0,835,955,389,267,161,110,48,20
2021,"Tower Hamlets 006","E02000869",2523,0,952,699,410,202,142,70,23,25
2021,"Tower Hamlets 007","E02000870",2423,0,718,684,377,328,160,105,33,18
2021,"Tower Hamlets 008","E02000871",4228,0,1247,1153,656,511,308,192,71,90
2021,"Tower Hamlets 009","E02000872",3193,0,994,990,493,348,192,105,39,32
2021,"Tower Hamlets 010","E02000873",2918,0,778,805,458,417,229,128,58,45
2021,"Tower Hamlets 011","E02000874",2525,0,685,709,345,334,242,124,47,39
2021,"Tower Hamlets 012","E02000875",5078,0,1508,1488,705,575,435,216,87,64
2021,"Tower Hamlets 013","E02000876",2775,0,967,826,360,285,169,87,41,40
2021,"Tower Hamlets 014","E02000877",4913,0,1258,1380,796,710,412,192,91,74
2021,"Tower Hamlets 015","E02000878",4010,0,1439,1301,485,324,238,111,69,43
2021,"Tower Hamlets 016","E02000879",3047,0,969,756,391,404,281,151,57,38
2021,"Tower Hamlets 017","E02000880",2282,0,675,632,323,282,202,92,40,36
2021,"Tower Hamlets 018","E02000881",3854,0,1024,1040,657,501,293,197,86,56
2021,"Tower Hamlets 019","E02000882",3808,0,1033,1005,546,438,332,216,99,139
2021,"Tower Hamlets 020","E02000883",3032,0,804,705,489,406,298,163,67,100
2021,"Tower Hamlets 021","E02000884",5115,0,1801,1709,647,435,218,159,73,73
2021,"Tower Hamlets 022","E02000885",2392,0,757,581,323,293,234,105,53,46
2021,"Tower Hamlets 023","E02000886",3825,0,1217,1285,498,361,208,120,90,46
2021,"Tower Hamlets 024","E02000887",3947,0,1145,1057,611,518,326,177,73,40
2021,"Tower Hamlets 025","E02000888",3353,0,1073,1044,438,356,224,116,48,54
2021,"Tower Hamlets 026","E02000889",3807,0,1365,1318,503,301,178,86,35,21
2021,"Tower Hamlets 027","E02000890",2891,0,1113,1162,352,149,61,19,10,25
2021,"Tower Hamlets 030","E02000893",2989,0,874,933,532,378,140,83,28,21
2021,"Tower Hamlets 031","E02000894",4465,0,1274,1522,768,506,212,95,43,45
2021,"Tower Hamlets 032","E02006853",5041,0,1989,1664,621,350,203,137,47,30
2021,"Tower Hamlets 033","E02006854",3528,0,1454,1339,356,180,106,55,26,12
2021,"Tower Hamlets 034","E02007112",2916,0,1175,1206,286,99,48,38,16,48
2021,"Tower Hamlets 035","E02007113",3267,0,1112,1188,427,262,134,76,39,29
2021,"Tower Hamlets 036","E02007114",3031,0,1066,985,417,274,132,73,30,54
2021,"Waltham Forest 001","E02000895",3277,0,964,909,551,552,194,59,27,21
2021,"Waltham Forest 002","E02000896",3838,0,1195,1146,645,598,163,49,26,16
2021,"Waltham Forest 003","E02000897",3372,0,982,959,607,533,190,60,19,22
2021,"Waltham Forest 004","E02000898",3199,0,945,922,583,468,182,66,19,14
2021,"Waltham Forest 005","E02000899",3224,0,816,853,572,599,255,86,23,20
2021,"Waltham Forest 006","E02000900",3119,0,731,792,557,565,281,122,43,28
2021,"Waltham Forest 007","E02000901",3851,0,804,1201,790,704,234,72,26,20
2021,"Waltham Forest 008","E02000902",3519,0,797,935,697,616,261,124,53,36
2021,"Waltham Forest 009","E02000903",3467,0,709,887,744,545,313,155,59,55
2021,"Waltham Forest 010","E02000904",3105,0,796,871,559,488,223,103,41,24
2021,"Waltham Forest 011","E02000905",3630,0,748,984,726,701,234,123,74,40
2021,"Waltham Forest 012","E02000906",3627,0,838,1205,650,526,228,103,44,33
2021,"Waltham Forest 013","E02000907",4065,0,1285,1074,720,537,234,120,48,47
2021,"Waltham Forest 014","E02000908",5238,0,1570,1816,825,590,254,108,40,35
2021,"Waltham Forest 015","E02000909",3568,0,929,1084,673,566,190,69,30,27
2021,"Waltham Forest 016","E02000910",4404,0,1158,1381,909,506,226,124,46,54
2021,"Waltham Forest 017","E02000911",4849,0,1243,1652,822,576,260,130,60,106
2021,"Waltham Forest 018","E02000912",3273,0,718,920,578,504,251,135,74,93
2021,"Waltham Forest 019","E02000913",3116,0,715,766,567,488,273,135,63,109
2021,"Waltham Forest 020","E02000914",3973,0,1037,1050,676,536,303,155,103,113
2021,"Waltham Forest 021","E02000915",3281,0,1008,1015,582,394,163,57,36,26
2021,"Waltham Forest 022","E02000916",3982,0,1077,1150,747,537,242,127,39,63
2021,"Waltham Forest 023","E02000917",3650,0,887,1196,669,519,222,88,39,30
2021,"Waltham Forest 024","E02000918",3408,0,917,994,619,450,212,89,32,95
2021,"Waltham Forest 025","E02000919",3356,0,800,1054,569,500,209,116,57,51
2021,"Waltham Forest 026","E02000920",3815,0,1102,1012,637,543,276,130,64,51
2021,"Waltham Forest 027","E02000921",4059,0,1068,1150,702,578,278,132,87,64
2021,"Waltham Forest 028","E02000922",3635,0,858,981,691,599,234,126,61,85
2021,"Wandsworth 001","E02000923",3469,0,1255,1238,512,279,127,41,13,4
2021,"Wandsworth 003","E02000925",3366,0,1062,1077,631,338,182,43,23,10
2021,"Wandsworth 004","E02000926",5552,0,2013,2065,809,420,178,45,16,6
2021,"Wandsworth 005","E02000927",3232,0,1009,1228,541,315,104,25,8,2
2021,"Wandsworth 006","E02000928",3613,0,1078,1255,597,496,159,21,4,3
2021,"Wandsworth 007","E02000929",3497,0,1174,1143,548,366,140,73,30,23
2021,"Wandsworth 008","E02000930",4261,0,1211,1603,751,522,122,29,9,14
2021,"Wandsworth 009","E02000931",3485,0,802,1220,603,605,200,46,6,3
2021,"Wandsworth 010","E02000932",5930,0,1799,2412,907,620,149,33,8,2
2021,"Wandsworth 011","E02000933",3931,0,1261,1389,606,465,150,33,16,11
2021,"Wandsworth 012","E02000934",4196,0,1409,1643,618,366,121,26,10,3
2021,"Wandsworth 013","E02000935",2439,0,794,564,454,337,183,72,21,14
2021,"Wandsworth 014","E02000936",4383,0,1565,1571,651,413,129,34,11,9
2021,"Wandsworth 015","E02000937",3128,0,712,973,611,561,212,48,8,3
2021,"Wandsworth 016","E02000938",4345,0,1343,1264,752,610,245,88,25,18
2021,"Wandsworth 017","E02000939",2836,0,616,848,492,589,232,47,8,4
2021,"Wandsworth 018","E02000940",4214,0,1367,1571,626,414,174,40,14,8
2021,"Wandsworth 019","E02000941",4138,0,1085,1420,715,623,223,47,13,12
2021,"Wandsworth 020","E02000942",3816,0,899,1284,701,662,201,41,20,8
2021,"Wandsworth 021","E02000943",3809,0,1137,1374,637,471,155,16,6,13
2021,"Wandsworth 022","E02000944",2891,0,821,860,507,403,183,72,30,15
2021,"Wandsworth 023","E02000945",2761,0,768,694,507,377,241,109,42,23
2021,"Wandsworth 024","E02000946",3107,0,803,1092,559,424,141,50,23,15
2021,"Wandsworth 025","E02000947",3919,0,1001,1444,675,632,127,27,8,5
2021,"Wandsworth 026","E02000948",4382,0,1324,1606,727,513,144,49,12,7
2021,"Wandsworth 027","E02000949",4255,0,1251,1488,734,569,150,45,8,10
2021,"Wandsworth 028","E02000950",3110,0,912,971,565,429,155,49,18,11
2021,"Wandsworth 029","E02000951",2822,0,907,1017,411,327,113,30,10,7
2021,"Wandsworth 030","E02000952",2657,0,882,870,410,298,133,44,11,9
2021,"Wandsworth 031","E02000953",3210,0,1112,1013,554,381,104,33,10,3
2021,"Wandsworth 032","E02000954",2248,0,475,679,449,435,134,45,17,14
2021,"Wandsworth 033","E02000955",2676,0,635,909,459,431,159,63,9,11
2021,"Wandsworth 034","E02000956",3032,0,842,974,645,356,128,55,16,16
2021,"Wandsworth 035","E02000957",4421,0,1237,1448,770,644,195,73,35,19
2021,"Wandsworth 036","E02000958",2916,0,711,787,524,560,199,77,28,30
2021,"Wandsworth 037","E02000959",3104,0,897,863,614,464,156,65,26,19
2021,"Wandsworth 038","E02007083",4106,0,1680,1668,455,220,60,17,3,3
2021,"Wandsworth 039","E02007084",4137,0,1284,1351,719,422,212,89,35,25
2021,"Westminster 001","E02000960",2781,0,1043,846,403,322,105,53,7,2
2021,"Westminster 002","E02000961",4068,0,1277,1326,611,456,227,132,30,9
2021,"Westminster 003","E02000962",3860,0,1794,1107,424,329,137,59,3,7
2021,"Westminster 004","E02000963",4134,0,1285,1208,685,462,235,160,52,47
2021,"Westminster 005","E02000964",5359,0,2046,1549,813,482,285,119,37,28
2021,"Westminster 006","E02000965",3624,0,1277,1198,641,349,122,21,7,9
2021,"Westminster 007","E02000966",4112,0,1555,1360,547,404,132,54,14,46
2021,"Westminster 008","E02000967",3014,0,1299,971,414,232,75,14,0,9
2021,"Westminster 009","E02000968",5618,0,2026,1341,866,587,411,187,100,100
2021,"Westminster 010","E02000969",3716,0,1275,897,627,460,287,105,47,18
2021,"Westminster 011","E02000970",3556,0,1680,1122,386,209,95,33,16,15
2021,"Westminster 012","E02000971",3723,0,1723,1172,388,245,122,60,10,3
2021,"Westminster 013","E02000972",4252,0,2256,1239,422,180,108,29,7,11
2021,"Westminster 014","E02000973",4797,0,2252,1425,499,307,182,38,14,80
2021,"Westminster 015","E02000974",3980,0,1774,1218,429,316,143,39,21,40
2021,"Westminster 016","E02000975",3804,0,1726,1305,442,196,91,37,3,4
2021,"Westminster 017","E02000976",4212,0,1928,1308,516,307,95,33,15,10
2021,"Westminster 018","E02000977",3435,0,1940,988,303,127,49,21,3,4
2021,"Westminster 019","E02000978",2765,0,1064,907,352,219,127,39,19,38
2021,"Westminster 020","E02000979",3928,0,1817,1268,440,268,94,26,9,6
2021,"Westminster 021","E02000980",4323,0,1927,1324,559,305,142,30,9,27
2021,"Westminster 022","E02000981",4157,0,1908,1414,408,254,81,41,29,22
2021,"Westminster 023","E02000982",3844,0,1874,996,485,266,135,65,12,11
2021,"Westminster 024","E02000983",3757,0,1696,1115,410,303,143,59,26,5
