"date","geography","geography code","Household size: Total: All household spaces; measures: Value","Household size: 0 people in household; measures: Value","Household size: 1 person in household; measures: Value","Household size: 2 people in household; measures: Value","Household size: 3 people in household; measures: Value","Household size: 4 people in household; measures: Value","Household size: 5 people in household; measures: Value","Household size: 6 people in household; measures: Value","Household size: 7 people in household; measures: Value","Household size: 8 or more people in household; measures: Value"
2021,"Greenwich 035","E02006928",5264,0,1722,2145,805,395,116,54,10,17
2021,"Greenwich 037","E02006930",4223,0,1233,1502,721,542,152,36,28,9
2021,"Greenwich 038","E02006931",4134,0,1315,1552,574,447,165,56,16,9
2021,"Greenwich 039","E02006991",3237,0,1160,1441,386,167,56,20,2,5
2021,"Greenwich 040","E02006992",3772,0,1217,1445,579,352,130,28,17,4
2021,"Greenwich 041","E02006993",3625,0,1102,1400,589,331,117,34,10,42
2021,"Greenwich 042","E02006994",3283,0,1175,909,582,355,156,66,26,14
2021,"Hackney 001","E02000345",2587,0,746,623,336,276,240,98,102,166
2021,"Hackney 002","E02000346",3972,0,1229,1384,651,408,170,88,28,14
2021,"Hackney 003","E02000347",2583,0,713,664,397,263,215,106,60,165
2021,"Hackney 004","E02000348",2726,0,830,651,404,302,215,100,86,138
2021,"Hackney 006","E02000350",3694,0,1102,1079,527,422,215,142,55,152
2021,"Hackney 007","E02000351",4232,0,1470,1503,661,387,117,44,22,28
2021,"Hackney 008","E02000352",2685,0,858,792,490,308,111,56,19,51
2021,"Hackney 009","E02000353",3154,0,910,995,560,467,133,44,16,29
2021,"Hackney 010","E02000354",3989,0,1434,1116,628,408,192,132,35,44
2021,"Hackney 011","E02000355",3114,0,902,857,553,489,172,68,33,40
2021,"Hackney 012","E02000356",3065,0,952,1040,512,402,115,25,12,7
2021,"Hackney 013","E02000357",2721,0,937,656,464,327,214,67,31,25
2021,"Hackney 014","E02000358",4816,0,1612,1517,834,557,176,59,43,18
2021,"Hackney 015","E02000359",2435,0,607,648,444,449,174,54,43,16
2021,"Hackney 016","E02000360",4848,0,1668,1407,837,495,248,98,78,17
2021,"Hackney 017","E02000361",3678,0,1327,1208,606,303,164,45,18,7
2021,"Hackney 018","E02000362",2804,0,857,898,489,317,141,75,18,9
2021,"Hackney 019","E02000363",4437,0,1345,1237,820,572,295,111,38,19
2021,"Hackney 020","E02000364",4100,0,1456,1312,650,427,151,55,18,31
2021,"Hackney 022","E02000366",3538,0,1306,942,601,395,184,63,27,20
2021,"Hackney 023","E02000367",4594,0,1508,1592,773,471,165,55,19,11
2021,"Hackney 024","E02000368",4150,0,1416,1212,691,434,230,110,34,23
2021,"Hackney 025","E02000369",5929,0,1927,2114,913,577,260,76,45,17
2021,"Hackney 026","E02000370",3994,0,1417,1308,666,364,145,64,14,16
2021,"Hackney 028","E02006918",3170,0,1023,920,428,346,185,103,65,100
2021,"Hackney 029","E02006921",2786,0,897,601,460,334,210,141,46,97
2021,"Hackney 030","E02007108",2802,0,973,1088,410,222,74,25,5,5
2021,"Hackney 031","E02007109",3303,0,1071,1118,497,400,131,59,22,5
2021,"Hackney 032","E02007110",3360,0,1381,1028,459,342,110,29,7,4
2021,"Hackney 033","E02007111",2816,0,1054,1139,360,166,66,24,4,3
2021,"Hammersmith and Fulham 001","E02000372",3877,0,1408,1090,609,424,212,83,34,17
2021,"Hammersmith and Fulham 002","E02000373",2537,0,659,654,512,342,196,97,40,37
2021,"Hammersmith and Fulham 003","E02000374",2617,0,757,754,481,338,164,78,24,21
2021,"Hammersmith and Fulham 004","E02000375",3496,0,1407,1071,494,320,136,41,21,6
2021,"Hammersmith and Fulham 005","E02000376",3184,0,1262,1071,412,255,110,43,19,12
2021,"Hammersmith and Fulham 006","E02000377",3446,0,1317,1043,510,347,160,43,17,9
2021,"Hammersmith and Fulham 007","E02000378",3251,0,1379,1124,399,211,102,23,6,7
2021,"Hammersmith and Fulham 008","E02000379",3104,0,1036,947,511,392,135,53,14,16
2021,"Hammersmith and Fulham 009","E02000380",2498,0,907,802,363,291,95,31,7,2
2021,"Hammersmith and Fulham 010","E02000381",3547,0,1372,1113,528,349,135,33,10,7
2021,"Hammersmith and Fulham 011","E02000382",2772,0,1037,911,411,286,95,21,6,5
2021,"Hammersmith and Fulham 012","E02000383",4109,0,1702,1345,538,367,115,32,6,4
2021,"Hammersmith and Fulham 013","E02000384",3807,0,1507,1217,539,321,158,40,19,6
2021,"Hammersmith and Fulham 014","E02000385",2851,0,1188,1003,381,187,61,19,9,3
2021,"Hammersmith and Fulham 015","E02000386",3367,0,1235,1034,514,342,148,61,24,9
2021,"Hammersmith and Fulham 016","E02000387",2587,0,933,723,446,315,124,27,14,5
2021,"Hammersmith and Fulham 017","E02000388",4133,0,1592,1425,573,350,138,36,7,12
2021,"Hammersmith and Fulham 018","E02000389",3678,0,1128,1191,640,485,169,44,16,5
2021,"Hammersmith and Fulham 019","E02000390",2719,0,901,884,461,323,105,22,12,11
2021,"Hammersmith and Fulham 020","E02000391",3281,0,1109,1052,494,369,195,46,9,7
2021,"Hammersmith and Fulham 021","E02000392",4041,0,1398,1258,647,476,181,46,25,10
2021,"Hammersmith and Fulham 022","E02000393",2588,0,759,958,387,339,103,34,3,5
2021,"Hammersmith and Fulham 023","E02000394",4346,0,1647,1434,661,386,156,43,15,4
2021,"Hammersmith and Fulham 024","E02000395",2640,0,895,979,396,259,80,18,9,4
2021,"Hammersmith and Fulham 025","E02000396",2771,0,789,855,487,384,172,60,16,8
2021,"Haringey 001","E02000397",3474,0,1231,1044,572,402,139,43,34,9
2021,"Haringey 002","E02000398",2881,0,941,674,527,374,185,93,65,22
2021,"Haringey 004","E02000400",3121,0,872,848,604,521,197,43,23,13
2021,"Haringey 005","E02000401",2477,0,615,619,508,380,232,80,25,18
2021,"Haringey 006","E02000402",2426,0,672,617,453,396,171,73,30,14
2021,"Haringey 007","E02000403",2990,0,884,893,541,406,138,65,28,35
2021,"Haringey 008","E02000404",2664,0,738,748,430,400,203,94,27,24
2021,"Haringey 009","E02000405",2462,0,584,715,476,501,141,27,7,11
2021,"Haringey 010","E02000406",2598,0,727,712,493,401,157,51,46,11
2021,"Haringey 011","E02000407",3005,0,960,817,525,397,167,64,44,31
2021,"Haringey 012","E02000408",3000,0,852,824,513,367,226,96,79,43
2021,"Haringey 013","E02000409",2371,0,710,636,441,345,141,54,30,14
2021,"Haringey 014","E02000410",2617,0,752,860,447,415,107,22,9,5
2021,"Haringey 015","E02000411",3954,0,1104,1163,739,454,241,93,38,122
2021,"Haringey 016","E02000412",2870,0,969,827,481,318,149,65,24,37
2021,"Haringey 017","E02000413",2963,0,753,857,535,568,185,53,11,1
2021,"Haringey 018","E02000414",2719,0,768,780,504,360,161,70,50,26
2021,"Haringey 019","E02000415",2838,0,842,776,539,376,177,83,24,21
2021,"Haringey 020","E02000416",3918,0,1425,1330,603,363,126,44,17,10
2021,"Haringey 021","E02000417",2867,0,951,941,447,377,125,19,6,1
2021,"Haringey 022","E02000418",2210,0,528,795,397,367,96,19,5,3
2021,"Haringey 023","E02000419",3644,0,1110,1184,601,479,161,58,38,13
2021,"Haringey 024","E02000420",3434,0,1184,1031,594,372,146,63,23,21
2021,"Haringey 025","E02000421",3140,0,1013,824,576,381,176,71,33,66
2021,"Haringey 026","E02000422",2889,0,880,737,538,451,160,69,31,23
2021,"Haringey 027","E02000423",2674,0,754,759,500,405,136,64,36,20
2021,"Haringey 028","E02000424",2986,0,984,1037,455,362,102,29,3,14
2021,"Haringey 029","E02000425",2163,0,464,447,328,230,197,108,128,261
2021,"Haringey 030","E02000426",2741,0,857,891,432,375,135,33,11,7
2021,"Haringey 031","E02000427",2870,0,926,942,505,321,100,44,19,13
2021,"Haringey 032","E02000428",2917,0,847,738,515,374,183,91,54,115
2021,"Haringey 033","E02000429",3202,0,1215,1038,454,365,104,20,4,2
2021,"Haringey 034","E02000430",3249,0,1217,1101,443,355,89,34,3,7
2021,"Haringey 035","E02000431",2842,0,1013,1103,395,247,66,12,4,2
2021,"Haringey 036","E02000432",2798,0,982,986,390,301,101,27,4,7
2021,"Haringey 037","E02006794",3125,0,966,776,556,469,192,89,33,44
2021,"Harrow 001","E02000433",3544,0,1099,1190,534,441,166,62,21,31
2021,"Harrow 002","E02000434",3636,0,920,1031,674,599,227,123,28,34
2021,"Harrow 003","E02000435",2814,0,671,811,474,443,199,85,35,96
2021,"Harrow 004","E02000436",2043,0,339,694,379,414,133,56,13,15
2021,"Harrow 005","E02000437",3089,0,753,861,544,499,239,107,40,46
2021,"Harrow 006","E02000438",3045,0,756,815,574,520,200,84,23,73
2021,"Harrow 007","E02000439",2948,0,614,686,515,557,265,150,73,88
2021,"Harrow 008","E02000440",3056,0,474,758,657,659,253,140,65,50
2021,"Harrow 009","E02000441",2794,0,730,763,524,493,173,59,22,30
2021,"Harrow 010","E02000442",2669,0,405,526,463,559,317,179,91,129
2021,"Harrow 011","E02000443",3547,0,785,791,703,679,277,179,65,68
2021,"Harrow 012","E02000444",2666,0,418,607,522,599,270,138,53,59
2021,"Harrow 013","E02000445",3820,0,875,874,763,645,322,153,71,117
2021,"Harrow 015","E02000447",2744,0,461,692,621,604,216,99,30,21
2021,"Harrow 016","E02000448",2759,0,726,853,477,508,120,43,9,23
2021,"Harrow 017","E02000449",2527,0,444,558,515,447,271,156,61,75
2021,"Harrow 019","E02000451",2329,0,457,623,486,511,146,58,11,37
2021,"Harrow 020","E02000452",3453,0,905,944,641,531,235,94,47,56
2021,"Harrow 021","E02000453",3049,0,692,857,610,549,195,90,30,26
2021,"Harrow 022","E02000454",2523,0,423,699,470,686,164,52,19,10
2021,"Harrow 023","E02000455",4758,0,1464,1403,950,602,200,69,27,43
2021,"Harrow 024","E02000456",2717,0,720,627,471,505,187,80,76,51
2021,"Harrow 025","E02000457",2562,0,556,720,555,462,161,62,27,19
2021,"Harrow 027","E02000459",3418,0,870,933,621,562,260,97,34,41
2021,"Harrow 028","E02000460",2413,0,488,533,516,481,238,94,32,31
2021,"Harrow 029","E02000461",2561,0,731,773,461,389,127,54,13,13
2021,"Harrow 030","E02000462",2285,0,498,510,425,427,241,90,49,45
2021,"Harrow 031","E02000463",2834,0,522,655,543,644,288,114,33,35
2021,"Harrow 032","E02006795",2643,0,411,624,549,621,264,113,36,25
2021,"Harrow 033","E02006882",4397,0,645,1109,885,882,434,220,112,110
2021,"Havering 001","E02000464",2871,0,739,751,592,472,208,72,30,7
2021,"Havering 002","E02000465",3494,0,945,844,713,590,272,80,33,17
2021,"Havering 003","E02000466",3293,0,710,1027,611,608,224,67,30,16
2021,"Havering 004","E02000467",4289,0,1292,954,812,654,366,144,48,19
2021,"Havering 005","E02000468",3166,0,728,921,598,571,215,89,32,12
2021,"Havering 006","E02000469",2697,0,710,731,514,430,200,62,26,24
2021,"Havering 007","E02000470",4129,0,1190,1427,725,548,164,51,17,7
2021,"Havering 008","E02000471",2941,0,615,1008,489,543,210,50,18,8
2021,"Havering 009","E02000472",3527,0,772,1113,662,613,257,74,20,16
2021,"Havering 010","E02000473",4022,0,960,1228,779,698,270,67,12,8
2021,"Havering 011","E02000474",3532,0,1001,945,679,550,226,73,39,19
2021,"Havering 012","E02000475",3958,0,1114,1355,659,576,186,45,15,8
2021,"Havering 013","E02000476",4198,0,1533,1274,694,483,140,51,17,6
2021,"Havering 014","E02000477",3716,0,830,1255,699,670,192,51,11,8
2021,"Havering 015","E02000478",2152,0,449,741,344,342,150,77,26,23
2021,"Havering 016","E02000479",3788,0,1129,1075,729,539,215,63,23,15
2021,"Havering 017","E02000480",5011,0,1206,1395,1004,808,366,129,63,40
2021,"Havering 018","E02000481",3243,0,817,1041,607,550,162,45,8,13
2021,"Havering 019","E02000482",2578,0,635,823,410,534,136,34,3,3
2021,"Havering 020","E02000483",3472,0,1136,1080,608,468,124,43,8,5
2021,"Havering 021","E02000484",3253,0,776,990,652,551,191,64,16,13
2021,"Havering 022","E02000485",3453,0,886,1160,649,550,160,34,11,3
2021,"Havering 023","E02000486",2989,0,823,998,522,431,144,48,17,6
2021,"Havering 024","E02000487",2942,0,522,1063,540,610,157,36,11,3
2021,"Havering 025","E02000488",3013,0,719,1034,540,515,158,39,5,3
2021,"Havering 026","E02000489",3263,0,760,1015,607,550,220,69,33,9
2021,"Havering 027","E02000490",3225,0,832,925,584,553,224,70,22,15
2021,"Havering 028","E02000491",3934,0,1012,1109,703,600,311,127,51,21
2021,"Havering 029","E02000492",2623,0,645,828,498,414,136,68,17,17
2021,"Havering 030","E02000493",2497,0,639,672,466,407,207,67,29,10
2021,"Hillingdon 001","E02000494",3212,0,917,1027,548,509,145,47,10,9
2021,"Hillingdon 002","E02000495",4304,0,1363,1264,743,623,201,66,23,21
2021,"Hillingdon 003","E02000496",3176,0,941,1012,538,462,146,54,15,8
2021,"Hillingdon 004","E02000497",3693,0,988,1082,692,608,215,72,18,18
2021,"Hillingdon 005","E02000498",2638,0,766,843,436,428,111,38,10,6
2021,"Hillingdon 006","E02000499",3014,0,722,970,546,555,162,41,11,7
2021,"Hillingdon 007","E02000500",3306,0,844,1113,582,519,180,45,14,9
2021,"Hillingdon 008","E02000501",3274,0,779,1008,631,627,171,40,12,6
2021,"Hillingdon 009","E02000502",3530,0,990,1031,649,574,192,64,18,12
2021,"Hillingdon 010","E02000503",3256,0,663,1013,694,629,184,44,17,12
2021,"Hillingdon 011","E02000504",2921,0,677,913,534,547,181,48,16,5
2021,"Hillingdon 013","E02000506",2900,0,625,919,519,500,217,73,32,15
2021,"Hillingdon 014","E02000507",2778,0,506,721,533,651,241,82,31,13
2021,"Hillingdon 015","E02000508",4341,0,1347,1306,764,574,241,66,23,20
2021,"Hillingdon 016","E02000509",3399,0,1079,939,588,443,224,82,19,25
2021,"Hillingdon 017","E02000510",3261,0,797,879,610,577,249,100,27,22
2021,"Hillingdon 018","E02000511",3262,0,678,742,599,678,343,143,42,37
2021,"Hillingdon 019","E02000512",3107,0,758,774,605,529,242,119,44,36
2021,"Hillingdon 020","E02000513",3321,0,728,759,684,631,322,115,47,35
2021,"Hillingdon 021","E02000514",3180,0,496,650,579,708,430,178,81,58
2021,"Hillingdon 022","E02000515",5344,0,1665,1489,946,702,376,102,35,29
2021,"Hillingdon 023","E02000516",2816,0,547,694,560,506,280,117,60,52
2021,"Hillingdon 024","E02000517",3321,0,659,742,644,641,347,166,63,59
2021,"Hillingdon 025","E02000518",3331,0,753,788,689,547,384,106,40,24
2021,"Hillingdon 026","E02000519",3022,0,654,637,546,557,300,188,67,73
2021,"Hillingdon 027","E02000520",4456,0,964,979,796,820,443,234,122,98
2021,"Hillingdon 028","E02000521",4351,0,861,996,976,835,361,192,81,49
2021,"Hillingdon 029","E02000522",3488,0,848,963,680,585,245,108,37,22
2021,"Hillingdon 030","E02000523",3683,0,760,840,732,665,343,195,79,69
2021,"Hillingdon 031","E02000524",2639,0,697,712,441,401,214,93,38,43
2021,"Hillingdon 032","E02000525",3318,0,717,762,619,617,344,136,73,50
2021,"Hillingdon 033","E02006796",3580,0,846,1029,783,600,215,71,20,16
2021,"Hounslow 001","E02000526",3620,0,1120,1173,580,540,152,43,8,4
2021,"Hounslow 004","E02000529",3035,0,588,588,626,618,313,185,65,52
2021,"Hounslow 005","E02000530",2515,0,523,508,444,484,286,147,58,65
2021,"Hounslow 006","E02000531",4935,0,1610,1567,826,578,226,85,23,20
2021,"Hounslow 007","E02000532",3818,0,1195,1231,594,547,188,45,12,6
2021,"Hounslow 008","E02000533",3688,0,1216,1191,587,505,139,36,11,3
2021,"Hounslow 009","E02000534",2999,0,671,776,603,576,221,90,37,25
2021,"Hounslow 010","E02000535",3004,0,592,553,534,608,347,197,88,85
2021,"Hounslow 011","E02000536",3244,0,593,633,623,681,354,182,102,76
2021,"Hounslow 012","E02000537",3155,0,584,718,715,591,277,130,71,69
2021,"Hounslow 013","E02000538",3005,0,527,637,546,572,336,196,87,104
2021,"Hounslow 014","E02000539",4734,0,1256,1397,908,755,272,80,40,26
2021,"Hounslow 015","E02000540",4487,0,1177,1141,938,724,300,100,65,42
2021,"Hounslow 016","E02000541",3281,0,662,753,619,568,290,168,87,134
2021,"Hounslow 017","E02000542",3952,0,963,784,753,726,355,153,96,122
2021,"Hounslow 018","E02000543",4886,0,1098,1255,1061,831,333,154,75,79
2021,"Hounslow 019","E02000544",2923,0,563,786,541,635,242,85,41,30
2021,"Hounslow 020","E02000545",3548,0,1008,983,644,539,230,90,29,25
2021,"Hounslow 021","E02000546",3162,0,556,690,631,614,347,162,89,73
2021,"Hounslow 022","E02000547",3852,0,999,901,708,703,268,127,70,76
2021,"Hounslow 023","E02000548",3724,0,1034,878,646,586,320,127,51,82
2021,"Hounslow 024","E02000549",4083,0,879,983,778,728,399,192,67,57
2021,"Hounslow 025","E02000550",3722,0,755,882,902,702,307,108,44,22
2021,"Hounslow 026","E02000551",3416,0,876,817,610,560,323,121,79,30
2021,"Hounslow 027","E02000552",3359,0,829,908,657,612,222,99,19,13
2021,"Hounslow 028","E02000553",2601,0,661,661,497,472,178,89,26,17
2021,"Hounslow 029","E02006792",4149,0,1583,1313,587,466,135,29,8,28
2021,"Hounslow 030","E02006972",2335,0,776,758,392,259,85,37,12,16
2021,"Hounslow 031","E02006973",3727,0,1314,1138,610,397,181,45,27,15
2021,"Islington 001","E02000554",4199,0,1558,1266,685,442,164,52,19,13
2021,"Islington 002","E02000555",4033,0,1280,1292,645,533,186,65,21,11
2021,"Islington 003","E02000556",4949,0,1751,1706,745,464,134,57,21,71
2021,"Islington 004","E02000557",4141,0,1631,1392,588,339,116,30,10,35
2021,"Islington 005","E02000558",3957,0,1424,1154,637,382,183,98,43,36
2021,"Islington 006","E02000559",3992,0,1223,1355,645,501,141,71,12,44
2021,"Islington 007","E02000560",3271,0,1101,1206,472,313,97,45,22,15
2021,"Islington 008","E02000561",3156,0,1038,1081,486,397,105,22,12,15
2021,"Islington 009","E02000562",3487,0,1230,1152,549,347,137,48,11,13
2021,"Islington 010","E02000563",3858,0,1428,1160,637,394,147,57,23,12
2021,"Islington 011","E02000564",5664,0,2022,2061,896,428,180,44,17,16
2021,"Islington 012","E02000565",3496,0,1162,1093,603,331,151,69,39,48
2021,"Islington 013","E02000566",3841,0,1305,1305,604,427,129,39,18,14
2021,"Islington 014","E02000567",4894,0,1707,1796,784,415,123,37,13,19
2021,"Islington 015","E02000568",4673,0,1739,1417,741,448,205,70,32,21
2021,"Islington 016","E02000569",4602,0,1642,1551,767,428,146,45,17,6
2021,"Islington 017","E02000570",3992,0,1465,1488,525,371,106,23,9,5
2021,"Islington 018","E02000571",4122,0,1517,1396,593,393,159,38,15,11
2021,"Islington 019","E02000572",3524,0,1181,973,599,415,202,89,47,18
2021,"Islington 020","E02000573",4921,0,1861,1875,642,355,90,36,35,27
2021,"Islington 021","E02000574",3604,0,1498,1272,481,227,85,22,14,5
2021,"Islington 022","E02000575",5171,0,2108,1846,620,427,108,43,13,6
2021,"Islington 023","E02000576",4953,0,1925,1690,718,394,150,48,15,13
2021,"Kensington and Chelsea 001","E02000577",3175,0,1238,810,471,316,167,147,15,11
2021,"Kensington and Chelsea 002","E02000578",2309,0,823,563,369,235,188,92,8,31
2021,"Kensington and Chelsea 003","E02000579",3820,0,1492,1069,512,334,214,61,96,42
2021,"Kensington and Chelsea 004","E02000580",3988,0,1951,1066,464,289,136,27,39,16
2021,"Kensington and Chelsea 005","E02000581",3012,0,1154,736,427,287,254,73,46,35
2021,"Kensington and Chelsea 006","E02000582",3270,0,1660,929,335,226,88,20,2,10
2021,"Kensington and Chelsea 007","E02000583",3121,0,1324,964,397,255,124,43,9,5
2021,"Kensington and Chelsea 008","E02000584",3330,0,1327,1027,429,348,129,53,12,5
2021,"Kensington and Chelsea 009","E02000585",3387,0,1253,1014,451,332,171,48,80,38
2021,"Kensington and Chelsea 010","E02000586",2880,0,1147,904,329,272,94,47,84,3
2021,"Kensington and Chelsea 011","E02000587",3027,0,1157,962,459,277,136,29,7,0
2021,"Kensington and Chelsea 012","E02000588",3077,0,1357,1043,327,231,92,19,5,3
2021,"Kensington and Chelsea 013","E02000589",3661,0,1795,1086,365,274,89,22,3,27
2021,"Kensington and Chelsea 014","E02000590",3047,0,1584,756,360,185,74,18,38,32
2021,"Kensington and Chelsea 015","E02000591",3241,0,1589,955,366,220,74,31,2,4
2021,"Kensington and Chelsea 016","E02000592",2837,0,1287,881,300,236,102,28,3,0
2021,"Kensington and Chelsea 017","E02000593",3685,0,1726,1083,412,268,92,100,3,1
2021,"Kensington and Chelsea 018","E02000594",2922,0,1334,867,326,228,89,26,3,49
2021,"Kensington and Chelsea 019","E02000595",3029,0,1441,818,371,244,102,31,10,12
2021,"Kensington and Chelsea 020","E02000596",3071,0,1303,988,354,235,95,50,44,2
2021,"Kensington and Chelsea 021","E02000597",2997,0,1290,817,423,287,109,51,17,3
2021,"Kingston upon Thames 001","E02000598",2970,0,623,843,571,680,193,49,7,4
2021,"Kingston upon Thames 002","E02000599",2354,0,435,697,466,471,179,73,17,16
2021,"Kingston upon Thames 003","E02000600",3378,0,973,979,622,587,162,46,7,2
2021,"Kingston upon Thames 004","E02000601",4858,0,1311,1522,912,844,201,53,10,5
2021,"Kingston upon Thames 005","E02000602",4045,0,1302,1200,662,581,209,62,18,11
2021,"Kingston upon Thames 006","E02000603",2953,0,621,741,628,583,262,89,18,11
2021,"Kingston upon Thames 007","E02000604",3561,0,893,1025,679,692,195,51,17,9
2021,"Kingston upon Thames 008","E02000605",3114,0,732,864,623,625,185,58,17,10
2021,"Kingston upon Thames 009","E02000606",4811,0,1760,1690,746,447,106,32,20,10
2021,"Kingston upon Thames 010","E02000607",2584,0,737,777,441,453,124,34,15,3
2021,"Kingston upon Thames 011","E02000608",3405,0,1365,1225,464,288,51,10,0,2
2021,"Kingston upon Thames 012","E02000609",2735,0,645,733,519,481,238,81,29,9
2021,"Kingston upon Thames 013","E02000610",3870,0,1603,1273,516,338,101,31,7,1
2021,"Kingston upon Thames 014","E02000611",2651,0,487,800,478,627,184,58,13,4
2021,"Kingston upon Thames 015","E02000612",3077,0,651,1010,575,567,193,58,12,11
2021,"Kingston upon Thames 016","E02000613",3195,0,810,1011,626,566,137,34,9,2
2021,"Kingston upon Thames 017","E02000614",3374,0,736,940,682,641,252,82,25,16
2021,"Kingston upon Thames 018","E02000615",2956,0,660,893,566,564,198,51,13,11
2021,"Kingston upon Thames 019","E02000616",2393,0,559,761,506,418,104,36,7,2
2021,"Kingston upon Thames 020","E02000617",3344,0,813,968,676,567,208,76,21,15
2021,"Lambeth 002","E02000619",4054,0,1540,1246,586,388,170,71,26,27
2021,"Lambeth 003","E02000620",4589,0,1735,1552,694,380,142,67,7,12
2021,"Lambeth 004","E02000621",6008,0,2440,2171,775,388,149,54,23,8
2021,"Lambeth 005","E02000622",3631,0,1179,1221,603,417,134,45,15,17
2021,"Lambeth 006","E02000623",3331,0,1103,993,633,352,155,48,22,25
2021,"Lambeth 007","E02000624",4270,0,1453,1513,679,377,146,41,30,31
2021,"Lambeth 008","E02000625",3798,0,1158,1173,661,482,179,91,37,17
2021,"Lambeth 009","E02000626",3449,0,1165,972,607,381,182,86,40,16
2021,"Lambeth 010","E02000627",3913,0,1162,1353,721,370,183,57,14,53
2021,"Lambeth 011","E02000628",4484,0,1540,1375,723,415,244,107,34,46
2021,"Lambeth 012","E02000629",4014,0,1199,1514,700,385,110,69,27,10
2021,"Lambeth 013","E02000630",3430,0,1118,1311,470,386,104,29,9,3
2021,"Lambeth 014","E02000631",3740,0,1003,1226,685,530,168,69,17,42
2021,"Lambeth 015","E02000632",4261,0,1191,1765,699,416,107,63,12,8
2021,"Lambeth 016","E02000633",3960,0,1403,1240,620,397,158,56,52,34
2021,"Lambeth 017","E02000634",3106,0,1124,1061,483,270,109,37,10,12
2021,"Lambeth 018","E02000635",4336,0,1447,1503,710,420,155,50,16,35
2021,"Lambeth 019","E02000636",3080,0,752,1100,544,443,154,62,13,12
2021,"Lambeth 020","E02000637",3707,0,1117,1412,576,406,114,57,15,10
2021,"Lambeth 021","E02000638",4104,0,1272,1360,761,468,138,61,20,24
2021,"Lambeth 022","E02000639",3726,0,1313,1201,617,365,142,53,21,14
2021,"Lambeth 023","E02000640",3807,0,984,1305,694,594,160,48,9,13
2021,"Lambeth 024","E02000641",3392,0,1024,990,586,437,184,123,34,14
2021,"Lambeth 025","E02000642",4172,0,1288,1373,669,577,171,68,17,9
2021,"Lambeth 026","E02000643",3948,0,1255,1309,619,482,148,62,48,25
2021,"Lambeth 027","E02000644",3495,0,984,1142,635,466,192,39,22,15
2021,"Lambeth 028","E02000645",4049,0,1213,1340,752,511,152,44,14,23
2021,"Lambeth 029","E02000646",3904,0,1141,1326,670,485,173,51,26,32
2021,"Lambeth 030","E02000647",3422,0,991,1028,617,527,180,43,17,19
2021,"Lambeth 031","E02000648",3188,0,1013,917,583,411,152,59,22,31
2021,"Lambeth 032","E02000649",5304,0,1669,1861,877,556,173,84,40,44
2021,"Lambeth 033","E02000650",3277,0,1042,1033,601,387,126,57,21,10
2021,"Lambeth 034","E02000651",3479,0,1035,1058,608,472,186,69,15,36
2021,"Lambeth 035","E02000652",2544,0,574,608,493,432,241,103,64,29
2021,"Lambeth 036","E02006801",3712,0,1524,1291,516,220,102,37,17,5
2021,"Lewisham 001","E02000653",5293,0,1679,1813,823,514,223,151,42,48
2021,"Lewisham 002","E02000654",3597,0,1132,1101,616,376,213,104,30,25
2021,"Lewisham 003","E02000655",4008,0,1238,1215,676,468,193,141,19,58
2021,"Lewisham 005","E02000657",3990,0,1290,1303,651,445,170,64,47,20
2021,"Lewisham 006","E02000658",3458,0,961,1192,578,435,170,60,23,39
2021,"Lewisham 007","E02000659",3540,0,1089,1329,548,367,142,41,15,9
2021,"Lewisham 008","E02000660",3605,0,1145,1335,572,359,122,39,22,11
2021,"Lewisham 009","E02000661",3043,0,1136,987,476,333,83,20,7,1
2021,"Lewisham 010","E02000662",3307,0,926,993,634,453,188,66,39,8
2021,"Lewisham 011","E02000663",2819,0,843,923,485,367,127,33,16,25
2021,"Lewisham 013","E02000665",3414,0,1035,1081,604,500,131,28,12,23
2021,"Lewisham 014","E02000666",2735,0,673,843,534,441,157,40,30,17
2021,"Lewisham 015","E02000667",2522,0,583,744,475,536,121,36,19,8
2021,"Lewisham 016","E02000668",2724,0,726,817,509,488,122,43,11,8
2021,"Lewisham 017","E02000669",3305,0,1005,1129,553,401,127,34,18,38
2021,"Lewisham 018","E02000670",2783,0,903,870,469,286,122,85,24,24
2021,"Lewisham 019","E02000671",3682,0,1086,1157,707,529,137,49,12,5
2021,"Lewisham 020","E02000672",4197,0,1403,1260,676,530,172,68,52,36
2021,"Lewisham 021","E02000673",3496,0,1037,1232,556,468,147,37,17,2
2021,"Lewisham 022","E02000674",3057,0,780,845,561,548,171,71,34,47
2021,"Lewisham 023","E02000675",3422,0,962,1084,625,481,164,62,16,28
2021,"Lewisham 024","E02000676",3191,0,856,1069,585,483,124,54,11,9
2021,"Lewisham 025","E02000677",2641,0,721,723,479,398,175,85,23,37
2021,"Lewisham 026","E02000678",2613,0,737,669,499,392,171,82,47,16
2021,"Lewisham 027","E02000679",3375,0,1079,1016,544,478,159,65,17,17
2021,"Lewisham 028","E02000680",2910,0,884,918,522,382,130,36,22,16
2021,"Lewisham 029","E02000681",3351,0,1039,917,551,488,221,87,27,21
2021,"Lewisham 030","E02000682",3218,0,834,797,614,522,261,126,42,22
2021,"Lewisham 031","E02000683",2723,0,856,734,509,384,148,51,18,23
2021,"Lewisham 033","E02000685",3423,0,1120,1031,602,423,156,58,14,19
2021,"Lewisham 034","E02000686",3045,0,1007,830,522,364,182,78,36,26
2021,"Lewisham 035","E02000687",3458,0,1059,1125,607,440,137,62,10,18
