"date","geography","geography code","Passports held: Total; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: Central and South America; measures: Value","Passports held: Antarctica and Oceania, including Australasia; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Enfield 016","E02000292",9836,8924,7450,155,1319,1168,30,17,132,53,52,33,182,144,525,151,70,81,141,2,92,47,112,3,17,56,32,4,61,41,20,4,0,594
2021,"Enfield 017","E02000293",6394,6012,5447,131,434,354,16,12,64,7,23,3,64,16,149,80,36,44,34,8,10,16,51,9,13,18,11,0,33,15,18,8,0,256
2021,"Enfield 018","E02000294",9371,8250,6791,65,1394,1192,29,25,161,67,33,30,121,166,560,202,132,70,249,4,188,57,127,7,23,89,6,2,73,55,18,4,0,668
2021,"Enfield 019","E02000295",8692,8045,6743,160,1142,901,24,12,100,17,51,19,95,105,478,241,134,107,64,11,30,23,130,15,37,50,28,0,69,40,29,28,0,356
2021,"Enfield 020","E02000296",10343,9389,6911,114,2364,1942,53,25,178,67,83,38,231,263,1004,422,215,207,85,20,30,35,180,21,50,76,28,5,66,42,24,16,0,607
2021,"Enfield 021","E02000297",9395,8799,7647,192,960,828,44,12,85,33,38,11,100,213,292,132,63,69,44,7,18,19,79,7,12,46,14,0,35,23,12,8,0,430
2021,"Enfield 022","E02000298",8257,7842,6941,259,642,554,27,16,73,10,34,19,77,72,226,88,29,59,57,11,33,13,55,5,10,21,19,0,38,25,13,33,0,232
2021,"Enfield 023","E02000299",9496,8327,6384,84,1859,1622,43,24,123,83,97,8,215,252,777,237,179,58,296,6,209,81,147,11,14,108,11,3,102,67,35,6,0,618
2021,"Enfield 024","E02000300",8853,7991,5833,123,2035,1843,31,21,120,82,52,38,203,484,812,192,139,53,226,9,141,76,98,7,7,60,23,1,81,55,26,3,0,454
2021,"Enfield 025","E02000301",10219,8962,7094,112,1756,1515,36,32,87,87,77,24,183,327,662,241,166,75,255,10,208,37,158,15,39,78,25,1,107,86,21,7,1,729
2021,"Enfield 026","E02000302",8662,8080,6635,156,1289,1057,32,17,76,25,47,17,252,121,470,232,58,174,57,7,27,23,84,7,5,43,28,1,36,14,22,13,0,392
2021,"Enfield 027","E02000303",8363,7370,5923,38,1409,1196,32,14,85,72,64,32,152,186,559,213,162,51,193,3,138,52,114,6,17,64,24,3,73,58,15,4,0,609
2021,"Enfield 028","E02000304",8038,7606,6540,211,855,715,29,15,83,18,26,27,103,64,350,140,68,72,28,8,8,12,103,7,27,43,23,3,49,36,13,10,0,242
2021,"Enfield 029","E02000305",8876,8294,6191,182,1921,1701,30,23,121,38,79,19,233,320,838,220,71,149,70,16,26,28,85,8,7,55,14,1,65,39,26,20,0,342
2021,"Enfield 030","E02000306",9135,7993,6636,44,1313,1108,28,16,96,84,99,21,169,124,471,205,163,42,299,15,202,82,115,9,10,81,15,0,73,58,15,1,0,654
2021,"Enfield 031","E02000307",10111,9263,7068,82,2113,1935,32,15,93,91,87,99,270,324,924,178,98,80,133,5,82,46,151,34,8,81,23,5,88,46,42,7,0,469
2021,"Enfield 032","E02000308",8761,7892,5937,145,1810,1612,46,31,230,59,63,27,217,270,669,198,52,146,83,5,54,24,215,25,32,127,31,0,67,34,33,14,0,490
2021,"Enfield 033","E02000309",11792,10328,7558,71,2699,2438,61,34,159,155,131,28,269,491,1110,261,167,94,360,29,228,103,179,11,31,102,35,0,133,91,42,9,0,783
2021,"Enfield 035","E02000311",10545,9753,7186,96,2471,2210,45,19,148,99,122,48,288,329,1112,261,67,194,88,17,49,22,147,13,16,76,42,0,101,52,49,13,0,443
2021,"Enfield 036","E02000312",11299,10435,7269,215,2951,2618,45,38,241,90,154,58,464,245,1283,333,84,249,93,25,46,22,169,11,41,68,44,5,113,47,66,19,0,470
2021,"Enfield 037","E02006793",9646,8414,6771,68,1575,1351,34,27,89,111,65,23,151,268,583,224,160,64,286,32,185,69,195,13,14,72,95,1,119,74,45,5,0,627
2021,"Greenwich 001","E02000313",6489,4964,4254,48,662,646,36,38,78,58,20,57,80,111,168,16,2,14,561,13,498,50,53,0,4,43,6,0,17,14,3,4,0,890
2021,"Greenwich 002","E02000314",14106,11123,8804,140,2179,2099,114,96,222,144,134,253,193,365,578,80,19,61,1280,11,1177,92,293,19,39,185,46,4,114,59,55,14,0,1282
2021,"Greenwich 003","E02000315",9870,7582,6236,98,1248,1198,66,61,103,122,55,93,80,233,385,50,7,43,703,13,626,64,243,4,26,147,66,0,72,43,29,7,0,1263
2021,"Greenwich 005","E02000317",7559,6038,4955,65,1018,957,53,37,84,86,86,66,84,159,302,61,5,56,422,13,357,52,260,6,63,147,44,0,51,33,18,17,0,771
2021,"Greenwich 006","E02000318",11061,7852,5941,70,1841,1780,76,35,203,228,83,111,97,451,496,61,16,45,383,12,340,31,1738,2,29,1689,18,0,105,81,24,3,0,980
2021,"Greenwich 007","E02000319",10617,8113,6498,112,1503,1444,83,45,143,139,74,154,104,290,412,59,5,54,450,13,387,50,915,9,55,814,32,5,124,58,66,13,0,1002
2021,"Greenwich 008","E02000320",7036,5680,4624,58,998,963,27,28,85,46,45,129,118,244,241,35,3,32,344,4,313,27,256,0,12,219,23,2,71,37,34,6,0,679
2021,"Greenwich 009","E02000321",7722,5997,4776,59,1162,1117,74,60,93,86,131,103,84,187,299,45,9,36,359,7,308,44,346,3,20,284,39,0,107,57,50,2,0,911
2021,"Greenwich 011","E02000323",12864,9980,7913,90,1977,1884,76,48,191,191,111,167,147,426,527,93,11,82,601,18,501,82,934,9,70,747,104,4,179,126,53,14,0,1156
2021,"Greenwich 012","E02000324",7865,6322,5284,76,962,907,53,56,87,55,66,90,95,125,280,55,13,42,228,8,184,36,247,2,42,172,25,6,83,43,40,17,0,968
2021,"Greenwich 014","E02000326",7794,6741,5646,153,942,887,70,38,103,51,36,67,71,151,300,55,7,48,163,5,128,30,223,7,58,114,42,2,102,51,51,26,0,539
2021,"Greenwich 015","E02000327",6624,5380,4596,79,705,672,48,30,63,36,68,53,52,102,220,33,6,27,316,9,281,26,182,4,25,119,31,3,53,43,10,22,0,671
2021,"Greenwich 016","E02000328",6510,5801,4974,141,686,628,61,55,85,29,53,69,51,43,182,58,15,43,68,8,40,20,92,6,27,32,22,5,119,90,29,44,0,386
2021,"Greenwich 017","E02000329",6332,5290,4577,64,649,603,35,14,56,33,53,80,59,136,137,46,4,42,179,4,150,25,198,2,11,174,11,0,41,25,16,8,0,616
2021,"Greenwich 019","E02000331",8237,6793,5763,107,923,855,63,21,114,35,96,70,84,137,235,68,14,54,184,7,144,33,327,18,48,195,66,0,108,65,43,21,0,804
2021,"Greenwich 020","E02000332",7452,6387,5471,113,803,744,55,30,105,22,42,73,85,136,196,59,9,50,269,14,224,31,135,3,17,88,27,0,84,49,35,9,0,568
2021,"Greenwich 021","E02000333",6238,5627,4908,138,581,523,62,40,86,41,67,16,43,33,135,58,16,42,64,4,43,17,111,3,28,58,21,1,91,58,33,31,1,313
2021,"Greenwich 022","E02000334",6641,5683,4844,99,740,688,74,35,78,44,48,68,54,114,173,52,13,39,153,7,104,42,144,4,43,75,22,0,55,28,27,15,0,591
2021,"Greenwich 023","E02000335",6676,5942,5377,100,465,440,37,18,44,24,35,49,79,63,91,25,11,14,69,5,47,17,100,3,31,49,17,0,44,32,12,19,0,502
2021,"Greenwich 025","E02000337",8475,7094,6110,64,920,850,33,19,85,46,43,156,137,103,228,70,21,49,95,8,71,16,169,4,57,74,32,2,69,24,45,9,0,1039
2021,"Greenwich 027","E02000339",6291,5592,4961,116,515,486,42,18,60,30,43,43,48,90,112,29,10,19,50,1,40,9,75,2,35,22,16,0,62,37,25,12,0,500
2021,"Greenwich 028","E02000340",6863,6100,5260,81,759,681,41,29,80,70,35,44,79,78,225,78,32,46,102,15,60,27,146,9,34,77,25,1,46,19,27,15,0,454
2021,"Greenwich 029","E02000341",7992,6598,5713,80,805,757,56,12,56,46,47,115,82,144,199,48,15,33,153,11,121,21,103,7,18,51,27,0,50,22,28,7,0,1081
2021,"Greenwich 030","E02000342",6349,5436,4773,59,604,566,26,36,78,41,25,39,69,65,187,38,6,32,119,6,88,25,140,4,31,74,29,2,51,21,30,6,0,597
2021,"Greenwich 031","E02000343",7049,5910,5193,55,662,601,34,12,68,27,31,86,73,116,154,61,9,52,79,2,58,19,126,1,25,69,31,0,49,28,21,13,0,872
2021,"Greenwich 032","E02000344",6432,5799,5301,57,441,406,24,22,35,15,32,41,57,71,109,35,6,29,81,0,59,22,62,1,12,42,7,0,19,11,8,5,0,466
2021,"Greenwich 033","E02006786",7561,6116,5202,62,852,828,42,25,69,71,45,91,55,207,223,24,5,19,260,2,226,32,298,2,11,279,6,0,75,54,21,5,0,807
2021,"Greenwich 034","E02006927",12367,10496,8811,174,1511,1347,130,69,124,90,115,129,167,122,401,164,45,119,200,18,121,61,552,14,272,168,92,6,227,148,79,36,0,856
2021,"Greenwich 035","E02006928",12092,10047,7715,189,2143,1867,210,84,268,145,195,119,195,142,509,276,50,226,257,32,150,75,734,39,228,362,96,9,360,231,129,85,1,608
2021,"Greenwich 037","E02006930",9845,8537,6771,202,1564,1416,191,49,224,96,152,103,99,105,397,148,39,109,168,9,91,68,367,11,109,178,61,8,189,120,69,67,0,517
2021,"Greenwich 038","E02006931",9466,8268,6893,192,1183,1092,106,47,186,43,146,79,74,97,314,91,24,67,217,11,155,51,223,13,73,96,39,2,195,154,41,78,0,485
2021,"Greenwich 039","E02006991",6320,5208,3756,121,1331,1230,105,48,161,100,122,105,133,94,362,101,29,72,194,18,110,66,468,8,135,253,63,9,174,84,90,62,0,214
2021,"Greenwich 040","E02006992",8226,6772,5290,113,1369,1191,137,61,191,67,97,63,104,86,385,178,32,146,196,12,120,64,521,29,178,227,64,23,209,120,89,47,0,481
2021,"Greenwich 041","E02006993",8398,6793,5141,94,1558,1381,138,63,222,94,101,73,129,135,426,177,26,151,209,20,135,54,685,20,206,359,87,13,203,100,103,46,0,462
2021,"Greenwich 042","E02006994",7638,6013,4457,69,1487,1384,87,51,170,106,115,127,99,238,391,103,22,81,429,8,360,61,484,18,85,319,59,3,82,31,51,21,0,609
2021,"Hackney 001","E02000345",8199,7479,6363,41,1075,960,44,31,88,50,133,10,162,73,369,115,21,94,45,9,28,8,125,99,4,17,5,0,274,185,89,18,0,258
2021,"Hackney 002","E02000346",9399,7971,6302,126,1543,1334,136,62,198,145,194,14,188,99,298,209,93,116,221,26,155,40,414,20,201,135,56,2,226,132,94,60,0,507
2021,"Hackney 003","E02000347",8155,7361,6451,68,842,729,59,29,79,65,127,2,107,38,223,113,38,75,70,0,69,1,155,104,5,35,10,1,207,165,42,32,0,330
2021,"Hackney 004","E02000348",8104,7344,6435,78,831,744,54,22,84,64,100,4,131,39,246,87,48,39,117,8,97,12,115,78,9,25,3,0,173,139,34,8,0,347
2021,"Hackney 006","E02000350",10244,9235,7840,170,1225,1095,144,62,184,67,176,32,147,52,231,130,61,69,105,45,47,13,186,43,25,101,17,0,298,171,127,112,0,308
2021,"Hackney 007","E02000351",9286,8373,6737,205,1431,1329,196,78,238,94,168,19,152,68,316,102,59,43,99,14,63,22,162,16,60,55,27,4,202,142,60,105,0,345
2021,"Hackney 008","E02000352",6747,6143,5299,102,742,682,79,38,98,33,80,14,145,40,155,60,36,24,62,5,46,11,70,19,19,21,10,1,123,93,30,55,0,294
2021,"Hackney 009","E02000353",7764,7147,6072,178,897,814,108,66,173,51,108,7,62,23,216,83,43,40,46,8,24,14,88,15,27,35,9,2,180,123,57,88,0,215
2021,"Hackney 010","E02000354",9609,8679,7385,140,1154,1061,98,38,210,131,170,10,123,23,258,93,63,30,138,3,113,22,151,11,21,104,15,0,194,132,62,78,0,369
2021,"Hackney 011","E02000355",8198,7436,6316,174,946,882,129,78,141,76,125,30,84,17,202,64,20,44,82,5,57,20,108,10,23,71,4,0,138,109,29,99,0,335
2021,"Hackney 012","E02000356",7035,6429,5504,154,771,686,105,48,143,34,91,7,52,12,194,85,50,35,56,9,33,14,64,10,26,19,8,1,167,109,58,112,0,207
2021,"Hackney 013","E02000357",6848,5966,5175,93,698,638,61,20,93,98,68,18,72,44,164,60,33,27,278,12,240,26,85,9,10,46,18,2,99,77,22,19,0,401
2021,"Hackney 014","E02000358",11089,9925,7913,276,1736,1540,224,116,298,109,238,27,135,39,354,196,148,48,160,13,112,35,158,10,56,66,23,3,249,171,78,146,0,451
2021,"Hackney 015","E02000359",6699,6075,5227,105,743,692,72,44,119,57,90,19,65,36,190,51,30,21,89,5,73,11,89,1,9,65,14,0,101,80,21,60,0,285
2021,"Hackney 016","E02000360",11515,10097,8608,179,1310,1210,140,70,164,183,145,19,129,24,336,100,61,39,351,35,290,26,197,19,31,105,38,4,229,174,55,73,0,568
2021,"Hackney 017","E02000361",8058,7071,5650,145,1276,1176,143,89,200,129,175,20,115,17,288,100,54,46,155,20,102,33,157,6,55,50,45,1,216,154,62,121,0,338
2021,"Hackney 018","E02000362",6955,6098,5233,127,738,671,59,36,134,79,93,25,71,14,160,67,48,19,162,4,134,24,81,10,14,33,23,1,110,80,30,49,0,455
2021,"Hackney 019","E02000363",11882,10316,8914,131,1271,1145,115,44,178,194,168,30,126,26,264,126,61,65,360,10,313,37,166,9,30,93,34,0,183,129,54,47,0,810
2021,"Hackney 020","E02000364",9218,8236,7089,167,980,926,135,85,189,58,97,16,77,17,252,54,23,31,97,4,71,22,117,17,43,36,20,1,226,180,46,162,0,380
2021,"Hackney 022","E02000366",8324,7387,6451,170,766,703,100,43,109,100,72,17,62,18,182,63,38,25,119,8,101,10,78,4,18,39,17,0,129,101,28,77,0,534
2021,"Hackney 023","E02000367",10418,9134,7324,247,1563,1447,220,110,251,122,220,32,114,37,341,116,65,51,162,10,125,27,161,29,66,44,17,5,355,252,103,198,0,408
2021,"Hackney 024","E02000368",9924,8763,7373,193,1197,1095,168,64,194,121,164,9,119,18,238,102,63,39,177,11,135,31,131,19,23,49,38,2,193,135,58,103,0,557
2021,"Hackney 025","E02000369",13456,11703,9381,226,2096,1880,327,113,308,186,199,48,153,52,494,216,118,98,262,33,194,35,259,31,76,90,55,7,370,276,94,264,0,598
2021,"Hackney 026","E02000370",8859,7599,5980,144,1475,1333,228,92,211,119,169,30,94,76,314,142,62,80,166,26,117,23,251,25,96,77,49,4,258,188,70,144,0,441
2021,"Hackney 028","E02006918",8400,7476,6202,126,1148,1061,107,58,140,91,117,24,233,50,241,87,53,34,165,8,145,12,122,23,17,67,14,1,161,118,43,25,0,451
2021,"Hackney 029","E02006921",7927,7092,6175,62,855,769,38,19,78,85,82,8,149,52,258,86,44,42,92,15,64,13,107,44,6,46,11,0,206,167,39,16,0,414
2021,"Hackney 030","E02007108",5941,5200,3934,148,1118,1010,167,72,229,55,109,23,58,20,277,108,56,52,52,4,34,14,116,10,56,34,16,0,185,136,49,190,0,198
2021,"Hackney 031","E02007109",7612,6787,5700,152,935,851,143,53,173,82,81,21,40,20,238,84,58,26,83,9,60,14,111,16,41,35,17,2,184,142,42,187,0,260
2021,"Hackney 032","E02007110",7329,5999,4318,106,1575,1432,250,81,273,120,152,22,145,34,355,143,64,79,158,30,102,26,435,57,223,74,70,11,317,207,110,112,0,308
2021,"Hackney 033","E02007111",5949,4764,3171,107,1486,1355,304,98,199,119,169,13,63,59,331,131,39,92,91,15,58,18,386,33,208,93,52,0,371,282,89,149,0,188
2021,"Hammersmith and Fulham 001","E02000372",9985,8155,6371,185,1599,1502,114,44,276,149,259,31,172,74,383,97,23,74,153,73,47,33,778,83,362,129,201,3,178,84,94,66,0,655
2021,"Hammersmith and Fulham 002","E02000373",7034,6230,5271,78,881,816,51,37,143,97,100,30,111,28,219,65,10,55,113,25,73,15,171,27,32,33,79,0,81,40,41,12,0,427
2021,"Hammersmith and Fulham 003","E02000374",6915,6117,4922,154,1041,972,133,28,179,94,148,22,102,44,222,69,10,59,77,29,27,21,252,50,77,54,71,0,106,62,44,52,0,311
2021,"Hammersmith and Fulham 004","E02000375",7486,6605,5083,157,1365,1277,176,50,237,85,182,32,96,73,346,88,19,69,77,26,22,29,300,37,133,56,71,3,154,106,48,53,1,296
2021,"Hammersmith and Fulham 005","E02000376",6701,5854,4338,129,1387,1300,141,48,268,114,197,33,124,57,318,87,13,74,80,31,16,33,242,22,70,77,73,0,173,97,76,85,0,267
2021,"Hammersmith and Fulham 006","E02000377",7797,6913,5424,211,1278,1200,131,66,271,87,181,30,126,53,255,78,13,65,81,22,26,33,235,20,77,40,97,1,132,76,56,59,1,376
2021,"Hammersmith and Fulham 007","E02000378",6433,5680,4103,130,1447,1342,235,49,291,79,192,19,89,59,329,105,16,89,56,29,13,14,254,33,93,46,78,4,162,92,70,65,1,215
2021,"Hammersmith and Fulham 008","E02000379",7388,6729,5458,195,1076,987,152,34,173,78,126,23,102,27,272,89,26,63,55,21,17,17,169,44,53,41,31,0,114,78,36,58,0,263
2021,"Hammersmith and Fulham 009","E02000380",5509,4897,4007,140,750,690,165,43,122,37,87,11,31,33,161,60,12,48,46,16,5,25,160,21,65,38,36,0,132,100,32,79,0,195
2021,"Hammersmith and Fulham 010","E02000381",7627,6765,5089,173,1503,1399,362,78,268,76,158,24,62,44,327,104,27,77,65,29,19,17,198,26,69,37,59,7,238,169,69,71,0,290
2021,"Hammersmith and Fulham 011","E02000382",6191,5351,4230,136,985,896,137,36,179,41,116,31,87,40,229,89,17,72,57,18,15,24,315,24,172,60,58,1,175,129,46,42,0,251
2021,"Hammersmith and Fulham 012","E02000383",8463,7307,5297,187,1823,1711,322,58,336,113,222,37,132,69,422,112,17,95,114,53,20,41,497,76,145,87,176,13,201,130,71,91,0,253
2021,"Hammersmith and Fulham 013","E02000384",8268,7045,5317,179,1549,1429,188,66,283,103,249,26,88,65,361,120,20,100,87,29,25,33,481,41,265,59,108,8,213,112,101,92,0,350
2021,"Hammersmith and Fulham 014","E02000385",5614,4885,3586,114,1185,1083,177,59,263,64,124,15,67,49,265,102,24,78,68,19,18,31,242,25,77,58,78,4,172,113,59,101,0,146
2021,"Hammersmith and Fulham 015","E02000386",7585,6661,5279,160,1222,1141,162,46,288,79,152,30,94,41,249,81,9,72,95,32,29,34,248,18,83,55,92,0,146,75,71,50,0,385
2021,"Hammersmith and Fulham 016","E02000387",6026,5192,4072,105,1015,962,163,37,213,95,127,26,60,37,204,53,15,38,67,21,23,23,304,9,45,59,191,0,144,84,60,54,0,265
2021,"Hammersmith and Fulham 017","E02000388",8660,7485,5613,181,1691,1574,347,84,324,82,194,29,100,40,374,117,25,92,104,32,29,43,354,31,116,89,113,5,269,189,80,149,0,299
2021,"Hammersmith and Fulham 018","E02000389",8646,7592,5785,187,1620,1489,293,95,356,94,187,25,75,43,321,131,24,107,51,13,11,27,355,39,169,61,81,5,229,145,84,160,0,259
2021,"Hammersmith and Fulham 019","E02000390",6199,5532,4327,125,1080,1001,197,52,188,119,101,18,63,41,222,79,14,65,58,14,19,25,122,13,42,22,45,0,163,109,54,97,0,227
2021,"Hammersmith and Fulham 020","E02000391",7587,6750,5336,159,1255,1158,340,71,207,46,165,13,39,22,255,97,19,78,57,12,22,23,145,16,58,34,36,1,308,238,70,83,0,244
2021,"Hammersmith and Fulham 021","E02000392",9232,8130,6432,204,1494,1366,357,88,279,90,132,15,54,31,320,128,44,84,99,38,7,54,227,19,85,50,72,1,317,265,52,153,0,306
2021,"Hammersmith and Fulham 022","E02000393",5977,5348,4115,142,1091,1017,251,58,211,48,118,11,39,25,256,74,11,63,72,11,7,54,115,22,27,20,40,6,190,131,59,111,0,141
2021,"Hammersmith and Fulham 023","E02000394",9280,8070,6394,159,1517,1335,291,78,287,72,120,17,98,48,324,182,32,150,124,33,51,40,440,104,181,82,65,8,252,164,88,82,0,312
2021,"Hammersmith and Fulham 024","E02000395",5680,5106,4026,132,948,851,195,41,131,48,139,7,41,20,229,97,22,75,49,7,4,38,102,5,39,14,37,7,193,158,35,110,0,120
2021,"Hammersmith and Fulham 025","E02000396",6896,6188,4926,98,1164,1075,309,37,201,51,107,7,52,18,293,89,15,74,61,23,8,30,133,19,42,29,42,1,200,131,69,78,0,236
2021,"Haringey 001","E02000397",7905,7171,4788,120,2263,2086,46,22,209,78,161,45,476,212,837,177,61,116,99,22,43,34,111,11,18,46,34,2,109,47,62,14,0,401
2021,"Haringey 002","E02000398",7515,6540,4763,42,1735,1646,47,11,71,156,246,50,215,352,498,89,60,29,219,11,177,31,76,5,3,45,20,3,172,75,97,5,0,503
2021,"Haringey 004","E02000400",7987,7337,5823,154,1360,1214,43,33,130,38,90,23,202,113,542,146,39,107,77,9,49,19,105,16,26,27,36,0,106,63,43,34,1,327
2021,"Haringey 005","E02000401",6865,6211,4992,104,1115,1019,61,15,83,96,103,24,159,147,331,96,58,38,99,11,66,22,90,5,18,34,32,1,87,36,51,2,0,376
2021,"Haringey 006","E02000402",6474,5707,4537,64,1106,999,19,17,81,87,105,20,132,166,372,107,70,37,146,7,113,26,72,7,19,28,16,2,123,51,72,4,0,422
2021,"Haringey 007","E02000403",7513,6745,4120,100,2525,2342,68,52,254,88,200,46,418,288,928,183,49,134,109,20,63,26,118,12,38,41,26,1,140,55,85,24,0,377
2021,"Haringey 008","E02000404",7110,6492,4319,99,2074,1896,53,17,218,66,187,34,298,225,798,178,85,93,89,21,49,19,104,11,35,39,17,2,108,52,56,11,0,306
2021,"Haringey 009","E02000405",6474,6102,5286,151,665,590,37,32,150,20,52,12,61,23,203,75,27,48,35,6,17,12,74,9,37,13,15,0,82,60,22,30,0,151
2021,"Haringey 010","E02000406",6737,6066,4229,94,1743,1622,70,9,213,78,144,29,261,176,642,121,54,67,74,10,40,24,107,0,29,42,31,5,134,45,89,11,0,345
2021,"Haringey 011","E02000407",7603,6596,4491,89,2016,1904,60,17,143,117,298,44,357,357,511,112,59,53,214,22,152,40,125,6,56,34,29,0,196,74,122,9,0,463
2021,"Haringey 012","E02000408",8253,7233,5118,93,2022,1901,33,20,144,148,220,43,301,562,430,121,78,43,200,14,153,33,137,3,27,73,31,3,172,67,105,4,0,507
2021,"Haringey 013","E02000409",6063,5506,4366,58,1082,974,50,22,108,86,117,29,172,126,264,108,61,47,113,15,84,14,74,7,13,29,21,4,81,28,53,18,0,271
2021,"Haringey 014","E02000410",6419,5983,4938,141,904,805,74,61,149,25,82,15,70,47,282,99,46,53,38,14,8,16,94,17,41,19,15,2,116,82,34,28,0,160
2021,"Haringey 015","E02000411",11432,9954,7088,129,2737,2590,94,38,236,161,304,49,499,587,622,147,77,70,233,21,165,47,400,17,219,91,64,9,257,109,148,39,0,549
2021,"Haringey 016","E02000412",7326,6519,4595,91,1833,1657,71,30,275,83,177,23,180,158,660,176,82,94,167,15,107,45,181,16,51,83,30,1,136,63,73,18,0,305
2021,"Haringey 017","E02000413",7760,7188,6146,168,874,787,82,39,132,28,65,24,56,60,301,87,46,41,29,5,15,9,142,42,50,29,18,3,114,77,37,35,0,252
2021,"Haringey 018","E02000414",7082,6260,4340,70,1850,1765,50,24,132,119,255,29,401,380,375,85,39,46,129,11,80,38,113,6,19,65,20,3,201,81,120,9,0,370
2021,"Haringey 019","E02000415",7249,6544,4248,120,2176,2034,87,26,309,104,281,47,410,165,605,142,57,85,100,32,41,27,125,7,48,52,18,0,168,55,113,22,0,290
2021,"Haringey 020","E02000416",8455,7658,6339,172,1147,1039,82,39,197,55,135,30,114,62,325,108,42,66,97,20,48,29,142,11,40,58,33,0,165,98,67,59,0,334
2021,"Haringey 021","E02000417",6558,6046,5038,142,866,717,85,52,120,41,43,13,68,47,248,149,64,85,29,3,10,16,103,19,41,25,17,1,125,104,21,59,0,196
2021,"Haringey 022","E02000418",5433,5155,4632,120,403,355,51,17,43,30,31,16,26,13,128,48,13,35,14,4,2,8,44,8,13,17,6,0,69,59,10,33,0,118
2021,"Haringey 023","E02000419",8735,7932,5293,155,2484,2257,89,67,362,122,297,16,269,154,881,227,98,129,94,32,48,14,153,22,24,79,27,1,192,99,93,46,1,317
2021,"Haringey 024","E02000420",7985,7090,5040,124,1926,1791,71,30,250,126,307,39,317,229,422,135,64,71,116,8,76,32,143,8,43,59,29,4,258,80,178,18,0,360
2021,"Haringey 025","E02000421",8512,7469,5354,64,2051,1942,108,28,293,133,427,54,268,295,336,109,40,69,183,17,129,37,183,11,53,84,35,0,305,132,173,11,1,360
2021,"Haringey 026","E02000422",7461,6551,4668,119,1764,1660,52,35,191,105,290,35,257,276,419,104,50,54,138,11,87,40,87,7,19,41,19,1,249,59,190,13,0,423
2021,"Haringey 027","E02000423",6911,6197,4148,106,1943,1806,81,28,437,71,252,33,173,139,592,137,58,79,68,12,38,18,110,14,18,44,32,2,216,67,149,30,0,290
2021,"Haringey 028","E02000424",6752,6265,5381,184,700,633,69,38,131,38,82,15,45,33,182,67,30,37,39,6,20,13,53,11,20,14,8,0,110,81,29,50,0,235
2021,"Haringey 029","E02000425",8171,7389,5903,42,1444,1333,42,27,121,60,189,17,243,261,373,111,23,88,50,8,34,8,145,90,6,38,8,3,256,124,132,7,0,324
2021,"Haringey 030","E02000426",6497,5959,5143,136,680,582,55,49,110,26,50,21,65,40,166,98,28,70,44,6,10,28,128,31,38,38,21,0,137,100,37,50,0,179
2021,"Haringey 031","E02000427",6621,6036,4289,137,1610,1480,96,44,304,51,277,54,135,60,459,130,38,92,52,16,22,14,78,5,25,31,16,1,169,72,97,44,0,242
2021,"Haringey 032","E02000428",8432,7559,5590,143,1826,1720,80,43,285,152,367,23,304,138,328,106,58,48,122,20,64,38,128,53,23,41,10,1,249,98,151,28,0,346
2021,"Haringey 033","E02000429",6792,6245,5303,139,803,725,93,73,143,35,64,12,66,26,213,78,14,64,39,7,10,22,129,29,43,28,22,7,158,108,50,72,0,149
2021,"Haringey 034","E02000430",6926,6422,5318,166,938,880,91,68,166,37,84,21,66,30,317,58,18,40,33,7,11,15,97,9,43,25,18,2,146,115,31,62,0,166
2021,"Haringey 035","E02000431",5850,5388,4350,146,892,800,92,78,149,27,90,17,40,29,278,92,27,65,30,4,8,18,108,19,25,32,32,0,144,111,33,61,0,119
