"date","geography","geography code","Economic activity status: Total: All usual residents aged 16 years and over","Economic activity status: Economically active (excluding full-time students)","Economic activity status: Economically active (excluding full-time students):In employment","Economic activity status: Economically active (excluding full-time students):In employment:Employee","Economic activity status: Economically active (excluding full-time students): In employment: Employee: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Employee: Full-time","Economic activity status: Economically active (excluding full-time students):In employment:Self-employed with employees","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time","Economic activity status: Economically active (excluding full-time students):In employment:Self-employed without employees","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time","Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time","Economic activity status: Economically active (excluding full-time students): Unemployed","Economic activity status: Economically active and a full-time student","Economic activity status: Economically active and a full-time student:In employment","Economic activity status: Economically active and a full-time student:In employment:Employee","Economic activity status: Economically active and a full-time student: In employment: Employee: Part-time","Economic activity status: Economically active and a full-time student: In employment: Employee: Full-time","Economic activity status: Economically active and a full-time student:In employment:Self-employed with employees","Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Part-time","Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Full-time","Economic activity status: Economically active and a full-time student:In employment:Self-employed without employees","Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Part-time","Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Full-time","Economic activity status: Economically active and a full-time student: Unemployed","Economic activity status: Economically inactive","Economic activity status: Economically inactive: Retired","Economic activity status: Economically inactive: Student","Economic activity status: Economically inactive: Looking after home or family","Economic activity status: Economically inactive: Long-term sick or disabled","Economic activity status: Economically inactive: Other"
2021,"Newham 011","E02000724",7501,3918,3580,2800,1000,1800,139,46,93,641,312,329,338,361,278,236,168,68,8,7,1,34,18,16,83,3222,690,703,1101,276,452
2021,"Newham 012","E02000725",8299,5489,5043,4083,947,3136,146,52,94,814,319,495,446,329,256,207,145,62,2,2,0,47,32,15,73,2481,580,769,499,252,381
2021,"Newham 014","E02000727",6488,3442,3136,2442,916,1526,108,38,70,586,270,316,306,289,203,171,124,47,6,4,2,26,10,16,86,2757,532,693,851,279,402
2021,"Newham 015","E02000728",6658,3817,3519,2533,933,1600,186,52,134,800,312,488,298,345,262,206,152,54,6,0,6,50,30,20,83,2496,542,588,830,184,352
2021,"Newham 016","E02000729",5758,3414,3127,2349,675,1674,114,35,79,664,259,405,287,223,178,141,94,47,7,0,7,30,13,17,45,2121,647,394,520,248,312
2021,"Newham 017","E02000730",7723,4327,3862,2906,970,1936,156,56,100,800,350,450,465,426,234,208,143,65,3,3,0,23,17,6,192,2970,748,634,902,253,433
2021,"Newham 018","E02000731",7640,4096,3753,2866,1006,1860,176,66,110,711,298,413,343,355,235,204,162,42,2,2,0,29,19,10,120,3189,722,737,960,279,491
2021,"Newham 019","E02000732",6817,3662,3282,2651,900,1751,101,31,70,530,253,277,380,330,257,220,162,58,4,4,0,33,14,19,73,2825,537,635,841,311,501
2021,"Newham 020","E02000733",8196,5035,4585,3616,1052,2564,160,49,111,809,313,496,450,337,243,199,133,66,10,3,7,34,24,10,94,2824,693,707,569,391,464
2021,"Newham 021","E02000734",5891,3641,3316,2543,751,1792,108,26,82,665,260,405,325,207,152,137,87,50,0,0,0,15,11,4,55,2043,520,466,488,251,318
2021,"Newham 022","E02000735",6665,3793,3486,2665,907,1758,144,43,101,677,279,398,307,327,234,199,155,44,10,8,2,25,16,9,93,2545,642,606,682,254,361
2021,"Newham 023","E02000736",6795,3776,3423,2634,962,1672,136,52,84,653,280,373,353,295,222,194,141,53,3,1,2,25,12,13,73,2724,524,685,777,324,414
2021,"Newham 024","E02000737",7833,4542,4101,3102,1008,2094,155,59,96,844,349,495,441,338,236,205,154,51,2,1,1,29,20,9,102,2953,664,725,766,345,453
2021,"Newham 025","E02000738",7228,4497,4182,3188,912,2276,177,49,128,817,323,494,315,285,211,180,125,55,6,5,1,25,12,13,74,2446,546,614,727,229,330
2021,"Newham 026","E02000739",6097,3650,3372,2503,742,1761,136,43,93,733,284,449,278,275,200,142,91,51,7,0,7,51,41,10,75,2172,486,580,509,275,322
2021,"Newham 027","E02000740",5484,3439,3073,2388,693,1695,91,39,52,594,279,315,366,233,168,136,99,37,7,6,1,25,15,10,65,1812,423,422,389,248,330
2021,"Newham 028","E02000741",6294,3804,3483,2657,789,1868,153,39,114,673,278,395,321,226,166,126,90,36,7,0,7,33,18,15,60,2264,565,492,614,244,349
2021,"Newham 029","E02000742",6454,3793,3499,2598,881,1717,152,47,105,749,244,505,294,279,196,163,104,59,6,3,3,27,12,15,83,2382,501,557,680,283,361
2021,"Newham 030","E02000743",8227,5081,4561,3672,1028,2644,140,34,106,749,296,453,520,350,248,197,144,53,6,3,3,45,24,21,102,2796,548,755,621,385,487
2021,"Newham 031","E02000744",7076,4409,4058,3115,881,2234,158,57,101,785,286,499,351,323,229,179,102,77,5,3,2,45,26,19,94,2344,560,526,553,305,400
2021,"Newham 032","E02000745",6806,4265,3926,2865,832,2033,162,35,127,899,301,598,339,300,242,187,129,58,11,11,0,44,33,11,58,2241,544,581,504,304,308
2021,"Newham 033","E02000746",7631,4754,4380,3469,833,2636,140,37,103,771,306,465,374,370,228,202,160,42,4,4,0,22,16,6,142,2507,510,779,506,345,367
2021,"Newham 034","E02000747",10979,7596,7082,5950,947,5003,192,54,138,940,355,585,514,432,318,256,165,91,18,6,12,44,24,20,114,2951,672,735,618,441,485
2021,"Newham 035","E02000748",4964,3103,2875,2012,597,1415,123,20,103,740,280,460,228,289,213,164,103,61,8,0,8,41,24,17,76,1572,446,425,293,215,193
2021,"Newham 036","E02000749",7535,4504,4066,3190,921,2269,124,32,92,752,282,470,438,332,268,232,155,77,4,0,4,32,19,13,64,2699,593,647,547,459,453
2021,"Redbridge 001","E02000751",9138,5382,5093,3817,839,2978,257,61,196,1019,482,537,289,109,86,68,50,18,4,0,4,14,9,5,23,3647,2255,499,446,174,273
2021,"Redbridge 002","E02000752",6784,4360,4114,3146,828,2318,158,39,119,810,324,486,246,159,127,105,78,27,3,1,2,19,15,4,32,2265,819,413,435,343,255
2021,"Redbridge 003","E02000753",5381,3385,3157,2335,644,1691,129,30,99,693,279,414,228,117,90,64,52,12,1,1,0,25,16,9,27,1879,786,336,363,219,175
2021,"Redbridge 004","E02000754",5456,3606,3413,2664,597,2067,96,16,80,653,256,397,193,109,81,59,43,16,5,3,2,17,11,6,28,1741,887,291,244,156,163
2021,"Redbridge 005","E02000755",4411,2888,2745,2074,512,1562,91,23,68,580,252,328,143,93,74,60,36,24,0,0,0,14,10,4,19,1430,746,216,189,148,131
2021,"Redbridge 006","E02000756",11507,7196,6805,4959,1307,3652,362,106,256,1484,547,937,391,335,276,193,131,62,17,9,8,66,30,36,59,3976,1687,757,746,328,458
2021,"Redbridge 007","E02000757",10017,6841,6479,5141,970,4171,226,52,174,1112,495,617,362,195,160,123,87,36,5,2,3,32,24,8,35,2981,1600,467,463,208,243
2021,"Redbridge 008","E02000758",5452,3148,2956,2278,673,1605,165,50,115,513,253,260,192,151,112,91,74,17,4,3,1,17,12,5,39,2153,921,411,400,183,238
2021,"Redbridge 009","E02000759",10252,6683,6351,4948,1122,3826,237,67,170,1166,474,692,332,248,204,161,120,41,1,1,0,42,20,22,44,3321,1402,672,574,282,391
2021,"Redbridge 010","E02000760",5917,3436,3245,2436,681,1755,162,45,117,647,284,363,191,150,123,99,74,25,4,0,4,20,10,10,27,2331,997,467,429,203,235
2021,"Redbridge 012","E02000762",5405,3149,2983,2245,611,1634,182,43,139,556,238,318,166,155,125,107,83,24,1,0,1,17,9,8,30,2101,1038,399,365,100,199
2021,"Redbridge 013","E02000763",6337,3954,3685,2823,824,1999,184,36,148,678,240,438,269,188,156,135,100,35,0,0,0,21,8,13,32,2195,859,454,388,169,325
2021,"Redbridge 014","E02000764",10251,6622,6295,4813,904,3909,302,79,223,1180,586,594,327,155,118,102,63,39,4,2,2,12,10,2,37,3474,2062,435,473,219,285
2021,"Redbridge 015","E02000765",5839,3511,3305,2402,667,1735,160,42,118,743,308,435,206,175,148,117,77,40,4,1,3,27,16,11,27,2153,797,450,568,140,198
2021,"Redbridge 017","E02000767",6672,4083,3837,2977,802,2175,153,54,99,707,260,447,246,187,150,123,87,36,2,2,0,25,12,13,37,2402,911,448,520,263,260
2021,"Redbridge 018","E02000768",4612,2968,2826,2206,441,1765,115,29,86,505,238,267,142,54,35,27,17,10,1,0,1,7,7,0,19,1590,937,249,206,65,133
2021,"Redbridge 020","E02000770",6412,3745,3483,2619,758,1861,187,48,139,677,281,396,262,220,179,152,114,38,6,3,3,21,11,10,41,2447,857,548,536,203,303
2021,"Redbridge 022","E02000772",6402,3657,3369,2606,747,1859,151,48,103,612,243,369,288,219,169,140,106,34,3,0,3,26,9,17,50,2526,715,569,629,231,382
2021,"Redbridge 023","E02000773",8199,4663,4368,3434,1056,2378,186,69,117,748,307,441,295,272,184,151,113,38,14,6,8,19,15,4,88,3264,828,1056,747,283,350
2021,"Redbridge 024","E02000774",6157,3523,3245,2385,784,1601,162,56,106,698,284,414,278,236,179,144,115,29,8,6,2,27,18,9,57,2398,710,480,678,200,330
2021,"Redbridge 026","E02000776",5367,3139,2944,2188,667,1521,133,37,96,623,267,356,195,186,145,123,84,39,0,0,0,22,11,11,41,2042,596,437,540,193,276
2021,"Redbridge 027","E02000777",4774,2942,2782,2136,462,1674,118,28,90,528,241,287,160,81,63,54,42,12,0,0,0,9,5,4,18,1751,943,274,237,148,149
2021,"Redbridge 029","E02000779",6419,3651,3353,2527,891,1636,155,50,105,671,291,380,298,216,166,133,101,32,8,2,6,25,12,13,50,2552,654,467,780,257,394
2021,"Redbridge 031","E02000781",12330,7113,6615,4938,1502,3436,364,124,240,1313,573,740,498,411,307,257,201,56,14,6,8,36,21,15,104,4806,1591,1197,1164,321,533
2021,"Redbridge 032","E02000782",8469,4745,4369,3422,1109,2313,167,72,95,780,320,460,376,306,216,178,124,54,3,3,0,35,21,14,90,3418,648,815,1063,383,509
2021,"Redbridge 033","E02000783",5447,2971,2683,2031,765,1266,148,55,93,504,211,293,288,274,154,126,99,27,4,4,0,24,13,11,120,2202,438,484,740,224,316
2021,"Richmond upon Thames 001","E02000784",8209,4881,4626,3273,646,2627,225,34,191,1128,586,542,255,116,89,66,51,15,1,1,0,22,15,7,27,3212,1643,608,529,192,240
2021,"Richmond upon Thames 002","E02000785",7991,5186,4979,3807,549,3258,179,33,146,993,505,488,207,86,65,55,30,25,1,0,1,9,7,2,21,2719,1583,419,403,98,216
2021,"Richmond upon Thames 003","E02000786",8926,6158,5898,4438,761,3677,236,36,200,1224,629,595,260,104,82,63,51,12,2,1,1,17,12,5,22,2664,1324,417,469,216,238
2021,"Richmond upon Thames 004","E02000787",9591,6498,6166,4875,822,4053,186,48,138,1105,524,581,332,124,93,76,50,26,0,0,0,17,16,1,31,2969,1330,503,563,273,300
2021,"Richmond upon Thames 005","E02000788",6964,4718,4522,3380,671,2709,174,34,140,968,492,476,196,84,65,48,34,14,5,3,2,12,11,1,19,2162,1184,346,353,108,171
2021,"Richmond upon Thames 006","E02000789",5152,3319,3163,2366,356,2010,148,26,122,649,310,339,156,47,34,30,24,6,0,0,0,4,1,3,13,1786,965,281,306,107,127
2021,"Richmond upon Thames 007","E02000790",5161,3689,3553,2678,440,2238,144,21,123,731,364,367,136,63,42,36,22,14,2,1,1,4,4,0,21,1409,703,298,264,46,98
2021,"Richmond upon Thames 008","E02000791",5296,3513,3365,2429,316,2113,177,27,150,759,362,397,148,80,62,51,40,11,1,1,0,10,7,3,18,1703,900,275,341,47,140
2021,"Richmond upon Thames 009","E02000792",5782,3803,3642,2691,465,2226,117,20,97,834,424,410,161,57,39,30,22,8,2,2,0,7,4,3,18,1922,1104,335,278,79,126
2021,"Richmond upon Thames 010","E02000793",6560,4150,3929,3095,738,2357,118,26,92,716,327,389,221,87,67,60,43,17,0,0,0,7,6,1,20,2323,1278,388,307,170,180
2021,"Richmond upon Thames 011","E02000794",5552,3819,3659,2944,488,2456,117,29,88,598,279,319,160,87,64,55,40,15,1,0,1,8,8,0,23,1646,945,304,221,69,107
2021,"Richmond upon Thames 012","E02000795",5294,3126,3015,2149,472,1677,159,40,119,707,373,334,111,59,46,36,29,7,0,0,0,10,6,4,13,2109,1134,360,365,126,124
2021,"Richmond upon Thames 013","E02000796",8766,5211,4881,3936,1059,2877,148,37,111,797,356,441,330,204,165,148,118,30,1,0,1,16,11,5,39,3351,1635,559,544,294,319
2021,"Richmond upon Thames 014","E02000797",6282,4480,4297,3426,530,2896,109,21,88,762,354,408,183,111,76,64,58,6,0,0,0,12,10,2,35,1691,870,340,264,76,141
2021,"Richmond upon Thames 015","E02000798",8694,5821,5558,4375,924,3451,173,38,135,1010,477,533,263,131,110,94,82,12,1,1,0,15,12,3,21,2742,1374,555,378,207,228
2021,"Richmond upon Thames 016","E02000799",5473,2996,2867,2185,411,1774,102,22,80,580,330,250,129,307,179,158,145,13,0,0,0,21,20,1,128,2170,955,786,203,94,132
2021,"Richmond upon Thames 017","E02000800",4128,2517,2395,1820,512,1308,80,15,65,495,271,224,122,53,42,35,28,7,0,0,0,7,5,2,11,1558,774,255,236,166,127
2021,"Richmond upon Thames 018","E02000801",5614,3758,3574,2755,535,2220,106,26,80,713,362,351,184,110,87,75,57,18,1,0,1,11,8,3,23,1746,996,311,235,87,117
2021,"Richmond upon Thames 019","E02000802",5660,3687,3542,2730,584,2146,109,25,84,703,340,363,145,72,55,48,39,9,0,0,0,7,6,1,17,1901,1176,252,213,140,120
2021,"Richmond upon Thames 020","E02000803",7823,4686,4393,3468,844,2624,154,52,102,771,375,396,293,110,88,70,59,11,0,0,0,18,13,5,22,3027,1671,413,400,312,231
2021,"Richmond upon Thames 021","E02000804",5870,3725,3555,2811,506,2305,101,26,75,643,336,307,170,117,88,72,62,10,1,1,0,15,14,1,29,2028,1201,353,249,94,131
2021,"Richmond upon Thames 022","E02000805",8717,5468,5211,3987,860,3127,170,43,127,1054,534,520,257,152,119,101,74,27,3,2,1,15,12,3,33,3097,1653,519,401,270,254
2021,"Richmond upon Thames 023","E02000806",8342,5154,4942,3815,871,2944,176,31,145,951,453,498,212,107,90,74,56,18,1,1,0,15,7,8,17,3081,1846,410,392,221,212
2021,"Southwark 001","E02000807",7169,5532,5275,4517,536,3981,93,21,72,665,291,374,257,143,117,99,64,35,0,0,0,18,11,7,26,1494,588,332,264,130,180
2021,"Southwark 002","E02000808",9296,5590,5250,4452,471,3981,128,29,99,670,273,397,340,499,308,242,181,61,3,1,2,63,56,7,191,3207,617,1847,232,239,272
2021,"Southwark 004","E02000810",9887,6947,6509,5586,961,4625,137,50,87,786,345,441,438,259,189,165,114,51,3,3,0,21,12,9,70,2681,742,687,431,464,357
2021,"Southwark 006","E02000812",9117,5591,5220,4432,789,3643,126,29,97,662,305,357,371,457,296,252,182,70,4,4,0,40,32,8,161,3069,725,1174,377,379,414
2021,"Southwark 007","E02000813",8524,5863,5451,4667,855,3812,104,29,75,680,303,377,412,339,231,194,126,68,5,4,1,32,29,3,108,2322,594,630,407,360,331
2021,"Southwark 008","E02000814",8872,6761,6382,5405,688,4717,115,27,88,862,362,500,379,231,171,148,100,48,4,4,0,19,11,8,60,1880,587,469,322,229,273
2021,"Southwark 009","E02000815",6703,4196,3952,3438,545,2893,53,14,39,461,192,269,244,407,277,237,175,62,6,6,0,34,33,1,130,2100,259,1255,209,141,236
2021,"Southwark 010","E02000816",7953,5269,4851,4072,825,3247,117,40,77,662,306,356,418,218,176,149,105,44,4,4,0,23,21,2,42,2466,669,614,404,410,369
2021,"Southwark 011","E02000817",5598,3388,3099,2593,632,1961,65,17,48,441,164,277,289,162,120,110,80,30,1,1,0,9,7,2,42,2048,635,375,312,425,301
2021,"Southwark 012","E02000818",8441,5656,5257,4502,818,3684,108,28,80,647,271,376,399,338,210,180,140,40,1,0,1,29,24,5,128,2447,675,694,355,336,387
2021,"Southwark 013","E02000819",6958,4236,3838,3276,813,2463,69,22,47,493,221,272,398,301,226,201,155,46,3,0,3,22,17,5,75,2421,577,679,396,396,373
2021,"Southwark 014","E02000820",7860,5073,4687,3965,698,3267,92,28,64,630,269,361,386,309,202,173,135,38,1,1,0,28,21,7,107,2478,636,862,289,350,341
2021,"Southwark 015","E02000821",7392,4779,4226,3576,1307,2269,96,35,61,554,263,291,553,368,244,212,152,60,1,1,0,31,11,20,124,2245,543,621,408,247,426
2021,"Southwark 016","E02000822",5423,3433,3117,2665,698,1967,60,22,38,392,172,220,316,226,165,147,104,43,1,1,0,17,11,6,61,1764,412,474,311,238,329
2021,"Southwark 017","E02000823",7321,4786,4382,3632,812,2820,90,20,70,660,300,360,404,322,259,226,155,71,1,1,0,32,25,7,63,2213,651,555,339,316,352
2021,"Southwark 018","E02000824",7871,4950,4443,3738,1139,2599,105,47,58,600,304,296,507,296,217,197,147,50,1,1,0,19,13,6,79,2625,647,764,436,337,441
2021,"Southwark 019","E02000825",8230,5052,4536,3837,1048,2789,88,30,58,611,273,338,516,359,270,227,178,49,11,8,3,32,22,10,89,2819,629,811,477,414,488
2021,"Southwark 020","E02000826",8243,5429,4998,4141,955,3186,101,34,67,756,335,421,431,338,262,210,158,52,11,6,5,41,31,10,76,2476,677,745,323,311,420
2021,"Southwark 021","E02000827",9373,6287,5753,4882,1250,3632,112,34,78,759,365,394,534,327,230,207,151,56,0,0,0,23,20,3,97,2759,800,688,409,386,476
2021,"Southwark 022","E02000828",7287,4768,4374,3673,949,2724,103,37,66,598,277,321,394,309,212,175,125,50,4,3,1,33,25,8,97,2210,536,591,395,304,384
2021,"Southwark 023","E02000829",9075,6048,5634,4686,1045,3641,127,36,91,821,363,458,414,279,195,168,119,49,0,0,0,27,21,6,84,2748,824,507,367,562,488
2021,"Southwark 024","E02000830",7640,5550,5275,4221,722,3499,131,40,91,923,375,548,275,228,177,143,98,45,4,3,1,30,21,9,51,1862,653,492,220,238,259
2021,"Southwark 025","E02000831",7785,5718,5422,4342,809,3533,125,23,102,955,412,543,296,178,129,108,74,34,0,0,0,21,17,4,49,1889,688,402,238,278,283
2021,"Southwark 026","E02000832",8019,5202,4768,3887,870,3017,110,24,86,771,343,428,434,245,204,166,112,54,14,0,14,24,20,4,41,2572,897,456,330,445,444
2021,"Southwark 027","E02000833",5947,4084,3832,3252,704,2548,77,18,59,503,226,277,252,183,152,133,74,59,2,2,0,17,13,4,31,1680,524,392,251,266,247
2021,"Southwark 028","E02000834",7799,5732,5493,4456,588,3868,121,22,99,916,415,501,239,141,122,104,72,32,3,3,0,15,13,2,19,1926,775,470,240,233,208
2021,"Southwark 029","E02000835",5938,4217,4007,3168,646,2522,118,22,96,721,342,379,210,131,101,92,59,33,1,0,1,8,8,0,30,1590,614,326,215,218,217
2021,"Southwark 030","E02000836",6621,4904,4695,3720,617,3103,152,24,128,823,394,429,209,91,77,66,44,22,0,0,0,11,11,0,14,1626,750,299,250,180,147
2021,"Southwark 031","E02000837",6592,4352,4203,3131,532,2599,214,30,184,858,454,404,149,106,91,71,52,19,0,0,0,20,16,4,15,2134,1153,421,330,99,131
2021,"Southwark 032","E02000838",7636,5376,5090,3984,773,3211,152,40,112,954,440,514,286,171,115,98,70,28,1,0,1,16,9,7,56,2089,809,426,256,243,355
2021,"Southwark 033","E02000839",6616,4323,4035,3084,688,2396,165,35,130,786,354,432,288,127,93,79,57,22,4,4,0,10,9,1,34,2166,925,487,307,223,224
2021,"Sutton 001","E02000840",7062,4548,4250,3483,929,2554,100,16,84,667,274,393,298,103,74,71,52,19,0,0,0,3,1,2,29,2411,744,436,488,430,313
2021,"Sutton 002","E02000841",7149,4538,4269,3509,936,2573,108,30,78,652,283,369,269,172,128,116,91,25,3,2,1,9,4,5,44,2439,819,471,464,359,326
2021,"Sutton 003","E02000842",6672,4225,4047,3252,839,2413,123,31,92,672,277,395,178,124,96,88,69,19,2,2,0,6,3,3,28,2323,1350,347,294,132,200
2021,"Sutton 004","E02000843",7358,5373,5155,4366,850,3516,106,27,79,683,270,413,218,135,91,82,50,32,2,1,1,7,6,1,44,1850,841,273,339,216,181
2021,"Sutton 005","E02000844",6752,4409,4180,3369,861,2508,115,34,81,696,262,434,229,126,100,91,78,13,0,0,0,9,5,4,26,2217,981,383,376,259,218
2021,"Sutton 006","E02000845",7307,5020,4793,3876,840,3036,124,30,94,793,325,468,227,131,93,88,70,18,0,0,0,5,5,0,38,2156,1078,333,404,160,181
2021,"Sutton 007","E02000846",6058,3888,3739,2985,757,2228,115,34,81,639,277,362,149,119,90,76,67,9,0,0,0,14,11,3,29,2051,1160,322,287,111,171
2021,"Sutton 008","E02000847",7584,4757,4546,3628,869,2759,143,33,110,775,306,469,211,121,100,89,69,20,1,1,0,10,6,4,21,2706,1775,318,323,147,143
2021,"Sutton 009","E02000848",6387,4247,4103,3290,900,2390,119,29,90,694,282,412,144,142,108,98,80,18,1,0,1,9,6,3,34,1998,1148,327,271,112,140
2021,"Sutton 010","E02000849",6439,4207,4047,3335,857,2478,82,18,64,630,273,357,160,117,96,88,74,14,1,1,0,7,6,1,21,2115,1119,318,298,228,152
2021,"Sutton 011","E02000850",8661,5630,5374,4448,1148,3300,125,34,91,801,325,476,256,142,108,98,84,14,0,0,0,10,7,3,34,2889,1566,473,398,216,236
2021,"Sutton 012","E02000851",9040,6157,5796,4763,1010,3753,121,30,91,912,388,524,361,221,171,149,109,40,4,0,4,18,10,8,50,2662,1061,402,578,301,320
2021,"Sutton 013","E02000852",6427,4377,4196,3425,805,2620,105,33,72,666,280,386,181,107,86,69,57,12,1,0,1,16,12,4,21,1943,1073,274,286,141,169
2021,"Sutton 014","E02000853",6317,4222,4042,3277,750,2527,122,29,93,643,270,373,180,124,100,92,71,21,0,0,0,8,8,0,24,1971,997,305,335,168,166
2021,"Sutton 015","E02000854",6022,4004,3857,3140,730,2410,108,20,88,609,254,355,147,101,72,64,51,13,0,0,0,8,7,1,29,1917,1143,252,232,140,150
2021,"Sutton 016","E02000855",6629,4042,3888,3114,778,2336,135,29,106,639,310,329,154,120,98,91,75,16,1,1,0,6,5,1,22,2467,1569,309,290,126,173
2021,"Sutton 017","E02000856",7398,4776,4583,3732,869,2863,139,28,111,712,308,404,193,138,109,98,78,20,2,1,1,9,6,3,29,2484,1387,358,380,171,188
2021,"Sutton 018","E02000857",7279,4869,4621,3759,735,3024,119,33,86,743,309,434,248,103,73,62,42,20,0,0,0,11,4,7,30,2307,1279,288,348,159,233
2021,"Sutton 019","E02000858",6503,3808,3576,2947,873,2074,111,32,79,518,233,285,232,127,93,83,64,19,0,0,0,10,10,0,34,2568,850,452,494,456,316
2021,"Sutton 020","E02000859",6831,3931,3788,3059,769,2290,114,26,88,615,290,325,143,109,75,65,50,15,2,1,1,8,7,1,34,2791,1707,339,300,251,194
2021,"Sutton 021","E02000860",7009,4646,4379,3603,763,2840,110,34,76,666,286,380,267,96,73,61,34,27,4,2,2,8,4,4,23,2267,1002,262,408,352,243
2021,"Sutton 022","E02000861",6297,3717,3576,2825,714,2111,145,44,101,606,279,327,141,85,62,52,43,9,1,1,0,9,5,4,23,2495,1655,305,280,138,117
2021,"Sutton 024","E02000863",5461,3338,3212,2533,585,1948,118,20,98,561,252,309,126,93,62,55,47,8,0,0,0,7,6,1,31,2030,1245,303,238,111,133
2021,"Tower Hamlets 001","E02000864",9181,5981,5579,4640,877,3763,120,42,78,819,351,468,402,282,184,162,124,38,4,4,0,18,14,4,98,2918,684,650,687,465,432
2021,"Tower Hamlets 002","E02000865",6434,3901,3562,2917,696,2221,74,24,50,571,281,290,339,183,138,117,97,20,1,1,0,20,15,5,45,2350,483,472,564,363,468
2021,"Tower Hamlets 003","E02000866",8789,5904,5617,4580,845,3735,115,26,89,922,414,508,287,232,177,147,105,42,2,1,1,28,19,9,55,2653,792,587,565,332,377
2021,"Tower Hamlets 004","E02000867",9645,6849,6342,5363,852,4511,121,34,87,858,354,504,507,318,236,205,146,59,1,1,0,30,22,8,82,2478,510,650,565,349,404
2021,"Tower Hamlets 005","E02000868",6106,3992,3739,3006,599,2407,78,23,55,655,289,366,253,264,158,129,101,28,2,1,1,27,24,3,106,1850,365,520,462,249,254
2021,"Tower Hamlets 006","E02000869",4885,3109,2880,2238,443,1795,89,11,78,553,258,295,229,132,97,80,61,19,1,1,0,16,13,3,35,1644,418,343,387,277,219
2021,"Tower Hamlets 007","E02000870",5159,3216,2953,2417,590,1827,63,20,43,473,243,230,263,206,135,119,89,30,4,4,0,12,6,6,71,1737,421,418,430,227,241
2021,"Tower Hamlets 008","E02000871",8960,5506,5018,4351,1172,3179,105,42,63,562,281,281,488,402,275,249,187,62,1,1,0,25,20,5,127,3052,483,756,970,375,468
2021,"Tower Hamlets 009","E02000872",6809,4448,4102,3448,637,2811,76,25,51,578,277,301,346,228,170,134,98,36,2,1,1,34,25,9,58,2133,323,609,560,334,307
2021,"Tower Hamlets 010","E02000873",7972,3904,3576,3009,814,2195,69,24,45,498,247,251,328,621,336,303,272,31,1,1,0,32,31,1,285,3447,369,1813,635,300,330
2021,"Tower Hamlets 011","E02000874",5954,3371,3101,2623,690,1933,70,26,44,408,214,194,270,245,163,141,112,29,0,0,0,22,17,5,82,2338,319,773,633,281,332
2021,"Tower Hamlets 012","E02000875",10701,6486,5882,5103,1250,3853,95,44,51,684,352,332,604,428,306,273,222,51,4,3,1,29,24,5,122,3787,545,1025,1062,596,559
2021,"Tower Hamlets 013","E02000876",6036,3640,3361,2801,613,2188,92,46,46,468,234,234,279,271,178,153,115,38,0,0,0,25,16,9,93,2125,322,575,569,316,343
2021,"Tower Hamlets 014","E02000877",10928,6795,6208,5311,1257,4054,138,54,84,759,383,376,587,471,293,257,205,52,1,1,0,35,32,3,178,3662,548,1098,1055,438,523
2021,"Tower Hamlets 015","E02000878",9010,5307,4833,4084,781,3303,91,25,66,658,301,357,474,465,311,264,197,67,7,4,3,40,25,15,154,3238,476,1316,673,358,415
2021,"Tower Hamlets 016","E02000879",6670,3735,3427,2839,867,1972,84,35,49,504,271,233,308,303,216,195,158,37,1,1,0,20,17,3,87,2632,618,658,652,323,381
2021,"Tower Hamlets 017","E02000880",5200,3017,2787,2364,658,1706,59,29,30,364,192,172,230,255,186,163,118,45,1,1,0,22,19,3,69,1928,299,602,546,228,253
2021,"Tower Hamlets 018","E02000881",8329,5004,4564,3895,947,2948,82,38,44,587,310,277,440,337,246,221,168,53,3,3,0,22,16,6,91,2988,445,798,862,399,484
2021,"Tower Hamlets 019","E02000882",8884,4941,4525,3888,1075,2813,113,46,67,524,267,257,416,348,222,182,141,41,1,1,0,39,39,0,126,3595,582,916,1052,534,511
2021,"Tower Hamlets 020","E02000883",7066,3778,3433,2890,814,2076,75,34,41,468,249,219,345,293,231,208,162,46,8,8,0,15,10,5,62,2995,493,819,837,388,458
2021,"Tower Hamlets 021","E02000884",10818,6526,6126,5432,930,4502,105,32,73,589,291,298,400,595,382,339,250,89,0,0,0,43,35,8,213,3697,377,1776,819,254,471
2021,"Tower Hamlets 022","E02000885",5505,2955,2678,2272,757,1515,57,25,32,349,187,162,277,209,151,140,113,27,0,0,0,11,11,0,58,2341,485,527,687,335,307
2021,"Tower Hamlets 023","E02000886",7940,5436,5112,4368,771,3597,132,55,77,612,290,322,324,250,192,160,119,41,3,2,1,29,16,13,58,2254,424,539,609,265,417
2021,"Tower Hamlets 024","E02000887",8344,5065,4593,3890,1069,2821,124,42,82,579,280,299,472,309,190,171,117,54,3,2,1,16,10,6,119,2970,525,737,908,374,426
