"date","geography","geography code","Second address type: Total: All usual residents","Second address type: Armed forces base address","Second address type: Another address when working away from home","Second address type: Holiday home","Second address type: Student's term-time address","Second address type: Student's home address","Second address type: Another parent or guardian's address","Second address type: Partner's address","Second address type: Other","Second address type: Second address type not specified"
2021,"Hammersmith and Fulham 012","E02000383",1194,1,70,163,1,289,332,114,224,0
2021,"Hammersmith and Fulham 013","E02000384",863,1,34,135,1,234,223,66,169,0
2021,"Hammersmith and Fulham 014","E02000385",918,0,39,95,1,242,305,95,141,0
2021,"Hammersmith and Fulham 015","E02000386",694,2,51,75,0,154,205,72,135,0
2021,"Hammersmith and Fulham 016","E02000387",760,0,28,69,0,271,203,60,129,0
2021,"Hammersmith and Fulham 017","E02000388",1082,3,53,192,2,194,350,100,188,0
2021,"Hammersmith and Fulham 018","E02000389",1211,0,59,245,4,306,270,90,237,0
2021,"Hammersmith and Fulham 019","E02000390",713,1,38,123,1,146,241,52,111,0
2021,"Hammersmith and Fulham 020","E02000391",1060,1,66,378,1,64,233,81,236,0
2021,"Hammersmith and Fulham 021","E02000392",1115,2,63,274,3,142,336,93,202,0
2021,"Hammersmith and Fulham 022","E02000393",717,4,35,184,3,111,195,63,122,0
2021,"Hammersmith and Fulham 023","E02000394",1077,3,92,154,3,102,310,132,281,0
2021,"Hammersmith and Fulham 024","E02000395",912,4,40,315,1,92,212,63,185,0
2021,"Hammersmith and Fulham 025","E02000396",772,0,50,267,1,41,200,55,158,0
2021,"Haringey 001","E02000397",385,0,24,61,1,14,102,54,129,0
2021,"Haringey 002","E02000398",299,0,11,47,1,24,85,32,99,0
2021,"Haringey 004","E02000400",385,1,37,55,2,8,111,48,123,0
2021,"Haringey 005","E02000401",207,0,12,28,0,7,55,27,78,0
2021,"Haringey 006","E02000402",224,1,14,43,0,7,46,36,77,0
2021,"Haringey 007","E02000403",384,1,18,62,3,17,130,47,106,0
2021,"Haringey 008","E02000404",283,0,21,35,0,13,65,43,106,0
2021,"Haringey 009","E02000405",403,1,27,126,2,11,100,39,97,0
2021,"Haringey 010","E02000406",302,0,22,44,2,12,95,35,92,0
2021,"Haringey 011","E02000407",290,0,17,54,2,4,84,31,98,0
2021,"Haringey 012","E02000408",339,2,56,42,1,8,89,32,109,0
2021,"Haringey 013","E02000409",278,0,21,44,2,17,68,37,89,0
2021,"Haringey 014","E02000410",579,0,19,127,1,106,146,51,129,0
2021,"Haringey 015","E02000411",1077,1,28,51,2,387,337,105,166,0
2021,"Haringey 016","E02000412",488,0,28,45,1,114,129,61,110,0
2021,"Haringey 017","E02000413",532,0,41,145,4,14,155,41,132,0
2021,"Haringey 018","E02000414",310,0,29,31,0,26,86,49,89,0
2021,"Haringey 019","E02000415",425,0,22,63,2,20,131,49,138,0
2021,"Haringey 020","E02000416",391,1,27,56,1,12,124,70,100,0
2021,"Haringey 021","E02000417",593,0,40,244,0,12,134,51,112,0
2021,"Haringey 022","E02000418",394,2,28,130,4,13,95,47,75,0
2021,"Haringey 023","E02000419",548,1,22,65,3,36,173,70,178,0
2021,"Haringey 024","E02000420",404,0,19,58,1,14,126,56,130,0
2021,"Haringey 025","E02000421",472,1,31,55,3,73,169,54,86,0
2021,"Haringey 026","E02000422",313,0,23,28,1,16,97,42,106,0
2021,"Haringey 027","E02000423",415,0,23,49,0,20,130,51,142,0
2021,"Haringey 028","E02000424",421,0,18,100,1,10,142,38,112,0
2021,"Haringey 029","E02000425",163,0,13,18,4,8,36,24,60,0
2021,"Haringey 030","E02000426",594,1,42,281,0,13,108,55,94,0
2021,"Haringey 031","E02000427",480,0,46,62,1,34,145,79,113,0
2021,"Haringey 032","E02000428",388,0,27,52,3,34,127,50,95,0
2021,"Haringey 033","E02000429",567,1,46,170,1,11,134,61,143,0
2021,"Haringey 034","E02000430",541,0,29,143,1,19,169,74,106,0
2021,"Haringey 035","E02000431",633,1,44,212,1,29,154,55,137,0
2021,"Haringey 036","E02000432",414,1,28,79,6,14,137,59,90,0
2021,"Harrow 001","E02000433",490,0,45,128,5,11,92,46,163,0
2021,"Harrow 002","E02000434",551,0,57,92,2,24,97,50,229,0
2021,"Harrow 003","E02000435",341,1,37,58,3,9,74,38,121,0
2021,"Harrow 004","E02000436",278,1,32,89,1,3,44,29,79,0
2021,"Harrow 005","E02000437",316,0,25,65,2,9,71,46,98,0
2021,"Harrow 006","E02000438",303,1,37,68,1,6,61,38,91,0
2021,"Harrow 007","E02000439",451,3,35,60,0,15,101,54,183,0
2021,"Harrow 008","E02000440",335,0,23,70,2,13,64,42,121,0
2021,"Harrow 009","E02000441",330,1,38,68,1,6,72,50,94,0
2021,"Harrow 010","E02000442",443,1,35,85,3,7,74,60,178,0
2021,"Harrow 011","E02000443",359,0,31,43,2,14,80,29,160,0
2021,"Harrow 012","E02000444",283,0,14,40,0,4,50,34,141,0
2021,"Harrow 013","E02000445",352,0,18,31,3,15,87,50,148,0
2021,"Harrow 015","E02000447",298,0,40,38,1,8,59,37,115,0
2021,"Harrow 016","E02000448",392,2,26,142,3,5,72,49,93,0
2021,"Harrow 017","E02000449",239,0,21,41,1,12,53,17,94,0
2021,"Harrow 019","E02000451",243,0,28,48,2,2,75,21,67,0
2021,"Harrow 020","E02000452",456,0,23,63,1,38,96,55,180,0
2021,"Harrow 021","E02000453",330,1,23,47,1,6,97,35,120,0
2021,"Harrow 022","E02000454",303,0,36,80,4,4,64,25,90,0
2021,"Harrow 023","E02000455",699,0,46,72,4,48,244,78,207,0
2021,"Harrow 024","E02000456",271,0,35,40,2,6,64,33,91,0
2021,"Harrow 025","E02000457",269,0,31,36,0,10,59,31,102,0
2021,"Harrow 027","E02000459",308,2,27,53,1,13,90,30,92,0
2021,"Harrow 028","E02000460",246,3,21,22,1,8,67,38,86,0
2021,"Harrow 029","E02000461",1139,3,46,133,1,550,199,67,140,0
2021,"Harrow 030","E02000462",246,0,23,30,0,9,54,34,96,0
2021,"Harrow 031","E02000463",272,1,24,49,3,12,74,30,79,0
2021,"Havering 001","E02000464",225,3,13,25,2,5,86,17,74,0
2021,"Havering 002","E02000465",243,0,17,35,1,7,77,42,64,0
2021,"Havering 003","E02000466",261,2,17,48,2,8,101,36,47,0
2021,"Havering 004","E02000467",313,1,27,35,3,9,127,32,79,0
2021,"Havering 005","E02000468",238,3,16,49,0,3,93,25,49,0
2021,"Havering 006","E02000469",207,0,16,17,0,3,78,31,62,0
2021,"Havering 007","E02000470",335,2,22,80,2,5,107,36,81,0
2021,"Havering 008","E02000471",228,3,11,58,3,4,60,34,55,0
2021,"Havering 009","E02000472",280,2,12,56,3,3,92,31,81,0
2021,"Havering 010","E02000473",316,2,25,74,1,5,117,37,55,0
2021,"Havering 011","E02000474",272,1,13,39,1,10,90,48,70,0
2021,"Havering 012","E02000475",349,2,28,84,3,4,98,51,79,0
2021,"Havering 013","E02000476",370,3,20,57,0,6,138,55,91,0
2021,"Havering 014","E02000477",290,2,17,63,1,5,108,29,65,0
2021,"Havering 015","E02000478",215,2,22,85,4,2,26,14,60,0
2021,"Havering 016","E02000479",330,1,31,53,0,8,113,49,75,0
2021,"Havering 017","E02000480",469,3,40,42,1,11,161,76,135,0
2021,"Havering 018","E02000481",257,1,20,61,2,10,111,24,28,0
2021,"Havering 019","E02000482",283,2,25,105,1,1,66,26,57,0
2021,"Havering 020","E02000483",219,2,12,49,2,2,78,22,52,0
2021,"Havering 021","E02000484",239,2,24,50,1,4,73,36,49,0
2021,"Havering 022","E02000485",321,2,21,49,0,4,118,42,85,0
2021,"Havering 023","E02000486",186,1,14,42,2,2,56,20,49,0
2021,"Havering 024","E02000487",268,4,18,93,0,9,68,17,59,0
2021,"Havering 025","E02000488",197,1,6,52,1,3,60,20,54,0
2021,"Havering 026","E02000489",231,0,31,31,4,7,67,31,60,0
2021,"Havering 027","E02000490",202,2,15,34,2,3,58,23,65,0
2021,"Havering 028","E02000491",324,2,26,45,1,16,107,32,95,0
2021,"Havering 029","E02000492",166,1,8,35,1,4,56,25,36,0
2021,"Havering 030","E02000493",181,1,12,26,3,2,62,26,49,0
2021,"Hillingdon 001","E02000494",446,2,49,124,2,15,68,42,144,0
2021,"Hillingdon 002","E02000495",529,3,54,102,1,43,117,65,144,0
2021,"Hillingdon 003","E02000496",295,5,26,61,0,6,84,48,65,0
2021,"Hillingdon 004","E02000497",354,2,31,64,1,11,106,41,98,0
2021,"Hillingdon 005","E02000498",223,2,13,40,1,5,66,32,64,0
2021,"Hillingdon 006","E02000499",282,3,23,65,1,13,79,30,68,0
2021,"Hillingdon 007","E02000500",359,2,25,77,0,13,98,48,96,0
2021,"Hillingdon 008","E02000501",301,1,35,60,1,8,88,29,79,0
2021,"Hillingdon 009","E02000502",307,1,20,51,4,12,116,40,63,0
2021,"Hillingdon 010","E02000503",282,3,19,49,0,8,90,40,73,0
2021,"Hillingdon 011","E02000504",286,5,28,70,2,8,77,31,65,0
2021,"Hillingdon 013","E02000506",304,3,37,85,4,8,55,31,81,0
2021,"Hillingdon 014","E02000507",230,2,21,27,3,8,69,39,61,0
2021,"Hillingdon 015","E02000508",1748,3,34,50,1,964,441,96,159,0
2021,"Hillingdon 016","E02000509",2037,1,26,52,1,1283,460,108,106,0
2021,"Hillingdon 017","E02000510",368,3,20,43,4,46,106,32,114,0
2021,"Hillingdon 018","E02000511",261,4,21,25,1,19,59,34,98,0
2021,"Hillingdon 019","E02000512",212,1,23,14,0,19,67,18,70,0
2021,"Hillingdon 020","E02000513",252,0,23,16,2,10,81,27,93,0
2021,"Hillingdon 021","E02000514",276,1,19,40,4,6,77,32,97,0
2021,"Hillingdon 022","E02000515",750,1,40,54,3,171,232,85,164,0
2021,"Hillingdon 023","E02000516",246,1,19,25,1,9,78,23,90,0
2021,"Hillingdon 024","E02000517",315,2,21,28,1,19,74,49,121,0
2021,"Hillingdon 025","E02000518",324,3,19,44,1,33,122,35,67,0
2021,"Hillingdon 026","E02000519",234,1,30,19,4,5,51,28,96,0
2021,"Hillingdon 027","E02000520",473,2,47,35,2,28,119,60,180,0
2021,"Hillingdon 028","E02000521",448,1,33,43,4,33,147,58,129,0
2021,"Hillingdon 029","E02000522",326,0,27,58,3,16,94,49,79,0
2021,"Hillingdon 030","E02000523",444,2,38,58,3,18,103,61,161,0
2021,"Hillingdon 031","E02000524",335,0,22,57,1,7,73,52,123,0
2021,"Hillingdon 032","E02000525",399,2,32,38,1,5,118,46,157,0
2021,"Hounslow 001","E02000526",976,1,67,388,0,58,192,73,197,0
2021,"Hounslow 004","E02000529",352,0,28,35,1,14,89,41,144,0
2021,"Hounslow 005","E02000530",248,0,17,28,1,12,70,21,99,0
2021,"Hounslow 006","E02000531",623,1,60,106,3,39,171,99,144,0
2021,"Hounslow 007","E02000532",825,1,52,325,6,17,165,95,164,0
2021,"Hounslow 008","E02000533",726,2,28,300,0,29,172,57,138,0
2021,"Hounslow 009","E02000534",401,1,27,52,2,26,122,41,130,0
2021,"Hounslow 010","E02000535",383,1,25,34,2,18,88,68,147,0
2021,"Hounslow 011","E02000536",414,0,36,49,5,10,101,42,171,0
2021,"Hounslow 012","E02000537",530,1,55,98,2,9,127,57,181,0
2021,"Hounslow 013","E02000538",396,0,24,63,2,12,74,57,164,0
2021,"Hounslow 014","E02000539",513,3,34,44,1,54,154,74,149,0
2021,"Hounslow 015","E02000540",504,1,27,65,3,26,153,70,159,0
2021,"Hounslow 016","E02000541",432,3,26,46,0,8,133,58,158,0
2021,"Hounslow 017","E02000542",642,0,32,93,2,22,144,73,276,0
2021,"Hounslow 018","E02000543",658,1,45,54,2,27,188,92,249,0
2021,"Hounslow 019","E02000544",334,1,37,67,4,11,79,34,101,0
2021,"Hounslow 020","E02000545",439,0,38,75,1,37,113,56,119,0
2021,"Hounslow 021","E02000546",372,3,38,20,1,16,126,37,131,0
2021,"Hounslow 022","E02000547",389,4,30,67,0,14,94,59,121,0
2021,"Hounslow 023","E02000548",344,2,30,41,4,21,77,62,107,0
2021,"Hounslow 024","E02000549",443,3,38,71,2,21,101,67,140,0
2021,"Hounslow 025","E02000550",408,0,34,49,7,10,152,49,107,0
2021,"Hounslow 026","E02000551",304,3,20,54,1,16,79,45,86,0
2021,"Hounslow 027","E02000552",341,1,14,43,3,6,130,55,89,0
2021,"Hounslow 028","E02000553",276,1,20,56,1,4,83,30,81,0
2021,"Islington 001","E02000554",521,0,32,57,1,51,188,71,121,0
2021,"Islington 002","E02000555",792,1,26,149,1,128,263,94,130,0
2021,"Islington 003","E02000556",992,3,40,88,0,265,339,129,128,0
2021,"Islington 004","E02000557",661,1,41,93,5,96,233,84,108,0
2021,"Islington 005","E02000558",561,0,21,32,1,104,214,64,125,0
2021,"Islington 006","E02000559",754,0,41,156,1,53,217,108,178,0
2021,"Islington 007","E02000560",782,0,27,78,0,197,278,84,118,0
2021,"Islington 008","E02000561",744,4,40,178,5,115,187,84,131,0
2021,"Islington 009","E02000562",599,3,32,182,2,23,173,76,108,0
2021,"Islington 010","E02000563",687,2,32,67,0,139,230,80,137,0
2021,"Islington 011","E02000564",1240,2,61,90,2,254,503,132,196,0
2021,"Islington 012","E02000565",708,0,39,84,0,160,218,81,126,0
2021,"Islington 013","E02000566",1004,1,58,284,2,96,268,118,177,0
2021,"Islington 014","E02000567",796,0,53,200,1,38,260,91,153,0
2021,"Islington 015","E02000568",1194,2,59,66,1,402,395,101,168,0
2021,"Islington 016","E02000569",888,2,52,205,1,59,298,85,186,0
2021,"Islington 017","E02000570",1062,0,81,334,1,90,275,104,177,0
2021,"Islington 018","E02000571",677,0,48,136,2,66,231,77,117,0
2021,"Islington 019","E02000572",802,0,28,61,0,209,303,72,129,0
2021,"Islington 020","E02000573",1308,1,69,293,1,208,368,147,221,0
2021,"Islington 021","E02000574",1303,0,63,126,2,452,343,130,187,0
2021,"Islington 022","E02000575",1905,1,74,193,3,674,540,167,253,0
2021,"Islington 023","E02000576",1165,0,45,100,3,363,378,90,186,0
2021,"Kensington and Chelsea 001","E02000577",573,0,48,73,4,136,130,51,131,0
2021,"Kensington and Chelsea 002","E02000578",331,0,21,72,0,13,65,47,113,0
2021,"Kensington and Chelsea 003","E02000579",970,1,62,291,0,44,181,97,294,0
2021,"Kensington and Chelsea 004","E02000580",756,0,81,137,2,30,180,76,250,0
2021,"Kensington and Chelsea 005","E02000581",388,0,31,91,3,14,98,43,108,0
2021,"Kensington and Chelsea 006","E02000582",1295,0,102,448,3,104,262,90,286,0
2021,"Kensington and Chelsea 007","E02000583",1384,2,108,602,0,35,178,138,321,0
2021,"Kensington and Chelsea 008","E02000584",1575,0,138,594,3,88,248,105,399,0
2021,"Kensington and Chelsea 009","E02000585",1424,0,97,498,1,80,263,114,371,0
2021,"Kensington and Chelsea 010","E02000586",1665,0,165,577,4,150,256,125,388,0
2021,"Kensington and Chelsea 011","E02000587",1577,1,166,616,4,94,192,98,406,0
2021,"Kensington and Chelsea 012","E02000588",1631,1,117,561,3,160,216,121,452,0
2021,"Kensington and Chelsea 013","E02000589",1483,3,104,367,1,300,299,105,304,0
2021,"Kensington and Chelsea 014","E02000590",1210,1,93,410,0,104,219,97,286,0
2021,"Kensington and Chelsea 015","E02000591",1024,0,67,193,1,199,241,92,231,0
2021,"Kensington and Chelsea 016","E02000592",1457,0,130,517,1,124,289,116,280,0
2021,"Kensington and Chelsea 017","E02000593",1465,0,68,418,0,306,291,119,263,0
2021,"Kensington and Chelsea 018","E02000594",1634,0,186,610,5,56,218,110,449,0
2021,"Kensington and Chelsea 019","E02000595",1498,1,102,513,0,136,234,90,422,0
2021,"Kensington and Chelsea 020","E02000596",1445,0,109,490,1,171,275,91,308,0
2021,"Kensington and Chelsea 021","E02000597",642,1,71,161,0,34,126,61,188,0
2021,"Kingston upon Thames 001","E02000598",384,3,48,119,3,8,76,34,93,0
2021,"Kingston upon Thames 002","E02000599",661,1,60,205,1,89,115,40,150,0
2021,"Kingston upon Thames 003","E02000600",602,3,31,122,5,79,198,44,120,0
2021,"Kingston upon Thames 004","E02000601",861,6,55,182,0,87,247,89,195,0
2021,"Kingston upon Thames 005","E02000602",1179,2,34,79,3,512,336,75,138,0
2021,"Kingston upon Thames 006","E02000603",569,3,30,52,4,175,154,60,91,0
2021,"Kingston upon Thames 007","E02000604",450,1,36,89,0,16,125,47,136,0
2021,"Kingston upon Thames 008","E02000605",362,2,34,72,1,15,113,36,89,0
2021,"Kingston upon Thames 009","E02000606",1441,4,52,131,0,526,403,119,206,0
2021,"Kingston upon Thames 010","E02000607",840,2,22,79,0,415,203,44,75,0
2021,"Kingston upon Thames 011","E02000608",727,0,22,54,1,242,215,67,126,0
2021,"Kingston upon Thames 012","E02000609",284,1,35,45,0,14,81,32,76,0
2021,"Kingston upon Thames 013","E02000610",516,2,18,67,2,87,169,69,102,0
2021,"Kingston upon Thames 014","E02000611",343,1,21,98,2,44,86,33,58,0
2021,"Kingston upon Thames 015","E02000612",316,1,36,81,3,14,79,35,67,0
2021,"Kingston upon Thames 016","E02000613",378,1,23,78,0,28,125,36,87,0
2021,"Kingston upon Thames 017","E02000614",407,2,29,86,2,34,105,48,101,0
2021,"Kingston upon Thames 018","E02000615",254,3,19,43,1,6,82,42,58,0
2021,"Kingston upon Thames 019","E02000616",179,2,9,29,0,7,71,29,32,0
2021,"Kingston upon Thames 020","E02000617",280,1,19,50,5,9,98,34,64,0
2021,"Lambeth 002","E02000619",750,2,50,108,0,55,245,72,218,0
2021,"Lambeth 003","E02000620",1058,0,67,172,4,110,324,144,237,0
2021,"Lambeth 004","E02000621",1499,0,75,149,2,317,510,185,261,0
2021,"Lambeth 005","E02000622",793,3,38,115,0,62,304,110,161,0
2021,"Lambeth 006","E02000623",515,1,27,66,3,46,162,72,138,0
2021,"Lambeth 007","E02000624",661,2,37,75,2,46,239,125,135,0
2021,"Lambeth 008","E02000625",551,0,34,58,0,38,201,87,133,0
2021,"Lambeth 009","E02000626",412,2,36,45,2,26,148,54,99,0
2021,"Lambeth 010","E02000627",807,2,34,63,2,102,325,116,163,0
2021,"Lambeth 011","E02000628",646,5,37,29,1,74,257,107,136,0
2021,"Lambeth 012","E02000629",809,0,35,128,3,64,315,111,153,0
2021,"Lambeth 013","E02000630",819,1,46,209,1,36,287,95,144,0
2021,"Lambeth 014","E02000631",706,1,36,129,7,50,244,100,139,0
2021,"Lambeth 015","E02000632",886,0,38,49,1,59,443,147,149,0
2021,"Lambeth 016","E02000633",673,0,53,46,7,54,285,114,114,0
2021,"Lambeth 017","E02000634",529,1,39,68,0,29,229,78,85,0
2021,"Lambeth 018","E02000635",697,1,63,76,0,36,245,123,153,0
2021,"Lambeth 019","E02000636",750,1,49,227,1,29,255,97,91,0
2021,"Lambeth 020","E02000637",660,0,44,66,2,33,253,105,157,0
2021,"Lambeth 021","E02000638",675,0,46,44,4,45,254,125,157,0
2021,"Lambeth 022","E02000639",475,0,28,46,0,40,154,83,124,0
2021,"Lambeth 023","E02000640",672,1,35,102,2,48,277,105,102,0
2021,"Lambeth 024","E02000641",443,1,20,40,1,24,171,65,121,0
2021,"Lambeth 025","E02000642",598,2,42,124,3,39,174,82,132,0
2021,"Lambeth 026","E02000643",600,0,57,87,1,49,197,86,123,0
2021,"Lambeth 027","E02000644",522,1,39,79,1,23,172,70,137,0
2021,"Lambeth 028","E02000645",576,1,31,119,3,14,202,71,135,0
2021,"Lambeth 029","E02000646",540,2,41,78,0,19,213,71,116,0
2021,"Lambeth 030","E02000647",428,2,35,97,1,6,130,54,103,0
2021,"Lambeth 031","E02000648",273,0,23,25,2,7,90,42,84,0
2021,"Lambeth 032","E02000649",714,2,77,78,3,21,265,84,184,0
2021,"Lambeth 033","E02000650",292,0,25,43,1,5,100,35,83,0
2021,"Lambeth 034","E02000651",373,3,27,56,1,9,102,61,114,0
2021,"Lambeth 035","E02000652",301,4,14,47,2,11,96,42,85,0
2021,"Lewisham 001","E02000653",847,2,66,67,5,96,313,104,194,0
2021,"Lewisham 002","E02000654",404,3,36,15,4,54,145,50,97,0
2021,"Lewisham 003","E02000655",808,1,62,31,12,210,251,89,152,0
2021,"Lewisham 005","E02000657",1052,0,36,51,3,426,325,87,124,0
2021,"Lewisham 006","E02000658",570,2,49,93,1,86,171,62,106,0
2021,"Lewisham 007","E02000659",543,1,30,167,0,26,154,58,107,0
2021,"Lewisham 008","E02000660",618,0,42,79,1,85,206,72,133,0
2021,"Lewisham 009","E02000661",452,1,19,119,3,15,145,56,94,0
2021,"Lewisham 010","E02000662",390,0,43,48,0,30,131,63,75,0
2021,"Lewisham 011","E02000663",385,1,34,54,2,49,108,48,89,0
2021,"Lewisham 013","E02000665",369,1,22,88,1,14,115,43,85,0
2021,"Lewisham 014","E02000666",342,0,15,30,0,55,116,57,69,0
2021,"Lewisham 015","E02000667",288,0,24,43,0,20,91,40,70,0
2021,"Lewisham 016","E02000668",316,0,24,78,2,3,108,25,76,0
2021,"Lewisham 017","E02000669",372,1,24,65,1,20,105,73,83,0
2021,"Lewisham 018","E02000670",295,1,21,35,1,15,83,29,110,0
2021,"Lewisham 019","E02000671",390,1,22,60,3,24,153,46,81,0
2021,"Lewisham 020","E02000672",508,0,41,60,2,20,166,82,137,0
2021,"Lewisham 021","E02000673",440,0,22,81,4,16,138,62,117,0
2021,"Lewisham 022","E02000674",302,0,22,58,0,11,103,24,84,0
2021,"Lewisham 023","E02000675",357,2,12,65,0,15,114,37,112,0
2021,"Lewisham 024","E02000676",369,0,24,53,1,14,139,47,91,0
2021,"Lewisham 025","E02000677",293,0,23,55,3,19,80,36,77,0
2021,"Lewisham 026","E02000678",239,2,26,21,0,10,77,24,79,0
2021,"Lewisham 027","E02000679",383,1,25,55,3,26,122,57,94,0
2021,"Lewisham 028","E02000680",293,0,24,66,0,12,99,33,59,0
2021,"Lewisham 029","E02000681",254,0,20,35,3,10,71,39,76,0
2021,"Lewisham 030","E02000682",318,2,19,58,4,16,79,24,116,0
2021,"Lewisham 031","E02000683",203,0,23,32,1,15,51,40,41,0
2021,"Lewisham 033","E02000685",365,2,19,61,2,12,100,55,114,0
2021,"Lewisham 034","E02000686",249,0,14,57,3,11,60,31,73,0
2021,"Lewisham 035","E02000687",331,1,26,44,0,16,115,49,80,0
2021,"Merton 001","E02000689",699,2,45,234,1,29,177,69,142,0
2021,"Merton 002","E02000690",743,0,52,407,5,13,94,23,149,0
2021,"Merton 003","E02000691",496,0,28,130,0,11,150,55,122,0
2021,"Merton 004","E02000692",835,3,63,306,2,27,173,75,186,0
2021,"Merton 005","E02000693",510,0,31,36,6,55,185,80,117,0
2021,"Merton 006","E02000694",506,1,36,88,2,21,163,65,130,0
2021,"Merton 007","E02000695",426,0,38,63,2,24,133,49,117,0
2021,"Merton 008","E02000696",392,0,23,44,3,23,129,58,112,0
2021,"Merton 009","E02000697",595,2,48,105,1,21,204,67,147,0
2021,"Merton 010","E02000698",613,2,41,244,3,15,110,41,157,0
2021,"Merton 011","E02000699",486,4,37,130,2,28,133,53,99,0
2021,"Merton 012","E02000700",386,1,21,54,1,16,103,52,138,0
2021,"Merton 013","E02000701",356,0,24,33,4,15,103,48,129,0
2021,"Merton 014","E02000702",311,0,27,45,2,2,92,41,102,0
2021,"Merton 015","E02000703",430,2,43,105,4,10,120,42,104,0
2021,"Merton 016","E02000704",440,0,27,71,3,15,145,49,130,0
2021,"Merton 017","E02000705",361,1,28,82,2,11,86,41,110,0
2021,"Merton 018","E02000706",321,1,22,47,2,11,109,43,86,0
2021,"Merton 019","E02000707",279,1,23,49,0,12,59,29,106,0
2021,"Merton 020","E02000708",376,2,28,47,1,40,109,43,106,0
2021,"Merton 021","E02000709",381,0,34,78,3,21,82,54,109,0
2021,"Merton 022","E02000710",333,0,25,61,2,7,91,50,97,0
2021,"Merton 023","E02000711",368,2,32,47,1,17,94,53,122,0
2021,"Merton 024","E02000712",349,5,35,62,2,10,81,39,115,0
2021,"Merton 025","E02000713",247,2,17,55,0,4,90,21,58,0
2021,"Newham 001","E02000714",319,0,35,46,10,13,76,36,103,0
2021,"Newham 002","E02000715",192,1,16,27,0,10,45,23,70,0
2021,"Newham 003","E02000716",258,0,18,41,2,12,69,29,87,0
2021,"Newham 004","E02000717",235,0,17,22,1,9,41,41,104,0
2021,"Newham 005","E02000718",145,0,19,10,1,3,44,15,53,0
2021,"Newham 006","E02000719",406,0,33,72,3,20,88,59,131,0
2021,"Newham 007","E02000720",235,1,14,29,0,15,70,40,66,0
2021,"Newham 008","E02000721",346,0,23,36,0,19,102,52,114,0
2021,"Newham 009","E02000722",424,0,36,63,1,14,119,56,135,0
2021,"Newham 010","E02000723",350,2,32,43,2,13,75,58,125,0
2021,"Newham 011","E02000724",239,1,18,25,0,8,51,30,106,0
2021,"Newham 012","E02000725",720,0,32,67,1,126,243,94,157,0
2021,"Newham 014","E02000727",321,0,15,31,2,15,109,38,111,0
2021,"Newham 015","E02000728",342,0,16,89,3,21,72,37,104,0
2021,"Newham 016","E02000729",311,1,30,59,2,19,80,31,89,0
2021,"Newham 017","E02000730",495,0,14,82,1,21,142,70,165,0
2021,"Newham 018","E02000731",330,0,41,37,5,15,72,43,117,0
2021,"Newham 019","E02000732",276,0,34,30,2,24,71,33,82,0
2021,"Newham 020","E02000733",495,0,28,49,4,32,154,78,150,0
2021,"Newham 021","E02000734",301,0,26,24,1,14,90,36,110,0
2021,"Newham 022","E02000735",332,0,25,36,0,30,89,53,99,0
2021,"Newham 023","E02000736",266,0,16,34,3,22,54,38,99,0
2021,"Newham 024","E02000737",308,1,18,61,1,6,53,37,131,0
2021,"Newham 025","E02000738",359,0,45,47,1,11,93,53,109,0
2021,"Newham 026","E02000739",299,0,23,34,0,16,69,63,94,0
2021,"Newham 027","E02000740",281,0,20,30,2,19,86,42,82,0
2021,"Newham 028","E02000741",269,0,26,40,1,9,66,27,100,0
2021,"Newham 029","E02000742",254,0,25,49,1,3,63,31,82,0
2021,"Newham 030","E02000743",461,3,40,43,3,50,117,53,152,0
2021,"Newham 031","E02000744",330,0,19,64,0,17,87,36,107,0
2021,"Newham 032","E02000745",475,0,21,39,0,14,102,58,241,0
2021,"Newham 033","E02000746",681,0,34,32,3,264,173,68,107,0
2021,"Newham 034","E02000747",864,0,66,65,4,50,339,121,219,0
2021,"Newham 035","E02000748",406,0,17,52,0,94,97,45,101,0
2021,"Newham 036","E02000749",382,1,35,63,3,24,81,24,151,0
2021,"Redbridge 001","E02000751",576,1,54,159,4,6,122,66,164,0
2021,"Redbridge 002","E02000752",235,0,18,24,2,1,85,40,65,0
2021,"Redbridge 003","E02000753",230,1,25,40,0,3,60,36,65,0
2021,"Redbridge 004","E02000754",271,2,28,60,1,7,68,33,72,0
2021,"Redbridge 005","E02000755",165,0,7,38,0,2,41,18,59,0
2021,"Redbridge 006","E02000756",548,0,51,115,2,8,132,70,170,0
2021,"Redbridge 007","E02000757",614,1,26,93,2,12,241,82,157,0
2021,"Redbridge 008","E02000758",212,3,29,30,0,28,48,22,52,0
2021,"Redbridge 009","E02000759",516,0,51,75,3,8,160,58,161,0
2021,"Redbridge 010","E02000760",288,2,17,52,0,5,93,33,86,0
2021,"Redbridge 012","E02000762",229,0,32,25,1,9,64,20,78,0
2021,"Redbridge 013","E02000763",310,0,30,38,3,6,77,31,125,0
2021,"Redbridge 014","E02000764",651,0,51,163,3,14,171,81,168,0
2021,"Redbridge 015","E02000765",237,0,21,35,1,6,64,29,81,0
2021,"Redbridge 017","E02000767",281,0,25,20,4,6,78,27,121,0
2021,"Redbridge 018","E02000768",238,2,19,72,0,4,55,36,50,0
2021,"Redbridge 020","E02000770",232,0,25,38,1,7,54,24,83,0
2021,"Redbridge 022","E02000772",295,2,21,35,2,9,81,36,109,0
2021,"Redbridge 023","E02000773",320,0,29,25,1,44,94,41,86,0
