"date","geography","geography code","Unemployment history: Total: All usual residents aged 16 years and over not in employment the week before the census","Unemployment history: Not in employment: Worked in the last 12 months","Unemployment history: Not in employment: Not worked in the last 12 months","Unemployment history: Not in employment: Never worked"
2021,"Hounslow 001","E02000526",2481,395,1460,626
2021,"Hounslow 004","E02000529",3351,519,1307,1525
2021,"Hounslow 005","E02000530",2792,434,975,1383
2021,"Hounslow 006","E02000531",3332,533,1729,1070
2021,"Hounslow 007","E02000532",2846,413,1736,697
2021,"Hounslow 008","E02000533",2417,366,1448,603
2021,"Hounslow 009","E02000534",2527,425,1314,788
2021,"Hounslow 010","E02000535",3612,600,1594,1418
2021,"Hounslow 011","E02000536",3784,630,1532,1622
2021,"Hounslow 012","E02000537",3130,513,1449,1168
2021,"Hounslow 013","E02000538",3449,678,1316,1455
2021,"Hounslow 014","E02000539",3350,579,1633,1138
2021,"Hounslow 015","E02000540",3534,616,1565,1353
2021,"Hounslow 016","E02000541",3665,601,1519,1545
2021,"Hounslow 017","E02000542",4021,712,1610,1699
2021,"Hounslow 018","E02000543",4010,782,1630,1598
2021,"Hounslow 019","E02000544",2704,405,1460,839
2021,"Hounslow 020","E02000545",2877,433,1434,1010
2021,"Hounslow 021","E02000546",3369,563,1359,1447
2021,"Hounslow 022","E02000547",3562,597,1731,1234
2021,"Hounslow 023","E02000548",3200,534,1462,1204
2021,"Hounslow 024","E02000549",3977,619,1871,1487
2021,"Hounslow 025","E02000550",3022,567,1309,1146
2021,"Hounslow 026","E02000551",3104,491,1429,1184
2021,"Hounslow 027","E02000552",2592,480,1226,886
2021,"Hounslow 028","E02000553",2220,330,1192,698
2021,"Islington 001","E02000554",3102,441,1498,1163
2021,"Islington 002","E02000555",3050,590,1416,1044
2021,"Islington 003","E02000556",3311,665,1510,1136
2021,"Islington 004","E02000557",2694,503,1277,914
2021,"Islington 005","E02000558",3569,610,1460,1499
2021,"Islington 006","E02000559",2333,379,1134,820
2021,"Islington 007","E02000560",2064,498,911,655
2021,"Islington 008","E02000561",2138,420,1114,604
2021,"Islington 009","E02000562",2315,375,1168,772
2021,"Islington 010","E02000563",3027,524,1364,1139
2021,"Islington 011","E02000564",3448,723,1500,1225
2021,"Islington 012","E02000565",2693,505,1118,1070
2021,"Islington 013","E02000566",2244,362,1217,665
2021,"Islington 014","E02000567",3003,480,1559,964
2021,"Islington 015","E02000568",4360,800,1913,1647
2021,"Islington 016","E02000569",3187,481,1677,1029
2021,"Islington 017","E02000570",2217,383,1303,531
2021,"Islington 018","E02000571",2834,496,1350,988
2021,"Islington 019","E02000572",3255,561,1370,1324
2021,"Islington 020","E02000573",2961,563,1480,918
2021,"Islington 021","E02000574",2952,544,1319,1089
2021,"Islington 022","E02000575",4118,864,1698,1556
2021,"Islington 023","E02000576",3778,676,1695,1407
2021,"Kensington and Chelsea 001","E02000577",3225,472,1342,1411
2021,"Kensington and Chelsea 002","E02000578",2609,337,1118,1154
2021,"Kensington and Chelsea 003","E02000579",3129,424,1595,1110
2021,"Kensington and Chelsea 004","E02000580",2906,420,1554,932
2021,"Kensington and Chelsea 005","E02000581",3215,435,1450,1330
2021,"Kensington and Chelsea 006","E02000582",2209,345,1278,586
2021,"Kensington and Chelsea 007","E02000583",2080,320,1238,522
2021,"Kensington and Chelsea 008","E02000584",2384,367,1370,647
2021,"Kensington and Chelsea 009","E02000585",2864,411,1383,1070
2021,"Kensington and Chelsea 010","E02000586",2517,368,1180,969
2021,"Kensington and Chelsea 011","E02000587",2303,290,1219,794
2021,"Kensington and Chelsea 012","E02000588",2230,341,1149,740
2021,"Kensington and Chelsea 013","E02000589",2795,550,1173,1072
2021,"Kensington and Chelsea 014","E02000590",2453,313,1319,821
2021,"Kensington and Chelsea 015","E02000591",2421,362,1075,984
2021,"Kensington and Chelsea 016","E02000592",1884,295,1008,581
2021,"Kensington and Chelsea 017","E02000593",2738,486,1245,1007
2021,"Kensington and Chelsea 018","E02000594",2504,306,1580,618
2021,"Kensington and Chelsea 019","E02000595",2329,322,1333,674
2021,"Kensington and Chelsea 020","E02000596",2234,410,1121,703
2021,"Kensington and Chelsea 021","E02000597",2619,382,1346,891
2021,"Kingston upon Thames 001","E02000598",2358,320,1497,541
2021,"Kingston upon Thames 002","E02000599",2767,312,1622,833
2021,"Kingston upon Thames 003","E02000600",2337,401,1313,623
2021,"Kingston upon Thames 004","E02000601",3183,540,1792,851
2021,"Kingston upon Thames 005","E02000602",3537,762,1662,1113
2021,"Kingston upon Thames 006","E02000603",2862,511,1311,1040
2021,"Kingston upon Thames 007","E02000604",2639,419,1432,788
2021,"Kingston upon Thames 008","E02000605",2689,360,1577,752
2021,"Kingston upon Thames 009","E02000606",3280,753,1733,794
2021,"Kingston upon Thames 010","E02000607",2209,487,1266,456
2021,"Kingston upon Thames 011","E02000608",1929,441,1024,464
2021,"Kingston upon Thames 012","E02000609",2765,341,1568,856
2021,"Kingston upon Thames 013","E02000610",2263,391,1314,558
2021,"Kingston upon Thames 014","E02000611",2439,317,1573,549
2021,"Kingston upon Thames 015","E02000612",2736,334,1724,678
2021,"Kingston upon Thames 016","E02000613",2208,337,1353,518
2021,"Kingston upon Thames 017","E02000614",2692,464,1391,837
2021,"Kingston upon Thames 018","E02000615",2243,315,1412,516
2021,"Kingston upon Thames 019","E02000616",1579,229,1036,314
2021,"Kingston upon Thames 020","E02000617",2602,364,1553,685
2021,"Lambeth 002","E02000619",2927,538,1398,991
2021,"Lambeth 003","E02000620",2928,577,1383,968
2021,"Lambeth 004","E02000621",3779,836,1488,1455
2021,"Lambeth 005","E02000622",2256,457,1047,752
2021,"Lambeth 006","E02000623",2397,465,1093,839
2021,"Lambeth 007","E02000624",2574,554,1151,869
2021,"Lambeth 008","E02000625",2495,568,991,936
2021,"Lambeth 009","E02000626",2621,483,1114,1024
2021,"Lambeth 010","E02000627",2479,510,1089,880
2021,"Lambeth 011","E02000628",3344,681,1346,1317
2021,"Lambeth 012","E02000629",2029,403,1005,621
2021,"Lambeth 013","E02000630",1780,302,991,487
2021,"Lambeth 014","E02000631",2392,442,1139,811
2021,"Lambeth 015","E02000632",1775,460,804,511
2021,"Lambeth 016","E02000633",2590,541,1106,943
2021,"Lambeth 017","E02000634",1856,312,932,612
2021,"Lambeth 018","E02000635",2407,465,1168,774
2021,"Lambeth 019","E02000636",1485,306,814,365
2021,"Lambeth 020","E02000637",1777,429,858,490
2021,"Lambeth 021","E02000638",3007,610,1447,950
2021,"Lambeth 022","E02000639",2446,546,1046,854
2021,"Lambeth 023","E02000640",1994,409,1052,533
2021,"Lambeth 024","E02000641",2679,459,1157,1063
2021,"Lambeth 025","E02000642",2669,440,1411,818
2021,"Lambeth 026","E02000643",2323,515,983,825
2021,"Lambeth 027","E02000644",2043,372,1025,646
2021,"Lambeth 028","E02000645",2531,452,1302,777
2021,"Lambeth 029","E02000646",2364,460,1161,743
2021,"Lambeth 030","E02000647",2449,405,1314,730
2021,"Lambeth 031","E02000648",2405,392,1098,915
2021,"Lambeth 032","E02000649",2987,619,1368,1000
2021,"Lambeth 033","E02000650",2162,370,1128,664
2021,"Lambeth 034","E02000651",2403,442,1240,721
2021,"Lambeth 035","E02000652",2284,411,1049,824
2021,"Lewisham 001","E02000653",3452,716,1367,1369
2021,"Lewisham 002","E02000654",2732,564,1205,963
2021,"Lewisham 003","E02000655",3039,726,1214,1099
2021,"Lewisham 005","E02000657",3209,865,1338,1006
2021,"Lewisham 006","E02000658",2479,561,1150,768
2021,"Lewisham 007","E02000659",2284,402,1187,695
2021,"Lewisham 008","E02000660",1939,419,919,601
2021,"Lewisham 009","E02000661",1842,292,1136,414
2021,"Lewisham 010","E02000662",2188,423,964,801
2021,"Lewisham 011","E02000663",1878,399,979,500
2021,"Lewisham 013","E02000665",2252,427,1159,666
2021,"Lewisham 014","E02000666",1941,396,987,558
2021,"Lewisham 015","E02000667",1666,298,847,521
2021,"Lewisham 016","E02000668",1883,293,1076,514
2021,"Lewisham 017","E02000669",2145,414,1047,684
2021,"Lewisham 018","E02000670",1978,344,986,648
2021,"Lewisham 019","E02000671",2099,366,1163,570
2021,"Lewisham 020","E02000672",2877,469,1359,1049
2021,"Lewisham 021","E02000673",1938,387,1099,452
2021,"Lewisham 022","E02000674",2576,386,1320,870
2021,"Lewisham 023","E02000675",2546,414,1424,708
2021,"Lewisham 024","E02000676",1886,310,1067,509
2021,"Lewisham 025","E02000677",2276,311,1175,790
2021,"Lewisham 026","E02000678",2196,393,995,808
2021,"Lewisham 027","E02000679",2288,369,1206,713
2021,"Lewisham 028","E02000680",1973,380,1003,590
2021,"Lewisham 029","E02000681",2740,379,1378,983
2021,"Lewisham 030","E02000682",2997,441,1386,1170
2021,"Lewisham 031","E02000683",2194,345,1056,793
2021,"Lewisham 033","E02000685",2406,356,1315,735
2021,"Lewisham 034","E02000686",2399,399,1083,917
2021,"Lewisham 035","E02000687",2391,369,1294,728
2021,"Merton 001","E02000689",2109,389,1214,506
2021,"Merton 002","E02000690",2255,200,1610,445
2021,"Merton 003","E02000691",1788,337,1046,405
2021,"Merton 004","E02000692",2260,311,1483,466
2021,"Merton 005","E02000693",2222,484,1135,603
2021,"Merton 006","E02000694",1942,373,1092,477
2021,"Merton 007","E02000695",2566,411,1294,861
2021,"Merton 008","E02000696",2175,451,984,740
2021,"Merton 009","E02000697",1743,357,949,437
2021,"Merton 010","E02000698",2512,340,1621,551
2021,"Merton 011","E02000699",1947,312,1233,402
2021,"Merton 012","E02000700",2544,446,1164,934
2021,"Merton 013","E02000701",2686,397,1240,1049
2021,"Merton 014","E02000702",2773,464,1328,981
2021,"Merton 015","E02000703",2421,315,1566,540
2021,"Merton 016","E02000704",2266,394,1303,569
2021,"Merton 017","E02000705",2793,418,1415,960
2021,"Merton 018","E02000706",2974,448,1321,1205
2021,"Merton 019","E02000707",2650,429,1252,969
2021,"Merton 020","E02000708",2457,354,1374,729
2021,"Merton 021","E02000709",2483,366,1561,556
2021,"Merton 022","E02000710",3039,455,1525,1059
2021,"Merton 023","E02000711",2702,435,1274,993
2021,"Merton 024","E02000712",3060,442,1552,1066
2021,"Merton 025","E02000713",2341,320,1400,621
2021,"Newham 001","E02000714",2359,405,912,1042
2021,"Newham 002","E02000715",2614,331,807,1476
2021,"Newham 003","E02000716",2548,372,851,1325
2021,"Newham 004","E02000717",2958,397,911,1650
2021,"Newham 005","E02000718",2633,357,850,1426
2021,"Newham 006","E02000719",2497,460,951,1086
2021,"Newham 007","E02000720",2538,356,958,1224
2021,"Newham 008","E02000721",3497,455,1122,1920
2021,"Newham 009","E02000722",2543,509,941,1093
2021,"Newham 010","E02000723",4024,524,1292,2208
2021,"Newham 011","E02000724",3647,543,1149,1955
2021,"Newham 012","E02000725",3000,584,1117,1299
2021,"Newham 014","E02000727",3148,444,902,1802
2021,"Newham 015","E02000728",2876,432,943,1501
2021,"Newham 016","E02000729",2454,401,884,1169
2021,"Newham 017","E02000730",3627,503,1093,2031
2021,"Newham 018","E02000731",3654,534,1156,1964
2021,"Newham 019","E02000732",3278,441,1063,1774
2021,"Newham 020","E02000733",3367,595,1254,1518
2021,"Newham 021","E02000734",2423,408,864,1151
2021,"Newham 022","E02000735",2947,479,975,1493
2021,"Newham 023","E02000736",3151,475,1023,1653
2021,"Newham 024","E02000737",3496,500,1228,1768
2021,"Newham 025","E02000738",2834,455,927,1452
2021,"Newham 026","E02000739",2526,442,852,1232
2021,"Newham 027","E02000740",2240,435,813,992
2021,"Newham 028","E02000741",2644,429,971,1244
2021,"Newham 029","E02000742",2759,403,933,1423
2021,"Newham 030","E02000743",3418,610,1182,1626
2021,"Newham 031","E02000744",2789,508,1041,1240
2021,"Newham 032","E02000745",2641,494,992,1155
2021,"Newham 033","E02000746",3023,614,1089,1320
2021,"Newham 034","E02000747",3584,711,1386,1487
2021,"Newham 035","E02000748",1872,371,769,732
2021,"Newham 036","E02000749",3201,555,1095,1551
2021,"Redbridge 001","E02000751",3960,487,2587,886
2021,"Redbridge 002","E02000752",2542,369,1230,943
2021,"Redbridge 003","E02000753",2133,293,1098,742
2021,"Redbridge 004","E02000754",1963,265,1118,580
2021,"Redbridge 005","E02000755",1594,232,924,438
2021,"Redbridge 006","E02000756",4425,625,2262,1538
2021,"Redbridge 007","E02000757",3376,557,1993,826
2021,"Redbridge 008","E02000758",2384,329,1163,892
2021,"Redbridge 009","E02000759",3697,584,1862,1251
2021,"Redbridge 010","E02000760",2549,360,1242,947
2021,"Redbridge 012","E02000762",2296,284,1162,850
2021,"Redbridge 013","E02000763",2494,411,1170,913
2021,"Redbridge 014","E02000764",3841,549,2356,936
2021,"Redbridge 015","E02000765",2388,334,1090,964
2021,"Redbridge 017","E02000767",2685,377,1256,1052
2021,"Redbridge 018","E02000768",1757,230,1112,415
2021,"Redbridge 020","E02000770",2750,357,1154,1239
2021,"Redbridge 022","E02000772",2866,396,1066,1404
2021,"Redbridge 023","E02000773",3646,540,1338,1768
2021,"Redbridge 024","E02000774",2734,372,1055,1307
2021,"Redbridge 026","E02000776",2277,317,888,1072
2021,"Redbridge 027","E02000777",1930,228,1145,557
2021,"Redbridge 029","E02000779",2900,401,1061,1438
2021,"Redbridge 031","E02000781",5408,670,2137,2601
2021,"Redbridge 032","E02000782",3884,511,1263,2110
2021,"Redbridge 033","E02000783",2607,429,780,1398
2021,"Richmond upon Thames 001","E02000784",3495,421,2240,834
2021,"Richmond upon Thames 002","E02000785",2946,394,2054,498
2021,"Richmond upon Thames 003","E02000786",2946,407,1919,620
2021,"Richmond upon Thames 004","E02000787",3331,498,2017,816
2021,"Richmond upon Thames 005","E02000788",2377,371,1570,436
2021,"Richmond upon Thames 006","E02000789",1955,258,1309,388
2021,"Richmond upon Thames 007","E02000790",1567,268,986,313
2021,"Richmond upon Thames 008","E02000791",1871,313,1245,313
2021,"Richmond upon Thames 009","E02000792",2100,310,1416,374
2021,"Richmond upon Thames 010","E02000793",2565,370,1529,666
2021,"Richmond upon Thames 011","E02000794",1823,267,1135,421
2021,"Richmond upon Thames 012","E02000795",2232,271,1490,471
2021,"Richmond upon Thames 013","E02000796",3720,528,2035,1157
2021,"Richmond upon Thames 014","E02000797",1909,373,1179,357
2021,"Richmond upon Thames 015","E02000798",3026,488,1802,736
2021,"Richmond upon Thames 016","E02000799",2428,599,1331,498
2021,"Richmond upon Thames 017","E02000800",1692,226,1020,446
2021,"Richmond upon Thames 018","E02000801",1953,294,1283,376
2021,"Richmond upon Thames 019","E02000802",2064,306,1361,397
2021,"Richmond upon Thames 020","E02000803",3342,464,2135,743
2021,"Richmond upon Thames 021","E02000804",2222,361,1450,411
2021,"Richmond upon Thames 022","E02000805",3386,503,2147,736
2021,"Richmond upon Thames 023","E02000806",3313,442,2273,598
2021,"Southwark 001","E02000807",1777,409,928,440
2021,"Southwark 002","E02000808",3738,887,1465,1386
2021,"Southwark 004","E02000810",3188,576,1512,1100
2021,"Southwark 006","E02000812",3601,847,1414,1340
2021,"Southwark 007","E02000813",2841,557,1272,1012
2021,"Southwark 008","E02000814",2319,554,1043,722
2021,"Southwark 009","E02000815",2476,679,767,1030
2021,"Southwark 010","E02000816",2926,598,1255,1073
2021,"Southwark 011","E02000817",2379,369,1110,900
2021,"Southwark 012","E02000818",2974,662,1222,1090
2021,"Southwark 013","E02000819",2892,590,1159,1143
2021,"Southwark 014","E02000820",2970,619,1268,1083
2021,"Southwark 015","E02000821",2922,607,1119,1196
2021,"Southwark 016","E02000822",2141,379,925,837
2021,"Southwark 017","E02000823",2678,559,1232,887
2021,"Southwark 018","E02000824",3210,619,1259,1332
2021,"Southwark 019","E02000825",3423,690,1331,1402
2021,"Southwark 020","E02000826",2985,567,1265,1153
2021,"Southwark 021","E02000827",3390,661,1522,1207
2021,"Southwark 022","E02000828",2701,538,1118,1045
2021,"Southwark 023","E02000829",3246,603,1452,1191
2021,"Southwark 024","E02000830",2188,447,1103,638
2021,"Southwark 025","E02000831",2235,433,1145,657
2021,"Southwark 026","E02000832",3047,522,1398,1127
2021,"Southwark 027","E02000833",1962,385,918,659
2021,"Southwark 028","E02000834",2184,477,1117,590
2021,"Southwark 029","E02000835",1830,356,959,515
2021,"Southwark 030","E02000836",1849,294,1055,500
2021,"Southwark 031","E02000837",2298,316,1457,525
2021,"Southwark 032","E02000838",2429,487,1213,729
2021,"Southwark 033","E02000839",2487,366,1333,788
2021,"Sutton 001","E02000840",2740,408,1346,986
2021,"Sutton 002","E02000841",2752,446,1279,1027
2021,"Sutton 003","E02000842",2529,339,1471,719
2021,"Sutton 004","E02000843",2115,355,1177,583
2021,"Sutton 005","E02000844",2473,339,1381,753
2021,"Sutton 006","E02000845",2419,383,1408,628
2021,"Sutton 007","E02000846",2230,273,1308,649
2021,"Sutton 008","E02000847",2938,320,2010,608
2021,"Sutton 009","E02000848",2176,286,1322,568
2021,"Sutton 010","E02000849",2295,281,1410,604
2021,"Sutton 011","E02000850",3179,436,1882,861
2021,"Sutton 012","E02000851",3075,500,1682,893
2021,"Sutton 013","E02000852",2145,331,1287,527
2021,"Sutton 014","E02000853",2174,313,1301,560
2021,"Sutton 015","E02000854",2094,305,1347,442
2021,"Sutton 016","E02000855",2641,312,1775,554
2021,"Sutton 017","E02000856",2704,413,1654,637
2021,"Sutton 018","E02000857",2587,380,1485,722
2021,"Sutton 019","E02000858",2834,404,1430,1000
2021,"Sutton 020","E02000859",2970,302,1932,736
2021,"Sutton 021","E02000860",2557,347,1459,751
2021,"Sutton 022","E02000861",2663,314,1834,515
2021,"Sutton 024","E02000863",2186,258,1418,510
2021,"Tower Hamlets 001","E02000864",3415,585,1375,1455
2021,"Tower Hamlets 002","E02000865",2735,453,935,1347
2021,"Tower Hamlets 003","E02000866",2995,479,1355,1161
2021,"Tower Hamlets 004","E02000867",3069,650,1126,1293
2021,"Tower Hamlets 005","E02000868",2207,403,848,956
2021,"Tower Hamlets 006","E02000869",1907,301,804,802
2021,"Tower Hamlets 007","E02000870",2071,356,827,888
2021,"Tower Hamlets 008","E02000871",3665,588,1215,1862
2021,"Tower Hamlets 009","E02000872",2539,452,876,1211
2021,"Tower Hamlets 010","E02000873",4061,865,1130,2066
2021,"Tower Hamlets 011","E02000874",2692,460,875,1357
2021,"Tower Hamlets 012","E02000875",4514,724,1454,2336
2021,"Tower Hamlets 013","E02000876",2499,473,795,1231
2021,"Tower Hamlets 014","E02000877",4427,870,1408,2149
2021,"Tower Hamlets 015","E02000878",3864,749,1211,1904
2021,"Tower Hamlets 016","E02000879",3022,471,1050,1501
2021,"Tower Hamlets 017","E02000880",2229,418,716,1095
2021,"Tower Hamlets 018","E02000881",3519,652,1200,1667
2021,"Tower Hamlets 019","E02000882",4137,603,1237,2297
2021,"Tower Hamlets 020","E02000883",3402,499,1172,1731
2021,"Tower Hamlets 021","E02000884",4310,744,1124,2442
2021,"Tower Hamlets 022","E02000885",2677,375,887,1415
2021,"Tower Hamlets 023","E02000886",2637,493,957,1187
2021,"Tower Hamlets 024","E02000887",3564,632,1202,1730
2021,"Tower Hamlets 025","E02000888",2516,442,812,1262
2021,"Tower Hamlets 026","E02000889",2305,447,851,1007
2021,"Tower Hamlets 027","E02000890",1326,251,650,425
2021,"Tower Hamlets 030","E02000893",2274,403,991,880
2021,"Tower Hamlets 031","E02000894",2861,626,1159,1076
2021,"Waltham Forest 001","E02000895",3077,371,1748,958
2021,"Waltham Forest 002","E02000896",2998,375,1941,682
2021,"Waltham Forest 003","E02000897",2888,361,1524,1003
2021,"Waltham Forest 004","E02000898",2782,332,1624,826
2021,"Waltham Forest 005","E02000899",2925,426,1608,891
2021,"Waltham Forest 006","E02000900",2946,414,1400,1132
2021,"Waltham Forest 007","E02000901",3049,458,1762,829
2021,"Waltham Forest 008","E02000902",2828,482,1341,1005
2021,"Waltham Forest 009","E02000903",3256,466,1397,1393
2021,"Waltham Forest 010","E02000904",2274,349,1118,807
2021,"Waltham Forest 011","E02000905",2575,448,1134,993
2021,"Waltham Forest 012","E02000906",2557,425,1083,1049
2021,"Waltham Forest 013","E02000907",3410,593,1453,1364
2021,"Waltham Forest 014","E02000908",3255,671,1347,1237
2021,"Waltham Forest 015","E02000909",2362,390,1154,818
2021,"Waltham Forest 016","E02000910",3020,519,1338,1163
2021,"Waltham Forest 017","E02000911",3322,584,1385,1353
2021,"Waltham Forest 018","E02000912",2993,499,1166,1328
2021,"Waltham Forest 019","E02000913",2971,443,1271,1257
2021,"Waltham Forest 020","E02000914",4034,649,1511,1874
2021,"Waltham Forest 021","E02000915",2227,358,1111,758
2021,"Waltham Forest 022","E02000916",2985,580,1151,1254
2021,"Waltham Forest 023","E02000917",2441,515,1042,884
2021,"Waltham Forest 024","E02000918",2609,447,1180,982
2021,"Waltham Forest 025","E02000919",2536,449,1147,940
2021,"Waltham Forest 026","E02000920",3203,542,1347,1314
2021,"Waltham Forest 027","E02000921",3388,541,1440,1407
2021,"Waltham Forest 028","E02000922",2899,510,1277,1112
2021,"Wandsworth 001","E02000923",2175,316,1292,567
2021,"Wandsworth 003","E02000925",2314,396,1153,765
2021,"Wandsworth 004","E02000926",2579,542,1275,762
2021,"Wandsworth 005","E02000927",1940,292,1078,570
2021,"Wandsworth 006","E02000928",2087,306,1368,413
2021,"Wandsworth 007","E02000929",2579,435,1137,1007
2021,"Wandsworth 008","E02000930",2088,487,966,635
2021,"Wandsworth 009","E02000931",1475,312,855,308
2021,"Wandsworth 010","E02000932",2464,506,1348,610
2021,"Wandsworth 011","E02000933",2423,378,1502,543
2021,"Wandsworth 012","E02000934",1816,400,1008,408
2021,"Wandsworth 013","E02000935",3008,700,1262,1046
2021,"Wandsworth 014","E02000936",2308,383,1301,624
2021,"Wandsworth 015","E02000937",1752,308,966,478
2021,"Wandsworth 016","E02000938",3311,475,1798,1038
2021,"Wandsworth 017","E02000939",1870,262,1191,417
2021,"Wandsworth 018","E02000940",2115,394,975,746
2021,"Wandsworth 019","E02000941",2131,375,1195,561
2021,"Wandsworth 020","E02000942",2301,367,1354,580
2021,"Wandsworth 021","E02000943",1771,318,1012,441
2021,"Wandsworth 022","E02000944",2401,366,1158,877
2021,"Wandsworth 023","E02000945",2744,497,1188,1059
2021,"Wandsworth 024","E02000946",2519,453,1326,740
2021,"Wandsworth 025","E02000947",1851,371,992,488
2021,"Wandsworth 026","E02000948",1966,377,1075,514
2021,"Wandsworth 027","E02000949",2240,377,1427,436
2021,"Wandsworth 028","E02000950",2176,386,1097,693
2021,"Wandsworth 029","E02000951",1562,262,837,463
2021,"Wandsworth 030","E02000952",1447,242,789,416
2021,"Wandsworth 031","E02000953",1636,409,761,466
2021,"Wandsworth 032","E02000954",1657,286,862,509
2021,"Wandsworth 033","E02000955",1958,302,918,738
2021,"Wandsworth 034","E02000956",2151,464,897,790
2021,"Wandsworth 035","E02000957",2795,479,1264,1052
2021,"Wandsworth 036","E02000958",2614,495,1319,800
2021,"Wandsworth 037","E02000959",2162,389,1008,765
2021,"Westminster 001","E02000960",2288,337,1131,820
2021,"Westminster 002","E02000961",3420,516,1584,1320
2021,"Westminster 003","E02000962",3058,546,1460,1052
2021,"Westminster 004","E02000963",4114,578,1645,1891
2021,"Westminster 005","E02000964",4428,719,1808,1901
2021,"Westminster 006","E02000965",2075,439,1039,597
2021,"Westminster 007","E02000966",2876,488,1514,874
2021,"Westminster 008","E02000967",2227,479,1003,745
2021,"Westminster 009","E02000968",6775,881,2443,3451
2021,"Westminster 010","E02000969",3992,567,1407,2018
2021,"Westminster 011","E02000970",2253,337,1166,750
2021,"Westminster 012","E02000971",2621,502,1154,965
2021,"Westminster 013","E02000972",3115,628,1304,1183
2021,"Westminster 014","E02000973",3166,599,1552,1015
2021,"Westminster 015","E02000974",3509,563,1295,1651
2021,"Westminster 016","E02000975",2446,546,1033,867
2021,"Westminster 017","E02000976",2958,515,1299,1144
2021,"Westminster 018","E02000977",2553,500,1099,954
2021,"Westminster 019","E02000978",3091,381,1325,1385
2021,"Westminster 020","E02000979",2991,471,1418,1102
2021,"Westminster 021","E02000980",3265,510,1647,1108
2021,"Westminster 022","E02000981",2697,412,1234,1051
2021,"Westminster 023","E02000982",3015,464,1445,1106
2021,"Westminster 024","E02000983",2789,384,1350,1055
2021,"Bromley 040","E02006782",2628,327,1655,646
2021,"Lewisham 037","E02006783",2440,372,1128,940
2021,"Lewisham 038","E02006784",2711,393,1301,1017
2021,"Bexley 029","E02006785",2234,309,1327,598
2021,"Greenwich 033","E02006786",2378,407,1175,796
2021,"Bromley 041","E02006787",2208,282,1438,488
2021,"Croydon 045","E02006788",2236,368,1099,769
2021,"Bromley 042","E02006789",2621,258,1913,450
2021,"Ealing 040","E02006791",1960,414,1035,511
2021,"Hounslow 029","E02006792",2764,405,1621,738
2021,"Enfield 037","E02006793",3711,538,1248,1925
2021,"Haringey 037","E02006794",2862,460,1090,1312
2021,"Harrow 032","E02006795",2547,336,1211,1000
2021,"Hillingdon 033","E02006796",2748,409,1553,786
2021,"Lewisham 039","E02006798",2685,609,1057,1019
2021,"Barking and Dagenham 023","E02006799",3681,481,1554,1646
2021,"Redbridge 034","E02006800",4853,738,1876,2239
2021,"Lambeth 036","E02006801",3488,707,1438,1343
2021,"Southwark 034","E02006802",3292,766,1293,1233
2021,"Sutton 025","E02006836",2954,361,1940,653
2021,"Tower Hamlets 032","E02006853",2921,572,1000,1349
2021,"Tower Hamlets 033","E02006854",1721,349,603,769
2021,"Harrow 033","E02006882",4824,658,2434,1732
2021,"Hackney 028","E02006918",2463,375,903,1185
2021,"Hackney 029","E02006921",2439,362,876,1201
2021,"Redbridge 035","E02006924",4700,611,2038,2051
2021,"Redbridge 036","E02006925",5034,661,2279,2094
2021,"Greenwich 034","E02006927",3617,517,1977,1123
2021,"Greenwich 035","E02006928",3305,891,1279,1135
2021,"Greenwich 037","E02006930",2167,468,1074,625
2021,"Greenwich 038","E02006931",2633,486,1370,777
2021,"Southwark 035","E02006941",1043,291,516,236
2021,"Southwark 036","E02006942",1564,351,719,494
2021,"Barnet 042","E02006953",2746,618,943,1185
2021,"Barnet 043","E02006954",2913,512,1148,1253
2021,"Brent 035","E02006955",2567,745,818,1004
2021,"Brent 036","E02006956",3344,705,1373,1266
2021,"Ealing 041","E02006968",2682,430,1494,758
2021,"Ealing 042","E02006969",1777,334,914,529
2021,"Ealing 043","E02006970",2637,386,755,1496
2021,"Ealing 044","E02006971",3189,521,1032,1636
2021,"Hounslow 030","E02006972",1652,277,818,557
2021,"Hounslow 031","E02006973",2542,409,1280,853
2021,"Croydon 046","E02006987",1607,399,663,545
2021,"Croydon 047","E02006988",1997,314,1044,639
2021,"Greenwich 039","E02006991",1208,320,524,364
2021,"Greenwich 040","E02006992",1913,343,915,655
2021,"Greenwich 041","E02006993",1832,409,716,707
2021,"Greenwich 042","E02006994",2152,435,911,806
2021,"Newham 038","E02006995",1849,467,573,809
2021,"Newham 039","E02006996",2478,583,812,1083
2021,"Newham 040","E02006997",1574,449,530,595
2021,"Newham 041","E02006998",1993,435,775,783
2021,"Newham 042","E02006999",2034,539,792,703
2021,"Lewisham 040","E02007008",1362,345,484,533
2021,"Lewisham 041","E02007009",2811,527,1352,932
2021,"Redbridge 037","E02007017",2785,421,1246,1118
2021,"Redbridge 038","E02007018",2142,361,857,924
2021,"Redbridge 039","E02007019",2306,342,740,1224
2021,"Redbridge 040","E02007020",3483,482,1172,1829
2021,"Wandsworth 038","E02007083",1851,444,754,653
2021,"Wandsworth 039","E02007084",2884,590,1271,1023
2021,"Hackney 030","E02007108",1222,267,562,393
2021,"Hackney 031","E02007109",2248,414,999,835
2021,"Hackney 032","E02007110",2258,414,884,960
2021,"Hackney 033","E02007111",1583,378,514,691
2021,"Tower Hamlets 034","E02007112",1237,326,409,502
