"date","geography","geography code","Religion (detailed): Total: All Usual Residents","Religion (detailed): Christian","Religion (detailed): Buddhist","Religion (detailed): Hindu","Religion (detailed): Jewish","Religion (detailed): Muslim","Religion (detailed): Sikh","Religion (detailed): No religion","Religion (detailed): No religion: Agnostic","Religion (detailed): No religion: Atheist","Religion (detailed): No religion: Free Thinker","Religion (detailed): No religion: Humanist","Religion (detailed): No religion: No religion","Religion (detailed): No religion: Realist","Religion (detailed): Other religion","Religion (detailed): Other religion: Alevi","Religion (detailed): Other religion: Animism","Religion (detailed): Other religion: Baha'i","Religion (detailed): Other religion: Believe in God","Religion (detailed): Other religion: Brahma Kumari","Religion (detailed): Other religion: Chinese Religion","Religion (detailed): Other religion: Church of All Religion","Religion (detailed): Other religion: Confucianist","Religion (detailed): Other religion: Deist","Religion (detailed): Other religion: Druid","Religion (detailed): Other religion: Druze","Religion (detailed): Other religion: Eckankar","Religion (detailed): Other religion: Heathen","Religion (detailed): Other religion: Jain","Religion (detailed): Other religion: Mixed Religion","Religion (detailed): Other religion: Mysticism","Religion (detailed): Other religion: Native American Church","Religion (detailed): Other religion: New Age","Religion (detailed): Other religion: Occult","Religion (detailed): Other religion: Other religions","Religion (detailed): Other religion: Own Belief System","Religion (detailed): Other religion: Pagan","Religion (detailed): Other religion: Pantheism","Religion (detailed): Other religion: Rastafarian","Religion (detailed): Other religion: Ravidassia","Religion (detailed): Other religion: Reconstructionist","Religion (detailed): Other religion: Satanism","Religion (detailed): Other religion: Scientology","Religion (detailed): Other religion: Shamanism","Religion (detailed): Other religion: Shintoism","Religion (detailed): Other religion: Spiritual","Religion (detailed): Other religion: Spiritualist","Religion (detailed): Other religion: Taoist","Religion (detailed): Other religion: Theism","Religion (detailed): Other religion: Thelemite","Religion (detailed): Other religion: Traditional African Religion","Religion (detailed): Other religion: Unification Church","Religion (detailed): Other religion: Universalist","Religion (detailed): Other religion: Valmiki","Religion (detailed): Other religion: Vodun","Religion (detailed): Other religion: Wicca","Religion (detailed): Other religion: Witchcraft","Religion (detailed): Other religion: Yazidi","Religion (detailed): Other religion: Zoroastrian","Religion (detailed): Religion not stated"
2021,"Ealing 017","E02000254",9210,1480,40,1840,3,1749,3239,414,0,0,0,0,414,0,57,0,0,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,0,0,5,0,0,0,0,31,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,388
2021,"Ealing 018","E02000255",9864,4082,70,347,51,1891,196,2387,8,0,0,1,2378,0,88,0,0,0,0,0,0,0,0,0,0,6,0,0,8,7,0,0,0,0,25,1,6,0,4,0,0,1,0,2,1,4,7,0,0,0,0,0,0,3,0,1,0,0,12,752
2021,"Ealing 019","E02000256",9175,3954,101,423,63,897,211,2694,8,1,0,1,2684,0,59,0,0,6,0,0,0,0,1,1,1,1,0,0,7,3,0,0,0,0,16,0,5,0,0,1,0,0,1,0,2,6,1,3,0,0,0,0,0,0,0,1,0,0,3,773
2021,"Ealing 021","E02000258",6894,2782,214,114,18,1193,47,1811,3,3,0,5,1800,0,34,0,0,0,0,0,0,0,0,1,0,4,0,0,3,2,1,0,0,0,7,0,1,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,681
2021,"Ealing 022","E02000259",6579,3333,37,197,21,751,100,1672,4,0,0,1,1667,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,1,2,0,0,6,2,0,0,0,0,1,0,0,1,0,0,0,4,432
2021,"Ealing 023","E02000260",9840,2039,38,1557,7,2490,2884,336,0,0,0,0,336,0,72,0,0,0,1,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,18,0,1,0,0,27,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,1,0,0,1,417
2021,"Ealing 024","E02000261",12652,4901,88,226,27,3278,60,2827,9,3,0,1,2814,0,100,1,0,1,2,0,0,0,1,3,1,5,1,0,1,2,0,0,0,0,50,0,5,0,2,1,0,3,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,9,1145
2021,"Ealing 025","E02000262",9345,3731,93,96,45,1836,54,2697,8,0,0,0,2689,0,78,0,0,2,1,0,0,0,0,0,0,4,0,0,5,3,0,0,0,1,17,0,3,0,6,2,0,1,0,0,1,15,12,0,0,0,0,0,0,0,0,1,0,0,4,715
2021,"Ealing 026","E02000263",13705,2768,41,2418,2,3938,3510,412,3,0,0,0,409,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,83,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,509
2021,"Ealing 027","E02000264",8497,3579,140,200,54,1051,165,2482,3,1,0,1,2477,0,54,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,18,1,3,0,0,1,0,0,0,0,6,9,3,0,0,0,0,1,0,0,1,1,0,0,1,772
2021,"Ealing 028","E02000265",11236,4591,88,279,47,1952,273,3094,10,1,0,3,3080,0,99,5,0,4,1,1,0,0,0,2,0,1,0,0,9,5,0,0,0,0,25,21,5,0,4,0,0,0,0,0,1,11,2,1,0,0,0,0,0,0,0,1,0,0,0,813
2021,"Ealing 029","E02000266",13116,3366,84,1219,17,4025,2210,1451,1,2,0,1,1447,0,70,0,0,0,0,0,0,0,0,2,0,0,0,1,14,0,0,0,0,0,14,0,3,0,5,14,0,1,0,7,1,2,2,0,0,0,1,0,0,0,1,1,0,0,1,674
2021,"Ealing 030","E02000267",8149,3909,95,183,16,841,160,2370,6,1,0,0,2363,0,34,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,9,0,2,0,0,0,0,0,3,0,0,9,2,0,1,0,0,0,0,0,0,1,0,0,0,541
2021,"Ealing 031","E02000268",9249,4030,103,255,64,1017,110,2860,10,3,0,0,2847,0,74,0,0,0,2,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,19,0,5,1,2,0,1,0,1,1,6,9,9,0,0,0,0,0,0,0,0,2,0,0,5,736
2021,"Ealing 032","E02000269",8169,3583,88,251,43,499,131,2946,4,4,0,3,2935,0,43,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,12,5,4,0,0,0,0,0,0,0,0,0,0,3,585
2021,"Ealing 033","E02000270",9607,3493,104,176,36,2303,80,2759,8,1,0,0,2750,0,50,1,0,2,0,0,0,0,0,1,0,3,0,1,1,3,0,0,2,0,21,0,3,2,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,606
2021,"Ealing 034","E02000271",6949,3174,54,110,65,429,22,2479,2,1,0,3,2473,0,50,4,0,1,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,10,1,6,0,0,0,0,2,0,0,1,3,12,0,0,0,0,0,0,0,0,1,0,0,1,566
2021,"Ealing 035","E02000272",6716,2950,62,224,36,537,124,2196,8,0,0,0,2188,0,67,0,1,3,1,0,0,0,0,0,0,4,0,0,14,7,0,0,0,0,8,0,4,0,2,0,1,0,2,0,0,6,6,0,0,0,0,0,1,0,0,3,0,0,4,520
2021,"Ealing 038","E02000275",8170,1844,24,999,5,1396,3140,371,3,0,0,0,368,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,0,4,0,5,31,0,0,0,2,0,1,1,0,0,0,0,0,0,8,0,0,0,0,0,321
2021,"Ealing 039","E02000276",6760,3015,61,190,26,514,44,2408,6,3,0,2,2397,0,31,0,0,1,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,5,0,1,0,1,2,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,2,471
2021,"Enfield 001","E02000277",7529,3880,34,107,20,1259,31,1382,4,1,0,0,1377,0,337,311,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,479
2021,"Enfield 002","E02000278",9430,4131,37,139,18,1944,24,1928,2,3,0,0,1923,0,592,526,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,29,0,11,0,6,0,0,1,0,0,0,6,3,0,0,0,1,0,0,0,0,1,0,0,0,617
2021,"Enfield 003","E02000279",12320,5815,47,236,20,2305,29,2428,6,1,0,1,2420,0,570,502,0,0,3,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,29,0,7,1,4,0,0,2,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,1,0,870
2021,"Enfield 004","E02000280",8631,4381,22,115,82,644,12,2627,2,0,0,3,2622,0,179,149,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,8,0,3,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,569
2021,"Enfield 005","E02000281",9655,4427,61,391,28,1275,25,2596,3,3,0,1,2589,0,233,190,0,0,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,17,0,4,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,619
2021,"Enfield 006","E02000282",9953,4205,24,156,21,2427,23,1914,5,1,0,2,1906,0,535,481,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,26,0,11,0,3,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,1,0,648
2021,"Enfield 007","E02000283",8535,3935,22,163,13,1756,27,1581,4,0,0,0,1577,0,439,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,2,599
2021,"Enfield 008","E02000284",8735,4381,54,162,79,627,3,2629,4,3,0,3,2619,0,104,65,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,10,2,3,0,0,1,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,696
2021,"Enfield 009","E02000285",6642,3873,43,191,25,502,26,1499,5,1,0,3,1490,0,75,50,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,1,0,0,0,0,0,0,408
2021,"Enfield 010","E02000286",8685,4424,79,241,296,618,23,2366,5,3,0,2,2356,0,118,71,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,12,0,2,0,0,3,0,0,0,1,1,6,4,1,0,0,2,0,0,0,0,1,0,0,0,520
2021,"Enfield 011","E02000287",7357,3340,77,425,695,719,43,1366,3,1,0,1,1361,0,157,42,0,0,1,0,0,0,0,0,1,0,0,1,74,6,0,0,0,0,24,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,535
2021,"Enfield 012","E02000288",12784,4737,61,227,19,4440,21,1760,2,2,0,0,1756,0,479,427,0,1,0,2,0,0,0,0,0,0,0,2,4,1,0,0,0,0,29,0,1,0,3,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,1040
2021,"Enfield 013","E02000289",6773,3378,41,442,199,693,14,1377,1,0,0,3,1373,0,158,68,0,4,2,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,2,471
2021,"Enfield 014","E02000290",6683,2724,13,137,6,1926,24,1158,3,1,0,0,1154,0,295,259,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,2,19,0,2,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,400
2021,"Enfield 015","E02000291",10163,4934,75,167,92,1425,30,2468,2,2,0,0,2464,0,232,172,0,1,2,0,0,0,0,2,0,2,0,1,4,0,0,0,0,0,21,0,9,1,2,0,0,1,0,0,1,3,3,0,0,0,1,0,2,0,0,0,0,2,2,740
2021,"Enfield 016","E02000292",9837,4668,43,295,35,1714,18,2223,9,1,0,1,2212,0,192,129,0,0,0,0,0,0,0,1,0,0,0,1,9,6,0,0,0,0,26,0,1,0,6,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,1,0,0,1,649
2021,"Enfield 017","E02000293",6399,3436,48,261,143,472,27,1479,3,0,0,1,1475,0,130,81,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,8,1,5,0,0,0,0,1,0,0,0,0,0,0,403
2021,"Enfield 018","E02000294",9371,4090,10,288,12,2584,47,1297,1,0,0,0,1296,0,375,318,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,0,1,0,9,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,668
2021,"Enfield 019","E02000295",8693,4050,83,425,204,1038,58,1976,3,3,0,0,1970,0,218,105,0,0,0,0,0,0,0,0,0,0,0,0,68,4,0,0,0,0,14,3,7,0,1,0,0,2,0,0,1,5,4,0,0,0,1,0,0,0,0,1,1,0,1,641
2021,"Enfield 020","E02000296",10341,4541,72,432,326,1422,52,2296,7,1,0,1,2287,0,282,129,0,3,0,0,0,0,0,1,1,0,0,0,70,10,0,0,0,0,46,0,6,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,918
2021,"Enfield 021","E02000297",9396,5054,31,369,92,1112,51,1847,4,1,0,1,1841,0,142,96,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,0,5,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,698
2021,"Enfield 022","E02000298",8254,4729,25,263,149,546,62,1882,2,1,0,1,1878,0,71,25,0,4,0,0,0,0,0,0,0,0,0,0,9,5,1,0,0,0,9,4,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,1,527
2021,"Enfield 023","E02000299",9493,4173,38,331,14,2790,43,1129,2,0,1,0,1126,0,363,303,0,0,1,0,0,0,0,2,0,0,0,2,4,7,0,0,0,0,19,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,3,0,0,3,612
2021,"Enfield 024","E02000300",8851,4284,48,391,86,2103,35,1023,2,0,0,0,1021,0,303,272,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,578
2021,"Enfield 025","E02000301",10217,4530,33,278,15,2792,37,1473,6,0,0,0,1467,0,424,372,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,0,22,0,1,0,5,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,2,0,0,2,635
2021,"Enfield 026","E02000302",8668,4089,33,374,77,1421,42,1687,2,3,0,1,1681,0,167,94,0,3,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,16,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,778
2021,"Enfield 027","E02000303",8366,3534,42,224,5,2296,22,1248,3,1,1,0,1243,0,429,383,0,2,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,17,0,3,1,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,2,566
2021,"Enfield 028","E02000304",8038,3635,67,320,379,939,78,1973,6,1,0,2,1964,0,139,17,0,7,0,0,0,0,0,0,0,0,0,0,95,6,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,508
2021,"Enfield 029","E02000305",8879,4428,62,180,123,902,33,2419,7,1,0,6,2405,0,120,46,0,3,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,1,612
2021,"Enfield 030","E02000306",9133,3722,26,161,10,2925,21,1170,1,2,0,1,1166,0,528,480,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,0,0,18,0,2,0,2,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,8,570
2021,"Enfield 031","E02000307",10113,4799,56,466,33,2437,58,1311,2,3,0,0,1306,0,278,217,0,0,3,0,0,0,0,0,0,0,0,1,35,5,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,675
2021,"Enfield 032","E02000308",8756,3724,41,383,114,1299,29,2143,4,2,0,33,2104,0,292,100,0,1,1,0,0,0,0,0,0,0,0,0,146,3,0,0,0,0,20,0,2,1,2,0,0,1,1,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,3,731
2021,"Enfield 033","E02000309",11797,4875,75,494,4,3754,28,1462,1,0,0,0,1461,0,311,261,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,22,0,1,0,4,1,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,2,0,0,1,794
2021,"Enfield 035","E02000311",10546,4752,89,413,74,2205,42,1719,0,0,0,0,1719,0,429,285,0,0,0,0,0,0,0,0,0,0,0,0,93,3,0,0,0,0,23,0,0,0,8,0,0,0,0,0,1,8,3,1,0,0,0,0,0,0,0,1,0,0,3,823
2021,"Enfield 036","E02000312",11304,5246,53,367,196,1368,34,3013,8,2,0,2,3001,0,223,72,0,0,1,0,0,0,0,1,0,0,0,0,94,9,0,0,0,1,20,2,8,0,2,0,0,0,0,0,1,8,1,0,0,0,1,0,0,0,0,0,1,0,1,804
2021,"Greenwich 001","E02000313",6487,3731,56,40,6,558,33,1670,2,0,0,0,1668,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,374
2021,"Greenwich 002","E02000314",14104,8073,195,285,22,1718,56,2807,11,5,0,0,2791,0,57,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,1,4,1,5,0,0,0,0,14,0,4,4,0,0,0,0,0,1,0,0,0,0,0,1,891
2021,"Greenwich 003","E02000315",9865,5340,142,269,8,858,126,2468,1,1,0,1,2465,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,21,0,4,0,0,0,0,1,0,3,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,609
2021,"Greenwich 005","E02000317",7559,3486,224,204,14,1064,38,2077,5,0,0,2,2070,0,35,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,10,0,5,0,1,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,417
2021,"Greenwich 006","E02000318",11063,3923,704,1783,12,1545,421,1836,6,0,0,2,1828,0,126,1,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,22,1,6,0,1,1,0,1,1,77,0,4,1,0,0,0,2,0,0,0,1,0,0,0,0,713
2021,"Greenwich 007","E02000319",10617,4440,349,921,14,1295,158,2727,1,2,1,1,2722,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,1,12,0,1,0,0,2,2,23,0,10,7,1,0,1,0,0,0,0,0,0,0,0,2,630
2021,"Greenwich 008","E02000320",7040,3483,115,364,11,692,170,1728,1,0,0,0,1727,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,8,0,5,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,1,452
2021,"Greenwich 009","E02000321",7722,3448,217,365,7,962,100,2057,3,1,0,0,2053,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,5,0,5,0,0,0,0,6,0,1,6,3,0,0,1,0,0,0,0,3,0,0,0,523
2021,"Greenwich 011","E02000323",12857,5191,329,1117,18,2099,354,2963,9,0,0,0,2954,0,93,4,0,1,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,31,1,4,0,3,0,0,1,0,12,0,14,11,0,0,0,3,0,0,0,0,0,0,1,0,693
2021,"Greenwich 012","E02000324",7866,3320,123,335,24,773,90,2584,9,1,0,3,2571,0,54,2,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,17,0,8,1,3,0,0,0,0,0,1,5,7,1,0,0,0,0,0,0,2,0,0,0,1,563
2021,"Greenwich 014","E02000326",7798,3002,68,268,22,495,128,3212,7,4,0,6,3195,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,14,1,6,1,1,0,0,0,0,0,1,4,0,3,0,0,1,0,1,0,0,1,0,0,0,564
2021,"Greenwich 015","E02000327",6622,3011,146,136,6,758,41,2122,1,0,0,0,2121,0,44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,5,0,0,0,0,6,0,6,1,1,0,0,0,0,0,0,0,3,1,0,0,358
2021,"Greenwich 016","E02000328",6511,2662,49,121,21,199,90,2878,5,1,0,1,2871,0,63,2,3,4,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,9,2,7,0,0,0,0,2,6,0,0,8,6,0,0,0,1,0,0,0,0,4,0,0,1,428
2021,"Greenwich 017","E02000329",6325,2942,88,229,5,436,263,1945,2,1,0,3,1939,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,13,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,388
2021,"Greenwich 019","E02000331",8235,3655,127,462,18,675,114,2653,2,1,0,2,2648,0,48,1,0,2,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,10,0,9,1,1,0,0,1,0,0,0,6,3,2,0,0,1,0,0,0,0,2,1,0,0,483
2021,"Greenwich 020","E02000332",7456,3600,85,136,9,462,99,2471,4,8,0,2,2457,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,8,1,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,3,0,0,0,555
2021,"Greenwich 021","E02000333",6240,2483,50,145,17,266,21,2782,3,1,0,3,2775,0,62,2,0,7,0,0,0,0,0,2,0,0,0,1,2,13,0,0,1,0,16,0,4,1,0,0,0,0,0,1,0,7,3,1,0,0,0,0,0,0,0,0,0,0,1,414
2021,"Greenwich 022","E02000334",6637,3086,109,218,26,523,84,2048,1,4,0,0,2043,0,56,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,12,0,0,0,0,3,0,0,0,5,8,0,1,0,0,0,2,0,0,0,0,0,0,487
2021,"Greenwich 023","E02000335",6671,3272,38,106,18,245,33,2507,4,1,0,1,2501,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,434
2021,"Greenwich 025","E02000337",8470,3982,102,136,8,554,44,3068,6,3,0,1,3058,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,19,0,4,0,0,0,0,0,0,1,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,536
2021,"Greenwich 027","E02000339",6289,3142,54,88,14,132,15,2477,3,1,0,0,2473,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,1,0,0,0,338
2021,"Greenwich 028","E02000340",6865,3624,39,144,17,406,51,2207,5,2,0,1,2199,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,362
2021,"Greenwich 029","E02000341",7991,3686,57,171,13,532,33,2999,7,1,0,1,2990,0,42,9,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,14,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2,0,0,0,458
2021,"Greenwich 030","E02000342",6346,2837,50,120,10,381,21,2456,2,1,0,0,2453,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,7,0,0,0,0,0,1,1,0,1,6,1,0,0,0,1,0,0,0,5,0,0,0,438
2021,"Greenwich 031","E02000343",7045,3337,50,215,15,469,44,2491,3,0,0,1,2486,1,16,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,2,0,0,0,408
2021,"Greenwich 032","E02000344",6430,3202,53,170,13,266,48,2195,5,1,0,0,2189,0,30,10,0,3,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,453
2021,"Hackney 001","E02000345",8201,1217,17,27,4212,466,37,934,4,1,0,1,928,0,92,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,4,1,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1199
2021,"Hackney 002","E02000346",9399,3261,106,90,215,1676,90,2882,9,4,0,3,2866,0,193,119,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,31,3,5,1,8,0,0,3,0,0,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,886
2021,"Hackney 003","E02000347",8153,1559,42,5,3073,599,72,1376,1,1,0,0,1374,0,151,113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,1,2,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,2,0,0,1276
2021,"Hackney 004","E02000348",8104,1728,34,23,2794,1003,40,1068,6,3,0,0,1059,0,186,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,2,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1228
2021,"Hackney 006","E02000350",10242,2094,57,15,1412,1529,88,3720,12,4,0,2,3702,0,190,80,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,37,1,7,30,8,0,0,0,0,0,0,11,7,5,0,0,0,0,0,0,0,1,0,0,0,1137
2021,"Hackney 007","E02000351",9284,2629,95,86,258,968,72,4221,17,6,0,4,4194,0,218,151,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,4,0,6,0,1,0,1,0,3,15,6,0,0,0,1,0,0,0,0,1,0,0,0,737
2021,"Hackney 008","E02000352",6747,1717,49,26,907,514,33,2869,15,1,0,1,2852,0,97,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,4,0,3,0,0,0,0,1,1,7,4,1,0,1,1,0,1,0,0,1,1,0,0,535
2021,"Hackney 009","E02000353",7762,1898,52,75,226,894,37,3971,10,6,0,3,3952,0,101,47,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,20,2,5,0,7,1,0,0,0,1,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,508
2021,"Hackney 010","E02000354",9607,2984,83,70,96,1843,109,3448,9,3,0,2,3434,0,281,192,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,52,0,5,5,3,0,1,0,0,0,0,11,0,0,0,0,0,0,1,0,0,2,0,0,0,693
2021,"Hackney 011","E02000355",8195,1969,68,102,88,1349,70,3763,8,8,0,2,3745,0,74,22,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,7,0,7,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,712
