"date","geography","geography code","Religion (detailed): Total: All Usual Residents","Religion (detailed): Christian","Religion (detailed): Buddhist","Religion (detailed): Hindu","Religion (detailed): Jewish","Religion (detailed): Muslim","Religion (detailed): Sikh","Religion (detailed): No religion","Religion (detailed): No religion: Agnostic","Religion (detailed): No religion: Atheist","Religion (detailed): No religion: Free Thinker","Religion (detailed): No religion: Humanist","Religion (detailed): No religion: No religion","Religion (detailed): No religion: Realist","Religion (detailed): Other religion","Religion (detailed): Other religion: Alevi","Religion (detailed): Other religion: Animism","Religion (detailed): Other religion: Baha'i","Religion (detailed): Other religion: Believe in God","Religion (detailed): Other religion: Brahma Kumari","Religion (detailed): Other religion: Chinese Religion","Religion (detailed): Other religion: Church of All Religion","Religion (detailed): Other religion: Confucianist","Religion (detailed): Other religion: Deist","Religion (detailed): Other religion: Druid","Religion (detailed): Other religion: Druze","Religion (detailed): Other religion: Eckankar","Religion (detailed): Other religion: Heathen","Religion (detailed): Other religion: Jain","Religion (detailed): Other religion: Mixed Religion","Religion (detailed): Other religion: Mysticism","Religion (detailed): Other religion: Native American Church","Religion (detailed): Other religion: New Age","Religion (detailed): Other religion: Occult","Religion (detailed): Other religion: Other religions","Religion (detailed): Other religion: Own Belief System","Religion (detailed): Other religion: Pagan","Religion (detailed): Other religion: Pantheism","Religion (detailed): Other religion: Rastafarian","Religion (detailed): Other religion: Ravidassia","Religion (detailed): Other religion: Reconstructionist","Religion (detailed): Other religion: Satanism","Religion (detailed): Other religion: Scientology","Religion (detailed): Other religion: Shamanism","Religion (detailed): Other religion: Shintoism","Religion (detailed): Other religion: Spiritual","Religion (detailed): Other religion: Spiritualist","Religion (detailed): Other religion: Taoist","Religion (detailed): Other religion: Theism","Religion (detailed): Other religion: Thelemite","Religion (detailed): Other religion: Traditional African Religion","Religion (detailed): Other religion: Unification Church","Religion (detailed): Other religion: Universalist","Religion (detailed): Other religion: Valmiki","Religion (detailed): Other religion: Vodun","Religion (detailed): Other religion: Wicca","Religion (detailed): Other religion: Witchcraft","Religion (detailed): Other religion: Yazidi","Religion (detailed): Other religion: Zoroastrian","Religion (detailed): Religion not stated"
2021,"Hillingdon 031","E02000524",7534,3624,84,344,16,1002,630,1400,2,3,0,0,1395,0,36,3,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,5,0,1,0,0,12,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,398
2021,"Hillingdon 032","E02000525",10059,3704,140,927,8,2124,1594,1046,0,3,0,0,1043,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,0,0,0,1,9,0,0,1,25,1,2,2,0,0,0,0,0,0,0,0,0,0,0,10,450
2021,"Hounslow 001","E02000526",8641,4039,66,94,117,435,50,2999,4,3,0,0,2992,0,48,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,15,0,7,0,1,0,0,0,0,1,1,3,5,0,1,0,0,0,0,0,0,1,0,0,1,793
2021,"Hounslow 004","E02000529",9716,2006,81,1208,4,2184,3227,600,1,0,0,0,599,0,62,0,0,0,2,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,7,1,6,1,0,14,0,0,0,0,0,2,6,0,1,0,0,0,0,10,0,0,0,0,0,344
2021,"Hounslow 005","E02000530",8121,1905,32,691,4,2481,1914,679,1,1,0,0,677,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,1,0,3,8,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,391
2021,"Hounslow 006","E02000531",11582,5219,115,293,38,1499,154,3373,12,2,0,0,3359,0,74,0,0,2,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,18,0,5,1,3,4,1,1,0,0,0,11,10,0,0,0,0,0,0,0,0,4,0,0,1,817
2021,"Hounslow 007","E02000532",8977,4093,81,176,89,710,70,3070,5,6,0,2,3057,0,46,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,6,0,3,1,0,1,0,1,0,0,0,7,3,1,0,0,0,0,0,0,0,3,1,0,2,642
2021,"Hounslow 008","E02000533",8405,3560,73,146,65,563,45,3213,2,2,0,3,3206,0,76,1,1,9,2,0,1,0,0,0,0,0,1,0,9,5,0,0,0,0,12,0,3,0,0,0,0,3,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,3,664
2021,"Hounslow 009","E02000534",8558,3337,89,924,11,1363,852,1393,4,0,0,2,1387,0,90,0,0,2,0,0,0,0,0,0,0,2,0,0,38,7,0,0,0,0,14,0,3,1,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,14,499
2021,"Hounslow 010","E02000535",10049,2516,73,1356,4,2066,2910,522,2,0,0,0,520,0,83,0,0,0,1,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,7,0,0,0,0,4,0,0,0,14,0,4,1,0,0,0,1,0,0,0,0,1,0,0,5,519
2021,"Hounslow 011","E02000536",10841,2986,132,1542,7,2424,2225,819,1,3,0,0,815,0,89,0,0,4,0,0,0,0,0,0,0,3,3,0,39,2,0,0,0,0,12,2,2,0,0,9,0,0,0,3,0,1,1,0,0,0,0,0,0,5,0,0,0,0,3,617
2021,"Hounslow 012","E02000537",9842,3020,139,1871,5,1753,1366,897,1,0,0,0,896,0,133,0,0,4,0,0,0,0,0,0,0,0,0,0,73,4,0,0,0,0,20,0,1,0,0,4,0,0,0,6,1,5,4,1,0,0,0,0,0,0,0,0,0,0,10,658
2021,"Hounslow 013","E02000538",10105,3779,140,995,4,1972,2170,586,1,0,0,0,585,0,64,0,0,4,0,0,0,0,0,0,0,1,0,0,21,9,0,0,0,0,9,0,2,0,0,6,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,395
2021,"Hounslow 014","E02000539",12219,5078,122,835,39,1805,248,3126,5,2,0,2,3117,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0,10,0,10,0,4,0,0,2,1,0,1,14,4,0,0,0,0,0,0,0,0,0,0,0,3,883
2021,"Hounslow 015","E02000540",12127,4826,266,1449,9,2275,580,1885,5,4,0,1,1875,0,104,1,0,1,5,0,0,0,0,0,0,4,0,0,29,4,0,0,0,0,16,0,9,0,0,1,0,2,0,16,0,5,5,1,0,0,0,0,0,0,1,0,0,0,4,733
2021,"Hounslow 016","E02000541",10617,4054,197,1351,4,2022,1507,868,1,0,0,0,867,0,90,1,0,0,1,0,0,0,0,0,0,0,0,0,32,8,0,0,0,0,6,0,4,0,1,8,1,0,1,22,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,524
2021,"Hounslow 017","E02000542",12305,4869,159,1913,6,2351,1193,990,1,1,0,1,987,0,142,0,0,3,4,0,0,0,0,0,0,0,0,0,58,16,0,0,0,0,23,0,1,0,1,0,0,0,0,18,1,6,2,0,0,0,0,0,0,1,0,0,0,0,8,682
2021,"Hounslow 018","E02000543",14001,5562,191,2735,4,2344,810,1417,3,1,0,1,1412,0,154,0,0,0,2,0,0,0,0,0,0,14,0,0,60,8,0,0,0,0,13,0,6,2,0,0,1,1,0,27,0,7,2,1,0,0,0,0,0,1,0,1,0,1,7,784
2021,"Hounslow 019","E02000544",8559,3515,80,1152,17,1238,804,1164,4,0,0,2,1158,0,59,0,0,1,1,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,8,0,4,0,0,4,0,0,0,10,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,530
2021,"Hounslow 020","E02000545",9237,3836,67,316,24,1724,215,2362,5,4,0,2,2351,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,11,0,7,0,0,0,0,0,0,0,1,4,4,0,1,0,1,0,0,0,0,3,0,5,5,645
2021,"Hounslow 021","E02000546",10428,3130,144,1526,4,2981,1134,901,2,0,0,1,898,0,105,0,0,0,1,0,0,0,0,0,0,0,0,4,38,8,0,0,0,1,24,0,12,0,0,3,0,0,0,6,0,3,0,0,0,1,0,0,0,0,0,0,1,0,3,503
2021,"Hounslow 022","E02000547",11002,4478,274,1086,7,1555,978,1915,4,0,0,2,1909,0,117,0,0,0,1,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,16,0,5,0,3,0,0,1,0,67,0,2,2,0,0,0,0,0,0,1,0,0,0,6,1,592
2021,"Hounslow 023","E02000548",10576,4120,221,940,10,1811,404,2412,6,3,0,3,2400,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,11,0,13,0,1,0,0,0,0,28,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,591
2021,"Hounslow 024","E02000549",12534,5376,343,1253,12,1828,486,2286,5,2,0,3,2276,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,4,0,0,2,0,0,0,76,0,4,1,2,0,0,0,0,0,0,1,0,0,0,6,833
2021,"Hounslow 025","E02000550",10711,4271,186,1354,8,1378,306,2500,1,1,0,0,2498,0,115,0,0,2,1,0,0,0,0,0,0,2,0,0,24,5,0,0,0,0,14,0,8,0,0,0,0,0,0,44,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,593
2021,"Hounslow 026","E02000551",9751,4053,140,470,4,1856,281,2310,4,1,0,0,2305,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,1,8,0,0,0,0,0,0,4,0,10,6,0,1,0,0,0,0,0,0,1,0,0,3,583
2021,"Hounslow 027","E02000552",9258,4359,198,573,13,1003,225,2251,4,2,0,1,2244,0,53,1,0,0,0,0,0,0,0,1,0,1,1,0,3,6,0,0,0,0,9,0,4,0,1,9,0,1,0,10,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,583
2021,"Hounslow 028","E02000553",7114,3129,74,373,9,979,228,1869,2,1,0,1,1865,0,46,3,0,1,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,15,1,4,0,0,5,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,407
2021,"Islington 001","E02000554",9355,3415,88,70,111,1336,23,3383,13,5,0,2,3363,0,177,78,0,0,5,0,0,0,0,2,0,0,3,0,2,2,0,0,0,0,43,0,9,1,6,2,1,2,0,0,0,12,4,1,2,0,0,0,0,0,0,1,0,0,1,752
2021,"Islington 002","E02000555",9575,3504,64,93,274,1047,29,3693,15,3,0,0,3675,0,161,80,0,0,0,0,0,0,0,0,0,4,0,0,2,9,0,0,0,0,28,0,8,1,2,0,0,1,0,0,1,13,6,0,0,0,0,0,0,0,0,3,1,0,2,710
2021,"Islington 003","E02000556",11399,3653,82,67,140,1637,33,4891,12,5,0,3,4871,0,124,40,0,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,27,0,6,2,3,0,0,0,2,0,0,24,5,1,0,0,0,0,0,0,0,4,0,0,3,772
2021,"Islington 004","E02000557",8781,3100,75,134,141,854,21,3638,13,4,0,3,3618,0,112,51,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,20,0,7,3,2,0,1,1,0,0,0,15,4,2,0,0,0,0,0,0,1,0,0,0,0,706
2021,"Islington 005","E02000558",9438,3178,85,49,57,2423,11,2618,6,1,0,1,2610,0,194,129,0,1,3,0,0,0,0,2,1,0,0,0,1,1,0,0,2,1,17,0,5,0,7,0,1,0,0,1,2,14,4,0,0,0,0,0,1,0,0,0,1,0,0,823
2021,"Islington 006","E02000559",9585,3208,58,79,115,1255,38,4001,20,8,0,1,3972,0,80,23,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,2,3,1,1,0,0,0,0,0,5,13,4,1,0,0,0,0,0,0,1,2,0,0,0,751
2021,"Islington 007","E02000560",7355,2453,78,101,58,770,7,3212,13,4,0,1,3194,0,90,22,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,21,1,11,1,1,1,0,3,0,0,0,9,4,1,0,0,0,0,2,0,1,2,0,0,1,586
2021,"Islington 008","E02000561",7387,2228,74,42,207,398,21,3823,8,9,0,3,3803,0,55,6,0,0,1,0,0,0,0,1,2,0,0,0,0,9,0,0,0,1,7,2,4,0,1,0,2,3,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,3,539
2021,"Islington 009","E02000562",7865,2612,65,49,135,920,40,3277,12,9,0,1,3255,0,138,75,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,20,0,6,0,7,0,0,0,0,0,1,10,7,0,0,0,0,0,0,0,0,0,0,0,1,629
2021,"Islington 010","E02000563",8683,3082,57,103,89,1202,18,3321,19,5,0,0,3297,0,182,120,2,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,15,1,8,1,0,0,0,1,0,0,0,16,7,3,0,0,0,0,1,0,0,0,0,0,0,629
2021,"Islington 011","E02000564",12417,3972,117,191,124,1338,32,5519,16,3,0,2,5498,0,161,58,1,4,0,0,0,0,0,2,3,0,0,1,8,6,0,0,0,0,21,1,13,0,3,1,0,2,0,0,1,26,1,3,0,0,0,0,1,0,0,1,1,0,3,963
2021,"Islington 012","E02000565",8544,2858,49,50,79,1157,26,3537,6,12,0,2,3517,0,173,122,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,18,0,5,0,6,0,0,1,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,615
2021,"Islington 013","E02000566",8553,2756,74,85,170,595,19,4132,10,5,1,3,4113,0,89,40,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1,8,0,1,0,0,1,0,0,0,10,3,1,0,0,0,0,2,0,0,2,0,0,1,633
2021,"Islington 014","E02000567",10439,3764,81,60,116,762,31,4654,14,5,0,3,4632,0,146,36,0,0,4,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,61,0,12,0,4,0,0,3,0,0,2,6,5,5,0,0,0,0,0,0,0,2,0,0,1,825
2021,"Islington 015","E02000568",11339,4047,113,135,51,1793,32,4129,6,2,0,2,4119,0,113,54,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,21,0,4,1,1,0,0,0,0,0,0,15,5,1,0,0,4,0,0,0,0,0,0,0,0,926
2021,"Islington 016","E02000569",9938,3658,64,79,133,1018,40,4064,14,3,0,2,4045,0,203,134,0,0,2,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,23,0,8,1,2,0,0,3,0,1,0,10,4,4,0,1,0,0,0,0,0,0,0,0,0,679
2021,"Islington 017","E02000570",8287,2970,60,69,143,342,16,4079,12,4,0,5,4058,0,50,15,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,1,1,0,1,558
2021,"Islington 018","E02000571",8918,3361,51,93,65,979,19,3554,8,3,0,2,3541,0,102,50,1,4,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,17,0,3,1,2,0,0,0,0,0,0,16,2,1,0,0,0,0,0,0,0,0,0,0,0,694
2021,"Islington 019","E02000572",8601,3260,118,61,20,1697,15,2675,11,9,0,0,2655,0,127,85,0,1,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,7,0,6,1,3,0,0,0,0,0,0,11,3,0,0,0,0,0,1,0,1,1,0,0,0,628
2021,"Islington 020","E02000573",10310,3492,104,111,173,962,38,4496,17,5,0,2,4472,0,72,22,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,2,2,0,0,0,1,0,0,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,862
2021,"Islington 021","E02000574",7831,2817,76,97,75,687,22,3336,16,4,0,3,3313,0,75,32,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,16,0,4,1,1,0,0,2,0,0,0,6,1,2,0,0,1,0,0,0,0,1,0,0,0,646
2021,"Islington 022","E02000575",11313,3862,88,185,143,1263,39,4540,16,4,0,1,4519,0,150,58,0,1,4,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,28,0,13,1,5,0,1,1,0,0,0,20,3,4,0,0,0,0,0,0,0,3,0,0,0,1043
2021,"Islington 023","E02000576",10671,3880,93,189,96,1406,35,3891,8,4,0,3,3876,0,148,83,1,2,3,0,0,0,0,0,0,0,1,1,3,5,0,0,0,1,13,0,8,2,11,0,0,1,0,0,3,4,1,1,1,0,0,0,0,0,0,0,1,0,2,933
2021,"Kensington and Chelsea 001","E02000577",7714,3023,50,46,34,2317,13,1501,1,4,0,2,1494,0,56,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,22,0,3,0,11,0,0,1,0,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,674
2021,"Kensington and Chelsea 002","E02000578",6004,2903,35,29,11,1499,7,1095,2,0,0,0,1093,0,25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,400
2021,"Kensington and Chelsea 003","E02000579",8989,4395,80,14,136,1178,8,2426,8,3,0,0,2415,0,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,0,5,0,4,1,0,0,0,0,1,10,2,0,0,0,1,0,0,0,0,1,0,0,4,695
2021,"Kensington and Chelsea 004","E02000580",7897,3509,80,38,91,1067,13,2292,8,1,0,2,2281,0,85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,36,0,4,1,6,0,1,1,2,0,0,17,5,2,1,0,0,0,0,0,0,1,0,1,0,722
2021,"Kensington and Chelsea 005","E02000581",7392,3310,59,38,47,1596,9,1377,5,3,0,0,1369,0,36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,2,1,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,920
2021,"Kensington and Chelsea 006","E02000582",6539,2903,109,80,158,380,20,2012,6,6,1,1,1998,0,65,0,0,1,0,0,0,0,0,0,0,5,0,0,2,8,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,2,812
2021,"Kensington and Chelsea 007","E02000583",6429,3155,85,44,174,354,16,1999,6,3,0,0,1990,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,15,1,2,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,3,561
2021,"Kensington and Chelsea 008","E02000584",7172,3405,78,103,294,383,20,2078,1,7,0,1,2069,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,16,0,1,0,1,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,2,774
2021,"Kensington and Chelsea 009","E02000585",8088,3982,103,93,168,1047,15,1804,10,0,0,0,1794,0,49,0,0,1,1,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,22,1,2,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,6,827
2021,"Kensington and Chelsea 010","E02000586",6475,3259,89,145,160,457,23,1516,1,1,0,0,1514,0,70,0,0,4,5,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,15,2,3,0,0,0,1,0,0,3,6,8,3,2,0,0,0,0,1,0,0,0,0,0,3,756
2021,"Kensington and Chelsea 011","E02000587",6490,3205,85,104,199,632,13,1614,31,1,0,0,1582,0,38,0,0,2,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,1,5,3,1,0,0,0,0,0,0,0,0,0,0,6,600
2021,"Kensington and Chelsea 012","E02000588",5982,3040,67,76,168,457,15,1311,5,0,1,0,1305,0,45,0,0,4,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,12,3,3,1,0,0,0,0,0,0,1,6,1,3,0,0,0,0,0,0,0,0,0,0,4,803
2021,"Kensington and Chelsea 013","E02000589",7253,3258,141,130,129,662,20,2134,6,0,0,0,2128,0,63,2,0,3,3,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,11,1,3,0,0,0,0,0,0,1,1,0,0,3,716
2021,"Kensington and Chelsea 014","E02000590",5972,2866,53,81,88,740,9,1362,3,1,0,0,1358,0,32,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,9,2,1,1,0,0,0,0,0,0,1,0,0,0,741
2021,"Kensington and Chelsea 015","E02000591",6213,2612,107,86,68,1030,17,1628,5,3,0,1,1619,0,46,0,0,2,1,0,0,0,0,1,0,5,1,0,4,1,0,0,0,0,16,0,2,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,2,619
2021,"Kensington and Chelsea 016","E02000592",5762,2815,71,97,186,281,31,1615,4,1,0,0,1610,0,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,15,0,1,0,0,0,1,0,0,0,4,6,1,2,0,0,0,0,0,0,0,0,0,0,8,620
2021,"Kensington and Chelsea 017","E02000593",7391,3746,98,117,87,505,24,2101,4,1,0,2,2094,0,44,1,1,2,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,15,0,1,1,2,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,0,3,669
2021,"Kensington and Chelsea 018","E02000594",6477,4064,51,49,140,362,10,1248,3,0,0,1,1244,0,47,0,0,2,0,0,0,0,0,0,0,3,0,0,8,6,0,0,0,1,16,0,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,506
2021,"Kensington and Chelsea 019","E02000595",6165,3351,47,85,153,369,13,1431,5,2,0,2,1422,0,53,1,0,4,0,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0,20,2,1,0,0,0,0,1,0,0,0,7,4,0,1,0,0,0,0,0,0,0,0,0,2,663
2021,"Kensington and Chelsea 020","E02000596",6616,3500,53,57,135,331,13,1755,12,1,0,0,1742,0,69,0,1,1,0,0,0,0,0,0,0,0,0,24,1,6,0,0,0,0,11,0,2,0,1,0,1,0,0,1,1,11,2,1,0,0,1,0,0,0,0,1,0,2,1,703
2021,"Kensington and Chelsea 021","E02000597",6340,3031,66,73,55,1215,6,1300,1,1,0,1,1297,0,64,0,0,0,0,0,0,0,0,3,0,1,0,9,1,4,0,0,0,0,11,1,8,1,3,0,0,3,0,1,1,7,7,0,0,0,0,0,0,0,0,1,0,0,2,530
2021,"Kingston upon Thames 001","E02000598",8091,3490,100,331,23,387,55,3013,3,4,0,4,3002,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,19,1,1,0,0,0,11,0,2,0,0,0,0,1,0,0,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,640
2021,"Kingston upon Thames 002","E02000599",7007,2750,94,469,88,1141,77,1687,7,0,0,2,1678,0,61,0,0,4,4,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,13,0,3,2,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,6,640
2021,"Kingston upon Thames 003","E02000600",8361,3553,81,276,36,826,140,2806,6,4,0,1,2795,0,72,0,0,0,1,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,20,0,16,0,0,1,1,0,0,1,0,11,3,2,0,0,0,0,0,0,0,1,0,0,3,571
2021,"Kingston upon Thames 004","E02000601",11906,4672,164,381,61,837,72,4722,7,7,0,4,4704,0,65,1,0,0,1,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,18,1,4,1,1,0,0,2,1,0,1,9,3,1,1,0,0,1,0,0,0,1,0,0,6,932
2021,"Kingston upon Thames 005","E02000602",10311,3882,118,425,29,1045,143,3889,13,2,0,0,3874,0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,13,0,1,0,0,0,1,0,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,730
2021,"Kingston upon Thames 006","E02000603",8636,3569,102,638,27,1071,113,2520,3,1,1,1,2514,0,42,3,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,12,0,4,0,2,0,1,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,554
2021,"Kingston upon Thames 007","E02000604",9242,4226,97,557,37,673,70,2929,4,2,0,0,2923,0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,1,0,0,1,617
2021,"Kingston upon Thames 008","E02000605",8488,3771,83,567,40,673,39,2657,9,3,0,2,2643,0,61,1,1,0,0,0,0,0,0,1,0,1,0,1,11,2,0,0,0,0,12,0,0,1,2,0,0,0,0,0,1,16,2,1,1,0,0,0,0,0,0,0,0,0,7,597
2021,"Kingston upon Thames 009","E02000606",10564,3767,114,308,67,655,99,4511,20,4,0,6,4480,1,141,5,1,5,3,0,0,0,0,0,0,3,0,2,8,12,0,0,0,0,33,3,12,1,1,1,0,3,0,0,1,23,14,1,2,0,0,0,0,0,0,4,0,0,3,902
2021,"Kingston upon Thames 010","E02000607",6789,2889,45,167,57,290,46,2675,5,2,0,0,2668,0,49,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,5,1,7,1,1,0,3,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,9,571
2021,"Kingston upon Thames 011","E02000608",7199,2728,93,166,27,353,26,3120,11,1,0,1,3107,0,69,2,0,1,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0,0,21,0,8,1,1,0,0,0,0,0,1,13,4,1,0,0,0,0,2,0,0,1,1,0,1,617
2021,"Kingston upon Thames 012","E02000609",7628,3475,66,752,20,1078,55,1662,8,5,0,0,1649,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,480
2021,"Kingston upon Thames 013","E02000610",7952,3160,87,241,48,444,68,3203,6,4,0,1,3192,0,63,0,0,2,0,0,0,0,1,2,0,1,0,0,2,3,0,0,0,0,18,0,9,0,3,0,0,1,0,0,0,12,1,2,0,0,0,0,0,0,0,3,1,1,1,638
2021,"Kingston upon Thames 014","E02000611",7440,3482,45,493,38,442,100,2282,4,0,0,2,2276,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,3,0,6,0,0,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,6,512
2021,"Kingston upon Thames 015","E02000612",8252,4011,111,550,18,859,89,2104,2,6,0,0,2096,0,68,0,1,0,0,0,0,0,0,0,0,3,0,0,28,9,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,5,0,442
2021,"Kingston upon Thames 016","E02000613",8092,3380,61,276,33,440,26,3270,9,3,0,0,3258,0,27,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,5,579
2021,"Kingston upon Thames 017","E02000614",9293,3879,96,1034,11,1045,97,2460,5,0,0,1,2453,1,57,2,0,1,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,12,0,4,0,0,0,0,2,2,0,0,3,8,0,0,0,0,0,0,0,0,1,0,0,2,614
2021,"Kingston upon Thames 018","E02000615",7881,3877,81,326,14,448,33,2544,6,2,0,1,2535,0,28,0,0,1,0,1,0,0,0,1,1,0,0,0,3,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,5,530
